,,,Slide ID,a,c,b,d
C1,no,Insulin,9.595959595959597,0.26446239813208744,0.15096291475659027,0.14017821913740433,0.12447412744268925
C1,no,Insulin,10.101010101010102,0.26446700399406975,0.1509326801457241,0.1401807058152919,0.1244631762954347
C1,no,Insulin,10.606060606060607,0.26446985800800427,0.15091317917225225,0.14018240150670988,0.1244561180429364
C1,no,Insulin,11.111111111111112,0.2644716196152939,0.15090059902271574,0.1401835314502449,0.12445156765051202
C1,no,Insulin,11.616161616161618,0.26447270298745285,0.1508924860058236,0.14018427326335844,0.12444863478224183
C1,no,Insulin,12.121212121212121,0.2644733670961368,0.1508872530031481,0.1401847532056114,0.124446744020347
C1,no,Insulin,12.626262626262626,0.2644737728071708,0.15088387923187097,0.14018506063453975,0.12444552560100221
C1,no,Insulin,13.131313131313131,0.26447402024845956,0.15088170315324365,0.14018525602395593,0.12444474005440703
C1,no,Insulin,13.636363636363637,0.2644741707778475,0.15088029898162883,0.14018537892107497,0.12444423334674867
C1,no,Insulin,14.141414141414142,0.2644742617688704,0.1508793953459237,0.14018545595239446,0.12444390738279065
C1,no,Insulin,14.646464646464647,0.26447431689781253,0.15087881264933514,0.14018550397112906,0.12444369725461923
C1,no,Insulin,15.151515151515152,0.26447435017927207,0.15087843707248824,0.14018553350211707,0.12444356185055723
C1,no,Insulin,15.656565656565657,0.26447437014765374,0.15087819563270435,0.14018555173104016,0.12444347483050112
C1,no,Insulin,16.161616161616163,0.2644743823193812,0.15087803927969334,0.1401855631028813,0.1244434184901318
C1,no,Insulin,16.666666666666668,0.26447438987914146,0.15087793708190778,0.1401855701636436,0.12444338166784265
C1,no,Insulin,17.171717171717173,0.2644743944005511,0.15087787115121143,0.1401855743960444,0.12444335791623333
C1,no,Insulin,17.67676767676768,0.2644743970754935,0.150877828343008,0.1401855770122864,0.12444334249912735
C1,no,Insulin,18.181818181818183,0.2644743985672443,0.15087780170303858,0.1401855785582166,0.12444333290809284
C1,no,Insulin,18.68686868686869,0.26447439939000095,0.1508777851819708,0.14018557943436372,0.1244433269613531
C1,no,Insulin,19.191919191919194,0.2644743998740695,0.15087777461608082,0.14018557993988306,0.12444332315829099
C1,no,Insulin,19.6969696969697,0.26447440018657575,0.15087776765566593,0.14018558024765074,0.12444332065267341
C1,no,Insulin,20.202020202020204,0.264474400399805,0.15087776297995623,0.14018558045153934,0.12444331896936459
C1,no,Insulin,20.70707070707071,0.26447440053943394,0.1508777598767126,0.14018558058859487,0.12444331785224926
C1,no,Insulin,21.212121212121215,0.26447440062676614,0.15087775784056723,0.14018558067866843,0.12444331711939335
C1,no,Insulin,21.71717171717172,0.26447440067872613,0.15087775652712027,0.14018558073502582,0.12444331664674092
C1,no,Insulin,22.222222222222225,0.2644744007096004,0.15087775567448078,0.14018558076875667,0.12444331633993704
C1,no,Insulin,22.72727272727273,0.264474400728601,0.1508777551135604,0.14018558078875304,0.12444331613809606
C1,no,Insulin,23.232323232323235,0.26447440074072415,0.15087775473933215,0.1401855808010604,0.12444331600342978
C1,no,Insulin,23.73737373737374,0.2644744007558582,0.15087775428356265,0.1401855808170486,0.12444331583942954
C1,no,Insulin,24.242424242424242,0.26447440076750317,0.15087775392814784,0.14018558082935287,0.12444331571154137
C1,no,Insulin,24.747474747474747,0.26447440077565915,0.15087775367308776,0.14018558083797314,0.12444331561976525
C1,no,Insulin,25.252525252525253,0.26447440078032597,0.15087775351838237,0.14018558084290947,0.12444331556410121
C1,no,Insulin,25.757575757575758,0.2644744007815038,0.15087775346403173,0.14018558084416183,0.12444331554454925
C1,no,Insulin,26.262626262626263,0.26447440077919254,0.15087775351003577,0.14018558084173025,0.12444331556110935
C1,no,Insulin,26.767676767676768,0.26447440077475837,0.15087775361836905,0.14018558083705568,0.12444331560009789
C1,no,Insulin,27.272727272727273,0.2644744007762346,0.15087775356542646,0.14018558083861196,0.12444331558104965
C1,no,Insulin,27.77777777777778,0.26447440077685874,0.1508777535394399,0.1401855808392658,0.12444331557170069
C1,no,Insulin,28.282828282828284,0.26447440077663076,0.15087775354040944,0.1401855808390172,0.12444331557205097
C1,no,Insulin,28.78787878787879,0.2644744007755507,0.15087775356833505,0.14018558083786614,0.12444331558210053
C1,no,Insulin,29.292929292929294,0.2644744007736185,0.1508777536232167,0.14018558083581267,0.12444331560184936
C1,no,Insulin,29.7979797979798,0.26447440077083423,0.1508777537050544,0.14018558083285673,0.12444331563129744
C1,no,Insulin,30.303030303030305,0.2644744007678764,0.15087775376994333,0.14018558082973628,0.12444331565465298
C1,no,Insulin,30.80808080808081,0.2644744007670608,0.15087775380065516,0.14018558082885574,0.12444331566570213
C1,no,Insulin,31.313131313131315,0.2644744007662451,0.15087775383136698,0.1401855808279752,0.12444331567675128
C1,no,Insulin,31.81818181818182,0.26447440076542944,0.1508777538620788,0.14018558082709462,0.12444331568780041
C1,no,Insulin,32.323232323232325,0.26447440076461376,0.15087775389279065,0.14018558082621407,0.12444331569884956
C1,no,Insulin,32.82828282828283,0.26447440076379813,0.15087775392350247,0.1401855808253335,0.12444331570989871
C1,no,Insulin,33.333333333333336,0.26447440076298245,0.1508777539542143,0.14018558082445295,0.12444331572094786
C1,no,Insulin,33.83838383838384,0.26447440076249046,0.1508777539728002,0.1401855808239217,0.12444331572763447
C1,no,Insulin,34.343434343434346,0.2644744007624683,0.15087775397378564,0.1401855808238974,0.12444331572798896
C1,no,Insulin,34.84848484848485,0.2644744007624461,0.1508777539747711,0.1401855808238731,0.12444331572834345
C1,no,Insulin,35.35353535353536,0.26447440076242396,0.15087775397575656,0.14018558082384883,0.12444331572869795
C1,no,Insulin,35.85858585858586,0.2644744007624018,0.150877753976742,0.1401855808238245,0.12444331572905246
C1,no,Insulin,36.36363636363637,0.26447440076237966,0.15087775397772746,0.14018558082380023,0.12444331572940695
C1,no,Insulin,36.86868686868687,0.2644744007623575,0.15087775397871292,0.1401855808237759,0.12444331572976144
C1,no,Insulin,37.37373737373738,0.26447440076233536,0.15087775397969838,0.14018558082375163,0.12444331573011595
C1,no,Insulin,37.87878787878788,0.26447440076231316,0.15087775398068382,0.14018558082372734,0.12444331573047045
C1,no,Insulin,38.38383838383839,0.264474400762291,0.15087775398166928,0.14018558082370303,0.12444331573082494
C1,no,Insulin,38.88888888888889,0.26447440076226886,0.15087775398265474,0.14018558082367874,0.12444331573117944
C1,no,Insulin,39.3939393939394,0.2644744007622467,0.15087775398364017,0.14018558082365445,0.12444331573153394
C1,no,Insulin,39.8989898989899,0.26447440076222456,0.15087775398462563,0.14018558082363014,0.12444331573188844
C1,no,Insulin,40.40404040404041,0.2644744007622024,0.1508777539856111,0.14018558082360585,0.12444331573224293
C1,no,Insulin,40.909090909090914,0.2644744007621802,0.15087775398659656,0.14018558082358157,0.12444331573259743
C1,no,Insulin,41.41414141414142,0.26447440076215806,0.150877753987582,0.14018558082355725,0.12444331573295193
C1,no,Insulin,41.919191919191924,0.2644744007621359,0.15087775398856745,0.14018558082353297,0.12444331573330643
C1,no,Insulin,42.42424242424243,0.26447440076211376,0.15087775398955292,0.14018558082350865,0.12444331573366092
C1,no,Insulin,42.929292929292934,0.2644744007620916,0.15087775399053835,0.14018558082348437,0.12444331573401543
C1,no,Insulin,43.43434343434344,0.2644744007620694,0.1508777539915238,0.14018558082346008,0.12444331573436992
C1,no,Insulin,43.939393939393945,0.26447440076204726,0.15087775399250927,0.14018558082343577,0.12444331573472442
C1,no,Insulin,44.44444444444445,0.2644744007620251,0.15087775399349473,0.14018558082341148,0.12444331573507891
C1,no,Insulin,44.949494949494955,0.26447440076200296,0.15087775399448017,0.1401855808233872,0.12444331573543342
C1,no,Insulin,45.45454545454546,0.2644744007619808,0.15087775399546563,0.14018558082336288,0.12444331573578792
C1,no,Insulin,45.959595959595966,0.26447440076195866,0.1508777539964511,0.1401855808233386,0.12444331573614241
C1,no,Insulin,46.46464646464647,0.26447440076193646,0.15087775399743653,0.14018558082331428,0.1244433157364969
C1,no,Insulin,46.969696969696976,0.2644744007619143,0.150877753998422,0.14018558082329,0.12444331573685141
C1,no,Insulin,47.47474747474748,0.26447440076189216,0.15087775399940745,0.1401855808232657,0.1244433157372059
C1,no,Insulin,47.979797979797986,0.26447440076187,0.1508777540003929,0.1401855808232414,0.1244433157375604
C1,no,Insulin,48.484848484848484,0.26447440076184786,0.15087775400137834,0.1401855808232171,0.12444331573791491
C1,no,Insulin,48.98989898989899,0.2644744007618257,0.1508777540023638,0.14018558082319282,0.1244433157382694
C1,no,Insulin,49.494949494949495,0.2644744007618035,0.15087775400334927,0.1401855808231685,0.1244433157386239
C1,no,Insulin,50.0,0.26447440076178136,0.1508777540043347,0.14018558082314422,0.12444331573897839
