,,,Slide ID,a,c,b,d
,,,Antibody Name,a,c,b,d
,,,HUGO ID,a,c,b,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.3123216798504178,0.5031348695118991,0.4930916972040361,0.28990093077969825
C1,no,Insulin,0.5050505050505051,0.2829725560502456,0.377297262877491,0.33033698042087584,0.22280261572031132
C1,no,Insulin,1.0101010101010102,0.2690735968068766,0.2967051152537045,0.24150439373262989,0.18441865690300932
C1,no,Insulin,1.5151515151515151,0.26323109330485533,0.2449135618704823,0.19346888590505473,0.16168536367532416
C1,no,Insulin,2.0202020202020203,0.26134106426564957,0.21155875781534542,0.16778672981696371,0.14786200637591498
C1,no,Insulin,2.5252525252525255,0.2612054616336943,0.1900496402017458,0.15422860368347074,0.13929531427271058
C1,no,Insulin,3.0303030303030303,0.2617184645695932,0.17616892454741376,0.1471710763570492,0.13391575079344054
C1,no,Insulin,3.5353535353535355,0.2623711120565608,0.16720757153050275,0.1435569426427172,0.13050721983862995
C1,no,Insulin,4.040404040404041,0.26295958149007137,0.16142111753320196,0.14174313298351487,0.12833463466759829
C1,no,Insulin,4.545454545454546,0.26342398019080093,0.15768457035843583,0.14085668413413982,0.12694438804203592
C1,no,Insulin,5.050505050505051,0.26376518376912444,0.15527181846032687,0.14043934116013185,0.12605247730693617
C1,no,Insulin,5.555555555555556,0.26400493118896434,0.1537139891774291,0.1402537882936282,0.1254793167677926
C1,no,Insulin,6.0606060606060606,0.2641683309717578,0.15270825831139792,0.14017912556178774,0.12511059291348223
C1,no,Insulin,6.565656565656566,0.26427725734938823,0.1520590347467935,0.14015503341445687,0.12487322033119347
C1,no,Insulin,7.070707070707071,0.26434866057403505,0.15163999345274276,0.14015225480624727,0.12472033814669617
C1,no,Insulin,7.575757575757576,0.2643948538565157,0.15136955679024158,0.140157167072137,0.12462184525853687
C1,no,Insulin,8.080808080808081,0.2644244215533841,0.15119504093449104,0.1401638124421433,0.12455837902504681
C1,no,Insulin,8.585858585858587,0.26444318295590585,0.15108243596506646,0.14016987822941857,0.12451747840523945
C1,no,Insulin,9.090909090909092,0.26445500056997434,0.15100978439494944,0.14017468311870526,0.12449111773631029
