,,,Slide ID,a,b,e,d,c
,,,Antibody Name,a,b,e,d,c
,,,HUGO ID,a,b,e,d,c
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,42.929292929292934,0.0784867228208388,0.019169213812372833,0.007584142232148873,0.009943026991548032,0.0641095405094775
C1,no,Insulin,43.43434343434344,0.07848672283970541,0.01916921382198674,0.007584142235059386,0.00994302699619182,0.06410954052925513
C1,no,Insulin,43.939393939393945,0.07848672285857203,0.019169213831600647,0.007584142237969899,0.00994302700083561,0.06410954054903276
C1,no,Insulin,44.44444444444445,0.07848672287743863,0.019169213841214554,0.007584142240880412,0.009943027005479398,0.0641095405688104
C1,no,Insulin,44.949494949494955,0.07848672289630525,0.01916921385082846,0.007584142243790925,0.009943027010123187,0.06410954058858803
C1,no,Insulin,45.45454545454546,0.07848672291517186,0.01916921386044237,0.007584142246701437,0.009943027014766976,0.06410954060836567
C1,no,Insulin,45.959595959595966,0.07848672291984525,0.01916921386282382,0.0075841422474224075,0.009943027015917287,0.0641095406132647
C1,no,Insulin,46.46464646464647,0.07848672292080876,0.01916921386331482,0.007584142247571065,0.009943027016154456,0.06410954061427471
C1,no,Insulin,46.969696969696976,0.07848672292177226,0.01916921386380582,0.007584142247719723,0.009943027016391628,0.06410954061528472
C1,no,Insulin,47.47474747474748,0.07848672292273576,0.019169213864296816,0.00758414224786838,0.009943027016628797,0.06410954061629473
C1,no,Insulin,47.979797979797986,0.07848672292369926,0.019169213864787815,0.007584142248017037,0.009943027016865967,0.06410954061730473
C1,no,Insulin,48.484848484848484,0.07848672292466277,0.019169213865278815,0.007584142248165695,0.009943027017103137,0.06410954061831474
C1,no,Insulin,48.98989898989899,0.07848672292562628,0.019169213865769814,0.007584142248314352,0.009943027017340306,0.06410954061932475
C1,no,Insulin,49.494949494949495,0.07848672292658979,0.01916921386626081,0.007584142248463009,0.009943027017577476,0.06410954062033476
C1,no,Insulin,50.0,0.07848672292755328,0.01916921386675181,0.007584142248611666,0.009943027017814646,0.06410954062134477
