Networkname,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_4_14_10_2018_9_57.sif,2,8,2,4,0.5,0.3333333333333333,0.625,0.5666666666666667,0.14907119849998599
