Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_5_15_10_2018_14_16.sif,Namespace(dir='100'),1,11,4,9,0.2,0.1,0.48,0.46474358974358976,-0.2041241452319315
Gold_4_15_10_2018_14_16.sif,Namespace(dir='100'),3,8,1,4,0.75,0.42857142857142855,0.6875,0.9363636363636364,0.363696483726654
