,,,Slide ID,b,a,d,c,e
,,,Antibody Name,b,a,d,c,e
,,,HUGO ID,b,a,d,c,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.7015563948424915,0.6053679641392561,0.5137655816480915,0.3820415640247644,0.9742027114094832
C1,no,Insulin,0.33557046979865773,0.39781215646078316,0.3665983496053141,0.39698354763974014,0.29027479879121443,0.700279861189033
C1,no,Insulin,0.6711409395973155,0.270676406616509,0.2596157408138649,0.33629313216091744,0.24693895737386043,0.519153498010496
C1,no,Insulin,1.0067114093959733,0.2170640480437042,0.21075748173631761,0.30440394798277537,0.22601464492220977,0.3999527612703411
C1,no,Insulin,1.342281879194631,0.19426107013557212,0.1880945039180945,0.2876562607997818,0.21573625271882604,0.3219875804959922
C1,no,Insulin,1.6778523489932886,0.1844609638206487,0.17744268799157056,0.2789012377254385,0.21061533285833872,0.27133024681165174
C1,no,Insulin,2.0134228187919465,0.1801958465201401,0.17237601574400047,0.27434608759573376,0.20803256649215246,0.23862297071741312
C1,no,Insulin,2.348993288590604,0.17831184208226397,0.16993827590135685,0.27198381543407896,0.2067158301055925,0.21762135506843133
C1,no,Insulin,2.684563758389262,0.17746536649340786,0.1687521642656608,0.27076053015246937,0.20603812818673617,0.20419718746593396
C1,no,Insulin,3.0201342281879198,0.17707783490160686,0.16816862300874078,0.2701269274432058,0.2056863986062325,0.19564741091195545
C1,no,Insulin,3.3557046979865772,0.17689683107785995,0.16787840559749492,0.26979824281903825,0.20550250987685895,0.19021735328023473
C1,no,Insulin,3.691275167785235,0.1768105437180596,0.16773255413602378,0.26962730313318206,0.20540575865511404,0.1867760983119683
C1,no,Insulin,4.026845637583893,0.17676857343329622,0.16765852359053374,0.2695381147608735,0.2053545740675746,0.18459883958219447
C1,no,Insulin,4.3624161073825505,0.17674776808430678,0.16762059805051924,0.26949141096799567,0.20532736835941942,0.1832230601914594
C1,no,Insulin,4.697986577181208,0.17673727627046465,0.16760100438093908,0.26946686157830874,0.2053128505727054,0.18235458722721862
C1,no,Insulin,5.033557046979866,0.1767319039457397,0.16759080273035556,0.26945390696366983,0.20530507673681492,0.18180677701300485
C1,no,Insulin,5.369127516778524,0.176729120490952,0.1675854583422213,0.2694470484459818,0.20530090390768896,0.18146145459632554
C1,no,Insulin,5.704697986577181,0.17672766047927332,0.16758263939810422,0.26944340294233593,0.20529865769337755,0.18124387851884582
C1,no,Insulin,6.0402684563758395,0.1767268886047568,0.16758114536295793,0.2694414593704372,0.20529744641750297,0.18110684638141156
C1,no,Insulin,6.375838926174497,0.17672647804350441,0.1675803502801115,0.26944042029931436,0.20529679227296724,0.1810205702535498
C1,no,Insulin,6.7114093959731544,0.17672625831401068,0.16757992543243716,0.26943986329110375,0.20529643848080023,0.1809662647062196
C1,no,Insulin,7.046979865771813,0.17672614024778668,0.1675796976986211,0.26943956399803876,0.20529624691104023,0.1809320889097997
C1,no,Insulin,7.38255033557047,0.17672607661687587,0.16757957533981194,0.26943940291868274,0.20529614311537595,0.1809105862609433
C1,no,Insulin,7.718120805369128,0.17672604224302652,0.16757950942988292,0.269439316035954,0.20529608681689937,0.18089705840110432
C1,no,Insulin,8.053691275167786,0.1767260236185333,0.16757947389487923,0.26943926918260797,0.2052960562933019,0.1808885492745507
C1,no,Insulin,8.389261744966444,0.17672601357799272,0.16757945476167457,0.26943924392131213,0.2052960397731555,0.18088320099778438
C1,no,Insulin,8.724832214765101,0.17672600812038247,0.16757944435291056,0.26943923015928667,0.20529603075847275,0.18087983669954855
C1,no,Insulin,9.060402684563758,0.17672600512920583,0.16757943871286812,0.2694392227242946,0.20529602586001683,0.18087772062714674
C1,no,Insulin,9.395973154362416,0.17672600353997997,0.16757943567155523,0.2694392186883849,0.2052960232067014,0.180876390762779
C1,no,Insulin,9.731543624161075,0.17672600267999006,0.16757943402169478,0.2694392164963656,0.20529602176822281,0.18087555585818432
C1,no,Insulin,10.067114093959733,0.17672600216321513,0.1675794331031999,0.26943921531116594,0.2052960209704266,0.18087503002445485
C1,no,Insulin,10.40268456375839,0.17672600189827087,0.16757943260512898,0.2694392146534659,0.20529602053274432,0.18087469907909473
C1,no,Insulin,10.738255033557047,0.17672600178262243,0.16757943233757402,0.26943921427499734,0.20529602029702054,0.1808744914761903
C1,no,Insulin,11.073825503355705,0.17672600168735886,0.16757943218061705,0.26943921407866717,0.2052960201648649,0.18087436110431082
C1,no,Insulin,11.409395973154362,0.1767260016023408,0.16757943208620785,0.26943921398687304,0.2052960200864797,0.18087427829036165
C1,no,Insulin,11.74496644295302,0.17672600156023707,0.1675794320324273,0.269439213928816,0.20529602003870856,0.18087422329457872
C1,no,Insulin,12.080536912751679,0.17672600159433027,0.1675794320212414,0.2694392138768913,0.20529602002091243,0.1808741922891258
C1,no,Insulin,12.416107382550337,0.17672600161441282,0.16757943201121528,0.2694392138389658,0.20529602001108976,0.18087417140779588
C1,no,Insulin,12.751677852348994,0.17672600160688323,0.16757943200195555,0.2694392138280166,0.20529602000578318,0.18087415890220845
C1,no,Insulin,13.087248322147651,0.1767260015852328,0.16757943199590344,0.2694392138370312,0.20529602000266847,0.1808741513824472
C1,no,Insulin,13.422818791946309,0.17672600156976198,0.16757943199408926,0.26943921384905156,0.20529602000098812,0.18087414662231516
C1,no,Insulin,13.758389261744966,0.17672600156848986,0.167579431994928,0.269439213852879,0.2052960200002576,0.18087414350766715
C1,no,Insulin,14.093959731543626,0.17672600157758228,0.16757943199620565,0.26943921384724495,0.20529601999998007,0.18087414147610476
C1,no,Insulin,14.429530201342283,0.17672600158706625,0.16757943199632228,0.2694392138382247,0.2052960199997127,0.18087414017924341
C1,no,Insulin,14.76510067114094,0.17672600158947221,0.16757943199535982,0.2694392138334384,0.20529601999932987,0.18087413935870905
C1,no,Insulin,15.100671140939598,0.17672600158560806,0.1675794319943656,0.2694392138347949,0.20529601999899547,0.18087413883577946
C1,no,Insulin,15.436241610738255,0.1767260015806581,0.16757943199393094,0.2694392138387278,0.2052960199988278,0.18087413849250322
C1,no,Insulin,15.771812080536913,0.17672600157726612,0.16757943199270167,0.2694392138388958,0.20529601999845692,0.18087413807502822
C1,no,Insulin,16.107382550335572,0.17672600157492732,0.1675794319918511,0.2694392138390161,0.20529601999819633,0.1808741377524958
C1,no,Insulin,16.44295302013423,0.1767260015736417,0.16757943199137923,0.2694392138390887,0.20529601999804598,0.18087413752490597
C1,no,Insulin,16.778523489932887,0.17672600157340929,0.16757943199128605,0.2694392138391136,0.2052960199980059,0.1808741373922587
C1,no,Insulin,17.114093959731544,0.17672600157423007,0.16757943199157158,0.26943921383909086,0.2052960199980761,0.180874137354554
C1,no,Insulin,17.449664429530202,0.17672600157610405,0.16757943199223582,0.2694392138390204,0.20529601999825653,0.18087413741179184
C1,no,Insulin,17.78523489932886,0.17672600157832016,0.16757943199302505,0.269439213838935,0.20529601999847452,0.18087413751076592
C1,no,Insulin,18.120805369127517,0.17672600157841936,0.16757943199306188,0.26943921383894776,0.2052960199984785,0.18087413746747308
C1,no,Insulin,18.456375838926174,0.17672600157863105,0.1675794319931418,0.2694392138389561,0.2052960199984965,0.1808741374487344
C1,no,Insulin,18.79194630872483,0.1767260015789553,0.16757943199326475,0.26943921383895997,0.20529601999852853,0.1808741374545499
C1,no,Insulin,19.12751677852349,0.176726001579392,0.16757943199343078,0.2694392138389595,0.2052960199985746,0.18087413748491954
C1,no,Insulin,19.46308724832215,0.17672600157994126,0.16757943199363987,0.2694392138389546,0.20529601999863473,0.18087413753984338
C1,no,Insulin,19.798657718120808,0.176726001580603,0.16757943199389203,0.2694392138389453,0.2052960199987089,0.1808741376193214
C1,no,Insulin,20.134228187919465,0.17672600158198465,0.16757943199440628,0.26943921383892777,0.2052960199988499,0.18087413768181643
C1,no,Insulin,20.469798657718123,0.17672600158197965,0.1675794319944104,0.26943921383893393,0.20529601999885308,0.18087413770831692
C1,no,Insulin,20.80536912751678,0.17672600158197466,0.1675794319944145,0.2694392138389401,0.20529601999885627,0.18087413773481745
C1,no,Insulin,21.140939597315437,0.17672600158196966,0.1675794319944186,0.26943921383894626,0.20529601999885946,0.18087413776131794
C1,no,Insulin,21.476510067114095,0.17672600158196466,0.1675794319944227,0.2694392138389524,0.20529601999886266,0.18087413778781844
C1,no,Insulin,21.812080536912752,0.17672600158195967,0.16757943199442682,0.2694392138389586,0.20529601999886585,0.18087413781431896
C1,no,Insulin,22.14765100671141,0.17672600158195467,0.16757943199443093,0.2694392138389647,0.20529601999886904,0.18087413784081946
C1,no,Insulin,22.483221476510067,0.1767260015819525,0.16757943199443276,0.26943921383896746,0.20529601999887043,0.18087413785266257
C1,no,Insulin,22.818791946308725,0.17672600158195242,0.16757943199443284,0.2694392138389676,0.2052960199988705,0.18087413785347345
C1,no,Insulin,23.154362416107382,0.17672600158195237,0.16757943199443295,0.26943921383896774,0.20529601999887057,0.18087413785428433
C1,no,Insulin,23.48993288590604,0.1767260015819523,0.16757943199443304,0.26943921383896785,0.20529601999887065,0.1808741378550952
C1,no,Insulin,23.8255033557047,0.17672600158195223,0.16757943199443312,0.26943921383896796,0.20529601999887073,0.18087413785590606
C1,no,Insulin,24.161073825503358,0.17672600158195217,0.16757943199443323,0.26943921383896813,0.2052960199988708,0.18087413785671694
C1,no,Insulin,24.496644295302016,0.1767260015819521,0.16757943199443331,0.26943921383896824,0.20529601999887087,0.18087413785752782
C1,no,Insulin,24.832214765100673,0.17672600158195204,0.1675794319944334,0.2694392138389684,0.20529601999887095,0.1808741378583387
C1,no,Insulin,25.16778523489933,0.17672600158195195,0.1675794319944335,0.2694392138389685,0.205296019998871,0.18087413785914958
C1,no,Insulin,25.503355704697988,0.1767260015819519,0.1675794319944336,0.2694392138389687,0.2052960199988711,0.18087413785996043
C1,no,Insulin,25.838926174496645,0.1767260015819518,0.16757943199443368,0.2694392138389688,0.20529601999887118,0.1808741378607713
C1,no,Insulin,26.174496644295303,0.17672600158195176,0.1675794319944338,0.2694392138389689,0.20529601999887123,0.18087413786158218
C1,no,Insulin,26.51006711409396,0.17672600158195167,0.16757943199443387,0.26943921383896907,0.20529601999887132,0.18087413786239306
C1,no,Insulin,26.845637583892618,0.17672600158195162,0.16757943199443395,0.2694392138389692,0.2052960199988714,0.18087413786320394
C1,no,Insulin,27.181208053691275,0.17672600158195156,0.16757943199443406,0.26943921383896935,0.20529601999887145,0.18087413786401482
C1,no,Insulin,27.516778523489933,0.17672600158195148,0.16757943199443415,0.26943921383896946,0.20529601999887154,0.18087413786482567
C1,no,Insulin,27.85234899328859,0.17672600158195143,0.16757943199443423,0.26943921383896957,0.20529601999887162,0.18087413786563655
C1,no,Insulin,28.18791946308725,0.17672600158195134,0.1675794319944343,0.26943921383896974,0.20529601999887168,0.18087413786644743
C1,no,Insulin,28.52348993288591,0.1767260015819513,0.16757943199443442,0.26943921383896985,0.20529601999887176,0.1808741378672583
C1,no,Insulin,28.859060402684566,0.1767260015819512,0.1675794319944345,0.26943921383897,0.20529601999887184,0.1808741378680692
C1,no,Insulin,29.194630872483224,0.17672600158195115,0.1675794319944346,0.2694392138389701,0.2052960199988719,0.18087413786888007
C1,no,Insulin,29.53020134228188,0.17672600158195106,0.1675794319944347,0.26943921383897024,0.20529601999887198,0.18087413786969092
C1,no,Insulin,29.86577181208054,0.176726001581951,0.16757943199443479,0.2694392138389704,0.20529601999887206,0.1808741378705018
C1,no,Insulin,30.201342281879196,0.17672600158195093,0.16757943199443487,0.2694392138389705,0.20529601999887212,0.18087413787131268
C1,no,Insulin,30.536912751677853,0.17672600158195087,0.16757943199443498,0.2694392138389707,0.2052960199988722,0.18087413787212356
C1,no,Insulin,30.87248322147651,0.17672600158195081,0.16757943199443506,0.2694392138389708,0.2052960199988723,0.18087413787293444
C1,no,Insulin,31.20805369127517,0.17672600158195073,0.16757943199443515,0.26943921383897096,0.20529601999887234,0.1808741378737453
C1,no,Insulin,31.543624161073826,0.17672600158195068,0.16757943199443526,0.26943921383897107,0.20529601999887243,0.18087413787455617
C1,no,Insulin,31.879194630872483,0.1767260015819506,0.16757943199443534,0.2694392138389712,0.2052960199988725,0.18087413787536705
C1,no,Insulin,32.214765100671144,0.17672600158195054,0.16757943199443542,0.26943921383897135,0.20529601999887256,0.18087413787617793
C1,no,Insulin,32.5503355704698,0.17672600158195045,0.16757943199443553,0.26943921383897146,0.20529601999887265,0.1808741378769888
C1,no,Insulin,32.88590604026846,0.1767260015819504,0.16757943199443562,0.2694392138389716,0.20529601999887273,0.18087413787779968
C1,no,Insulin,33.22147651006711,0.17672600158195031,0.1675794319944357,0.26943921383897174,0.2052960199988728,0.18087413787861054
