NON $ % + - .
#NON	a	c	b	d	e
0.0	0.357921503602015	0.07646032478608689	0.16415711983893733	0.8562083121069416	0.37426448499600784
0.5050505050505051	0.13271674806963	0.09753713676202817	0.09239278956279826	0.4744987102061655	0.21199060004430703
1.0101010101010102	0.061711366860257376	0.09437975049531841	0.06250230203830849	0.2903790621834662	0.1589098158308631
1.5151515151515151	0.03692264204831676	0.08629870121750327	0.04750430922063589	0.19937238406480742	0.136504664797388
2.0202020202020203	0.026945027817917667	0.07878883312793397	0.038982279882668405	0.15314869565349695	0.12443900429460668
2.5252525252525255	0.022273205337540763	0.07299305327734207	0.033843999701780626	0.12891736404445328	0.11690892149169224
3.0303030303030303	0.019802069776926293	0.06884502149732313	0.03067655035979056	0.11576075839422802	0.11194485884805988
3.5353535353535355	0.0183865612325708	0.0660002803510321	0.028708508644407004	0.10835883817797898	0.10865151029875754
4.040404040404041	0.017537590399151284	0.06410331892133032	0.027480867285045795	0.10405850452288597	0.1064881826328214
4.545454545454546	0.017015556894422967	0.06286222705301196	0.02671276091250971	0.10149392469887912	0.10508406034796125
5.050505050505051	0.016690317165346184	0.062060509039300334	0.026230927249686828	0.09993436896525101	0.10418136746483068
5.555555555555556	0.01648629929738498	0.06154689568524475	0.02592803280071295	0.09897296883425043	0.10360483839222828
6.0606060606060606	0.016357872333163274	0.061219585002993925	0.025737316650507023	0.09837489664082141	0.10323816396228995
6.565656565656566	0.016276882675211657	0.06101168818314168	0.02561709323774604	0.09800065299450228	0.10300556251478107
7.070707070707071	0.016225760429843288	0.060879904643419795	0.02554124435301413	0.097765596002184	0.10285823605171826
7.575757575757576	0.01619347512660663	0.0607964723888861	0.025493365007118164	0.09761761673733885	0.10276500987106349
8.080808080808081	0.016173080392401677	0.06074369109048468	0.02546313004367031	0.09752432127216924	0.10270605049360762
8.585858585858587	0.01616019552992035	0.060710314442920445	0.025444032550060603	0.09746545064842832	0.10266877188937801
9.090909090909092	0.01615205386819444	0.06068921552121271	0.025431967783083917	0.0974282808014231	0.1026452120929196
9.595959595959597	0.016146909627806613	0.06067587855857354	0.025424345256222187	0.097404805274402	0.10263031770449602
10.101010101010102	0.01614365926892637	0.06066745037402157	0.02541952939625827	0.09738997670256393	0.10262090614245135
