NON $ % + - . 0
#NON	f	e	b	a	d	c
0.0	0.6165276162305837	0.5643801046894683	0.6754867190032737	0.6728597123321515	0.4863771281976883	0.2886294593263685
0.5050505050505051	0.35712967145594754	0.28944493413801414	0.4073308573625159	0.3913753048296456	0.40009554098872707	0.13405180848105636
1.0101010101010102	0.25873408489310107	0.16416720096639534	0.2786937718515986	0.23146302143702227	0.33086276793164393	0.06889902819605372
1.5151515151515151	0.2043603380788487	0.10400355103747348	0.21095842722647482	0.1406359211760339	0.2735776358645247	0.040129379732428326
2.0202020202020203	0.16640917620401133	0.07300824645606716	0.17089241884860348	0.0886669438844781	0.22636464921519234	0.026384580502085864
2.5252525252525255	0.13781653679405645	0.055715664613316035	0.14443328910213252	0.05855034661606186	0.18818323310981855	0.019138709862062217
3.0303030303030303	0.11611304545146135	0.045269456744404496	0.12554671852619467	0.04079052783211055	0.15802794650116164	0.014918763922442799
3.5353535353535355	0.09983865751528748	0.03849595400314002	0.11150682925340309	0.03008661513805532	0.13476048576525132	0.012244456718864523
4.040404040404041	0.08781036474480813	0.03385083526833637	0.1009232813400482	0.023470064915567163	0.11716861233917857	0.010442289967627099
4.545454545454546	0.07901892816806774	0.030537739405969377	0.09294557428167759	0.01926744792747323	0.10407846647630156	0.009179003896586265
5.050505050505051	0.07263483013665696	0.028116020236356683	0.08696323656111855	0.01652471615791389	0.09444619897137235	0.008272719524006695
5.555555555555556	0.06800889449046377	0.026321325249898508	0.08250221049371151	0.014688762682536804	0.08740528914315988	0.007614022126595672
6.0606060606060606	0.06465331242196888	0.024982053436444482	0.07918911314070991	0.013431857312361871	0.08227329795175331	0.007131687550715808
6.565656565656566	0.0622117222143265	0.023979574020368568	0.07673384477327037	0.012554789410433972	0.07853287342292106	0.006776848631477596
7.070707070707071	0.06042803575980037	0.023228391043910133	0.07491531060631212	0.011933098966426194	0.07580178856122427	0.006514946993549554
7.575757575757576	0.05911952107697207	0.022665428018540507	0.07356768783223526	0.01148685505571638	0.07380205511025865	0.006321144172538351
8.080808080808081	0.058155852531685495	0.022243615044444	0.07256792700620208	0.011163366129306644	0.07233311552739545	0.006177428491276426
8.585858585858587	0.0574437559083113	0.021927661370466374	0.07182524978578113	0.010927061341217268	0.07125063954856839	0.006070664991875787
9.090909090909092	0.056916081193589964	0.02169107110339158	0.07127281392224184	0.010753427045907048	0.07045062090846024	0.005991234581850069
9.595959595959597	0.05652418993448067	0.0215139536765243	0.07086139877053171	0.010625270946096247	0.0698578624005576	0.005932067730902191
10.101010101010102	0.056232636038893294	0.021381384931371705	0.07055469843350681	0.010530361718710989	0.06941774635423983	0.005887951709571138
10.606060606060607	0.056015414290760075	0.021282171852453565	0.0703258593008167	0.010459891676752736	0.06909038688058464	0.005855031708241457
11.111111111111112	0.05585341233913059	0.021207928153287602	0.07015500241307059	0.01040746852362552	0.0688465652285835	0.005830450763774874
11.616161616161618	0.05573248814873467	0.021152374153345355	0.07002736981847714	0.010368414310821061	0.06866476683639834	0.005812088345361456
12.121212121212121	0.055642180584248614	0.021110807079889844	0.0699319928359478	0.01033928862784742	0.06852910641502245	0.005798366042709689
12.626262626262626	0.05557470489670088	0.02107970563800291	0.06986069644175784	0.010317549301439159	0.06842780727528568	0.005788108212481042
13.131313131313131	0.05552427004985753	0.021056434703793148	0.06980738737527489	0.01030131290521401	0.06835212720441976	0.005780438343195147
13.636363636363637	0.05548656082650618	0.02103902229579872	0.06976751907134213	0.0102891805566282	0.06829556374218798	0.005774702377041924
14.141414141414142	0.05545836513649597	0.021025995620821497	0.0697377035396083	0.01028011327801818	0.06825328294117035	0.005770412846232818
14.646464646464647	0.05543728058909253	0.021016249051417826	0.06971540283282132	0.010273334222073058	0.06822166952346205	0.005767204252238189
15.151515151515152	0.055421505180807934	0.02100895652504436	0.06969871859673435	0.010268264818764453	0.06819802490316045	0.00576480419959236
15.656565656565657	0.0554097022310796	0.021003501527279034	0.06968623853588758	0.010264474252623789	0.0681803422375014	0.005763009402513837
16.161616161616163	0.05540088508561288	0.02099941903385747	0.06967690500527235	0.010261638613081471	0.06816711855692763	0.005761665841456587
16.666666666666668	0.055394298738862945	0.020996363161167604	0.06966992287837066	0.010259516909810642	0.06815722717882526	0.005760659685466372
17.171717171717173	0.05538934911993835	0.02099408024196046	0.06966469711674496	0.01025793134107343	0.0681498261526828	0.0057599091910641035
17.67676767676768	0.055385655035527066	0.02099237115932637	0.06966078921132474	0.010256744754587554	0.06814429102175519	0.00575934701011376
18.181818181818183	0.055382889447314926	0.020991092300743076	0.06965786446723878	0.010255856919284352	0.06814014883127456	0.0057589263952903275
18.68686868686869	0.05538082054255692	0.020990135195832715	0.06965567588844956	0.010255192531599396	0.06813704931993876	0.005758611585570897
19.191919191919194	0.05537927695238226	0.02098942095861489	0.06965404277910268	0.010254696771328932	0.0681347365389219	0.0057583766525490295
19.6969696969697	0.055378119726675286	0.02098888556682834	0.06965281856126421	0.01025432515886647	0.0681330028617339	0.005758200556561838
20.202020202020204	0.05537725249370909	0.020988484462395554	0.06965190132557186	0.01025404675393402	0.0681317039428597	0.005758068641914429
20.70707070707071	0.05537660403192816	0.020988184440546835	0.06965121531136342	0.010253838522606185	0.06813073247262662	0.005757969963286466
21.212121212121215	0.055376120247848874	0.020987960139074974	0.0696507027549734	0.010253682878142122	0.06813000661429741	0.0057578961482917055
21.71717171717172	0.055375760341372794	0.020987792253659723	0.06965031981912738	0.010253566444065467	0.06812946423967986	0.00575784081017766
22.222222222222225	0.05537549275883673	0.02098766549765092	0.06965003203800202	0.010253478650358463	0.06812905647261316	0.005757798862243379
22.72727272727273	0.05537529243849736	0.02098757043120604	0.06964981633622527	0.01025341281542375	0.06812875081282502	0.005757767389002127
23.232323232323235	0.05537513071912654	0.02098750127113538	0.06964965426252288	0.010253364474662132	0.06812852178104546	0.00575774513591213
23.73737373737374	0.05537501587909783	0.0209874487774819	0.06964953379252632	0.010253328005074155	0.06812835124067472	0.005757727927326392
24.242424242424242	0.05537493040175411	0.020987409456197852	0.06964944372738988	0.010253300702139395	0.06812822372151064	0.005757715014760266
24.747474747474747	0.05537486656722064	0.020987379952809505	0.06964937624654537	0.010253280224713182	0.06812812816693903	0.005757705314088122
25.252525252525253	0.05537481891267306	0.02098735790245932	0.06964932582979905	0.01025326492172832	0.06812805677353657	0.005757698061740781
25.757575757575758	0.055374782630793616	0.020987341154543378	0.06964928750867098	0.010253253296194847	0.06812800251175787	0.00575769255682074
26.262626262626263	0.055374756001988434	0.020987328933059185	0.06964925949519427	0.01025324480837241	0.06812796285137941	0.00575768854580705
26.767676767676768	0.05537473583471423	0.02098731991940869	0.06964923866439239	0.010253238533546972	0.0681279333805327	0.005757685608719407
27.272727272727273	0.05537472064504852	0.020987313350468922	0.0696492233247619	0.010253233946761985	0.06812791169745339	0.005757683487955361
27.77777777777778	0.055374710108161626	0.020987308165692463	0.06964921168544126	0.010253230367307648	0.06812789518933572	0.005757681755913924
28.282828282828284	0.05537470225981163	0.020987304160341388	0.06964920278783053	0.010253227610303972	0.06812788255818407	0.005757680406201274
28.78787878787879	0.055374696162490314	0.020987301164666648	0.06964919605987369	0.010253225541898036	0.06812787301622762	0.005757679405838326
29.292929292929294	0.055374690808193544	0.020987298538754185	0.0696491901592622	0.010253223728529597	0.06812786464804742	0.005757678529332884
29.7979797979798	0.0553746867155185	0.020987296591102888	0.06964918574363575	0.010253222380133424	0.06812785839067918	0.005757677884085812
30.303030303030305	0.05537468390217067	0.02098729533256589	0.06964918283595667	0.010253221504079967	0.0681278542768633	0.005757677473897105
30.80808080808081	0.05537468160516117	0.020987294296602295	0.06964918044855815	0.010253220783485685	0.06812785089842145	0.005757677135497244
31.313131313131315	0.05537467980670988	0.02098729347234016	0.06964917855842434	0.010253220210966153	0.0681278482225385	0.005757676865081516
31.81818181818182	0.05537467874433315	0.020987293005012415	0.06964917747301325	0.010253219885166361	0.06812784668757653	0.005757676713475278
32.323232323232325	0.05537467675510887	0.02098729211949329	0.06964917542399875	0.010253219268492623	0.06812784378899071	0.005757676425249885
32.82828282828283	0.05537467690495098	0.020987292192263272	0.06964917558798515	0.010253219318786068	0.0681278440214992	0.0057576764494803746
33.333333333333336	0.05537467705479309	0.020987292265033253	0.06964917575197156	0.010253219369079513	0.06812784425400768	0.005757676473710864
33.83838383838384	0.05537467718905829	0.02098729233008226	0.0696491758986626	0.010253219414045812	0.06812784446198104	0.005757676495357631
34.343434343434346	0.055374677244290224	0.02098729235595703	0.06964917595760141	0.010253219431983564	0.06812784454546948	0.0057576765038952595
34.84848484848485	0.05537467729952216	0.0209872923818318	0.06964917601654022	0.010253219449921315	0.06812784462895792	0.005757676512432888
35.35353535353536	0.0553746773547541	0.020987292407706568	0.06964917607547903	0.010253219467859065	0.06812784471244634	0.005757676520970517
35.85858585858586	0.055374677409986035	0.020987292433581335	0.06964917613441785	0.010253219485796817	0.06812784479593478	0.005757676529508146
36.36363636363637	0.05537467746521797	0.020987292459456106	0.06964917619335666	0.010253219503734567	0.06812784487942321	0.005757676538045774
36.86868686868687	0.05537467752044991	0.020987292485330874	0.06964917625229547	0.010253219521672319	0.06812784496291165	0.005757676546583403
37.37373737373738	0.05537467754095107	0.020987292494852098	0.06964917627404069	0.010253219528277924	0.06812784499370726	0.005757676549717956
37.87878787878788	0.05537467756087022	0.020987292504099274	0.06964917629516262	0.01025321953469363	0.06812784502361988	0.005757676552761965
38.38383838383839	0.05537467758078937	0.020987292513346446	0.06964917631628455	0.010253219541109337	0.06812784505353249	0.005757676555805975
38.88888888888889	0.05537467760070853	0.020987292522593622	0.06964917633740648	0.010253219547525042	0.06812784508344509	0.005757676558849983
39.3939393939394	0.05537467762062768	0.020987292531840798	0.06964917635852841	0.010253219553940748	0.0681278451133577	0.005757676561893993
39.8989898989899	0.05537467764054683	0.020987292541087974	0.06964917637965035	0.010253219560356453	0.0681278451432703	0.005757676564938002
40.40404040404041	0.05537467764550628	0.020987292543389127	0.06964917638490736	0.010253219561953072	0.06812784515071513	0.005757676565695401
40.909090909090914	0.05537467764678159	0.02098729254397968	0.06964917638625731	0.010253219562362888	0.06812784515262678	0.0057576765658896726
41.41414141414142	0.0553746776480569	0.02098729254457023	0.06964917638760727	0.010253219562772704	0.06812784515453843	0.005757676566083944
41.919191919191924	0.0553746776493322	0.020987292545160782	0.06964917638895722	0.01025321956318252	0.06812784515645008	0.005757676566278216
42.42424242424243	0.055374677650607516	0.020987292545751334	0.06964917639030717	0.010253219563592337	0.06812784515836173	0.005757676566472488
42.929292929292934	0.05537467765188282	0.020987292546341886	0.06964917639165712	0.010253219564002153	0.06812784516027338	0.005757676566666759
43.43434343434344	0.05537467765315813	0.020987292546932438	0.06964917639300706	0.01025321956441197	0.06812784516218504	0.005757676566861031
43.939393939393945	0.05537467765443344	0.02098729254752299	0.06964917639435703	0.010253219564821786	0.06812784516409669	0.005757676567055303
44.44444444444445	0.05537467765570875	0.020987292548113542	0.06964917639570697	0.010253219565231604	0.06812784516600834	0.005757676567249574
44.949494949494955	0.05537467765698406	0.02098729254870409	0.06964917639705692	0.01025321956564142	0.06812784516792	0.005757676567443846
45.45454545454546	0.05537467765825937	0.020987292549294642	0.06964917639840687	0.010253219566051236	0.06812784516983166	0.005757676567638118
45.959595959595966	0.055374677659534674	0.020987292549885194	0.06964917639975683	0.010253219566461053	0.0681278451717433	0.005757676567832389
46.46464646464647	0.05537467766080999	0.020987292550475746	0.06964917640110678	0.010253219566870869	0.06812784517365496	0.005757676568026661
46.969696969696976	0.05537467766208529	0.020987292551066298	0.06964917640245673	0.010253219567280685	0.06812784517556661	0.005757676568220933
47.47474747474748	0.0553746776633606	0.02098729255165685	0.06964917640380668	0.010253219567690501	0.06812784517747826	0.005757676568415204
47.979797979797986	0.05537467766463591	0.0209872925522474	0.06964917640515664	0.010253219568100318	0.06812784517938991	0.005757676568609476
48.484848484848484	0.05537467766591122	0.020987292552837954	0.06964917640650659	0.010253219568510134	0.06812784518130156	0.005757676568803748
48.98989898989899	0.055374677667186525	0.020987292553428506	0.06964917640785653	0.01025321956891995	0.06812784518321321	0.0057576765689980195
49.494949494949495	0.05537467766846184	0.020987292554019057	0.06964917640920648	0.010253219569329767	0.06812784518512487	0.005757676569192291
50.0	0.055374677669737145	0.02098729255460961	0.06964917641055643	0.010253219569739583	0.06812784518703652	0.005757676569386563
