,,,Slide ID,h,k,w,n,a,t,u,r,d,p,g,j,i,c,v,m,q,b,e,l,f,o,s
,,,Antibody Name,h,k,w,n,a,t,u,r,d,p,g,j,i,c,v,m,q,b,e,l,f,o,s
,,,HUGO ID,h,k,w,n,a,t,u,r,d,p,g,j,i,c,v,m,q,b,e,l,f,o,s
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.9256418978880243,0.5273669616273838,0.21540463081243022,0.274707615771166,0.40283176206878646,0.8804462692236878,0.5912402406729051,0.6314310089247513,0.04067827546497116,0.19564452124144271,0.6325137241688118,0.5566458272920857,0.5361451337025637,0.6262142974875691,0.337939596854242,0.8685489522014557,0.6515211729378009,0.633301879666895,0.6957645810206914,0.6489444507808956,0.34418819118625266,0.4979373675702955,0.6574655847345194
C1,no,Insulin,0.5050505050505051,0.411169861924796,0.33395750371961364,0.16731154184131744,0.2321419050764532,0.29950328959175265,0.4436207696408598,0.21256369992897628,0.42300520173190403,0.17362864825906252,0.21865913867245035,0.22157994768516548,0.26147217485755253,0.228220028408209,0.2529155041025354,0.16589816112929956,0.5697238174649084,0.4384349760416635,0.44443358764729907,0.28569463043057286,0.40472177224285183,0.3189263565331248,0.17871409644334998,0.3180455878027818
C1,no,Insulin,1.0101010101010102,0.23102125229695478,0.23372456750398354,0.1282757043666209,0.2009401099278881,0.21297456736134263,0.24763278439859127,0.08611772563524238,0.2907381095650673,0.1623029321451649,0.19348022028592035,0.12377135711930783,0.13800761509924275,0.11053085723977682,0.11663091258087147,0.10012699709720113,0.38611572926700294,0.32105046896221806,0.3177635921920161,0.1634554597158229,0.2817097613482738,0.25721336324528665,0.07955460844892556,0.20403693756241764
C1,no,Insulin,1.5151515151515151,0.15840146059393037,0.178408659461471,0.09904185872671835,0.1739932949000423,0.15303674896929548,0.15104182783195094,0.042638054620302145,0.20494261668026748,0.12571141768911026,0.15848542688582826,0.0957112377841711,0.08501850478176971,0.0640711489042804,0.06524479088285902,0.07274300620348711,0.2706535639967079,0.25410903522531436,0.23077901634697923,0.11427624770559128,0.21269716151412815,0.20169129574380226,0.04667771549228076,0.16234970875382662
C1,no,Insulin,2.0202020202020203,0.1251129201859028,0.14581795306674455,0.08022170699624322,0.15423889309052033,0.1169364738385252,0.1023438553075104,0.026971695927722934,0.14990987557429128,0.09629716664562303,0.12892294369230647,0.08417470611630827,0.06151339712914708,0.044892891566878645,0.0449572006585748,0.06017792446698252,0.1993968826165613,0.2144278812897023,0.17191073625256786,0.09027665041478958,0.17210167394968306,0.1631534573717052,0.03463944945162873,0.14441772703795014
C1,no,Insulin,2.5252525252525255,0.10872847613454488,0.12592492616060494,0.06935701639937446,0.14177686383150526,0.09744639310011764,0.0782517283632627,0.02091024590970405,0.1154080641130014,0.07823400926376128,0.10840095013035454,0.07793512041492934,0.05061725389293846,0.036491696505760826,0.03641939497061602,0.05384742307646009,0.15717662963032503,0.19036151190576403,0.13307618490209402,0.07791871028839534,0.14830470156861744,0.14018477096573775,0.02962753415013876,0.1353688902361946
C1,no,Insulin,3.0303030303030303,0.10043446879509713,0.11376130015838876,0.06346558949448959,0.1346209502220483,0.08762172461335481,0.0666013259326977,0.018355290340634642,0.09424105494118364,0.06838433591998845,0.09560139185631959,0.07433892166147225,0.04533337472273154,0.03257771441629552,0.0325664696029757,0.05045908633448047,0.13313159918156814,0.17574054950538762,0.10803631258706274,0.07154194904028215,0.1346414487469131,0.12773069995446107,0.02727960317626707,0.13045038151771518
C1,no,Insulin,3.5353535353535355,0.0961865512250703,0.10644328078025571,0.06036131120779967,0.13070985169452926,0.08280281597105682,0.06101512484448229,0.017190422616067784,0.08147077723208497,0.06329762869295315,0.0880880558600802,0.0723232046074768,0.042680874718587766,0.030663202584101094,0.03072321605443528,0.048605329400954814,0.11981829203522203,0.1669554992473354,0.0921659358183062,0.06825687409657018,0.12695060890936632,0.12130037006797428,0.02609485252941395,0.12776447325232382
C1,no,Insulin,4.040404040404041,0.09399524763709113,0.10212920536381637,0.058741486547271515,0.1286209787098429,0.08043774845595392,0.05832071547209217,0.01662819941542946,0.0738621231062449,0.060723156143498706,0.08382806522366561,0.07123394533074218,0.04132100596657427,0.029697213523796936,0.029806214281651026,0.04759256006944837,0.11257509118327913,0.161752114422724,0.08223319924780689,0.06655996906379269,0.1226862225364393,0.1180402850622772,0.025476985687476562,0.1263255917933153
C1,no,Insulin,4.545454545454546,0.09285920181207247,0.0996325230543739,0.05789785677273319,0.12751710320928994,0.07926213485348475,0.057003213203706334,0.016347259055315956,0.06937240845522803,0.0594242615857444,0.0814622511251068,0.070659446469206,0.040616495474660154,0.029201591119553953,0.029339758381563177,0.0470448226042462,0.10867610855021043,0.15871001696993653,0.07607580405069522,0.06567996764426953,0.12034823431102003,0.11639072896928672,0.025151731337800083,0.1255693795377508
