,,,Slide ID,o,e,a,i,n,j,q,f,d,l,s,k,c,h,b,p,r,m,t,g
,,,Antibody Name,o,e,a,i,n,j,q,f,d,l,s,k,c,h,b,p,r,m,t,g
,,,HUGO ID,o,e,a,i,n,j,q,f,d,l,s,k,c,h,b,p,r,m,t,g
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.26404152425505645,0.9666016886147545,0.8731766741349887,0.06337413354023624,0.8003550887996904,0.4107460673067147,0.19429505380049295,0.9937766115077453,0.943058551100146,0.4296913597597922,0.8891002272474787,0.39342434745981514,0.7170055133828533,0.13777482587791678,0.556684570070641,0.21814298886895456,0.4259111296692546,0.5332523730488979,0.13432127682378325,0.6608006530331727
C1,no,Insulin,0.5050505050505051,0.12446499212187143,0.5620978398860774,0.3733831810865915,0.19894585045587893,0.3481644742357482,0.14489228457801512,0.219004444328017,0.36772165729049805,0.2965051099248611,0.22743734266219195,0.5860861921552104,0.3285722246331114,0.5204173582937499,0.16850294994534595,0.2471961499542238,0.22612012345245183,0.3744242942276765,0.36079136186562183,0.15595550550402434,0.36752367754220844
C1,no,Insulin,1.0101010101010102,0.0663818182837286,0.3434913010921703,0.1879947638367204,0.2279875100220372,0.17045890295271443,0.0678739827038333,0.22328468152958972,0.17139939417218816,0.11539682525606354,0.12761492447128636,0.38541964542094875,0.2537477348612858,0.37482234040224305,0.15728328391220367,0.1285294610073953,0.2012151079745919,0.346036621877261,0.2471853432767159,0.13063799691201064,0.22520014784237663
C1,no,Insulin,1.5151515151515151,0.040330758956747294,0.22586153830527828,0.11500588246773487,0.22039981085476076,0.09782195203782611,0.041870280262204684,0.21378617133706604,0.10231776624889548,0.0596920475662318,0.07702409184086456,0.25671420258958355,0.20153741378019469,0.27371442664954543,0.13791346375866087,0.07925224829095061,0.1721287328966339,0.31425781322880286,0.17754620260465032,0.10650726724272039,0.15526931200524535
C1,no,Insulin,2.0202020202020203,0.027665782683571012,0.16265525050959073,0.08428318822913508,0.20098911250671542,0.06680168927773,0.030883384898366905,0.19709024614727894,0.0749114654876259,0.0395876312423297,0.050616765280186334,0.17585696716019822,0.17004280375394673,0.20627253660221173,0.12097941444702529,0.056506072172298846,0.1482379077025402,0.27992180131824845,0.13675635738838454,0.09052179820143023,0.12033358124796034
C1,no,Insulin,2.5252525252525255,0.020966033267663407,0.12823486550113897,0.06997672231523779,0.1796094535504665,0.05247138722233142,0.025064404046496083,0.1782640840328507,0.062247508411359696,0.030621998690813782,0.0363287862597363,0.12544748999720218,0.1511366545435402,0.1619965812604552,0.1082216994595816,0.04466168557156909,0.13059323722156624,0.24734673128034312,0.11292412357448597,0.0805455838288252,0.10213173042430627
C1,no,Insulin,3.0303030303030303,0.017089026743872176,0.10884785388405263,0.0623015099910243,0.16027228460973825,0.044998412404737835,0.021418784763115168,0.16043577740194834,0.055252014950894074,0.025688814621407256,0.028223315373235285,0.09394489103549496,0.13898130984494744,0.13287634432195675,0.09891821162238562,0.03769498744301185,0.11790072341056973,0.21929220538258018,0.09850418532724985,0.07404457649981705,0.09189506217221995
