,,,Slide ID,i,h,c,a,b,j,g,e,f,d
,,,Antibody Name,i,h,c,a,b,j,g,e,f,d
,,,HUGO ID,i,h,c,a,b,j,g,e,f,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,8.080808080808081,0.08990907499630652,0.04009149151133504,0.1408413347178472,0.1061638292200915,0.25320982546445425,0.12806899480228276,0.12726475426920036,0.17433680524900533,0.11064520161342307,0.07553563954329386
C1,no,Insulin,8.585858585858587,0.08974949361314827,0.040037959101280746,0.1406882897235339,0.10604616080817426,0.25299016438528,0.1278715770924146,0.12713714065692874,0.17412534043014694,0.11041589903617684,0.07543610962037921
C1,no,Insulin,9.090909090909092,0.08964078004285889,0.04000107241672818,0.14058391177384197,0.10596590918804803,0.2528387010762584,0.12773539563510544,0.12705007866957388,0.17397960242767083,0.11025842136323077,0.07536824302750199
C1,no,Insulin,9.595959595959597,0.08956670289792815,0.03997571419113627,0.14051273667747274,0.10591118456007531,0.25273452392965734,0.1276416926264642,0.1269906965157898,0.1738793990825941,0.11015042922640945,0.07532197047643202
C1,no,Insulin,10.101010101010102,0.08951621940276357,0.03995831458378868,0.14046420105877938,0.10587386883422349,0.25266300538549447,0.12757734480534885,0.12695019944392505,0.1738106268603641,0.11007645920332454,0.07529042156352049
C1,no,Insulin,10.606060606060607,0.08948181153632925,0.039946390073704395,0.14043111690341545,0.10584842825281006,0.2526139860011722,0.1275332238146954,0.12692258590422267,0.17376349799796523,0.11002584070856687,0.07526891351508704
C1,no,Insulin,11.111111111111112,0.08945835808571047,0.039938229537788354,0.14040855383256692,0.10583108166627953,0.25258042077216075,0.12750300778093324,0.12690375720799033,0.173731232001357,0.10999122729789958,0.07525424944558835
C1,no,Insulin,11.616161616161618,0.08944237187474302,0.03993264877394392,0.14039317296878112,0.1058192562185956,0.252557462477122,0.12748233543702725,0.12689092060800553,0.17370916441423023,0.10996757422165272,0.07524425296051951
C1,no,Insulin,12.121212121212121,0.08943147280651444,0.039928834114927876,0.14038268579788793,0.10581119301493966,0.2525417670206554,0.12746820010330803,0.12688216761133864,0.1736940789287583,0.10995141539293231,0.07523743696456729
C1,no,Insulin,12.626262626262626,0.08942404660499616,0.039926229674765376,0.14037553977496775,0.10580569864821256,0.252531049367368,0.1274585463127324,0.1268762030617067,0.17368377831792653,0.1099403874948776,0.07523279252471755
C1,no,Insulin,13.131313131313131,0.0894189831192858,0.039924451095744516,0.1403706671136311,0.10580195218781276,0.25252372933813644,0.1274519520691546,0.12687213592989366,0.17367674337243919,0.1099328586958415,0.07522962563391761
C1,no,Insulin,13.636363636363637,0.08941553153491852,0.03992323717262942,0.14036734546505567,0.10579939826301353,0.25251873261502683,0.12744745035568356,0.12686936337803972,0.1736719413923964,0.1099277212628676,0.07522746681445633
C1,no,Insulin,14.141414141414142,0.08941317940705255,0.03992240912297112,0.14036508183501523,0.10579765781969025,0.25251532390396414,0.12744437908574147,0.1268674739314073,0.17366866559487845,0.10992421744380561,0.07522599563259205
C1,no,Insulin,14.646464646464647,0.08941157411431504,0.03992184355174915,0.14036353695086157,0.10579646998647499,0.2525129956585759,0.12744228113107262,0.12686618439291675,0.17366642816042244,0.10992182461782143,0.07522499156606068
C1,no,Insulin,15.151515151515152,0.08941047970326142,0.03992145771495674,0.14036248368457,0.10579566015282435,0.25251140714573345,0.1274408496886765,0.12686530521936792,0.17366490163910073,0.10992019238724925,0.0752243070256441
C1,no,Insulin,15.656565656565657,0.08940973098884057,0.03992119365304938,0.14036176305393458,0.10579510610489318,0.252510319690466,0.1274398698229856,0.12686470374144476,0.17366385663247608,0.109919075278735,0.07522383870421794
C1,no,Insulin,16.161616161616163,0.08940922057356437,0.03992101356919265,0.1403612717974136,0.10579472841726802,0.2525095780765681,0.12743920155592386,0.12686429371494723,0.17366314393914523,0.10991831346768481,0.07522351945009137
C1,no,Insulin,16.666666666666668,0.0894088759099315,0.03992089182717624,0.14036094021309453,0.10579447342061332,0.25250907733036526,0.12743875006077915,0.12686401685427504,0.17366266269866232,0.10991779881157182,0.07522330388760232
C1,no,Insulin,17.171717171717173,0.08940864170058878,0.03992080901986571,0.14036071498227481,0.10579430012674627,0.2525087371262598,0.12743844309159166,0.12686382869705423,0.17366233582117618,0.10991744899246976,0.07522315739304665
C1,no,Insulin,17.67676767676768,0.08940847971271056,0.03992075191820187,0.1403605589557711,0.10579418017050288,0.2525085013301503,0.12743823073903926,0.1268636985205553,0.17366210940216223,0.1099172071052655,0.07522305602755969
C1,no,Insulin,18.181818181818183,0.0894083698266256,0.039920713394538364,0.14036045271118805,0.10579409876723586,0.25250834051193255,0.12743808672066767,0.12686361022857598,0.17366195489207734,0.10991704301959748,0.07522298726459227
C1,no,Insulin,18.68686868686869,0.08940829530350666,0.03992068710688125,0.14036038072306425,0.10579404369860415,0.2525082315414329,0.1274379891497817,0.12686355041244524,0.17366184980176136,0.10991693166852325,0.07522294069682627
C1,no,Insulin,19.191919191919194,0.08940824434527224,0.039920668561211695,0.14036033237258663,0.10579400621421345,0.2525081588773313,0.12743792247490598,0.12686350953356854,0.1736617794689092,0.10991685549985979,0.0752229089076186
C1,no,Insulin,19.6969696969697,0.08940820928047204,0.03992065571857663,0.14036029971548414,0.10579398031345359,0.2525081101894855,0.12743787641533694,0.12686348133873926,0.17366173292386997,0.10991680312209484,0.07522288696771132
C1,no,Insulin,20.202020202020204,0.08940818589326857,0.03992064738220484,0.14036027770507925,0.10579396293132758,0.25250807723557517,0.1274378456146173,0.12686346250183578,0.17366170172949397,0.10991676820243683,0.07522287229163346
C1,no,Insulin,20.70707070707071,0.08940817005763141,0.03992064210387303,0.14036026180967887,0.10579395113068137,0.2525080528101648,0.1274378248389514,0.12686344976757336,0.17366167830808923,0.1099167445509706,0.07522286236308579
C1,no,Insulin,21.212121212121215,0.08940815972386472,0.03992063870377006,0.14036025135227687,0.1057939434248909,0.25250803669084665,0.127437811288274,0.12686344146043957,0.17366166284268536,0.1099167291152453,0.07522285588452901
C1,no,Insulin,21.71717171717172,0.08940815239086777,0.039920636307282514,0.14036024387061863,0.10579393797426453,0.2525080251213821,0.12743780170115437,0.12686343557827137,0.17366165167234168,0.10991671815402958,0.07522285129838169
C1,no,Insulin,22.222222222222225,0.0894081472207215,0.03992063455057189,0.14036023875247797,0.10579393414565019,0.25250801729620775,0.12743779493819926,0.12686343143235174,0.17366164412702445,0.10991671042339224,0.0752228480681894
C1,no,Insulin,22.72727272727273,0.08940814360488485,0.03992063329019657,0.14036023524178912,0.10579393147507297,0.252508011968345,0.1274377902067074,0.12686342853347307,0.17366163899023182,0.1099167050153483,0.07522284581076633
C1,no,Insulin,23.232323232323235,0.08940814094883436,0.03992063233605228,0.14036023272505355,0.1057939295167901,0.252508008185709,0.12743778672599845,0.12686342640278955,0.17366163535131787,0.10991670104277906,0.07522284415240946
C1,no,Insulin,23.73737373737374,0.08940813900731996,0.03992063164872418,0.14036023086051877,0.1057939280841853,0.2525080053677198,0.12743778418335974,0.12686342484575683,0.17366163263531523,0.10991669813868184,0.07522284294027864
C1,no,Insulin,24.242424242424242,0.08940813753575025,0.03992063111620513,0.14036022947265658,0.10579392699582434,0.25250800328548084,0.1274377822489317,0.1268634236625135,0.173661630641391,0.10991669593914435,0.07522284201924437
C1,no,Insulin,24.747474747474747,0.08940813639747572,0.039920630704471466,0.14036022839798942,0.10579392615362962,0.2525080016725001,0.1274377807523566,0.1268634227470231,0.17366162909696292,0.10991669423801655,0.07522284130662903
C1,no,Insulin,25.252525252525253,0.08940813558107275,0.03992063041067887,0.14036022762285083,0.10579392554940206,0.25250800050649935,0.1274377796793928,0.1268634220904213,0.17366162797924373,0.10991669301806467,0.07522284079552091
C1,no,Insulin,25.757575757575758,0.08940813449321933,0.03992063001717155,0.1403602265939423,0.10579392474360991,0.25250799896107995,0.12743777824805175,0.12686342121480626,0.17366162650029668,0.10991669139280705,0.07522284011394138
C1,no,Insulin,26.262626262626263,0.08940813445998952,0.03992063000564157,0.14036022656052927,0.10579392471861984,0.2525079989099593,0.12743777820430818,0.12686342118780206,0.17366162645131253,0.10991669134358502,0.0752228400929306
C1,no,Insulin,26.767676767676768,0.08940813442675972,0.03992062999411159,0.14036022652711624,0.10579392469362978,0.25250799885883857,0.12743777816056462,0.12686342116079785,0.17366162640232835,0.10991669129436299,0.07522284007191983
C1,no,Insulin,27.272727272727273,0.08940813440590742,0.039920629986859295,0.14036022650626387,0.10579392467797828,0.2525079988270023,0.12743777813314416,0.12686342114387378,0.17366162637181518,0.10991669126345859,0.07522284005875175
C1,no,Insulin,27.77777777777778,0.08940813439793197,0.039920629984057265,0.14036022649847882,0.10579392467204213,0.2525079988152285,0.12743777812270538,0.1268634211374366,0.1736616263605182,0.10991669125161077,0.07522284005374279
C1,no,Insulin,28.282828282828284,0.08940813438995653,0.03992062998125524,0.1403602264906938,0.10579392466610596,0.2525079988034547,0.12743777811226656,0.12686342113099938,0.17366162634922122,0.10991669123976297,0.07522284004873381
C1,no,Insulin,28.78787878787879,0.08940813438198107,0.03992062997845321,0.14036022648290875,0.1057939246601698,0.2525079987916809,0.12743777810182777,0.1268634211245622,0.17366162633792426,0.10991669122791517,0.07522284004372484
C1,no,Insulin,29.292929292929294,0.08940813437400563,0.039920629975651184,0.1403602264751237,0.10579392465423365,0.2525079987799071,0.12743777809138895,0.12686342111812499,0.1736616263266273,0.10991669121606736,0.07522284003871586
C1,no,Insulin,29.7979797979798,0.08940813436603018,0.039920629972849155,0.14036022646733867,0.10579392464829748,0.25250799876813335,0.12743777808095016,0.1268634211116878,0.1736616263153303,0.10991669120421955,0.07522284003370688
C1,no,Insulin,30.303030303030305,0.08940813435805474,0.03992062997004713,0.14036022645955362,0.10579392464236133,0.25250799875635954,0.12743777807051135,0.1268634211052506,0.17366162630403334,0.10991669119237174,0.07522284002869792
C1,no,Insulin,30.80808080808081,0.0894081343500793,0.0399206299672451,0.14036022645176857,0.10579392463642516,0.25250799874458574,0.12743777806007256,0.12686342109881338,0.17366162629273635,0.10991669118052394,0.07522284002368894
C1,no,Insulin,31.313131313131315,0.08940813434350091,0.03992062996493344,0.14036022644535137,0.10579392463153008,0.25250799873488233,0.12743777805146295,0.1268634210935048,0.17366162628342546,0.10991669117075029,0.0752228400195581
C1,no,Insulin,31.81818181818182,0.08940813434158616,0.0399206299642587,0.14036022644350024,0.10579392463011023,0.25250799873209057,0.12743777804895964,0.1268634210919636,0.1736616262807444,0.10991669116790043,0.07522284001835859
C1,no,Insulin,32.323232323232325,0.0894081343396714,0.03992062996358396,0.14036022644164914,0.10579392462869038,0.25250799872929874,0.12743777804645634,0.12686342109042245,0.1736616262780634,0.10991669116505058,0.07522284001715909
C1,no,Insulin,32.82828282828283,0.08940813433775666,0.03992062996290922,0.140360226439798,0.10579392462727052,0.2525079987265069,0.12743777804395304,0.1268634210888813,0.17366162627538234,0.10991669116220072,0.07522284001595958
C1,no,Insulin,33.333333333333336,0.08940813433584191,0.03992062996223448,0.14036022643794688,0.10579392462585067,0.2525079987237151,0.12743777804144973,0.1268634210873401,0.1736616262727013,0.10991669115935088,0.07522284001476007
C1,no,Insulin,33.83838383838384,0.08940813433392715,0.039920629961559734,0.14036022643609578,0.10579392462443084,0.2525079987209233,0.12743777803894643,0.12686342108579896,0.17366162627002024,0.10991669115650102,0.07522284001356055
C1,no,Insulin,34.343434343434346,0.0894081343320124,0.039920629960884996,0.14036022643424464,0.10579392462301099,0.2525079987181315,0.12743777803644313,0.1268634210842578,0.17366162626733922,0.10991669115365117,0.07522284001236106
C1,no,Insulin,34.84848484848485,0.08940813433009766,0.03992062996021025,0.14036022643239354,0.10579392462159114,0.2525079987153397,0.12743777803393982,0.12686342108271664,0.17366162626465817,0.10991669115080131,0.07522284001116154
C1,no,Insulin,35.35353535353536,0.08940813432818291,0.03992062995953551,0.1403602264305424,0.10579392462017129,0.25250799871254787,0.12743777803143652,0.12686342108117546,0.17366162626197712,0.10991669114795147,0.07522284000996203
C1,no,Insulin,35.85858585858586,0.08940813432807027,0.039920629959495794,0.1403602264304337,0.10579392462008783,0.2525079987123839,0.12743777803128922,0.12686342108108487,0.17366162626181963,0.10991669114778368,0.0752228400098915
C1,no,Insulin,36.36363636363637,0.08940813432801162,0.03992062995947511,0.14036022643037718,0.1057939246200444,0.2525079987122987,0.1274377780312125,0.1268634210810377,0.17366162626173773,0.10991669114769625,0.0752228400098548
C1,no,Insulin,36.86868686868687,0.08940813432795297,0.039920629959454425,0.14036022643032067,0.10579392462000098,0.2525079987122134,0.1274377780311358,0.12686342108099055,0.17366162626165585,0.10991669114760884,0.0752228400098181
C1,no,Insulin,37.37373737373738,0.08940813432789432,0.03992062995943373,0.14036022643026416,0.10579392461995756,0.2525079987121282,0.12743777803105907,0.12686342108094342,0.17366162626157394,0.10991669114752141,0.0752228400097814
C1,no,Insulin,37.87878787878788,0.08940813432783568,0.03992062995941305,0.14036022643020765,0.10579392461991412,0.25250799871204294,0.12743777803098236,0.12686342108089627,0.17366162626149206,0.10991669114743399,0.07522284000974469
C1,no,Insulin,38.38383838383839,0.08940813432777703,0.03992062995939236,0.1403602264301511,0.1057939246198707,0.2525079987119577,0.12743777803090564,0.1268634210808491,0.17366162626141018,0.10991669114734656,0.07522284000970798
C1,no,Insulin,38.88888888888889,0.08940813432771838,0.03992062995937167,0.1403602264300946,0.10579392461982727,0.25250799871187246,0.12743777803082892,0.12686342108080198,0.17366162626132828,0.10991669114725915,0.07522284000967129
C1,no,Insulin,39.3939393939394,0.08940813432765973,0.03992062995935099,0.1403602264300381,0.10579392461978385,0.25250799871178725,0.1274377780307522,0.12686342108075482,0.1736616262612464,0.10991669114717172,0.07522284000963458
C1,no,Insulin,39.8989898989899,0.08940813432760109,0.0399206299593303,0.14036022642998158,0.10579392461974041,0.25250799871170204,0.12743777803067552,0.12686342108070767,0.1736616262611645,0.1099166911470843,0.07522284000959788
C1,no,Insulin,40.40404040404041,0.08940813432754244,0.03992062995930961,0.14036022642992507,0.10579392461969699,0.2525079987116168,0.1274377780305988,0.12686342108066054,0.1736616262610826,0.10991669114699687,0.07522284000956118
C1,no,Insulin,40.909090909090914,0.08940813432748379,0.039920629959288925,0.14036022642986856,0.10579392461965356,0.25250799871153157,0.1274377780305221,0.12686342108061338,0.17366162626100073,0.10991669114690945,0.07522284000952448
C1,no,Insulin,41.41414141414142,0.08940813432742513,0.03992062995926824,0.14036022642981205,0.10579392461961014,0.2525079987114463,0.12743777803044537,0.12686342108056625,0.17366162626091883,0.10991669114682202,0.07522284000948777
C1,no,Insulin,41.919191919191924,0.08940813432736648,0.03992062995924755,0.14036022642975554,0.10579392461956671,0.2525079987113611,0.12743777803036865,0.1268634210805191,0.17366162626083695,0.10991669114673461,0.07522284000945108
C1,no,Insulin,42.42424242424243,0.08940813432730783,0.039920629959226864,0.14036022642969903,0.10579392461952328,0.2525079987112758,0.12743777803029194,0.12686342108047194,0.17366162626075504,0.10991669114664718,0.07522284000941437
C1,no,Insulin,42.929292929292934,0.08940813432724919,0.03992062995920618,0.14036022642964252,0.10579392461947985,0.2525079987111906,0.12743777803021522,0.1268634210804248,0.17366162626067316,0.10991669114655976,0.07522284000937766
C1,no,Insulin,43.43434343434344,0.08940813432719054,0.03992062995918549,0.140360226429586,0.10579392461943643,0.25250799871110535,0.1274377780301385,0.12686342108037765,0.17366162626059128,0.10991669114647233,0.07522284000934097
C1,no,Insulin,43.939393939393945,0.08940813432713189,0.0399206299591648,0.1403602264295295,0.105793924619393,0.25250799871102014,0.1274377780300618,0.1268634210803305,0.17366162626050938,0.10991669114638492,0.07522284000930426
C1,no,Insulin,44.44444444444445,0.08940813432707324,0.03992062995914412,0.140360226429473,0.10579392461934957,0.2525079987109349,0.12743777802998507,0.12686342108028337,0.1736616262604275,0.10991669114629748,0.07522284000926756
C1,no,Insulin,44.949494949494955,0.0894081343270146,0.039920629959123426,0.14036022642941645,0.10579392461930615,0.25250799871084967,0.12743777802990838,0.1268634210802362,0.1736616262603456,0.10991669114621007,0.07522284000923087
C1,no,Insulin,45.45454545454546,0.08940813432695595,0.03992062995910274,0.14036022642935994,0.10579392461926272,0.2525079987107644,0.12743777802983167,0.12686342108018905,0.1736616262602637,0.10991669114612264,0.07522284000919416
C1,no,Insulin,45.959595959595966,0.0894081343268973,0.039920629959082056,0.14036022642930343,0.1057939246192193,0.2525079987106792,0.12743777802975495,0.12686342108014192,0.17366162626018183,0.10991669114603522,0.07522284000915745
C1,no,Insulin,46.46464646464647,0.08940813432683865,0.039920629959061364,0.14036022642924692,0.10579392461917587,0.252507998710594,0.12743777802967823,0.12686342108009477,0.17366162626009993,0.10991669114594779,0.07522284000912074
C1,no,Insulin,46.969696969696976,0.08940813432678,0.03992062995904068,0.1403602264291904,0.10579392461913244,0.2525079987105087,0.12743777802960152,0.1268634210800476,0.17366162626001805,0.10991669114586038,0.07522284000908405
C1,no,Insulin,47.47474747474748,0.08940813432672136,0.039920629959019995,0.1403602264291339,0.10579392461908901,0.2525079987104235,0.1274377780295248,0.12686342108000048,0.17366162625993614,0.10991669114577296,0.07522284000904735
C1,no,Insulin,47.979797979797986,0.08940813432666271,0.0399206299589993,0.1403602264290774,0.10579392461904559,0.25250799871033824,0.12743777802944808,0.12686342107995333,0.17366162625985426,0.10991669114568553,0.07522284000901064
C1,no,Insulin,48.484848484848484,0.08940813432660406,0.03992062995897862,0.14036022642902088,0.10579392461900217,0.25250799871025303,0.12743777802937137,0.12686342107990617,0.17366162625977238,0.10991669114559811,0.07522284000897395
C1,no,Insulin,48.98989898989899,0.08940813432654542,0.03992062995895793,0.14036022642896437,0.10579392461895873,0.25250799871016777,0.12743777802929465,0.12686342107985904,0.17366162625969048,0.10991669114551068,0.07522284000893724
C1,no,Insulin,49.494949494949495,0.08940813432648677,0.03992062995893724,0.14036022642890786,0.1057939246189153,0.25250799871008256,0.12743777802921794,0.12686342107981188,0.1736616262596086,0.10991669114542327,0.07522284000890053
C1,no,Insulin,50.0,0.08940813432642812,0.039920629958916556,0.14036022642885135,0.10579392461887188,0.2525079987099973,0.12743777802914125,0.12686342107976473,0.1736616262595267,0.10991669114533584,0.07522284000886384
