NON $ % + - .
#NON	a	b	c	d	e
0.0	0.3704869486665566	0.5222185942828385	0.4847622074131429	0.4962768781153204	0.4437779351948975
1.0204081632653061	0.14764989684272434	0.24898141964128911	0.25169854373783374	0.2044192639718105	0.10894325097998188
2.0408163265306123	0.06947432119066055	0.1551109572991618	0.17114486975506418	0.11947712911402332	0.05296389082260076
3.0612244897959187	0.03963318558210092	0.11101900083944584	0.137624371060508	0.08888188186921074	0.03476103564877799
4.081632653061225	0.027144210437776428	0.08741315942284107	0.12043521430318957	0.07462252233976306	0.026586201514538645
5.1020408163265305	0.02140348475696382	0.0744343912158727	0.11061653071319189	0.06688813361396571	0.022408870045861253
6.122448979591837	0.01854819596963543	0.06726173179140334	0.10483280806592675	0.06245404350305983	0.020148735580488335
7.142857142857143	0.017044251313093107	0.06326971400620042	0.10142002615001477	0.059876132531736785	0.01888972222343795
8.16326530612245	0.016221444012165385	0.061026185336215615	0.0994159465755171	0.0583750008093372	0.018176721918461498
9.183673469387756	0.015760469793705434	0.05975322813826179	0.09824445801682322	0.05750177939624977	0.01776897343875996
10.204081632653061	0.015498482307515861	0.05902545261481321	0.09756180010978892	0.05699437375727598	0.017534433974400625
11.224489795918368	0.01534831243846508	0.058607113648514786	0.09716475737834072	0.05669974919354167	0.017399055679777734
12.244897959183675	0.015261811530488254	0.05836580635246748	0.09693410782209701	0.05652876221953914	0.017320758638408783
13.26530612244898	0.015211835227677892	0.058226291319897844	0.09680019282579656	0.056429543450219846	0.017275418199811654
14.285714285714286	0.01518291383870832	0.05814552499372296	0.09672248214499268	0.05637198420897898	0.01724914243659775
15.306122448979592	0.01516616010195979	0.058098726439376636	0.0966773842403752	0.05633858842053269	0.01723391011025755
16.3265306122449	0.015156452692544791	0.05807160800800208	0.09665123048644451	0.05631922302846115	0.01722508005552932
17.346938775510203	0.015150822801514236	0.05805587951348712	0.09663605421781035	0.05630798655487042	0.017219957680137687
18.367346938775512	0.01514755577249446	0.05804675195342305	0.0966272447542325	0.056301464263521034	0.017216984683658166
19.387755102040817	0.015145662671084331	0.058041462789032605	0.09662213941363353	0.05629768449546995	0.01721526169055154
20.408163265306122	0.015144564245205983	0.05803839336216574	0.09661917293419907	0.05629548863628779	0.017214262749596403
21.42857142857143	0.01514392743701701	0.05803661432075447	0.09661745814305363	0.05629421850167077	0.017213682566273727
22.448979591836736	0.015143558013472499	0.058035582345982356	0.09661646152884895	0.05629348095642428	0.017213346329191637
23.46938775510204	0.015143343634266967	0.0580349834310835	0.09661588336740136	0.05629305293888334	0.017213151184425703
24.48979591836735	0.01514321896522083	0.058034635104349586	0.09661554701353105	0.056292803933115865	0.017213037723248788
25.510204081632654	0.0151431461704405	0.058034431734327555	0.09661535074973235	0.05629265862095861	0.017212971445163577
26.53061224489796	0.015143105298579498	0.05803431772174463	0.09661524167531758	0.05629257773308625	0.017212934014980127
27.551020408163264	0.015143081638408742	0.058034251513626824	0.09661517718884614	0.05629253006878362	0.01721291260669954
28.571428571428573	0.015143067149933956	0.05803421097176832	0.09661513770456427	0.05629250088109869	0.01721289949788286
29.591836734693878	0.015143058446784843	0.05803418664945841	0.09661511418867766	0.05629248347565724	0.01721289158387121
30.612244897959183	0.015143053543967479	0.05803417293020446	0.09661510082821706	0.05629247360080774	0.017212887146977506
31.63265306122449	0.015143050829164352	0.0580341653362866	0.09661509344804246	0.05629246814398032	0.017212884686705905
32.6530612244898	0.015143049946102745	0.058034162851722	0.09661509095438874	0.0562924663115816	0.017212883904056266
33.673469387755105	0.015143049473623332	0.05803416154123947	0.09661508974183464	0.05629246540633286	0.017212883462174165
34.69387755102041	0.015143049742782645	0.05803416229009225	0.09661509044745765	0.05629246593128144	0.017212883711008188
35.714285714285715	0.015143049416441451	0.0580341613881667	0.09661508963063019	0.05629246531872165	0.017212883401938574
36.734693877551024	0.015143049386300312	0.058034161307517276	0.09661508957224936	0.0562924652726636	0.017212883370167527
37.755102040816325	0.015143048992524721	0.05803416020907028	0.09661508852128162	0.056292464493172524	0.017212883009644193
38.775510204081634	0.015143048681705998	0.058034159341703716	0.09661508768960939	0.05629246387659967	0.017212882725468587
39.79591836734694	0.015143048352295725	0.058034158421085	0.09661508679938036	0.05629246321772043	0.01721288242595609
40.816326530612244	0.015143048130976014	0.05803415780484132	0.09661508621598068	0.05629246278409886	0.017212882221955723
41.83673469387755	0.015143047962130562	0.0580341573350657	0.09661508577320815	0.05629246245470676	0.017212882065889244
42.85714285714286	0.015143047828688071	0.05803415696328895	0.09661508542004739	0.05629246219239484	0.017212881943152604
43.87755102040816	0.01514304773064854	0.058034156689511084	0.09661508515649837	0.05629246199716307	0.01721288185374581
44.89795918367347	0.01514304766801197	0.058034156513732074	0.09661508498256112	0.05629246186901147	0.01721288179766886
45.91836734693878	0.01514304764077836	0.058034156435951945	0.09661508489823563	0.056292461807940036	0.01721288177492175
46.93877551020408	0.015143047648947711	0.05803415645617069	0.09661508490352189	0.056292461813948765	0.017212881785504487
47.95918367346939	0.01514304760878741	0.058034156343797196	0.09661508479411697	0.05629246173308616	0.017212881749151022
48.9795918367347	0.01514304757880279	0.0580341562599492	0.09661508471277065	0.056292461672920624	0.017212881721944538
50.0	0.015143047561991519	0.058034156212881986	0.09661508466679708	0.0562924616389637	0.017212881706758602
