,,,Slide ID,h,l,d,i,f,k,j,a,b,m,g,e,c
,,,Antibody Name,h,l,d,i,f,k,j,a,b,m,g,e,c
,,,HUGO ID,h,l,d,i,f,k,j,a,b,m,g,e,c
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,2.9411764705882355,0.05019274428507828,0.22525970628070513,0.04058200956272345,0.0036924882964956517,0.1314588002719712,0.006762168024187843,0.16437878407127224,0.24259953419765043,0.006776191950541167,0.15302973775273565,0.08555845973708286,0.11871306232030172,0.008572926033341179
C1,no,Insulin,3.361344537815126,0.043061731907778,0.21395657576773122,0.03341154353724891,0.0028233885941544197,0.12559183952449066,0.004961270373812071,0.1486416531877339,0.2332368343195527,0.005639181407650267,0.140615103416909,0.06771354388054511,0.11354807268435851,0.0071909478595373
C1,no,Insulin,3.7815126050420167,0.0373060108260172,0.20534368344720433,0.027954701349061417,0.0022684631409103225,0.11983399705170107,0.0037488754132638433,0.13749579870580717,0.22609767070569994,0.004787268700610897,0.13150031607643922,0.0549390852146375,0.1083560278785404,0.0061473839745129
C1,no,Insulin,4.201680672268908,0.03269696707881269,0.1988182005611017,0.023763403586228755,0.0018838439562151549,0.11432008196270053,0.0029160420096992026,0.12951050617508106,0.22067682858594515,0.004130748643321763,0.1247799315492792,0.04562900841707487,0.10339746479350978,0.005332765552453856
C1,no,Insulin,4.621848739495799,0.029014301024223248,0.1938955845043602,0.020520406883578052,0.001601782931064457,0.10915802629463366,0.0023318750267184722,0.12373719771677504,0.21657765065320342,0.0036151198382852042,0.11981035094211719,0.038730450939682456,0.09882203053029094,0.004686216560383334
C1,no,Insulin,5.042016806722689,0.02606739942462638,0.19019417967044364,0.01799319505641281,0.0013873367935759086,0.10441757325498734,0.0019135138688000039,0.11953332250275313,0.2134887270263021,0.0032048917648170748,0.11612787791412066,0.033539632543642964,0.09469839868541122,0.004168194552656153
C1,no,Insulin,5.46218487394958,0.023700185364895855,0.18741779045418666,0.016008984773223156,0.0012205394415367554,0.10013218956553148,0.0016078173730717533,0.11645536709140962,0.21116758788891193,0.0028755068983458082,0.11339519859209929,0.02957761676034162,0.09104170068250579,0.003750442541141053
C1,no,Insulin,5.882352941176471,0.02178871324360164,0.18533902344678077,0.014438808384685519,0.0010888347450059787,0.09630635861495977,0.001380182978843883,0.11419227154459237,0.20942718561794263,0.0026091586985199193,0.11136525727874173,0.026513112986221384,0.08783481131920037,0.0034117388246050827
C1,no,Insulin,6.302521008403361,0.020236182021763083,0.1837846882189985,0.013186248189877382,0.0009837080836036637,0.0929240303869108,0.0012076994301698906,0.11252297455725284,0.20812439304878633,0.002392510269667035,0.10985623436550088,0.024113509258894796,0.08504335581055826,0.0031357617064440577
C1,no,Insulin,6.722689075630252,0.018967611156541844,0.18262365582266302,0.0121791003843594,0.000899077698421904,0.08995620681568137,0.001074926187657306,0.11128869531998631,0.20715041457105882,0.0022153611137393147,0.10873387176720285,0.022213208664279487,0.0826255205106086,0.002909816050648044
C1,no,Insulin,7.142857142857143,0.017924999491046034,0.1817570513848286,0.011363091768793711,0.0008304533257776958,0.08736694127282434,0.0009712654344529743,0.11037439690367877,0.20642294967843045,0.0020698057228480692,0.10789877732158433,0.020692731932704923,0.08053802403747667,0.002723969391974058
C1,no,Insulin,7.563025210084033,0.017063408704037355,0.1811105702214132,0.010697228472767103,0.0007744500932132421,0.08511761313970892,0.00088931295571884,0.10969619834071492,0.20587999411556512,0.0019496638890019278,0.10727725734407145,0.019464794156951234,0.07873938501088953,0.0025704185621570406
C1,no,Insulin,7.983193277310924,0.016347865899943997,0.18062850250433907,0.010150341423288745,0.0007284805208614072,0.08316979812730801,0.0008238028812141953,0.10919261650041322,0.2054749710918909,0.00185007329127043,0.10681460199580695,0.018464832048754983,0.07719157544332696,0.0024430102847660625
C1,no,Insulin,8.403361344537815,0.015750950497838145,0.18026914511062955,0.009698529946042738,0.0006905467317760862,0.08148701495545627,0.0007709265716471986,0.10881840503224138,0.20517296112367933,0.0017671881331067984,0.10647015565879106,0.01764449343174268,0.07586061718578223,0.0023368724989217015
C1,no,Insulin,8.823529411764707,0.015251017339967367,0.1800013231295193,0.00932331193693164,0.000659092836299765,0.08003566253417063,0.0007278848494369428,0.10854016840999194,0.2049478310687428,0.0016979508306349462,0.10621368906922408,0.01696713525713553,0.07471662610082738,0.002248129316528755
C1,no,Insulin,9.243697478991598,0.014830848956712253,0.17980175511100208,0.009010265809023026,0.0006328979001044346,0.078785430395797,0.0006925893535367217,0.10833320335836405,0.20478004824904356,0.0016399180084975074,0.1060227161780297,0.016404663303884626,0.07373356632065843,0.002173681466083284
C1,no,Insulin,9.663865546218487,0.014476639974008852,0.1796530643581839,0.008748033631482566,0.0006109968328568502,0.0777093720728735,0.0006634598446394869,0.10817920283975244,0.20465502451130194,0.001591126786211675,0.10588050306750997,0.01593529050124355,0.07288889411951294,0.002111037400766264
C1,no,Insulin,10.084033613445378,0.014177236935726286,0.17954228863894792,0.008527590523385364,0.0005926214361149818,0.07678377475000386,0.0006392850090502224,0.10806458324611815,0.2045618723975223,0.0015499918905016081,0.10577459410365661,0.0155419383110861,0.0721631578073128,0.0020581831254581602
C1,no,Insulin,10.504201680672269,0.013923584357973346,0.17945976957567555,0.008341713840561522,0.0005771560439639335,0.07598792149826862,0.000619125411287494,0.10797926282080755,0.2044924769616922,0.001515226303134726,0.10569572282005006,0.015211093232855091,0.07153960702342362,0.002013481570676587
C1,no,Insulin,10.92436974789916,0.013708265389195855,0.1793983017166372,0.008184568465216435,0.0005641037912736614,0.07530381049590353,0.0006022436634018249,0.1079157423488778,0.20444078241211303,0.0014857792439975513,0.10563698436993502,0.014931947921305467,0.07100383962500892,0.0019755945776797974
C1,no,Insulin,11.344537815126051,0.013525170061498119,0.17935251913722566,0.008051409385124329,0.0005530616546375781,0.07471586306851878,0.0005880559587316641,0.10786844993828577,0.20440227774188222,0.001460789336256108,0.10559324151396136,0.014695792822218862,0.0705435045211371,0.0019434244166603649
C1,no,Insulin,11.764705882352942,0.013369238770967264,0.1793184180609774,0.007938348862800171,0.0005437001172636091,0.07421061162853228,0.0005760949814571701,0.10783323486172797,0.20437359677622766,0.0014395456828037586,0.10556066353175936,0.01449554348463664,0.07014795423469333,0.0019160633332469179
C1,no,Insulin,12.184873949579831,0.01323627007204552,0.17929301776996343,0.00784218854330967,0.0005357485780028284,0.07377644626330042,0.000565983993619634,0.10780701068114966,0.20435223321759927,0.0014214596645412182,0.10553639982697811,0.014325405548757601,0.06980805384198344,0.0018927589512404224
C1,no,Insulin,12.605042016806722,0.013122755427239159,0.17927409468356845,0.007760279543912986,0.0005289834319149434,0.07340336413032675,0.0005574165905493091,0.10778747702601925,0.20433631724103907,0.0014060413359277353,0.1055183246357627,0.01418060353187618,0.06951595307011207,0.0018728842352373001
C1,no,Insulin,13.025210084033613,0.013025745755385041,0.1792600030524806,0.007690419376761322,0.0005232201569525326,0.07308278410599578,0.0005501432624304216,0.10777293267641906,0.20432446472395152,0.0013928833541050256,0.10550486515458457,0.014057190643179318,0.06926492924126515,0.0018559176490151458
C1,no,Insulin,13.445378151260504,0.012942783108451717,0.17924950865870973,0.007630774587457169,0.000518304199744445,0.0728073169038919,0.0005439576230349729,0.10776210208976597,0.2043156377857613,0.0013816431815331179,0.10549484185966886,0.01395188126798093,0.06904923096227036,0.0018414203870589937
C1,no,Insulin,13.865546218487395,0.012871800122401241,0.17924169278515223,0.007579807778023141,0.0005141060276419916,0.072570589978553,0.000538688928331958,0.10775403627300334,0.20430906385337952,0.0013720321271790566,0.10548737695404196,0.013861927324509622,0.06886380393287513,0.001829019886846963
C1,no,Insulin,14.285714285714286,0.012811008286919931,0.17923587149994813,0.007536214284206984,0.0005105180765118712,0.07236716847334185,0.0005341957136450579,0.10774802916568935,0.20430416750622005,0.001363808937659919,0.10548181720299582,0.013785016803375745,0.06870445770784556,0.001818408137427422
C1,no,Insulin,14.705882352941178,0.012758920633061424,0.17923153615652032,0.0074989025736834705,0.0005074491581448397,0.07219235927268872,0.0005303596152707702,0.10774355561433936,0.20430052097760076,0.0013567685990014558,0.10547767670246455,0.013719209038250867,0.06856750944382951,0.001809321180692769
C1,no,Insulin,15.126050420168067,0.012714270614701569,0.1792283070446438,0.007466947797641217,0.0005048223125505768,0.07204213008492391,0.0005270813335352083,0.10774022365902756,0.20429780490868962,0.001350737469700839,0.10547459275221573,0.013662863231384256,0.06844980299610118,0.0018015355335004955
C1,no,Insulin,15.546218487394958,0.012675980955444886,0.17922590111857126,0.007439566035043058,0.0005025724271087048,0.07191301673061465,0.0005242773405272584,0.10773774115971979,0.20429578123359773,0.0013455682042157503,0.10547229500080141,0.013614590323946497,0.06834862874923542,0.0017948614950086764
C1,no,Insulin,15.966386554621849,0.012643133109098783,0.17922410914117107,0.007416091962526815,0.000500644483974356,0.0718020489423566,0.0005218774002978263,0.10773589218248193,0.2042942739597752,0.0013411359025626657,0.10547058360666393,0.01357321377816077,0.06826166063646721,0.001789138190338771
C1,no,Insulin,16.386554621848738,0.012614944622090276,0.17922277559006625,0.007395960971158461,0.0004989919151185565,0.07170668456036952,0.0005198222572565702,0.10773451623516378,0.20429315227255354,0.0013373346258473244,0.10546931003338632,0.01353773624870067,0.06818692061599702,0.0017842294075058355
C1,no,Insulin,16.80672268907563,0.01259075591639864,0.17922178202600159,0.007378692873230261,0.0004975745325863072,0.07162471695122379,0.0005180612054707296,0.10773349108575905,0.20429231656402605,0.001334072954122824,0.10546836115388299,0.01350730560363396,0.06812266532190639,0.0017800167228537234
C1,no,Insulin,17.22689075630252,0.01256999214711994,0.17922104210228462,0.007363875794042327,0.0004963585843596092,0.07155426705524448,0.000516551563804349,0.1077327276423041,0.20429169419915563,0.0013312737737979877,0.10546765450719202,0.013481196085421041,0.0680674434275002,0.0017764013147080738
C1,no,Insulin,17.647058823529413,0.012552162526013762,0.17922049103204132,0.007351157691261849,0.0004953151967320486,0.07149371645570987,0.0005152569597601816,0.1077321590594947,0.20429123068094146,0.0013288710213339404,0.10546712822264497,0.01345878749758224,0.06801997738092522,0.001773297707982879
C1,no,Insulin,18.067226890756302,0.012536850677951957,0.17922008060846253,0.007340239120846557,0.0004944196411439303,0.0714416723772466,0.0005141463831892872,0.10773173559505382,0.20429088546341156,0.0013268081063250513,0.10546673625979058,0.013439551011794811,0.06797917649254281,0.0017706328978648528
C1,no,Insulin,18.487394957983195,0.012523699475598251,0.17921977493140054,0.007330863825742286,0.0004936508041262141,0.07139693884711337,0.000513193397907885,0.10773142020641695,0.20429062835064196,0.0013250366507183736,0.10546644433242906,0.013423034444160618,0.06794410442523335,0.0017683444589594692
C1,no,Insulin,18.907563025210084,0.01251240264226267,0.1792195472105898,0.007322812346691556,0.000492990626075932,0.07135848799758035,0.0005123754278930086,0.10773118525129621,0.20429043680881895,0.0013235152322609816,0.10546622685496596,0.013408850716489455,0.06791395648126433,0.001766378937074051
C1,no,Insulin,19.327731092436974,0.012502697400195517,0.17921937749034683,0.007315896540295685,0.0004924236304569012,0.07132543539402197,0.000511673158153212,0.10773101013959992,0.20429029405275898,0.0013222083245566262,0.10546606476918192,0.013396668038779846,0.06788803985612425,0.0017646904691604555
C1,no,Insulin,19.747899159663866,0.012494358283273135,0.17921925105228728,0.00730995530025664,0.0004919366003153866,0.0712970224285836,0.0005110701122044689,0.10773087968527217,0.20429018770235996,0.0013210855528369974,0.10546594401876022,0.013386202567241868,0.06786575953324044,0.0017632398382512644
C1,no,Insulin,20.168067226890756,0.012487193255983473,0.17921915718941453,0.007304851668768261,0.0004915183213186968,0.0712726032991723,0.0005105523160349717,0.10773078284115803,0.2042901087515856,0.0013201211268396645,0.10546585437835009,0.013377213149533537,0.06784661065624503,0.0017619937836960515
C1,no,Insulin,20.58823529411765,0.012481037711737744,0.17921908722721322,0.007300467309329719,0.0004911589712912701,0.07125161351928298,0.0005101075783670623,0.10773071065663174,0.20429004990466906,0.0013192924979659724,0.10546578756324865,0.013369490455011322,0.06783015138362897,0.0017609231531777268
C1,no,Insulin,21.008403361344538,0.01247574856113231,0.17921903505567904,0.007296700296051375,0.0004908502176077272,0.07123357083288644,0.0005097255369491562,0.10773065682781965,0.20429000602199535,0.0013185804791884974,0.1054657377384794,0.0133628551214846,0.06781600316168415,0.0017600031671562502
C1,no,Insulin,21.42857142857143,0.012471202990923998,0.17921899619704387,0.007293463289719662,0.0004905849366493437,0.07121806193562306,0.0005093973345467784,0.10773061673486319,0.20428997333702964,0.0013179686562491476,0.10546570062781532,0.01335715357681584,0.06780384156246844,0.0017592126326944355
C1,no,Insulin,21.84873949579832,0.01246729569540502,0.1792189672360446,0.0072906810714391855,0.0004903569440878553,0.07120472815693168,0.0005091153028740552,0.10773058685396363,0.204289948977188,0.0013174427916933364,0.10546567296958276,0.01335225319451041,0.06779338523966455,0.0017585331524939333
C1,no,Insulin,22.26890756302521,0.012463940446647287,0.17921894575466732,0.007288292117609654,0.0004901611884409075,0.07119327606372279,0.0005088731787680025,0.10773056469027752,0.2042899309086428,0.001316991251597936,0.10546565245452066,0.013348045543503844,0.06778440424123149,0.001757949698256273
C1,no,Insulin,22.689075630252102,0.01246105578597617,0.17921892971993492,0.0072862383344470365,0.0004899929023194892,0.07118342843795643,0.0005086650526440974,0.10773054814624036,0.20428991742141442,0.0013166030537722204,0.10546563714109357,0.013344428255273705,0.06777668137639413,0.001757448085156532
C1,no,Insulin,23.10924369747899,0.012458575994544373,0.17921891773827942,0.007284472850019189,0.0004898482380133218,0.07117496128832837,0.0005084861579667452,0.10773053578401548,0.20428990734333957,0.0013162693329160273,0.10546562569841846,0.013341318727267255,0.06777004101993044,0.0017570168578491157
C1,no,Insulin,23.529411764705884,0.012456444995629543,0.17921890882248478,0.007282955733849223,0.0004897239267954551,0.071167683958295,0.0005083324456743332,0.10773052658503363,0.20428989984403761,0.0013159825521912034,0.10546561718369143,0.013338646658249596,0.06776433333867826,0.0017566462726430207
C1,no,Insulin,23.949579831932773,0.012454612700832942,0.17921890217694864,0.007281651373507508,0.0004896170590007106,0.07116142661719241,0.0005082003088691075,0.10773051972842487,0.20428989425429728,0.0013157360013287842,0.10546561083710224,0.013336349386539723,0.0677594253225561,0.0017563276651149408
C1,no,Insulin,24.369747899159663,0.012453036845680998,0.1792188972091856,0.00728052974642459,0.0004895251813457772,0.07115604605812507,0.0005080867046141613,0.1077305146028831,0.2042898900757595,0.001315524024040433,0.10546560609281655,0.01333437407368962,0.06775520593345859,0.0017560537564428097
C1,no,Insulin,24.789915966386555,0.012451681932131154,0.17921889350360662,0.007279565578481314,0.000489446217908795,0.07115142113008133,0.0005079890624929575,0.10773051077961272,0.20428988695886854,0.0013153418369218173,0.10546560255393478,0.01333267615227586,0.06775158190620191,0.0017558184064332496
C1,no,Insulin,25.210084033613445,0.01245051886730174,0.17921889077089706,0.007278737458451882,0.0004893783483677695,0.07114744588203378,0.0005079051718722017,0.10773050796010165,0.20428988466034909,0.0013151852488676587,0.10546559994414906,0.013331217512844844,0.06774846158250536,0.0017556160058403792
C1,no,Insulin,25.630252100840337,0.012449518825883707,0.17921888873548103,0.007278025591552247,0.0004893200222004385,0.07114402918943365,0.0005078330703935628,0.10773050586003498,0.20428988294831482,0.0013150506752057035,0.10546559800029286,0.013329963732191615,0.06774578189729598,0.0017554421097556313
C1,no,Insulin,26.050420168067227,0.01244865917381229,0.17921888721962545,0.00727741369865572,0.0004892698910146727,0.07114109229589165,0.0005077710994066104,0.10773050429603222,0.20428988167329074,0.001314935007184731,0.1054655965526262,0.013328886055752285,0.06774347868097366,0.0017552926451922023
C1,no,Insulin,26.47058823529412,0.01244792012749234,0.17921888609003211,0.007276887661720864,0.0004892267947836406,0.07113856736359675,0.0005077178260279829,0.10773050313056057,0.2042898807231612,0.0013148355694406796,0.10546559547384647,0.013327959597704749,0.06774149839965567,0.0017551641484386017
C1,no,Insulin,26.89075630252101,0.012447284909318358,0.17921888524926424,0.007276435537648844,0.0004891897547757494,0.07113639712352769,0.0005076720398023924,0.1077305022630882,0.20428988001596957,0.00131475010437517,0.10546559467089978,0.013327163320610472,0.06773979633362123,0.0017550537085569554
C1,no,Insulin,27.310924369747898,0.012446740107999245,0.1792188846309134,0.007276047774421015,0.0004891579878681304,0.07113453574324431,0.0005076327725481728,0.10773050162509723,0.20428987949585833,0.0013146768054978254,0.10546559408036484,0.013326480397729141,0.06773833650803701,0.00175495899039496
C1,no,Insulin,27.73109243697479,0.012446271131188891,0.17921888416537568,0.007275713985964839,0.0004891306430963067,0.07113293341432464,0.0005075989718568356,0.10773050114477288,0.20428987910428123,0.001314613709792246,0.10546559363576861,0.013325892535679564,0.0677370800145592,0.0017548774624746033
C1,no,Insulin,28.15126050420168,0.012445867935120428,0.17921888381612325,0.007275427020638882,0.0004891071341422923,0.07113155581191556,0.0005075699128660145,0.1077305007844271,0.2042898788105134,0.0013145594647482003,0.10546559330222648,0.013325387135712484,0.06773600003174676,0.0017548073818439488
C1,no,Insulin,28.571428571428573,0.012445520904009676,0.17921888354995513,0.007275180030488027,0.0004890868995425488,0.07113037006343624,0.0005075449015355439,0.10773050050980447,0.20428987858662842,0.0013145127751390741,0.10546559304803114,0.013324952134060177,0.06773507083466838,0.0017547470789139917
C1,no,Insulin,28.991596638655462,0.012445222802372013,0.17921888335232397,0.007274967856151173,0.0004890695160343477,0.07112935137037768,0.0005075234152472569,0.10773050030589584,0.20428987842039076,0.0013144726642265732,0.10546559285928997,0.013324578441798011,0.06773427277176633,0.0017546952916073796
C1,no,Insulin,29.411764705882355,0.01244496644574284,0.17921888320673468,0.007274785375427513,0.0004890545636178551,0.07112847512700785,0.0005075049352715962,0.10773050015568245,0.20428987829792655,0.0013144381627706787,0.10546559272025015,0.013324257037434015,0.06773358627065601,0.0017546507653487884
C1,no,Insulin,29.831932773109244,0.012444746299817719,0.17921888310069964,0.007274628640854854,0.0004890417192602031,0.07112772240210932,0.0005074890625173424,0.10773050004628013,0.2042898782087335,0.0013144085249558932,0.10546559261898578,0.013323980976147908,0.06773299581082064,0.0017546125241210896
C1,no,Insulin,30.252100840336134,0.012444556730086407,0.17921888302225658,0.007274493713092116,0.000489030667071366,0.071127074640545,0.000507475402104576,0.10773049996534635,0.20428987814275948,0.0013143830210588375,0.10546559254407223,0.013323743361177422,0.06773248639789192,0.001754579515189283
C1,no,Insulin,30.672268907563026,0.01244439367603629,0.17921888296450925,0.007274377747880875,0.0004890211757041819,0.07112651829803855,0.0005074636657526211,0.1077304999057649,0.2042898780942016,0.0013143611182419642,0.10546559248892257,0.01332353918098542,0.06773204914682418,0.001754551056698561
C1,no,Insulin,31.092436974789916,0.012444253684267789,0.1792188829214203,0.007274278093466194,0.0004890130107916907,0.07112603976768975,0.0005074535749972888,0.10773049986130745,0.20428987805795662,0.0013143422774994115,0.105465592447772,0.013323363669385488,0.06773167340442524,0.0017545267279866809
C1,no,Insulin,31.51260504201681,0.012444131899770899,0.1792188828880083,0.007274191395862078,0.0004890059071269627,0.07112562343393808,0.0005074447960322702,0.1077304998268343,0.20428987802985102,0.0013143258856083645,0.10546559241586308,0.013323210975707803,0.06773134635708525,0.0017545055643576558
C1,no,Insulin,31.932773109243698,0.012444027160364286,0.17921888286313178,0.007274116855303399,0.000488999801158045,0.07112526556132981,0.0005074372489163342,0.10773049980116767,0.20428987800892756,0.0013143117959043631,0.10546559239210561,0.013323079700157846,0.06773106563940137,0.001754487349008008
C1,no,Insulin,32.35294117647059,0.012443936164050769,0.1792188828439719,0.0072740520993828045,0.000488994496951092,0.07112495467694743,0.0005074306926133061,0.10773049978139923,0.20428987799281276,0.0013142995562869702,0.1054655923738076,0.013322965657581955,0.0677308218572652,0.0017544715218054127
C1,no,Insulin,32.773109243697476,0.012443858848027543,0.1792188828304741,0.007273997082784154,0.0004889899907483734,0.07112469056085627,0.0005074251225107245,0.1077304997674727,0.20428987798146064,0.0013142891580864263,0.10546559236091697,0.013322868767962771,0.0677306148288021,0.0017544580722600406
C1,no,Insulin,33.19327731092437,0.012443791729563135,0.17921888282014967,0.0072739493205668,0.0004889860785640241,0.071124461261108,0.0005074202867902254,0.10773049975682034,0.20428987797277728,0.0013142801306029294,0.10546559235105697,0.013322784653215658,0.06773043506611141,0.0017544463983294634
C1,no,Insulin,33.61344537815126,0.012443734844499331,0.17921888281303863,0.007273908838580345,0.0004889827625400318,0.07112426690307741,0.0005074161880818201,0.10773049974948343,0.2042898779667964,0.0013142724787787257,0.10546559234426583,0.013322713358974071,0.06773028267299894,0.0017544365060221294
C1,no,Insulin,34.03361344537815,0.012443686985175678,0.17921888280877923,0.007273874783144787,0.0004889799731721739,0.07112410341066436,0.0005074127401729136,0.10773049974508873,0.2042898779632144,0.0013142660422223664,0.10546559234019802,0.013322653383740576,0.06773015454016139,0.0017544281812769478
C1,no,Insulin,34.45378151260504,0.012443646734360233,0.17921888280625586,0.007273846140332749,0.0004889776270280875,0.07112396589667275,0.000507409840208544,0.10773049974248519,0.20428987796109235,0.001314260628417944,0.10546559233778816,0.01332260294021051,0.06773004674704108,0.0017544211810085841
C1,no,Insulin,34.87394957983194,0.012443612051800505,0.17921888280409665,0.007273821454487137,0.0004889756046143692,0.07112384735971676,0.0005074073406733669,0.10773049974025739,0.20428987795927595,0.0013142559616351702,0.10546559233572607,0.013322559463706422,0.06772995373942314,0.0017544151525946054
C1,no,Insulin,35.294117647058826,0.012443583739572087,0.17921888280373532,0.007273801306267273,0.00048897395418685,0.07112375062306983,0.0005074053007162159,0.10773049973988459,0.20428987795897222,0.0013142521532164184,0.105465592335381,0.013322523979825257,0.06772987789832687,0.0017544102294544403
C1,no,Insulin,35.714285714285715,0.012443559293726385,0.17921888280334233,0.007273783907812334,0.0004889725288855934,0.0711236670825557,0.0005074035391066474,0.10773049973947912,0.20428987795864162,0.0013142488642845435,0.10546559233500569,0.013322493338173848,0.06772981237498688,0.001754405979673009
C1,no,Insulin,36.134453781512605,0.012443537261803925,0.1792188828021244,0.007273768224546339,0.0004889712439033004,0.0711235917682812,0.0005074019510634603,0.10773049973822249,0.20428987795761683,0.0013142458991456704,0.10546559233384252,0.013322465716483203,0.06772975325551635,0.001754402151159571
C1,no,Insulin,36.554621848739494,0.012443519309759614,0.17921888280184356,0.007273755446676081,0.0004889701970477767,0.07112353040986862,0.0005074006572560566,0.10773049973793276,0.2042898779573805,0.0013142434834889569,0.10546559233357435,0.013322443212151862,0.06772970511280575,0.0017543990310039841
C1,no,Insulin,36.97478991596639,0.012443503515994114,0.17921888280132217,0.0072737442049252594,0.0004889692760387789,0.07112347642777042,0.0005073995189860415,0.10773049973739482,0.2042898779569418,0.001314241358226907,0.10546559233307641,0.013322423413229,0.06772966275620221,0.00175439628600021
C1,no,Insulin,37.39495798319328,0.012443489084305327,0.17921888280030468,0.007273733932914203,0.0004889684344996,0.0711234271037621,0.0005073984789173587,0.10773049973634503,0.2042898779560859,0.001314239416343958,0.1054655923321047,0.013322405322323405,0.067729624057826,0.0017543937775258299
C1,no,Insulin,37.81512605042017,0.012443477107622265,0.1792188827996574,0.007273725408217168,0.0004889677361027005,0.07112338616944586,0.0005073976157661321,0.1077304997356772,0.20428987795554138,0.0013142378047665648,0.10546559233148652,0.0133223903087202,0.06772959194102947,0.0017543916958505722
C1,no,Insulin,38.23529411764706,0.012443466550432441,0.17921888279898268,0.007273717894205774,0.0004889671205306203,0.07112335008954929,0.0005073968549615566,0.10773049973498104,0.2042898779549738,0.0013142363843104258,0.10546559233084217,0.013322377075223551,0.06772956363805546,0.0017543898606887855
C1,no,Insulin,38.65546218487395,0.012443457009374232,0.1792188827982583,0.00727371110397248,0.000488966564291124,0.07112331748707454,0.000507396167459314,0.10773049973423367,0.20428987795436454,0.0013142351007666378,0.10546559233015038,0.01332236511658715,0.06772953807141634,0.0017543882018104177
C1,no,Insulin,39.075630252100844,0.012443448946860282,0.17921888279765788,0.007273705365863772,0.0004889660942298276,0.07112328993573239,0.0005073955864790564,0.10773049973361418,0.20428987795385953,0.0013142340160820236,0.10546559232957697,0.01332235501086331,0.06772951646362219,0.0017543868000871319
C1,no,Insulin,39.49579831932773,0.012443441891754023,0.17921888279715006,0.007273700344821501,0.0004889656829158032,0.07112326582763703,0.0005073950781039901,0.10773049973309021,0.2042898779534324,0.0013142330669590676,0.10546559232909199,0.013322346168028259,0.06772949755742581,0.0017543855734530238
C1,no,Insulin,39.91596638655462,0.012443435627587736,0.17921888279675935,0.00727369588676191,0.000488965317724568,0.07112324442283076,0.0005073946267319013,0.10773049973268707,0.20428987795310374,0.0013142322242664574,0.10546559232871883,0.01332233831670516,0.06772948077204885,0.0017543844842909692
C1,no,Insulin,40.33613445378151,0.012443430290488404,0.17921888279642065,0.007273692088481992,0.0004889650065813194,0.07112322618590719,0.0005073942421621731,0.10773049973233759,0.20428987795281886,0.001314231506291444,0.10546559232839535,0.013322331627359222,0.06772946647101749,0.0017543835563138249
C1,no,Insulin,40.7563025210084,0.012443425657927581,0.17921888279616846,0.007273688791569573,0.0004889647365058316,0.07112321035605795,0.0005073939083537104,0.10773049973207739,0.20428987795260675,0.001314230883081849,0.10546559232815451,0.01332232582098507,0.06772945405693206,0.0017543827508608898
C1,no,Insulin,41.1764705882353,0.012443421595752941,0.17921888279601278,0.007273685900498452,0.0004889644996691742,0.07112319647442539,0.0005073936156327584,0.10773049973191677,0.20428987795247577,0.0013142303365721495,0.10546559232800583,0.013322320729331169,0.0677294431691742,0.0017543820446409022
