,,,Slide ID,e,d,k,g,c,f,a,j,i,b,h
,,,Antibody Name,e,d,k,g,c,f,a,j,i,b,h
,,,HUGO ID,e,d,k,g,c,f,a,j,i,b,h
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,5.042016806722689,0.17784487352120676,0.13403297864623398,0.14251301158517682,0.14014553115899883,0.15371182425749547,0.21028564472330508,0.12216757797956203,0.0319936782620237,0.10847977295937315,0.24677789787245089,0.13815659113997616
C1,no,Insulin,5.46218487394958,0.17725019828697902,0.13346501284960044,0.1413728363627855,0.13903452908493136,0.15294742411497514,0.20925170435424115,0.12008643872700035,0.031525622983872466,0.10803117645764893,0.24632757521992266,0.13786112051868168
C1,no,Insulin,5.882352941176471,0.1769035221302267,0.1331118462177049,0.14056891538128022,0.13833795902159562,0.1524636781200057,0.20857653385339406,0.11872103361089044,0.031221664189098008,0.10776496440094892,0.24602113634055842,0.1376929369019167
C1,no,Insulin,6.302521008403361,0.17670405518396096,0.13289596822500216,0.14000586691329836,0.13790457244896645,0.152161925466371,0.2081419892943031,0.1178298296148957,0.031022647418792765,0.10760924173157284,0.24581634737299424,0.1375991501913362
C1,no,Insulin,6.722689075630252,0.17659097997111567,0.13276613619952735,0.13961424802017783,0.13763696553186042,0.1519762848358489,0.2078660449609558,0.11725109209082421,0.030891576174948338,0.1075195410773377,0.24568170328719557,0.1375480765657884
C1,no,Insulin,7.142857142857143,0.1765279747913471,0.13268929375984528,0.13934375189434486,0.13747296341127002,0.15186361406395416,0.20769301678980018,0.11687713382006477,0.030804923239655023,0.10746874095396843,0.24559447826072567,0.13752105846667648
C1,no,Insulin,7.563025210084033,0.1764935818248553,0.13264455366685404,0.13915818479695558,0.13737320814882817,0.15179615101272134,0.20758582761750852,0.11663665913929376,0.03074750949241489,0.10744052300523389,0.24553873568659898,0.13750729596799124
C1,no,Insulin,7.983193277310924,0.1764752801875947,0.13261895549857156,0.13903171553568197,0.13731299090908974,0.15175631347063467,0.20752020486949038,0.11648274122988293,0.03070943514720038,0.10742520574330124,0.24550356265436454,0.1375006519476212
C1,no,Insulin,8.403361344537815,0.17646586049419813,0.13260459112067838,0.13894606395227843,0.1372769225691587,0.15173313119978302,0.207480500176374,0.11638466834401302,0.030684189075942035,0.1074171273425268,0.24548163520417615,0.13749770823098623
C1,no,Insulin,8.823529411764707,0.17646123059094554,0.1325967088178933,0.13888840135224936,0.13725548873232557,0.15171985216505324,0.20745676135847696,0.11632244578637073,0.030667462736075148,0.10741302498559396,0.24546812420880962,0.13749660338727493
C1,no,Insulin,9.243697478991598,0.17645911137166898,0.13259249928967917,0.13884979978275602,0.13724285635855757,0.15171237852108685,0.20744274150281586,0.11628313083800362,0.030656397052078038,0.10741105218912272,0.24545989265616944,0.13749635424476347
C1,no,Insulin,9.663865546218487,0.17645825881944954,0.1325903293238768,0.138824095704529,0.13723547687714815,0.15170825810367916,0.20743456960971407,0.11625838924623406,0.030649089936049402,0.10741018394858579,0.24545493707815128,0.13749646055967707
C1,no,Insulin,10.084033613445378,0.17645800949719417,0.13258926410939378,0.13880706501897258,0.13723120578004025,0.15170604197083323,0.20742987341064417,0.11624287731220549,0.030644274714781355,0.10740986298078233,0.24545198591947393,0.13749668006918112
C1,no,Insulin,10.504201680672269,0.17645802219973766,0.1325887795167042,0.13879583461154826,0.13722875910864146,0.15170488747542069,0.20742721763563224,0.1162331881953206,0.030641109112365113,0.10740979557272641,0.24545025446708674,0.13749690546308777
C1,no,Insulin,10.92436974789916,0.17645812804555241,0.13258858721574454,0.13878846047591892,0.13722737173584776,0.1517043105845441,0.20742574187510568,0.1162271545545305,0.03063903224148484,0.10740983179201676,0.2454492494981749,0.13749709601446827
C1,no,Insulin,11.344537815126051,0.17645825183327832,0.13258853433656478,0.13878363876469374,0.13722659594968906,0.15170404072890975,0.20742494010632356,0.11622341133199642,0.030637673700027655,0.10740990085078823,0.24544866755156594,0.13749724315629483
C1,no,Insulin,11.764705882352942,0.176458361573029,0.1325885414405883,0.13878049786482888,0.13722616791493344,0.1517039276495083,0.20742451618179333,0.11622109554090712,0.030636786784216788,0.10740997052530186,0.24544835165603038,0.13749735023033088
C1,no,Insulin,12.184873949579831,0.17645844847547318,0.1325885696170628,0.13877845923005672,0.13722593590027293,0.15170389068630658,0.20742429997658365,0.11621966727118244,0.030636209245786028,0.10741002923606038,0.24544817367990038,0.1374974253891531
C1,no,Insulin,12.605042016806722,0.1764585129218849,0.13258860098827657,0.13877714042572553,0.1372258128276458,0.15170388789090639,0.20742419539302717,0.11621878899477193,0.030635834175946394,0.10741007439797923,0.24544807467343419,0.13749747644855256
C1,no,Insulin,13.025210084033613,0.17645855852926398,0.13258862844112734,0.13877629001793162,0.1372257491615078,0.15170389806233917,0.2074241487642545,0.11621825023633345,0.030635591092978167,0.10741010718727763,0.2454480238117053,0.13749751036504465
C1,no,Insulin,13.445378151260504,0.17645858981610732,0.13258864999053735,0.1387757423803077,0.13722571722351493,0.151703911312972,0.2074241308741675,0.11621791989362354,0.030635433669042707,0.10741013010972363,0.2454479979734089,0.13749753248886334
C1,no,Insulin,13.865546218487395,0.1764586107046143,0.13258866586534304,0.1387753918448817,0.13722570209761517,0.15170392358411983,0.20742412660254334,0.1162177186316581,0.03063533227368091,0.10741014564897523,0.24544798609033439,0.13749754663726374
C1,no,Insulin,14.285714285714286,0.1764586244310466,0.13258867710377933,0.13877516683964036,0.1372256953868265,0.15170393350030004,0.20742412793402687,0.11621759548583105,0.03063526676431996,0.107410155987911,0.2454479808991916,0.13749755559851626
C1,no,Insulin,14.705882352941178,0.1764586334241214,0.13258868495306358,0.13877502140898818,0.13722569288580985,0.15170394111205554,0.2074241312934971,0.11621751973290849,0.03063522413290775,0.10741016283860357,0.24544797913484978,0.13749756126764012
C1,no,Insulin,15.126050420168067,0.17645863896283234,0.13258869017062003,0.13877493278101108,0.13722569281767671,0.15170394667841477,0.2074241353205885,0.11621747669041806,0.0306351979079043,0.10741016711853663,0.24544797933292442,0.13749756460017729
C1,no,Insulin,15.546218487394958,0.17645864234763195,0.1325886935323197,0.13877487762159196,0.137225693385989,0.15170395047535631,0.2074241386588646,0.1162174513813604,0.030635181449034026,0.10741016976151517,0.24544798002234378,0.1374975665655101
C1,no,Insulin,15.966386554621849,0.1764586444032687,0.13258869560505582,0.13877484178120247,0.13722569375078766,0.1517039528493745,0.2074241408301664,0.11621743520077946,0.03063517069765493,0.10741017137163127,0.24544798051419797,0.13749756774734495
C1,no,Insulin,16.386554621848738,0.17645864563896582,0.1325886968482453,0.13877481812807452,0.13722569387228054,0.15170395426710065,0.20742414210738133,0.11621742449041463,0.030635163575494704,0.10741017233914725,0.24544798075942795,0.13749756845996264
C1,no,Insulin,16.80672268907563,0.176458646375796,0.1325886975871488,0.13877480266654887,0.13722569388306224,0.1517039551052463,0.20742414284872707,0.11621741748047772,0.030635158904439276,0.10741017291573039,0.24544798085933886,0.13749756888645293
C1,no,Insulin,17.22689075630252,0.17645864683757626,0.13258869805987167,0.13877479266484344,0.1372256939223325,0.15170395565276729,0.207424143363381,0.11621741306150267,0.03063515587197788,0.10741017327859595,0.2454479809360873,0.13749756914966507
C1,no,Insulin,17.647058823529413,0.17645864713924309,0.1325886983780501,0.13877478619980138,0.13722569399625226,0.1517039560327843,0.2074241437515779,0.11621741032216923,0.030635153905284176,0.10741017351708382,0.24544798102803841,0.13749756931745796
C1,no,Insulin,18.067226890756302,0.1764586473337581,0.13258869858841935,0.13877478200737428,0.13722569406847862,0.15170395629019623,0.20742414403054338,0.11621740861125762,0.030635152625666587,0.10741017367165917,0.2454479811376999,0.1374975694233975
C1,no,Insulin,18.487394957983195,0.17645864745375966,0.1325886987212355,0.13877477929096435,0.13722569412129085,0.15170395645589912,0.20742414421787136,0.11621740753206057,0.030635151793260214,0.1074101737674996,0.24544798125523437,0.13749756948755165
C1,no,Insulin,18.907563025210084,0.17645864752343118,0.1325886988007154,0.13877477754908538,0.13722569415433183,0.1517039565572162,0.20742414433726367,0.11621740685409859,0.030635151256730418,0.10741017382353311,0.2454479813624834,0.1374975695239179
C1,no,Insulin,19.327731092436974,0.1764586475637125,0.13258869884840285,0.1387747764328318,0.13722569417576522,0.15170395661953773,0.20742414441410914,0.11621740643028891,0.030635150911135698,0.10741017385621757,0.24544798143428995,0.1374975695442597
C1,no,Insulin,19.747899159663866,0.1764586475876337,0.13258869887757116,0.13877477571551983,0.13722569419040356,0.15170395665845438,0.20742414446393023,0.11621740616540963,0.030635150688196725,0.10741017387576351,0.24544798145316235,0.13749756955596754
C1,no,Insulin,20.168067226890756,0.17645864760203353,0.13258869889546673,0.13877477525279716,0.1372256942002513,0.15170395668270042,0.20742414449586039,0.11621740599882964,0.030635150543984718,0.10741017388757838,0.2454479814238821,0.13749756956285997
C1,no,Insulin,20.58823529411765,0.1764586476106014,0.1325886989062807,0.13877477495524235,0.13722569420659766,0.15170395669755388,0.2074241445159057,0.11621740589404461,0.030635150451031788,0.10741017389462972,0.24544798137029025,0.13749756956689865
C1,no,Insulin,21.008403361344538,0.17645864762028426,0.13258869891842712,0.1387747746325787,0.13722569421365385,0.15170395671414205,0.20742414453807773,0.11621740577960107,0.030635150350331184,0.10741017390259008,0.24544798134468532,0.13749756957147047
C1,no,Insulin,21.42857142857143,0.176458647629091,0.13258869892948927,0.13877477434006794,0.13722569422010572,0.15170395672925294,0.20742414455827937,0.1162174056758852,0.030635150259038003,0.10741017390983355,0.24544798133488854,0.13749756957561662
C1,no,Insulin,21.84873949579832,0.1764586476354711,0.13258869893758526,0.13877477412074077,0.1372256942249299,0.1517039567403854,0.20742414457332042,0.11621740559877114,0.030635150190510455,0.10741017391509405,0.24544798133141663,0.13749756957859052
C1,no,Insulin,22.26890756302521,0.17645864763942454,0.1325886989427151,0.13877477397459723,0.13722569422812642,0.15170395674753942,0.20742414458320085,0.11621740554825889,0.03063515014474854,0.10741017391837158,0.24544798133426954,0.13749756958039214
C1,no,Insulin,22.689075630252102,0.17645864764095132,0.1325886989448788,0.13877477390163728,0.13722569422969524,0.15170395675071502,0.2074241445879207,0.11621740552434845,0.030635150121752257,0.10741017391966617,0.24544798134344728,0.1374975695810215
C1,no,Insulin,23.10924369747899,0.17645864764005145,0.13258869894407632,0.13877477390186094,0.13722569422963637,0.15170395674991216,0.2074241445874799,0.11621740552703984,0.03063515012152161,0.10741017391897778,0.24544798135894988,0.13749756958047857
C1,no,Insulin,23.529411764705884,0.17645864763672492,0.1325886989403077,0.13877477397526822,0.13722569422794986,0.1517039567451309,0.20742414458187852,0.11621740555633304,0.03063515014405659,0.10741017391630643,0.24544798138077728,0.13749756957876338
C1,no,Insulin,23.949579831932773,0.17645864763336658,0.13258869893645467,0.13877477405334374,0.13722569422615247,0.1517039567401946,0.20742414457598404,0.11621740558694191,0.030635150168088106,0.10741017391360189,0.24544798140056154,0.13749756957704934
C1,no,Insulin,24.369747899159663,0.17645864763394287,0.13258869893729028,0.13877477402260632,0.1372256942267564,0.15170395674143583,0.2074241445778584,0.11621740557698532,0.030635150158388424,0.10741017391409349,0.24544798140444266,0.13749756957727996
C1,no,Insulin,24.789915966386555,0.17645864763402355,0.13258869893748346,0.13877477400980492,0.13722569422695574,0.15170395674178164,0.2074241445784971,0.11621740557324098,0.030635150154303976,0.10741017391417432,0.24544798140790103,0.1374975695772845
C1,no,Insulin,25.210084033613445,0.17645864763360866,0.13258869893703418,0.1387747740149396,0.13722569422675046,0.151703956741232,0.20742414457790007,0.11621740557570891,0.030635150155834758,0.10741017391384439,0.24544798141093663,0.13749756957706297
C1,no,Insulin,25.630252100840337,0.17645864763269817,0.1325886989359425,0.13877477403801028,0.13722569422614056,0.15170395673978693,0.20742414457606737,0.11621740558438909,0.030635150162980778,0.10741017391310369,0.24544798141354948,0.13749756957661535
C1,no,Insulin,26.050420168067227,0.1764586476312921,0.13258869893420835,0.13877477407901698,0.1372256942251261,0.15170395673744644,0.20742414457299896,0.11621740559928151,0.030635150175742025,0.1074101739119522,0.2454479814157396,0.13749756957594167
C1,no,Insulin,26.47058823529412,0.17645864762939042,0.13258869893183176,0.13877477413795972,0.13722569422370698,0.1517039567342105,0.20742414456869487,0.1162174056203862,0.03063515019411851,0.10741017391038997,0.24544798141750693,0.1374975695750419
C1,no,Insulin,26.89075630252101,0.17645864762699315,0.13258869892881275,0.1387747742148385,0.13722569422188327,0.1517039567300791,0.2074241445631551,0.11621740564770315,0.030635150218110224,0.10741017390841695,0.2454479814188515,0.13749756957391604
C1,no,Insulin,27.310924369747898,0.17645864762515914,0.13258869892678934,0.13877477424566906,0.1372256942209836,0.15170395672756523,0.20742414456033403,0.11621740566104252,0.030635150227462167,0.10741017390695269,0.24544798142801916,0.13749756957294743
C1,no,Insulin,27.73109243697479,0.17645864762479294,0.13258869892623565,0.1387747742652375,0.13722569422052514,0.15170395672672504,0.20742414455902897,0.11621740566726549,0.030635150233652757,0.10741017390663667,0.2454479814264625,0.13749756957281103
C1,no,Insulin,28.15126050420168,0.17645864762442673,0.13258869892568195,0.13877477428480592,0.1372256942200667,0.15170395672588483,0.2074241445577239,0.11621740567348844,0.03063515023984335,0.10741017390632064,0.24544798142490587,0.13749756957267464
C1,no,Insulin,28.571428571428573,0.17645864762406052,0.13258869892512823,0.13877477430437438,0.13722569421960823,0.1517039567250446,0.20742414455641883,0.11621740567971141,0.030635150246033943,0.1074101739060046,0.24544798142334923,0.13749756957253825
C1,no,Insulin,28.991596638655462,0.17645864762369431,0.13258869892457453,0.1387747743239428,0.1372256942191498,0.15170395672420442,0.20742414455511377,0.11621740568593437,0.030635150252224536,0.10741017390568858,0.24544798142179258,0.13749756957240186
C1,no,Insulin,29.411764705882355,0.1764586476233281,0.13258869892402084,0.13877477434351124,0.13722569421869132,0.1517039567233642,0.2074241445538087,0.11621740569215733,0.03063515025841513,0.10741017390537254,0.24544798142023594,0.13749756957226547
C1,no,Insulin,29.831932773109244,0.1764586476229619,0.1325886989234671,0.13877477436307967,0.13722569421823289,0.15170395672252399,0.20742414455250363,0.1162174056983803,0.03063515026460572,0.10741017390505651,0.2454479814186793,0.13749756957212905
C1,no,Insulin,30.252100840336134,0.17645864762276223,0.1325886989231643,0.13877477437384636,0.13722569421798142,0.15170395672206383,0.2074241445517876,0.11621740570179963,0.03063515026801229,0.10741017390488405,0.24544798141783047,0.13749756957205506
C1,no,Insulin,30.672268907563026,0.17645864762275562,0.1325886989231524,0.13877477437440788,0.13722569421796993,0.15170395672204431,0.20742414455175448,0.1162174057019683,0.030635150268190924,0.10741017390487806,0.24544798141780233,0.13749756957205336
C1,no,Insulin,31.092436974789916,0.17645864762274902,0.13258869892314049,0.13877477437496938,0.13722569421795847,0.1517039567220248,0.20742414455172137,0.11621740570213696,0.03063515026836956,0.10741017390487205,0.24544798141777419,0.1374975695720517
C1,no,Insulin,31.51260504201681,0.17645864762274244,0.13258869892312858,0.1387747743755309,0.13722569421794698,0.1517039567220053,0.20742414455168826,0.11621740570230563,0.03063515026854819,0.10741017390486605,0.24544798141774604,0.13749756957205
C1,no,Insulin,31.932773109243698,0.17645864762273583,0.13258869892311667,0.1387747743760924,0.1372256942179355,0.15170395672198578,0.20742414455165514,0.1162174057024743,0.030635150268726825,0.10741017390486006,0.2454479814177179,0.13749756957204834
C1,no,Insulin,32.35294117647059,0.17645864762272923,0.13258869892310474,0.13877477437665392,0.13722569421792405,0.15170395672196627,0.20742414455162203,0.11621740570264295,0.030635150268905457,0.10741017390485405,0.24544798141768975,0.13749756957204667
C1,no,Insulin,32.773109243697476,0.17645864762272265,0.13258869892309283,0.13877477437721544,0.13722569421791256,0.15170395672194675,0.20742414455158892,0.11621740570281162,0.03063515026908409,0.10741017390484806,0.2454479814176616,0.13749756957204498
C1,no,Insulin,33.19327731092437,0.17645864762271604,0.13258869892308092,0.13877477437777694,0.1372256942179011,0.15170395672192727,0.2074241445515558,0.1162174057029803,0.030635150269262727,0.10741017390484206,0.24544798141763347,0.13749756957204332
C1,no,Insulin,33.61344537815126,0.17645864762270944,0.13258869892306901,0.13877477437833846,0.13722569421788963,0.15170395672190776,0.2074241445515227,0.11621740570314895,0.030635150269441358,0.10741017390483605,0.24544798141760532,0.13749756957204162
C1,no,Insulin,34.03361344537815,0.17645864762270286,0.13258869892305708,0.13877477437889998,0.13722569421787814,0.15170395672188824,0.20742414455148958,0.11621740570331762,0.030635150269619993,0.10741017390483006,0.2454479814175772,0.13749756957203996
C1,no,Insulin,34.45378151260504,0.17645864762269625,0.13258869892304517,0.13877477437946148,0.13722569421786668,0.15170395672186873,0.20742414455145647,0.11621740570348629,0.030635150269798628,0.10741017390482406,0.24544798141754906,0.1374975695720383
C1,no,Insulin,34.87394957983194,0.17645864762268965,0.13258869892303327,0.138774774380023,0.13722569421785522,0.15170395672184922,0.20742414455142336,0.11621740570365495,0.03063515026997726,0.10741017390481805,0.24544798141752092,0.1374975695720366
C1,no,Insulin,35.294117647058826,0.17645864762268304,0.13258869892302136,0.13877477438058453,0.13722569421784372,0.1517039567218297,0.20742414455139024,0.11621740570382362,0.030635150270155894,0.10741017390481206,0.24544798141749277,0.13749756957203493
C1,no,Insulin,35.714285714285715,0.17645864762267646,0.13258869892300945,0.13877477438114602,0.13722569421783226,0.1517039567218102,0.20742414455135713,0.11621740570399228,0.030635150270334525,0.10741017390480606,0.24544798141746463,0.13749756957203324
C1,no,Insulin,36.134453781512605,0.17645864762266986,0.13258869892299752,0.13877477438170754,0.1372256942178208,0.15170395672179068,0.20742414455132402,0.11621740570416095,0.03063515027051316,0.10741017390480005,0.24544798141743648,0.13749756957203157
C1,no,Insulin,36.554621848739494,0.17645864762266325,0.1325886989229856,0.13877477438226907,0.1372256942178093,0.15170395672177117,0.2074241445512909,0.11621740570432962,0.030635150270691795,0.10741017390479406,0.24544798141740834,0.1374975695720299
C1,no,Insulin,36.97478991596639,0.17645864762265667,0.1325886989229737,0.13877477438283056,0.13722569421779784,0.15170395672175166,0.2074241445512578,0.11621740570449828,0.030635150270870427,0.10741017390478806,0.2454479814173802,0.13749756957202822
C1,no,Insulin,37.39495798319328,0.17645864762265007,0.1325886989229618,0.13877477438339209,0.13722569421778638,0.15170395672173215,0.20742414455122468,0.11621740570466695,0.03063515027104906,0.10741017390478205,0.24544798141735205,0.13749756957202655
C1,no,Insulin,37.81512605042017,0.17645864762264346,0.1325886989229499,0.1387747743839536,0.1372256942177749,0.15170395672171264,0.20742414455119157,0.11621740570483562,0.030635150271227696,0.10741017390477606,0.2454479814173239,0.13749756957202486
C1,no,Insulin,38.23529411764706,0.17645864762263685,0.13258869892293795,0.1387747743845151,0.13722569421776343,0.15170395672169315,0.20742414455115846,0.11621740570500427,0.030635150271406328,0.10741017390477006,0.24544798141729576,0.1374975695720232
C1,no,Insulin,38.65546218487395,0.17645864762263028,0.13258869892292605,0.13877477438507663,0.13722569421775194,0.15170395672167364,0.20742414455112534,0.11621740570517294,0.030635150271584963,0.10741017390476405,0.24544798141726762,0.13749756957202153
C1,no,Insulin,39.075630252100844,0.17645864762262367,0.13258869892291414,0.13877477438563815,0.13722569421774047,0.15170395672165413,0.20742414455109223,0.11621740570534161,0.030635150271763594,0.10741017390475806,0.24544798141723947,0.13749756957201983
C1,no,Insulin,39.49579831932773,0.17645864762261707,0.13258869892290223,0.13877477438619965,0.137225694217729,0.15170395672163461,0.20742414455105912,0.11621740570551027,0.03063515027194223,0.10741017390475206,0.24544798141721133,0.13749756957201817
C1,no,Insulin,39.91596638655462,0.1764586476226105,0.1325886989228903,0.13877477438676117,0.13722569421771752,0.1517039567216151,0.207424144551026,0.11621740570567894,0.030635150272120864,0.10741017390474605,0.2454479814171832,0.13749756957201648
C1,no,Insulin,40.33613445378151,0.17645864762260388,0.1325886989228784,0.13877477438732266,0.13722569421770606,0.1517039567215956,0.2074241445509929,0.11621740570584761,0.030635150272299495,0.10741017390474006,0.24544798141715504,0.1374975695720148
C1,no,Insulin,40.7563025210084,0.17645864762259728,0.13258869892286648,0.1387747743878842,0.1372256942176946,0.15170395672157608,0.20742414455095978,0.11621740570601627,0.03063515027247813,0.10741017390473406,0.2454479814171269,0.13749756957201315
C1,no,Insulin,41.1764705882353,0.1764586476225907,0.13258869892285458,0.1387747743884457,0.1372256942176831,0.15170395672155657,0.20742414455092667,0.11621740570618494,0.030635150272656765,0.10741017390472805,0.24544798141709875,0.13749756957201145
C1,no,Insulin,41.596638655462186,0.1764586476225841,0.13258869892284267,0.1387747743890072,0.13722569421767164,0.15170395672153705,0.20742414455089356,0.11621740570635361,0.030635150272835397,0.10741017390472206,0.2454479814170706,0.1374975695720098
C1,no,Insulin,42.016806722689076,0.17645864762257749,0.13258869892283073,0.13877477438956873,0.13722569421766018,0.15170395672151754,0.20742414455086045,0.11621740570652227,0.03063515027301403,0.10741017390471606,0.24544798141704247,0.1374975695720081
C1,no,Insulin,42.436974789915965,0.17645864762257088,0.13258869892281883,0.13877477439013025,0.13722569421764869,0.15170395672149803,0.20742414455082733,0.11621740570669094,0.030635150273192666,0.10741017390471005,0.24544798141701432,0.13749756957200643
C1,no,Insulin,42.85714285714286,0.1764586476225643,0.13258869892280692,0.13877477439069175,0.13722569421763722,0.15170395672147852,0.20742414455079422,0.11621740570685961,0.030635150273371298,0.10741017390470406,0.24544798141698618,0.13749756957200476
C1,no,Insulin,43.27731092436975,0.1764586476225577,0.132588698922795,0.13877477439125327,0.13722569421762576,0.151703956721459,0.2074241445507611,0.11621740570702827,0.030635150273549933,0.10741017390469806,0.24544798141695803,0.13749756957200307
C1,no,Insulin,43.69747899159664,0.1764586476225511,0.1325886989227831,0.1387747743918148,0.13722569421761427,0.15170395672143952,0.207424144550728,0.11621740570719694,0.030635150273728564,0.10741017390469206,0.2454479814169299,0.1374975695720014
C1,no,Insulin,44.11764705882353,0.1764586476225445,0.13258869892277117,0.1387747743923763,0.1372256942176028,0.15170395672142,0.20742414455069488,0.1162174057073656,0.0306351502739072,0.10741017390468606,0.24544798141690174,0.13749756957199974
C1,no,Insulin,44.53781512605042,0.1764586476225379,0.13258869892275926,0.1387747743929378,0.13722569421759134,0.1517039567214005,0.20742414455066177,0.11621740570753426,0.030635150274085834,0.10741017390468005,0.2454479814168736,0.13749756957199805
C1,no,Insulin,44.957983193277315,0.1764586476225313,0.13258869892274736,0.13877477439349933,0.13722569421757985,0.15170395672138098,0.20742414455062866,0.11621740570770293,0.030635150274264465,0.10741017390467406,0.24544798141684546,0.13749756957199638
C1,no,Insulin,45.378151260504204,0.1764586476225247,0.13258869892273545,0.13877477439406083,0.1372256942175684,0.15170395672136147,0.20742414455059555,0.11621740570787159,0.0306351502744431,0.10741017390466806,0.2454479814168173,0.1374975695719947
C1,no,Insulin,45.79831932773109,0.17645864762251812,0.1325886989227235,0.13877477439462235,0.1372256942175569,0.15170395672134196,0.20742414455056243,0.11621740570804026,0.030635150274621735,0.10741017390466205,0.24544798141678917,0.13749756957199302
C1,no,Insulin,46.21848739495798,0.1764586476225115,0.1325886989227116,0.13877477439518388,0.13722569421754544,0.15170395672132245,0.20742414455052932,0.11621740570820893,0.030635150274800366,0.10741017390465606,0.24544798141676102,0.13749756957199136
C1,no,Insulin,46.63865546218487,0.1764586476225049,0.1325886989226997,0.13877477439574537,0.13722569421753397,0.15170395672130293,0.2074241445504962,0.11621740570837759,0.030635150274979,0.10741017390465006,0.24544798141673288,0.13749756957198966
C1,no,Insulin,47.05882352941177,0.17645864762249833,0.1325886989226878,0.1387747743963069,0.13722569421752248,0.15170395672128342,0.2074241445504631,0.11621740570854626,0.030635150275157633,0.10741017390464405,0.24544798141670474,0.137497569571988
C1,no,Insulin,47.47899159663866,0.17645864762249172,0.13258869892267588,0.13877477439686842,0.13722569421751102,0.1517039567212639,0.20742414455042998,0.11621740570871493,0.030635150275336268,0.10741017390463806,0.2454479814166766,0.1374975695719863
C1,no,Insulin,47.89915966386555,0.17645864762248512,0.13258869892266395,0.1387747743974299,0.13722569421749956,0.1517039567212444,0.20742414455039687,0.11621740570888359,0.030635150275514902,0.10741017390463206,0.24544798141664845,0.13749756957198464
C1,no,Insulin,48.319327731092436,0.17645864762247854,0.13258869892265204,0.13877477439799143,0.13722569421748806,0.1517039567212249,0.20742414455036376,0.11621740570905226,0.030635150275693534,0.10741017390462605,0.2454479814166203,0.13749756957198297
C1,no,Insulin,48.739495798319325,0.17645864762247193,0.13258869892264014,0.13877477439855296,0.1372256942174766,0.1517039567212054,0.20742414455033065,0.11621740570922093,0.03063515027587217,0.10741017390462006,0.24544798141659216,0.13749756957198128
