,,,Slide ID,b,h,e,d,a,c,f,i,g
,,,Antibody Name,b,h,e,d,a,c,f,i,g
,,,HUGO ID,b,h,e,d,a,c,f,i,g
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,4.621848739495799,0.19162066472631786,0.16037429416786284,0.03403621159121193,0.13231433696681313,0.16479798525954387,0.16432482043186605,0.21211674114713105,0.19787620029327946,0.1917023894009767
C1,no,Insulin,5.042016806722689,0.18982632767841223,0.15913465089337606,0.03305328414952972,0.1312680092759103,0.16265645809843923,0.16251178190281973,0.2086654217467411,0.1966480792249663,0.188247543816497
C1,no,Insulin,5.46218487394958,0.18855493174441645,0.15825414487695347,0.03242648333273231,0.13048508847969195,0.16112957972525493,0.1611691087906771,0.20614368107667386,0.195714937581258,0.18579313299326572
C1,no,Insulin,5.882352941176471,0.18764851838356375,0.15762340197169394,0.03201679930233098,0.12990454285972344,0.16003265614235723,0.16017679668799745,0.2043038068689006,0.19501483960510999,0.18404331047113723
C1,no,Insulin,6.302521008403361,0.18699869793106896,0.157168791286431,0.0317429104771686,0.12947667279313685,0.1592405517110219,0.15944528007170858,0.20296251382793984,0.1944942588327295,0.18279221658757544
C1,no,Insulin,6.722689075630252,0.186530672962187,0.15683973843910473,0.031556185226883846,0.12916259390636145,0.15866660859903117,0.15890733608190846,0.20198510683632556,0.19410958575807272,0.18189556836177082
C1,no,Insulin,7.142857142857143,0.18619236912926404,0.15660089869536728,0.031426804174988617,0.12893265016381872,0.1582498208815968,0.1585125801387133,0.20127300792452593,0.19382658135806502,0.1812516589432086
C1,no,Insulin,7.563025210084033,0.18594716345933993,0.15642722043093135,0.03133597416159586,0.12876458784401137,0.15794671446861283,0.1582233928810153,0.20075422209220578,0.1936190048681198,0.18078843208759152
C1,no,Insulin,7.983193277310924,0.1857690942902659,0.156300786390114,0.031271571798226726,0.1286418822062868,0.15772608728779453,0.1580118262419733,0.20037626686266027,0.19346706388667248,0.18045469094707547
C1,no,Insulin,8.403361344537815,0.18563960494995435,0.15620868302523647,0.0312255584666914,0.12855235303085966,0.15756540445280132,0.15785720429375033,0.20010089899984218,0.19335600424811963,0.18021392249193421
C1,no,Insulin,8.823529411764707,0.18554535620787954,0.1561415639789374,0.031192496646052618,0.12848705906999594,0.15744833773364722,0.1577442854272971,0.19990026066149122,0.19327490557311913,0.18004002328645483
C1,no,Insulin,9.243697478991598,0.1854767156882525,0.1560926396595366,0.03116864400774517,0.1284394493496386,0.15736303034271554,0.15766186791652081,0.19975406261453207,0.19321571987237687,0.1799142925180526
C1,no,Insulin,9.663865546218487,0.18542670664951325,0.15605697705653374,0.031151383580161823,0.12840474205857744,0.15730085863476623,0.15760173701164906,0.19964752727787263,0.19317254763768457,0.1798233047699013
C1,no,Insulin,10.084033613445378,0.185390261444011,0.15603097577980554,0.031138866681492468,0.1283794390036467,0.1572555430039486,0.15755787744287847,0.19956988769372946,0.19314106027692488,0.17975740325207545
C1,no,Insulin,10.504201680672269,0.18536369954820617,0.1560120237294299,0.031129776306336177,0.12836099720404104,0.15722251454047884,0.1575258944353686,0.19951330750529053,0.19311810470914437,0.17970964039357723
C1,no,Insulin,10.92436974789916,0.185344338145081,0.15599820574432138,0.031123167100906172,0.1283475535441493,0.15719843965964939,0.15750257453978544,0.19947207116984214,0.1931013673127348,0.17967499950720678
C1,no,Insulin,11.344537815126051,0.1853302250377298,0.15598813376382378,0.031118358221028836,0.128337755318822,0.15718089143281538,0.15748557286290202,0.19944201703189246,0.1930891667935783,0.17964986164921107
C1,no,Insulin,11.764705882352942,0.18531993826011256,0.15598079350767102,0.031114857710560127,0.1283306144148824,0.15716810202782527,0.15747318005548824,0.19942011485368102,0.1930802751458841,0.1796316129192493
C1,no,Insulin,12.184873949579831,0.18531244057497565,0.15597543998462507,0.0311123087531306,0.12832540846524376,0.15715878008717843,0.15746414689435584,0.1994041527197967,0.19307379164461277,0.17961835852084296
C1,no,Insulin,12.605042016806722,0.18530697497364976,0.15597153929832602,0.031110451759592993,0.12832161498712513,0.15715198527275107,0.15745756195061567,0.19939251809106034,0.19306906704686533,0.17960872671509573
C1,no,Insulin,13.025210084033613,0.18530299152214175,0.15596870024481446,0.03110909884094011,0.128318851548978,0.15714703436548616,0.15745276346492765,0.1993840403042257,0.19306562721779388,0.17960172740652577
C1,no,Insulin,13.445378151260504,0.18530009009896078,0.1559666260153181,0.03110811404833397,0.12831683563258206,0.1571434269965241,0.15744926779683094,0.19937786477791378,0.19306311648781518,0.1795966408828042
C1,no,Insulin,13.865546218487395,0.18529797324351416,0.15596510349609746,0.031107396031494365,0.12831536242648475,0.15714079266053754,0.1574467158407496,0.1993733570821902,0.19306127652904953,0.17959293481559763
C1,no,Insulin,14.285714285714286,0.18529642860214432,0.1559640095756598,0.03110687140167779,0.12831429525848553,0.15713887464109583,0.15744485609220366,0.19937007144251273,0.19305994861727643,0.1795902391455746
C1,no,Insulin,14.705882352941178,0.18529530141500658,0.15596322999290688,0.031106487794144783,0.1283135204096106,0.15713747998459193,0.15744350215334033,0.1993676783794408,0.19305899649948896,0.17958828004453997
C1,no,Insulin,15.126050420168067,0.18529448299848744,0.15596263274631006,0.03110621080650608,0.12831294443421454,0.15713645946668245,0.15744251433911333,0.19936593414414544,0.19305827805322306,0.17958685303372438
C1,no,Insulin,15.546218487394958,0.1852938855798952,0.15596220639823527,0.031106008139403132,0.1283125317585953,0.15713571682408345,0.1574417945257682,0.19936466273545084,0.19305776145912873,0.1795858145239686
C1,no,Insulin,15.966386554621849,0.18529345080622298,0.1559618904767693,0.03110586095640546,0.12831222928884226,0.15713517494623822,0.15744126980453188,0.19936373627239265,0.1930573805184539,0.17958505847568684
C1,no,Insulin,16.386554621848738,0.18529313363047953,0.15596166257191538,0.031105753449467356,0.12831200902106224,0.15713478030212327,0.1574408874402485,0.19936306098673803,0.19305710496879905,0.17958450803125278
C1,no,Insulin,16.80672268907563,0.1852929024211483,0.15596149657896208,0.031105675075398076,0.1283118483978056,0.1571344926664784,0.15744060874673996,0.1993625687784401,0.1930569042453257,0.17958410717591933
C1,no,Insulin,17.22689075630252,0.1852927335464677,0.1559613758186487,0.03110561780615633,0.1283117311706276,0.15713428270371013,0.15744040527145978,0.19936220938253543,0.19305675807698394,0.17958381472292068
C1,no,Insulin,17.647058823529413,0.18529261032478914,0.15596128775980064,0.031105576016336133,0.1283116456394892,0.15713412951777353,0.1574402568148718,0.19936194716098746,0.19305665147543413,0.1795836014926317
C1,no,Insulin,18.067226890756302,0.18529252053547432,0.155961223630672,0.031105545563070543,0.12831158332184076,0.1571340179046748,0.15744014864483868,0.19936175609548132,0.19305657383167119,0.1795834462217633
C1,no,Insulin,18.487394957983195,0.18529245524966098,0.15596117704277468,0.031105523418412002,0.12831153802055775,0.1571339367614381,0.15744007000140858,0.19936161718138706,0.19305651741367683,0.17958333339511748
C1,no,Insulin,18.907563025210084,0.18529240710506842,0.1559611427054903,0.03110550708701571,0.12831150461820284,0.1571338769278217,0.15744001200957758,0.19936151474459113,0.19305647582559296,0.17958325023540894
C1,no,Insulin,19.327731092436974,0.185292372885673,0.1559611183243805,0.031105495477986033,0.12831148088312302,0.15713383440673492,0.15743997079532357,0.19936144194209257,0.19305644628868696,0.17958319117101632
C1,no,Insulin,19.747899159663866,0.18529234825398855,0.15596110080882664,0.031105487119794818,0.12831146380611674,0.15713380380817524,0.1574399411342272,0.19936138954534174,0.1930564250587863,0.17958314868510072
C1,no,Insulin,20.168067226890756,0.18529233071840323,0.15596108838427747,0.031105481167096664,0.12831145165872,0.1571337820361267,0.15743992002531107,0.19936135225328233,0.19305640998584161,0.17958311846033456
C1,no,Insulin,20.58823529411765,0.18529231763456952,0.15596107917558302,0.03110547672227008,0.1283114426078426,0.15713376580679914,0.15743990428485927,0.1993613244415379,0.19305639879545583,0.17958309592098753
C1,no,Insulin,21.008403361344538,0.18529230803408736,0.15596107249990396,0.031105473456384994,0.1283114359828697,0.15713375391860668,0.1574398927475738,0.1993613040512307,0.1930563906582457,0.17958307939411802
C1,no,Insulin,21.42857142857143,0.18529230074142833,0.15596106754308528,0.03110547096936711,0.12831143097237943,0.15713374491672125,0.15743988400130177,0.19936128858636779,0.19305638458089724,0.1795830668594747
C1,no,Insulin,21.84873949579832,0.18529229536940717,0.15596106404884244,0.031105469128812006,0.1283114273113207,0.1571337383249977,0.15743987758283817,0.19936127722746586,0.19305638024707245,0.17958305765511492
C1,no,Insulin,22.26890756302521,0.18529229132350689,0.1559610616367955,0.03110546773071606,0.1283114245951549,0.15713373341567954,0.1574398727830611,0.19936126871912666,0.19305637718302496,0.1795830507684764
C1,no,Insulin,22.689075630252102,0.18529228834085312,0.15596106017002692,0.031105466683195384,0.128311422650905,0.1571337298748642,0.15743986929332063,0.19936126251294195,0.19305637520772256,0.17958304575647974
C1,no,Insulin,23.10924369747899,0.18529228606404524,0.15596105936694335,0.031105465866480886,0.12831142122532513,0.15713372725173957,0.15743986667903828,0.1993612578429713,0.19305637398815514,0.17958304199679603
C1,no,Insulin,23.529411764705884,0.18529228411047272,0.15596105778086974,0.031105465214192923,0.12831141983055497,0.1571337247752837,0.15743986429568577,0.19936125364523533,0.19305637212538576,0.1795830385881083
C1,no,Insulin,23.949579831932773,0.18529228270795672,0.15596105627781798,0.031105464765607823,0.12831141875795718,0.15713372290575278,0.1574398625277613,0.19936125055424986,0.19305637045658786,0.17958303606804105
C1,no,Insulin,24.369747899159663,0.1852922818564972,0.1559610548577881,0.031105464520725584,0.12831141800753174,0.1571337216431468,0.15743986137526483,0.1993612485700149,0.19305636898176146,0.17958303443659424
C1,no,Insulin,24.789915966386555,0.18529228127840167,0.15596105368714908,0.031105464365635382,0.12831141745766644,0.15713372073398205,0.15743986056056455,0.19936124717901235,0.193056367792565,0.17958303328779965
C1,no,Insulin,25.210084033613445,0.18529228068711107,0.1559610529375819,0.03110546418278929,0.1283114169828662,0.15713371991668132,0.15743985979716402,0.1993612458513278,0.1930563669835834,0.1795830322027268
C1,no,Insulin,25.630252100840337,0.18529228034272407,0.15596105245325828,0.031105464078881064,0.1283114166970381,0.15713371942866827,0.15743985934510507,0.1993612450679443,0.19305636646896554,0.17958303156162286
C1,no,Insulin,26.050420168067227,0.1852922802452407,0.15596105223417822,0.031105464053910705,0.1283114166001822,0.15713371926994288,0.1574398592043877,0.19936124482886183,0.1930563662487114,0.17958303136448783
C1,no,Insulin,26.47058823529412,0.18529227975160292,0.15596105153131887,0.031105463905436777,0.12831141618878508,0.15713371856825734,0.1574398585550609,0.19936124370413133,0.19305636550320793,0.17958303044363166
C1,no,Insulin,26.89075630252101,0.18529227986798796,0.15596105168347119,0.031105463941181532,0.1283114162831774,0.15713371873030532,0.15743985870606464,0.1993612439664787,0.1930563656666403,0.17958303065872142
C1,no,Insulin,27.310924369747898,0.185292279984373,0.15596105183562348,0.031105463976926283,0.12831141637756976,0.15713371889235334,0.15743985885706838,0.19936124422882606,0.19305636583007268,0.1795830308738112
C1,no,Insulin,27.73109243697479,0.18529228008677118,0.15596105196762192,0.031105464008476247,0.12831141646025016,0.15713371903445647,0.15743985898963264,0.1993612444592475,0.19305636597216444,0.1795830310626659
C1,no,Insulin,28.15126050420168,0.1852922801155852,0.15596105199359217,0.03110546401795768,0.12831141648131478,0.15713371907163062,0.15743985902518784,0.19936124452170845,0.1930563660019843,0.17958303111349957
C1,no,Insulin,28.571428571428573,0.18529228014439927,0.1559610520195624,0.031105464027439113,0.1283114165023794,0.15713371910880478,0.15743985906074306,0.19936124458416937,0.19305636603180418,0.17958303116433325
C1,no,Insulin,28.991596638655462,0.18529228017321334,0.15596105204553265,0.031105464036920546,0.12831141652344402,0.15713371914597893,0.15743985909629826,0.1993612446466303,0.19305636606162407,0.17958303121516692
C1,no,Insulin,29.411764705882355,0.1852922802020274,0.15596105207150288,0.03110546404640198,0.12831141654450867,0.15713371918315308,0.1574398591318535,0.19936124470909122,0.19305636609144394,0.1795830312660006
C1,no,Insulin,29.831932773109244,0.18529228023084143,0.1559610520974731,0.031105464055883412,0.1283114165655733,0.15713371922032723,0.1574398591674087,0.19936124477155215,0.1930563661212638,0.17958303131683426
C1,no,Insulin,30.252100840336134,0.1852922802596555,0.15596105212344336,0.031105464065364845,0.12831141658663792,0.1571337192575014,0.1574398592029639,0.19936124483401307,0.19305636615108368,0.17958303136766793
C1,no,Insulin,30.672268907563026,0.18529228028846956,0.15596105214941358,0.031105464074846278,0.12831141660770254,0.15713371929467554,0.15743985923851914,0.19936124489647403,0.19305636618090358,0.1795830314185016
C1,no,Insulin,31.092436974789916,0.1852922803172836,0.15596105217538384,0.03110546408432771,0.12831141662876716,0.1571337193318497,0.15743985927407433,0.19936124495893495,0.19305636621072345,0.17958303146933527
C1,no,Insulin,31.51260504201681,0.18529228034609765,0.15596105220135406,0.031105464093809144,0.12831141664983178,0.15713371936902384,0.15743985930962956,0.19936124502139588,0.19305636624054331,0.17958303152016894
C1,no,Insulin,31.932773109243698,0.18529228037491172,0.15596105222732431,0.031105464103290573,0.12831141667089643,0.157133719406198,0.15743985934518478,0.1993612450838568,0.1930563662703632,0.17958303157100264
C1,no,Insulin,32.35294117647059,0.1852922803824481,0.15596105223326556,0.03110546410581644,0.1283114166762377,0.1571337194157066,0.15743985935435112,0.19936124510001235,0.19305636627738829,0.17958303158411798
C1,no,Insulin,32.773109243697476,0.18529228038937062,0.15596105223862905,0.03110546410814164,0.12831141668112536,0.15713371942441715,0.1574398593627562,0.19936124511483203,0.19305636628375575,0.17958303159614525
C1,no,Insulin,33.19327731092437,0.18529228039629314,0.1559610522439925,0.03110546411046684,0.128311416686013,0.15713371943312768,0.15743985937116126,0.1993612451296517,0.19305636629012324,0.1795830316081725
C1,no,Insulin,33.61344537815126,0.18529228040321566,0.155961052249356,0.031105464112792042,0.12831141669090068,0.1571337194418382,0.15743985937956634,0.19936124514447137,0.19305636629649073,0.17958303162019973
C1,no,Insulin,34.03361344537815,0.1852922804101382,0.15596105225471946,0.031105464115117245,0.12831141669578836,0.15713371945054874,0.15743985938797142,0.19936124515929105,0.1930563663028582,0.17958303163222697
C1,no,Insulin,34.45378151260504,0.18529228041706072,0.15596105226008292,0.031105464117442447,0.128311416700676,0.15713371945925927,0.15743985939637647,0.19936124517411072,0.19305636630922568,0.1795830316442542
C1,no,Insulin,34.87394957983194,0.18529228042398324,0.1559610522654464,0.03110546411976765,0.12831141670556367,0.1571337194679698,0.15743985940478156,0.1993612451889304,0.19305636631559314,0.17958303165628145
C1,no,Insulin,35.294117647058826,0.1852922804309058,0.15596105227080986,0.031105464122092853,0.12831141671045135,0.15713371947668034,0.1574398594131866,0.1993612452037501,0.19305636632196063,0.17958303166830872
C1,no,Insulin,35.714285714285715,0.1852922804378283,0.15596105227617335,0.031105464124418055,0.12831141671533902,0.15713371948539087,0.1574398594215917,0.19936124521856977,0.1930563663283281,0.17958303168033596
C1,no,Insulin,36.134453781512605,0.18529228044475082,0.1559610522815368,0.031105464126743258,0.12831141672022667,0.15713371949410138,0.15743985942999675,0.19936124523338944,0.19305636633469558,0.1795830316923632
C1,no,Insulin,36.554621848739494,0.18529228044647164,0.1559610522828601,0.031105464127321802,0.12831141672143967,0.15713371949626417,0.15743985943208455,0.19936124523707122,0.19305636633626935,0.17958303169535073
C1,no,Insulin,36.97478991596639,0.18529228044676105,0.1559610522830716,0.031105464127419692,0.12831141672164148,0.1571337194966251,0.1574398594324339,0.19936124523768803,0.19305636633652395,0.17958303169585063
C1,no,Insulin,37.39495798319328,0.18529228044705043,0.15596105228328308,0.031105464127517583,0.12831141672184326,0.15713371949698604,0.1574398594327833,0.19936124523830484,0.19305636633677856,0.17958303169635054
C1,no,Insulin,37.81512605042017,0.1852922804473398,0.15596105228349458,0.031105464127615473,0.12831141672204507,0.15713371949734695,0.15743985943313266,0.19936124523892165,0.1930563663370332,0.17958303169685044
C1,no,Insulin,38.23529411764706,0.18529228044762922,0.15596105228370608,0.031105464127713364,0.12831141672224688,0.15713371949770788,0.15743985943348204,0.19936124523953846,0.1930563663372878,0.17958303169735035
C1,no,Insulin,38.65546218487395,0.1852922804479186,0.15596105228391757,0.03110546412781125,0.12831141672244867,0.1571337194980688,0.1574398594338314,0.19936124524015528,0.19305636633754242,0.17958303169785028
C1,no,Insulin,39.075630252100844,0.18529228044820797,0.15596105228412907,0.03110546412790914,0.12831141672265048,0.15713371949842975,0.1574398594341808,0.1993612452407721,0.19305636633779702,0.1795830316983502
C1,no,Insulin,39.49579831932773,0.18529228044849738,0.15596105228434054,0.03110546412800703,0.12831141672285226,0.15713371949879068,0.15743985943453015,0.1993612452413889,0.19305636633805165,0.1795830316988501
C1,no,Insulin,39.91596638655462,0.18529228044878676,0.15596105228455204,0.031105464128104922,0.12831141672305407,0.15713371949915161,0.15743985943487954,0.1993612452420057,0.19305636633830625,0.17958303169935
C1,no,Insulin,40.33613445378151,0.18529228044907617,0.15596105228476353,0.031105464128202812,0.12831141672325588,0.15713371949951255,0.1574398594352289,0.19936124524262253,0.19305636633856085,0.1795830316998499
C1,no,Insulin,40.7563025210084,0.18529228044936555,0.15596105228497503,0.031105464128300703,0.12831141672345767,0.15713371949987348,0.15743985943557828,0.19936124524323934,0.19305636633881548,0.17958303170034984
C1,no,Insulin,41.1764705882353,0.18529228044965493,0.15596105228518653,0.031105464128398593,0.12831141672365948,0.15713371950023441,0.15743985943592764,0.19936124524385615,0.19305636633907008,0.17958303170084974
C1,no,Insulin,41.596638655462186,0.18529228044994434,0.15596105228539803,0.031105464128496484,0.1283114167238613,0.15713371950059535,0.15743985943627703,0.19936124524447296,0.19305636633932471,0.17958303170134965
C1,no,Insulin,42.016806722689076,0.18529228045023372,0.1559610522856095,0.031105464128594374,0.12831141672406307,0.15713371950095628,0.1574398594366264,0.19936124524508977,0.19305636633957932,0.17958303170184955
C1,no,Insulin,42.436974789915965,0.1852922804505231,0.155961052285821,0.031105464128692265,0.12831141672426488,0.15713371950131721,0.15743985943697578,0.1993612452457066,0.19305636633983392,0.17958303170234946
C1,no,Insulin,42.85714285714286,0.1852922804508125,0.1559610522860325,0.03110546412879015,0.12831141672446666,0.15713371950167815,0.15743985943732516,0.1993612452463234,0.19305636634008855,0.1795830317028494
C1,no,Insulin,43.27731092436975,0.18529228045110188,0.155961052286244,0.031105464128888042,0.12831141672466848,0.15713371950203908,0.15743985943767452,0.1993612452469402,0.19305636634034315,0.1795830317033493
C1,no,Insulin,43.69747899159664,0.18529228045139126,0.1559610522864555,0.031105464128985932,0.1283114167248703,0.1571337195024,0.1574398594380239,0.19936124524755702,0.19305636634059778,0.1795830317038492
C1,no,Insulin,44.11764705882353,0.18529228045168067,0.15596105228666696,0.031105464129083823,0.12831141672507207,0.15713371950276092,0.15743985943837327,0.19936124524817384,0.19305636634085238,0.1795830317043491
C1,no,Insulin,44.53781512605042,0.18529228045197005,0.15596105228687845,0.031105464129181713,0.12831141672527388,0.15713371950312185,0.15743985943872266,0.19936124524879065,0.19305636634110698,0.17958303170484904
C1,no,Insulin,44.957983193277315,0.18529228045225946,0.15596105228708995,0.031105464129279604,0.12831141672547566,0.1571337195034828,0.15743985943907202,0.19936124524940746,0.1930563663413616,0.17958303170534895
C1,no,Insulin,45.378151260504204,0.18529228045254884,0.15596105228730145,0.031105464129377494,0.12831141672567747,0.15713371950384372,0.1574398594394214,0.19936124525002427,0.19305636634161621,0.17958303170584886
C1,no,Insulin,45.79831932773109,0.18529228045283822,0.15596105228751295,0.031105464129475385,0.12831141672587928,0.15713371950420466,0.15743985943977076,0.19936124525064108,0.19305636634187084,0.17958303170634876
C1,no,Insulin,46.21848739495798,0.18529228045312762,0.15596105228772442,0.031105464129573275,0.12831141672608107,0.1571337195045656,0.15743985944012015,0.1993612452512579,0.19305636634212545,0.17958303170684867
C1,no,Insulin,46.63865546218487,0.185292280453417,0.15596105228793591,0.031105464129671166,0.12831141672628288,0.15713371950492652,0.1574398594404695,0.1993612452518747,0.19305636634238008,0.1795830317073486
C1,no,Insulin,47.05882352941177,0.18529228045370638,0.1559610522881474,0.031105464129769056,0.1283114167264847,0.15713371950528746,0.1574398594408189,0.19936124525249152,0.19305636634263468,0.1795830317078485
C1,no,Insulin,47.47899159663866,0.1852922804539958,0.1559610522883589,0.031105464129866943,0.12831141672668647,0.1571337195056484,0.15743985944116826,0.19936124525310833,0.19305636634288928,0.1795830317083484
C1,no,Insulin,47.89915966386555,0.18529228045428517,0.1559610522885704,0.031105464129964833,0.12831141672688828,0.15713371950600932,0.15743985944151764,0.19936124525372514,0.1930563663431439,0.17958303170884832
C1,no,Insulin,48.319327731092436,0.18529228045457458,0.1559610522887819,0.031105464130062724,0.12831141672709007,0.15713371950637026,0.15743985944186703,0.19936124525434196,0.1930563663433985,0.17958303170934822
C1,no,Insulin,48.739495798319325,0.18529228045486396,0.15596105228899337,0.031105464130160614,0.12831141672729188,0.1571337195067312,0.1574398594422164,0.19936124525495877,0.19305636634365314,0.17958303170984816
C1,no,Insulin,49.15966386554622,0.18529228045515334,0.15596105228920487,0.031105464130258505,0.1283114167274937,0.1571337195070921,0.15743985944256578,0.19936124525557558,0.19305636634390774,0.17958303171034806
C1,no,Insulin,49.57983193277311,0.18529228045544274,0.15596105228941637,0.031105464130356395,0.12831141672769547,0.15713371950745303,0.15743985944291514,0.1993612452561924,0.19305636634416234,0.17958303171084797
C1,no,Insulin,50.0,0.18529228045573212,0.15596105228962787,0.031105464130454286,0.12831141672789728,0.15713371950781396,0.15743985944326452,0.1993612452568092,0.19305636634441697,0.17958303171134787
