,,,Slide ID,G8,G2,G9,G11,G6,G13,G1,G5,G3,G12,G10,G7,G4
,,,Antibody Name,G8,G2,G9,G11,G6,G13,G1,G5,G3,G12,G10,G7,G4
,,,HUGO ID,G8,G2,G9,G11,G6,G13,G1,G5,G3,G12,G10,G7,G4
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.9109322014846731,0.35633016781284266,0.7792719198707789,0.3061751484239894,0.9136930545518519,0.25659631350431855,0.9790471579599361,0.18193434405258213,0.4040432684264834,0.21267896823102883,0.42795306825867174,0.46472495265147873,0.1568348356650061
C1,no,Insulin,0.5050505050505051,0.9491835959999564,0.2299725137877353,0.751968945143829,0.08433691878445639,0.4533419694996501,0.6484539654062605,0.3737489633023625,0.20691392133415537,0.6400062160322261,0.30936713936069765,0.42839077741302195,0.6475953664648687,0.0878109404896933
C1,no,Insulin,1.0101010101010102,0.971007401709916,0.2188930037472728,0.7289627318908043,0.029380813049578815,0.30721344463644096,0.8337584068158341,0.2453401209115417,0.19058811634839365,0.6956800404154528,0.35558331712537,0.43964600873547305,0.7004460222178378,0.050004030610260666
C1,no,Insulin,1.5151515151515151,0.9834586729957857,0.2225329574089642,0.7155062568287718,0.01421914962924218,0.25499274878775097,0.9213864910461761,0.21866585061159827,0.1646855226477175,0.7089880844936508,0.3745314904205741,0.44741796612590445,0.7159127753700527,0.029098331263605014
C1,no,Insulin,2.0202020202020203,0.9905625740685087,0.22499951271250038,0.7083804161031131,0.009129833321085204,0.23495185055978585,0.9628246839480666,0.21304234307221206,0.13965512564849056,0.7122202815237549,0.38186605248484884,0.45201304902022715,0.7201911655647286,0.017448200021803778
C1,no,Insulin,2.5252525252525255,0.9946156068392777,0.22597399429450865,0.7047377896743644,0.006858865279417442,0.2269866997419737,0.9824202720898201,0.2118162121673023,0.11841053120661073,0.7130189047605281,0.3846216105368874,0.4545995596784022,0.7210880198896056,0.01086892847176952
C1,no,Insulin,3.0303030303030303,0.9969280085565025,0.22630134093684587,0.7028701388554945,0.005539331711674218,0.22377155704670587,0.9916867700011587,0.21153733255416682,0.10130803452680387,0.7132192541961142,0.3856388610972956,0.4560188506024142,0.7209867525402099,0.007082458740350646
C1,no,Insulin,3.5353535353535355,0.9982473172011908,0.22640342873169136,0.7018786670746513,0.004644515892332806,0.2224652377271006,0.9960687750150994,0.21147095439933866,0.0878998975340312,0.7132701483503909,0.3860102814404579,0.45678555597413995,0.7206254540865433,0.004852033161165132
C1,no,Insulin,4.040404040404041,0.9990000307163818,0.22643401687616455,0.7013192379272936,0.003997181598157339,0.22193303436408549,0.9981409714676327,0.21145444694213572,0.07754950788144307,0.7132832060031841,0.38614492088199875,0.45719540065665587,0.7202330323839933,0.0035035597932063962
C1,no,Insulin,4.545454545454546,0.9994294813467235,0.22644296899378427,0.7009786795631038,0.0035188946772856285,0.22171596914068753,0.9991208893602119,0.2114501804087611,0.06964184276064223,0.7132865821640629,0.38619348993664304,0.4574128282250369,0.719878045919525,0.002665891276858524
C1,no,Insulin,5.050505050505051,0.9996744965888842,0.22644555112501963,0.7007553234723501,0.003164007982350758,0.22162739899792372,0.9995842726936048,0.21144904283917118,0.06364727110148992,0.7132874602571033,0.3862109505115727,0.45752750509610657,0.7195775576677916,0.0021315187845769483
C1,no,Insulin,5.555555555555556,0.9998142870192186,0.22644628923125099,0.7005998875858073,0.0029010847099575944,0.22159125091770662,0.9998034029505851,0.21144873226263305,0.05913193310067804,0.713287689743533,0.38621721308109025,0.4575877066682167,0.719331704489345,0.0017821021868688004
C1,no,Insulin,6.0606060606060606,0.9998940420331238,0.2264464989874694,0.7004874107758333,0.0027069026472778058,0.22157649696468928,0.9999070263508024,0.21144864604766023,0.05574961636969346,0.7132877499343717,0.3862194554123261,0.4576191869147147,0.7191350147201322,0.0015485734651789517
C1,no,Insulin,6.565656565656566,0.9999395447343736,0.22644655838496325,0.7004042574285331,0.0025639549144728965,0.22157047470765495,0.9999560286617747,0.21144862183862076,0.05322847746212906,0.7132877657706328,0.3862202573612279,0.4576355935415333,0.7189803626186845,0.0013895689373983372
C1,no,Insulin,7.070707070707071,0.9999655062905353,0.22644657517022704,0.7003422128089271,0.0024590226624265797,0.22156801612997112,0.9999792033329304,0.21144861498914494,0.05135746058035785,0.7132877699480255,0.38622054398293293,0.4576441199676333,0.7188605028552989,0.0012796401721544056
C1,no,Insulin,7.575757575757576,0.9999803212320082,0.22644657990906542,0.7002958249322616,0.0023821723573794426,0.22156701180609015,0.9999901676463455,0.21144861304158982,0.04997420807486999,0.7132877710522493,0.38622064643533843,0.45764854106704045,0.7187687347304067,0.0012027046522174992
C1,no,Insulin,8.080808080808081,0.9999887727123289,0.22644658124065004,0.7002612044287435,0.0023259979786337186,0.22156660221758936,0.9999953504638105,0.21144861248821542,0.04895501018279453,0.7132877713436926,0.3862206829451932,0.45765082708698984,0.7186991964785412,0.0011483512666597723
C1,no,Insulin,8.585858585858587,0.9999935943133371,0.22644658161731168,0.7002354538473936,0.0022849963753749755,0.22156643501643178,0.9999978011754719,0.2114486123297764,0.04820618753768519,0.7132877714213975,0.3862206959800202,0.4576520069124275,0.7186469580727176,0.0011096707853018512
C1,no,Insulin,9.090909090909092,0.9999963457535727,0.22644658172368928,0.7002163732463407,0.002255100580947537,0.22156636669546145,0.9999989607432795,0.21144861228443299,0.04765728196947221,0.7132877714420832,0.38622070063733743,0.45765261500064486,0.7186079938355662,0.0010819904445633502
C1,no,Insulin,9.595959595959597,0.9999979151126659,0.22644658175273102,0.7002022869075173,0.002233320043794515,0.22156633891169128,0.999999508358999,0.21144861227186162,0.04725569135749053,0.7132877714473546,0.38622070228414423,0.45765292758974907,0.7185790985405718,0.0010621015430518832
C1,no,Insulin,10.101010101010102,0.9999988106441364,0.22644658176132712,0.7001919207004319,0.0022174631298899554,0.2215663275312844,0.9999997675787679,0.21144861226810535,0.04696233684513475,0.7132877714488624,0.3862207028771941,0.45765308821735895,0.7185577691396147,0.0010477665555669647
C1,no,Insulin,10.606060606060607,0.9999993214274426,0.22644658176365698,0.7001843131678084,0.0022059228183278962,0.22156632290901745,0.9999998899559931,0.21144861226707357,0.046748299877225535,0.7132877714492436,0.3862207030862144,0.45765317054765314,0.7185420822617565,0.0010374115375651979
C1,no,Insulin,11.111111111111112,0.9999996128519937,0.22644658176453983,0.7001787420221022,0.002197528643246823,0.22156632100429235,0.9999999479169178,0.2114486122666827,0.046592288686101484,0.7132877714494092,0.38622070316358204,0.4576532127439992,0.718530578102691,0.0010299190409395283
C1,no,Insulin,11.616161616161618,0.999999779116055,0.22644658176476545,0.7001746700332903,0.002191422608154554,0.22156632022515435,0.9999999753387381,0.21144861226658948,0.046478650828404404,0.7132877714494381,0.3862207031912764,0.4576532343419198,0.718522160298473,0.001024491133961543
C1,no,Insulin,12.121212121212121,0.999999873983468,0.2264465817648347,0.7001716972655316,0.0021869831403377783,0.2215663199035833,0.9999999883314169,0.21144861226654743,0.046395923393769495,0.7132877714494537,0.38622070320153457,0.45765324539078384,0.7185160110709147,0.0010205553946834119
C1,no,Insulin,12.626262626262626,0.9999999281041543,0.22644658176492022,0.7001695297673691,0.002183754770740569,0.22156631977175567,0.9999999944774378,0.21144861226652456,0.04633572305525776,0.7132877714494733,0.3862207032053777,0.45765325103471105,0.7185115248554135,0.0010176997810595234
C1,no,Insulin,13.131313131313131,0.9999999589731197,0.22644658176475496,0.7001679503441544,0.0021814079909720113,0.2215663197186655,0.9999999973794752,0.2114486122665557,0.04629192849085972,0.7132877714494228,0.38622070320639595,0.45765325391314693,0.7185082550783191,0.0010156268588415967
C1,no,Insulin,13.636363636363637,0.9999999765226715,0.22644658176433838,0.7001668033600686,0.002179696340538644,0.2215663196985022,0.9999999987309452,0.21144861226691974,0.04626008369695297,0.7132877714491139,0.3862207032064294,0.45765325536884943,0.718505874305587,0.0010141219721813506
C1,no,Insulin,14.141414141414142,0.9999999866831102,0.22644658176504906,0.7001659666557495,0.0021784556405892246,0.22156631968305962,0.9999999994612028,0.2114486122668435,0.04623692329292391,0.7132877714493207,0.3862207032077738,0.45765325615278724,0.7185041405017353,0.001013028489737755
C1,no,Insulin,14.646464646464647,0.9999999924365572,0.2264465817646776,0.7001653517555595,0.0021775665374827616,0.2215663196808601,0.9999999997671499,0.21144861226622547,0.04622008112630068,0.7132877714496138,0.38622070320704605,0.45765325653662786,0.718502878977596,0.001012234137862231
C1,no,Insulin,15.151515151515152,0.9999999956664652,0.22644658176341043,0.7001649137230449,0.002176900477340763,0.2215663196838285,0.9999999998640691,0.2114486122666276,0.04620783399975857,0.7132877714489247,0.386220703206602,0.4576532567133744,0.7185019619186854,0.0010116570449473106
C1,no,Insulin,15.656565656565657,0.9999999975316469,0.2264465817639961,0.7001645895826315,0.002176428400931066,0.22156631968217388,0.9999999999347982,0.21144861226644676,0.0461989333975105,0.7132877714492256,0.3862207032069837,0.45765325681182367,0.7185012942889114,0.0010112376734297056
