,,,Slide ID,G7,G11,G10,G2,G3,G8,G1,G9,G6,G5,G4
,,,Antibody Name,G7,G11,G10,G2,G3,G8,G1,G9,G6,G5,G4
,,,HUGO ID,G7,G11,G10,G2,G3,G8,G1,G9,G6,G5,G4
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,9.595959595959597,0.003864933062648836,0.2124365764254715,0.45172757765057514,0.3834259802223774,0.25890538180933653,0.01527865900738315,0.32828655104686366,0.01955620334325018,0.013550243996367275,0.15328583155429126,0.004276377398201886
C1,no,Insulin,10.101010101010102,0.003853307466165793,0.212340988983432,0.45162440135949633,0.3833664080154864,0.25875356406370503,0.01522104078041957,0.32828654939467405,0.019514116154668235,0.01351874842232081,0.15331456255232775,0.004261465761619298
C1,no,Insulin,10.606060606060607,0.0038453257380615187,0.21227622592816836,0.45155378673443936,0.38332541539176024,0.2586491695119913,0.015181531138616223,0.3282865487489594,0.019485193442956877,0.013497106899918593,0.15333435142699972,0.004251233809052487
C1,no,Insulin,11.111111111111112,0.0038398437404888294,0.21223234747819578,0.4515054679290756,0.38329721654954085,0.25857739408292096,0.015154423317983336,0.3282865484925374,0.019465316692976044,0.013482234847823488,0.153347972950491,0.004244208992357685
C1,no,Insulin,11.616161616161618,0.0038360773362712155,0.21220261765290102,0.4514724102674519,0.3832778239532024,0.2585280436311389,0.015135815245412737,0.3282865483967925,0.01945165280531721,0.013472012951420514,0.1533573454804663,0.004239384015353537
C1,no,Insulin,12.121212121212121,0.003833490380239625,0.212182484409377,0.45144980755385944,0.3832644953844866,0.258494131729543,0.015123043032008503,0.3282865483544613,0.0194422644401603,0.013464990365959438,0.1533637898749159,0.004236070537501133
C1,no,Insulin,12.626262626262626,0.0038317107923376654,0.21216882405413504,0.45143431539749784,0.3832553124261067,0.2584708008349174,0.0151142596944413,0.3282865483130901,0.019435812312866476,0.013460159123792797,0.15336822746772302,0.004233790872113152
C1,no,Insulin,13.131313131313131,0.003830487691060332,0.21215957248717449,0.4514237195161906,0.38324900581248056,0.25845475350746466,0.015108227517655072,0.32828654832374043,0.01943137250992948,0.013456837288976781,0.153371276948234,0.0042322248757857735
C1,no,Insulin,13.636363636363637,0.003829646751388439,0.2121533061911298,0.4514165136065226,0.3832446924315583,0.25844372022835554,0.01510408377754782,0.3282865483356212,0.019428302741303572,0.013454553651437908,0.15337337189650055,0.004231148870878993
C1,no,Insulin,14.141414141414142,0.0038290692265081612,0.2121490579477949,0.4514115415597261,0.3832416962448076,0.2584361455880606,0.015101234744059293,0.32828654831921783,0.01942621464634635,0.013452985359078956,0.1533748164620445,0.004230408727350751
C1,no,Insulin,14.646464646464647,0.003828672078596526,0.21214618048009432,0.45140813857919365,0.38323964240987796,0.25843093254934146,0.015099277174553238,0.3282865483233186,0.01942477671393215,0.013451906419177567,0.15337580794324343,0.004229900181663949
C1,no,Insulin,15.151515151515152,0.003828399051929027,0.21214423080357553,0.4514058156943589,0.3832382319707269,0.25842734920772714,0.015097931677234612,0.32828654832502646,0.019423786289098226,0.013451164764071846,0.15337648963066394,0.004229550593235856
C1,no,Insulin,15.656565656565657,0.003828211182894771,0.2121429084545474,0.45140422599184943,0.3832372620684575,0.2584248836766188,0.015097005977067248,0.32828654832571474,0.01942310437142247,0.01345065446062235,0.15337695869938756,0.004229310052438426
C1,no,Insulin,16.161616161616163,0.0038280822300259007,0.21214201398225138,0.4514031402460296,0.3832365964075582,0.2584231913706955,0.015096370631144444,0.3282865483259768,0.019422636213816905,0.013450304194482307,0.15337728067981787,0.0042291449465157145
C1,no,Insulin,16.666666666666668,0.0038279939268848003,0.21214141048459492,0.451402400311089,0.3832361405672037,0.2584220325255738,0.01509593558849488,0.3282865483260807,0.01942231562348332,0.013450064341918911,0.15337750116750581,0.004229031886521335
C1,no,Insulin,17.171717171717173,0.0038279327539378137,0.21214099788344157,0.45140188966775147,0.3832358246532733,0.2584212296960556,0.015095634207273143,0.3282865483261485,0.019422093604270396,0.013449898176429739,0.15337765391908162,0.004228953560604594
C1,no,Insulin,17.67676767676768,0.003827890663763932,0.21214071805646975,0.4514015399337262,0.38323560739030327,0.2584206773241118,0.015095426856907535,0.3282865483261761,0.019421940829633083,0.013449783849194258,0.1533777590141155,0.00422889967054375
C1,no,Insulin,18.181818181818183,0.0038278618193026354,0.21214052926269236,0.4514013018112646,0.3832354587618042,0.25842029883340695,0.01509528478608287,0.32828654832615944,0.019421835974336485,0.013449705510570358,0.15337783102500646,0.004228862744902358
C1,no,Insulin,18.68686868686869,0.003827842076798135,0.21214040198358783,0.4514011402192602,0.383235357222585,0.25842003981594974,0.015095187562518795,0.3282865483261334,0.019421763951673682,0.013449651900032032,0.15337788030751406,0.004228837474907948
C1,no,Insulin,19.191919191919194,0.0038278282571888858,0.21214031382817466,0.45140102820476213,0.38323528615203667,0.2584198585103243,0.015095119504990718,0.32828654832612963,0.01942171324530156,0.013449614374515795,0.15337791480841736,0.0042288197859953105
C1,no,Insulin,19.6969696969697,0.0038278187237895073,0.21214025379934875,0.4514009517439086,0.38323523682810234,0.2584197333793074,0.015095072531827318,0.3282865483261583,0.01942167807721645,0.0134495884765472,0.15337793862188742,0.00422880757740321
C1,no,Insulin,20.202020202020204,0.003827812232104281,0.2121402135726688,0.4514008998237458,0.38323520272831163,0.25841964806656875,0.015095040508027877,0.32828654832619564,0.019421654212191566,0.013449570820196481,0.15337795485512548,0.0042287992540629106
C1,no,Insulin,20.70707070707071,0.003827807813386174,0.21214018670370727,0.45140086361670406,0.3832351789823969,0.25841958988221925,0.015095018673291395,0.3282865483262084,0.019421638465072315,0.013449558778031848,0.1533779659194061,0.004228793578403796
C1,no,Insulin,21.212121212121215,0.0038278048422567008,0.21214016898255933,0.45140083733003344,0.38323516284344794,0.25841955071872585,0.01509500398137413,0.32828654832617843,0.01942162879661471,0.013449550671174367,0.153377973359956,0.004228789759107727
C1,no,Insulin,21.71717171717172,0.00382780267183523,0.21214015621524074,0.4514008166088636,0.3832351515255489,0.25841952220607833,0.015094993284068207,0.3282865483261388,0.019421622378687147,0.01344954476812356,0.15337797877800216,0.004228786978387341
C1,no,Insulin,22.222222222222225,0.0038278008005521724,0.21214014518988283,0.4514008012024498,0.38323514167298733,0.25841949760520105,0.015094984053829356,0.32828654832612514,0.0194216157504579,0.01344953967609507,0.15337798345449707,0.0042287845789171835
C1,no,Insulin,22.72727272727273,0.003827799540447711,0.21214013792553987,0.4514007913928627,0.3832351354438716,0.25841948112409413,0.015094977867945673,0.3282865483261225,0.019421611005043443,0.013449536264963272,0.1533779865909595,0.004228782970952082
C1,no,Insulin,23.232323232323235,0.0038277988915218462,0.21214013442221186,0.4514007871801023,0.38323513283820165,0.2584194727627577,0.015094974726417156,0.3282865483261309,0.019421608142443786,0.013449534534728165,0.15337798818738946,0.004228782154492037
C1,no,Insulin,23.73737373737374,0.0038277983191699998,0.21214013128662768,0.4514007831550251,0.3832351303071865,0.2584194653395255,0.015094971938425607,0.32828654832613524,0.01942160578465246,0.013449532998495713,0.1533779896028746,0.004228781429876892
C1,no,Insulin,24.242424242424242,0.003827797901769437,0.21214012901626772,0.4514007801106544,0.38323512837110696,0.2584194599072867,0.015094969898466284,0.32828654832613774,0.019421604133696126,0.013449531874256357,0.1533779906381619,0.004228780899682369
C1,no,Insulin,24.747474747474747,0.0038277977631402775,0.21214012839704977,0.4514007792998055,0.38323512785190095,0.2584194581293918,0.015094969229761371,0.3282865483261419,0.019421603508735775,0.01344953150639061,0.15337799097847218,0.004228780725957218
C1,no,Insulin,25.252525252525253,0.003827797354707942,0.2121401263017416,0.451400776579217,0.38323512612721117,0.2584194528498368,0.015094967245817645,0.32828654832614856,0.019421601784817253,0.013449530413864194,0.15337799198660157,0.004228780210402975
C1,no,Insulin,25.757575757575758,0.003827797523104872,0.21214012734931553,0.4514007779148366,0.38323512696219897,0.2584194550529738,0.015094968072542637,0.3282865483261494,0.019421602421680586,0.013449530869852169,0.15337799156746781,0.004228780425329965
C1,no,Insulin,26.262626262626263,0.003827797691501802,0.21214012839688945,0.4514007792504563,0.38323512779718677,0.2584194572561108,0.015094968899267631,0.3282865483261503,0.019421603058543922,0.013449531325840144,0.15337799114833406,0.004228780640256956
C1,no,Insulin,26.767676767676768,0.003827797859898732,0.2121401294444634,0.45140078058607597,0.38323512863217457,0.2584194594592478,0.015094969725992623,0.3282865483261512,0.01942160369540726,0.01344953178182812,0.1533779907292003,0.004228780855183946
C1,no,Insulin,27.272727272727273,0.003827797933030547,0.2121401298916071,0.4514007811707873,0.38323512900189083,0.2584194604174517,0.015094970085584684,0.32828654832615134,0.01942160396635161,0.013449531980150189,0.15337799054689866,0.004228780948663458
C1,no,Insulin,27.77777777777778,0.0038277979968472076,0.2121401302800399,0.4514007816820738,0.3832351293261122,0.25841946125392423,0.015094970399499846,0.32828654832615156,0.019421604201515903,0.013449532153277334,0.15337799038775476,0.004228781030267669
C1,no,Insulin,28.282828282828284,0.0038277980606638683,0.2121401306684727,0.45140078219336033,0.3832351296503335,0.2584194620903968,0.015094970713415007,0.32828654832615173,0.019421604436680198,0.013449532326404478,0.15337799022861087,0.00422878111187188
C1,no,Insulin,28.78787878787879,0.0038277981244805295,0.21214013105690552,0.45140078270464684,0.3832351299745549,0.2584194629268693,0.015094971027330168,0.3282865483261519,0.01942160467184449,0.013449532499531625,0.153377990069467,0.00422878119347609
C1,no,Insulin,29.292929292929294,0.003827798166496732,0.21214013131080575,0.4514007830411928,0.3832351301886682,0.25841946347772365,0.015094971234060922,0.32828654832615195,0.019421604826211136,0.013449532613543622,0.15337798996466284,0.004228781247216289
C1,no,Insulin,29.7979797979798,0.003827798190708594,0.21214013145483385,0.45140078323502875,0.38323513031285683,0.25841946379531483,0.015094971353254634,0.328286548326152,0.019421604914590697,0.013449532679276538,0.15337798990423768,0.004228781278200071
C1,no,Insulin,30.303030303030305,0.0038277982149204563,0.21214013159886194,0.45140078342886475,0.38323513043704543,0.258419464112906,0.015094971472448347,0.32828654832615206,0.01942160500297026,0.013449532745009454,0.1533779898438125,0.004228781309183851
C1,no,Insulin,30.80808080808081,0.0038277982391323184,0.21214013174289,0.45140078362270075,0.38323513056123404,0.2584194644304972,0.015094971591642059,0.32828654832615206,0.01942160509134982,0.01344953281074237,0.15337798978338735,0.004228781340167632
C1,no,Insulin,31.313131313131315,0.0038277982594473498,0.212140131863606,0.4514007837853016,0.38323513066545006,0.258419464696976,0.015094971691653162,0.3282865483261521,0.01942160516549529,0.013449532865896391,0.15337798973268682,0.004228781366164964
C1,no,Insulin,31.81818181818182,0.0038277982631465153,0.21214013188492054,0.4514007838147176,0.38323513068450443,0.2584194647455147,0.015094971709870732,0.3282865483261521,0.019421605178947383,0.013449532875942609,0.15337798972345174,0.00422878137090036
C1,no,Insulin,32.323232323232325,0.0038277982668456813,0.21214013190623507,0.45140078384413357,0.3832351307035588,0.2584194647940533,0.0150949717280883,0.3282865483261521,0.01942160519239948,0.013449532885988828,0.15337798971421662,0.004228781375635757
C1,no,Insulin,32.82828282828283,0.003827798270544847,0.2121401319275496,0.4514007838735496,0.38323513072261317,0.258419464842592,0.015094971746305868,0.3282865483261521,0.019421605205851577,0.013449532896035047,0.1533779897049815,0.004228781380371153
C1,no,Insulin,33.333333333333336,0.0038277982742440124,0.21214013194886414,0.45140078390296556,0.38323513074166754,0.2584194648911306,0.015094971764523436,0.3282865483261521,0.019421605219303674,0.013449532906081264,0.1533779896957464,0.004228781385106549
C1,no,Insulin,33.83838383838384,0.003827798277943178,0.21214013197017867,0.45140078393238153,0.3832351307607219,0.2584194649396693,0.015094971782741006,0.3282865483261521,0.01942160523275577,0.013449532916127483,0.15337798968651128,0.004228781389841946
C1,no,Insulin,34.343434343434346,0.003827798281642344,0.2121401319914932,0.45140078396179756,0.3832351307797763,0.2584194649882079,0.015094971800958574,0.3282865483261521,0.019421605246207868,0.013449532926173702,0.15337798967727617,0.004228781394577342
C1,no,Insulin,34.84848484848485,0.0038277982853415094,0.21214013201280774,0.45140078399121353,0.38323513079883065,0.25841946503674657,0.015094971819176142,0.32828654832615217,0.019421605259659965,0.013449532936219921,0.15337798966804106,0.004228781399312738
C1,no,Insulin,35.35353535353536,0.003827798289040675,0.21214013203412227,0.45140078402062955,0.383235130817885,0.2584194650852852,0.01509497183739371,0.32828654832615217,0.019421605273112062,0.013449532946266139,0.15337798965880595,0.004228781404048134
C1,no,Insulin,35.85858585858586,0.003827798292739841,0.2121401320554368,0.4514007840500455,0.3832351308369394,0.25841946513382386,0.01509497185561128,0.32828654832615217,0.01942160528656416,0.013449532956312358,0.15337798964957086,0.004228781408783531
C1,no,Insulin,36.36363636363637,0.0038277982964390065,0.21214013207675136,0.4514007840794615,0.38323513085599376,0.2584194651823625,0.015094971873828848,0.32828654832615217,0.019421605300016256,0.013449532966358577,0.15337798964033575,0.0042287814135189275
C1,no,Insulin,36.86868686868687,0.003827798300138172,0.2121401320980659,0.4514007841088775,0.3832351308750481,0.25841946523090115,0.015094971892046416,0.32828654832615217,0.019421605313468353,0.013449532976404796,0.15337798963110064,0.004228781418254324
C1,no,Insulin,37.37373737373738,0.0038277983038373375,0.21214013211938043,0.4514007841382935,0.3832351308941025,0.25841946527943976,0.015094971910263984,0.32828654832615217,0.01942160532692045,0.013449532986451013,0.15337798962186552,0.0042287814229897205
C1,no,Insulin,37.87878787878788,0.0038277983075365035,0.21214013214069496,0.4514007841677095,0.38323513091315686,0.25841946532797844,0.015094971928481554,0.32828654832615217,0.019421605340372548,0.013449532996497232,0.1533779896126304,0.004228781427725117
C1,no,Insulin,38.38383838383839,0.003827798311235669,0.2121401321620095,0.4514007841971255,0.38323513093221123,0.2584194653765171,0.015094971946699122,0.32828654832615217,0.019421605353824645,0.013449533006543451,0.1533779896033953,0.004228781432460513
C1,no,Insulin,38.88888888888889,0.0038277983136942033,0.21214013217613478,0.45140078421666124,0.38323513094487666,0.2584194654087771,0.015094971958807,0.32828654832615217,0.01942160536276427,0.013449533013220421,0.15337798959725743,0.004228781435607777
C1,no,Insulin,39.3939393939394,0.003827798314259501,0.2121401321792891,0.45140078422111946,0.3832351309477925,0.2584194654161954,0.015094971961591328,0.32828654832615217,0.019421605364817743,0.013449533014755826,0.15337798959584598,0.004228781436331508
C1,no,Insulin,39.8989898989899,0.003827798314824799,0.21214013218244343,0.4514007842255777,0.3832351309507084,0.25841946542361377,0.015094971964375656,0.32828654832615217,0.019421605366871215,0.013449533016291232,0.15337798959443452,0.00422878143705524
C1,no,Insulin,40.40404040404041,0.0038277983153900967,0.21214013218559774,0.45140078423003593,0.3832351309536242,0.2584194654310321,0.015094971967159984,0.32828654832615217,0.019421605368924687,0.013449533017826637,0.1533779895930231,0.004228781437778972
C1,no,Insulin,40.909090909090914,0.0038277983159553945,0.21214013218875205,0.4514007842344942,0.38323513095654005,0.25841946543845046,0.015094971969944313,0.32828654832615217,0.01942160537097816,0.013449533019362041,0.15337798959161164,0.004228781438502704
C1,no,Insulin,41.41414141414142,0.0038277983165206923,0.21214013219190636,0.4514007842389524,0.3832351309594559,0.2584194654458688,0.015094971972728641,0.32828654832615217,0.01942160537303163,0.013449533020897447,0.15337798959020021,0.004228781439226436
C1,no,Insulin,41.919191919191924,0.00382779831708599,0.2121401321950607,0.4514007842434107,0.3832351309623718,0.25841946545328714,0.01509497197551297,0.3282865483261522,0.019421605375085103,0.013449533022432852,0.15337798958878876,0.0042287814399501675
C1,no,Insulin,42.42424242424243,0.003827798317651288,0.212140132198215,0.4514007842478689,0.3832351309652876,0.2584194654607055,0.015094971978297298,0.3282865483261522,0.01942160537713858,0.013449533023968258,0.1533779895873773,0.004228781440673899
C1,no,Insulin,42.929292929292934,0.0038277983182165858,0.21214013220136932,0.45140078425232716,0.38323513096820344,0.25841946546812383,0.015094971981081626,0.3282865483261522,0.01942160537919205,0.013449533025503663,0.15337798958596588,0.00422878144139763
C1,no,Insulin,43.43434343434344,0.0038277983187818836,0.21214013220452363,0.45140078425678537,0.38323513097111933,0.2584194654755422,0.015094971983865954,0.3282865483261522,0.019421605381245523,0.013449533027039069,0.15337798958455442,0.004228781442121362
C1,no,Insulin,43.939393939393945,0.0038277983193471814,0.21214013220767797,0.45140078426124364,0.38323513097403517,0.2584194654829605,0.015094971986650283,0.3282865483261522,0.019421605383298995,0.013449533028574474,0.153377989583143,0.004228781442845094
C1,no,Insulin,44.44444444444445,0.0038277983199124788,0.21214013221083228,0.45140078426570185,0.383235130976951,0.2584194654903789,0.015094971989434611,0.3282865483261522,0.019421605385352467,0.01344953303010988,0.15337798958173154,0.004228781443568826
C1,no,Insulin,44.949494949494955,0.0038277983204777766,0.2121401322139866,0.45140078427016006,0.38323513097986683,0.25841946549779726,0.01509497199221894,0.3282865483261522,0.01942160538740594,0.013449533031645285,0.1533779895803201,0.004228781444292558
C1,no,Insulin,45.45454545454546,0.0038277983210430744,0.2121401322171409,0.4514007842746183,0.3832351309827827,0.2584194655052156,0.015094971995003268,0.3282865483261522,0.01942160538945941,0.01344953303318069,0.15337798957890866,0.0042287814450162895
C1,no,Insulin,45.959595959595966,0.003827798321608372,0.2121401322202952,0.45140078427907654,0.38323513098569856,0.25841946551263395,0.015094971997787596,0.3282865483261522,0.019421605391512886,0.013449533034716096,0.1533779895774972,0.004228781445740021
C1,no,Insulin,46.46464646464647,0.0038277983218426097,0.2121401322216004,0.4514007842809232,0.38323513098690676,0.25841946551570777,0.015094971998941316,0.32828654832615217,0.019421605392363754,0.01344953303535231,0.15337798957691237,0.004228781446039907
C1,no,Insulin,46.969696969696976,0.0038277983218577777,0.212140132221682,0.45140078428104163,0.38323513098698503,0.25841946551590683,0.015094971999016027,0.32828654832615217,0.01942160539241883,0.013449533035393507,0.1533779895768745,0.004228781446059327
C1,no,Insulin,47.47474747474748,0.0038277983218729453,0.21214013222176356,0.4514007842811601,0.3832351309870633,0.2584194655161059,0.015094971999090738,0.32828654832615217,0.019421605392473913,0.013449533035434707,0.15337798957683663,0.004228781446078746
C1,no,Insulin,47.979797979797986,0.003827798321888113,0.21214013222184513,0.45140078428127856,0.38323513098714157,0.25841946551630496,0.015094971999165449,0.32828654832615217,0.01942160539252899,0.013449533035475905,0.15337798957679877,0.004228781446098165
C1,no,Insulin,48.484848484848484,0.003827798321903281,0.2121401322219267,0.45140078428139696,0.38323513098721984,0.25841946551650397,0.01509497199924016,0.32828654832615217,0.01942160539258407,0.013449533035517103,0.15337798957676088,0.004228781446117585
C1,no,Insulin,48.98989898989899,0.0038277983219184484,0.21214013222200825,0.4514007842815154,0.3832351309872981,0.25841946551670303,0.01509497199931487,0.32828654832615217,0.01942160539263915,0.013449533035558302,0.15337798957672302,0.004228781446137004
C1,no,Insulin,49.494949494949495,0.003827798321933616,0.21214013222208983,0.4514007842816339,0.3832351309873764,0.2584194655169021,0.015094971999389582,0.32828654832615217,0.01942160539269423,0.0134495330355995,0.15337798957668514,0.0042287814461564235
C1,no,Insulin,50.0,0.003827798321948784,0.2121401322221714,0.45140078428175234,0.38323513098745465,0.25841946551710115,0.015094971999464293,0.32828654832615217,0.019421605392749307,0.013449533035640698,0.15337798957664725,0.004228781446175843
