,,,Slide ID,d,f,b,c,a,j,h,g,i,e
,,,Antibody Name,d,f,b,c,a,j,h,g,i,e
,,,HUGO ID,d,f,b,c,a,j,h,g,i,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,20.202020202020204,0.06536306034469049,0.09967151791089611,0.04770445251053744,0.09983437464530971,0.04102600006508268,0.09420925004609447,0.0915293015676949,0.007070950703539995,0.009240296609123637,0.013281557983174406
C1,no,Insulin,20.70707070707071,0.06536302873574097,0.09967149279489035,0.047704434244264016,0.09983434992036201,0.041025987933720115,0.0942092190053677,0.09152927842416067,0.007070947774680143,0.009240292891159118,0.013281547100289936
C1,no,Insulin,21.212121212121215,0.06536300715602858,0.09967147556667795,0.04770442179511187,0.09983433295929649,0.04102597979809128,0.09420919782604498,0.09152926276270185,0.007070945730678885,0.009240290304080386,0.013281539635987192
C1,no,Insulin,21.71717171717172,0.06536299156035967,0.09967146307471546,0.04770441280893551,0.09983432066048581,0.041025973992629174,0.09420918252605236,0.09152925151441291,0.00707094423099163,0.009240288409710336,0.013281534224031428
C1,no,Insulin,22.222222222222225,0.06536298210948636,0.0996714554475744,0.047704407378406234,0.09983431315051114,0.04102597057750707,0.09420917326311845,0.09152924479555025,0.007070943290974422,0.009240287227463213,0.013281530920164483
C1,no,Insulin,22.72727272727273,0.06536297511818585,0.09967144980795342,0.04770440336048135,0.0998343075975589,0.04102596804651898,0.09420916641044622,0.09152923982085663,0.007070942597002437,0.009240286354438782,0.013281528477293122
C1,no,Insulin,23.232323232323235,0.06536296853846307,0.09967144448086633,0.047704399584215997,0.09983430235207853,0.04102596569963169,0.09420915996417456,0.09152923517227435,0.007070941933240298,0.009240285521123317,0.013281526170003536
C1,no,Insulin,23.73737373737374,0.0653629680638965,0.09967144409242992,0.047704399312949466,0.09983430196953691,0.0410259655379372,0.0942091594998643,0.09152923484416421,0.007070941883065744,0.00924028545849425,0.013281526001992002
C1,no,Insulin,24.242424242424242,0.06536296762937856,0.09967144373704367,0.047704399064504126,0.09983430161954743,0.041025965389401516,0.0942091590746959,0.09152923454328235,0.007070941837272992,0.009240285401312467,0.013281525848272238
C1,no,Insulin,24.747474747474747,0.0653629674170769,0.09967144356504148,0.047704398942685786,0.09983430145017867,0.041025965313879545,0.09420915886671233,0.0915292343934811,0.007070941815793382,0.009240285374355818,0.013281525773852654
C1,no,Insulin,25.252525252525253,0.06536296720477523,0.09967144339303931,0.04770439882086745,0.09983430128080992,0.041025965238357574,0.09420915865872877,0.09152923424367983,0.007070941794313773,0.009240285347399168,0.013281525699433073
C1,no,Insulin,25.757575757575758,0.06536296699247358,0.09967144322103712,0.04770439869904912,0.09983430111144116,0.04102596516283561,0.0942091584507452,0.09152923409387857,0.007070941772834163,0.009240285320442517,0.01328152562501349
C1,no,Insulin,26.262626262626263,0.06536296687916945,0.09967144312942315,0.04770439863398773,0.09983430102123228,0.04102596512220175,0.09420915833971817,0.09152923401361977,0.007070941761470261,0.00924028530616531,0.013281525585368454
C1,no,Insulin,26.767676767676768,0.06536296678464892,0.0996714430530619,0.047704398579695294,0.09983430094604302,0.04102596508818749,0.09420915824708749,0.09152923394655582,0.007070941752025692,0.009240285294293875,0.01328152555232147
C1,no,Insulin,27.272727272727273,0.06536296669012838,0.09967144297670065,0.04770439852540286,0.09983430087085376,0.041025965054173226,0.0942091581544568,0.09152923387949187,0.007070941742581123,0.00924028528242244,0.013281525519274487
C1,no,Insulin,27.77777777777778,0.06536296664074175,0.09967144293680562,0.04770439849703438,0.0998343008315711,0.041025965036394746,0.09420915810605711,0.09152923384444538,0.007070941737648243,0.009240285276221715,0.013281525502008607
C1,no,Insulin,28.282828282828284,0.06536296663164716,0.09967144292946481,0.0477043984918088,0.09983430082434304,0.04102596503311032,0.09420915809714342,0.0915292338379816,0.0070709417367430475,0.00924028527508336,0.013281525498830873
C1,no,Insulin,28.78787878787879,0.06536296662255256,0.09967144292212399,0.04770439848658321,0.09983430081711499,0.04102596502982588,0.09420915808822974,0.09152923383151783,0.0070709417358378514,0.009240285273945003,0.013281525495653139
C1,no,Insulin,29.292929292929294,0.06536296661345797,0.09967144291478318,0.04770439848135763,0.09983430080988692,0.041025965026541454,0.09420915807931605,0.09152923382505405,0.007070941734932656,0.009240285272806648,0.013281525492475405
C1,no,Insulin,29.7979797979798,0.06536296660436337,0.09967144290744237,0.047704398476132046,0.09983430080265886,0.04102596502325702,0.09420915807040238,0.09152923381859028,0.007070941734027461,0.009240285271668291,0.01328152548929767
C1,no,Insulin,30.303030303030305,0.06536296659526879,0.09967144290010155,0.04770439847090646,0.0998343007954308,0.04102596501997259,0.0942091580614887,0.0915292338121265,0.007070941733122266,0.009240285270529934,0.013281525486119937
C1,no,Insulin,30.80808080808081,0.06536296658617419,0.09967144289276074,0.047704398465680885,0.09983430078820274,0.04102596501668816,0.09420915805257501,0.09152923380566273,0.007070941732217071,0.00924028526939158,0.0132815254829422
C1,no,Insulin,31.313131313131315,0.0653629665770796,0.09967144288541993,0.0477043984604553,0.09983430078097469,0.04102596501340373,0.09420915804366134,0.09152923379919896,0.007070941731311875,0.009240285268253223,0.013281525479764467
C1,no,Insulin,31.81818181818182,0.065362966567985,0.09967144287807911,0.04770439845522972,0.09983430077374662,0.0410259650101193,0.09420915803474765,0.09152923379273518,0.0070709417304066794,0.009240285267114868,0.013281525476586733
C1,no,Insulin,32.323232323232325,0.06536296655889041,0.0996714428707383,0.04770439845000413,0.09983430076651856,0.041025965006834864,0.09420915802583398,0.09152923378627142,0.007070941729501484,0.00924028526597651,0.013281525473408998
C1,no,Insulin,32.82828282828283,0.06536296654979581,0.09967144286339749,0.04770439844477855,0.0998343007592905,0.041025965003550435,0.0942091580169203,0.09152923377980765,0.007070941728596289,0.009240285264838154,0.013281525470231264
C1,no,Insulin,33.333333333333336,0.06536296654070123,0.09967144285605667,0.04770439843955297,0.09983430075206244,0.04102596500026601,0.09420915800800661,0.09152923377334388,0.007070941727691094,0.009240285263699799,0.01328152546705353
C1,no,Insulin,33.83838383838384,0.06536296653160663,0.09967144284871586,0.04770439843432739,0.09983430074483439,0.04102596499698157,0.09420915799909294,0.0915292337668801,0.007070941726785898,0.009240285262561442,0.013281525463875796
C1,no,Insulin,34.343434343434346,0.06536296652251204,0.09967144284137505,0.047704398429101805,0.09983430073760632,0.041025964993697144,0.09420915799017925,0.09152923376041633,0.007070941725880703,0.009240285261423087,0.013281525460698062
C1,no,Insulin,34.84848484848485,0.06536296651341744,0.09967144283403423,0.04770439842387622,0.09983430073037826,0.04102596499041271,0.09420915798126557,0.09152923375395255,0.0070709417249755074,0.00924028526028473,0.013281525457520326
C1,no,Insulin,35.35353535353536,0.06536296650432286,0.09967144282669342,0.04770439841865064,0.09983430072315021,0.04102596498712828,0.09420915797235188,0.09152923374748878,0.007070941724070312,0.009240285259146374,0.013281525454342592
C1,no,Insulin,35.85858585858586,0.06536296649522826,0.09967144281935261,0.04770439841342505,0.09983430071592214,0.04102596498384385,0.0942091579634382,0.091529233741025,0.007070941723165117,0.009240285258008019,0.013281525451164858
C1,no,Insulin,36.36363636363637,0.06536296648613367,0.09967144281201179,0.047704398408199476,0.09983430070869409,0.041025964980559416,0.09420915795452453,0.09152923373456123,0.007070941722259921,0.009240285256869662,0.013281525447987124
C1,no,Insulin,36.86868686868687,0.06536296647703907,0.09967144280467098,0.04770439840297389,0.09983430070146602,0.04102596497727499,0.09420915794561084,0.09152923372809746,0.007070941721354726,0.009240285255731307,0.01328152544480939
C1,no,Insulin,37.37373737373738,0.06536296646794448,0.09967144279733017,0.04770439839774831,0.09983430069423796,0.04102596497399055,0.09420915793669717,0.09152923372163368,0.007070941720449531,0.00924028525459295,0.013281525441631655
C1,no,Insulin,37.87878787878788,0.06536296645884988,0.09967144278998935,0.047704398392522725,0.09983430068700991,0.041025964970706125,0.09420915792778348,0.09152923371516991,0.007070941719544335,0.009240285253454593,0.013281525438453921
C1,no,Insulin,38.38383838383839,0.0653629664497553,0.09967144278264854,0.04770439838729714,0.09983430067978184,0.041025964967421696,0.0942091579188698,0.09152923370870614,0.00707094171863914,0.009240285252316238,0.013281525435276187
C1,no,Insulin,38.88888888888889,0.0653629664406607,0.09967144277530773,0.047704398382071564,0.09983430067255379,0.04102596496413726,0.09420915790995611,0.09152923370224236,0.007070941717733944,0.009240285251177881,0.013281525432098451
C1,no,Insulin,39.3939393939394,0.06536296643156611,0.09967144276796693,0.04770439837684598,0.09983430066532573,0.04102596496085283,0.09420915790104244,0.09152923369577859,0.007070941716828749,0.009240285250039526,0.013281525428920717
C1,no,Insulin,39.8989898989899,0.06536296642247151,0.0996714427606261,0.047704398371620396,0.09983430065809766,0.0410259649575684,0.09420915789212876,0.09152923368931482,0.007070941715923554,0.00924028524890117,0.013281525425742983
C1,no,Insulin,40.40404040404041,0.06536296641853752,0.09967144275745081,0.047704398369359975,0.09983430065497115,0.04102596495614755,0.09420915788827303,0.09152923368651869,0.007070941715532041,0.009240285248408803,0.01328152542436841
C1,no,Insulin,40.909090909090914,0.06536296641766286,0.09967144275674493,0.047704398368857384,0.09983430065427612,0.041025964955831454,0.09420915788741574,0.09152923368589684,0.007070941715445049,0.009240285248299394,0.013281525424062796
C1,no,Insulin,41.41414141414142,0.0653629664167882,0.09967144275603906,0.04770439836835479,0.09983430065358109,0.041025964955515366,0.09420915788655847,0.091529233685275,0.007070941715358059,0.009240285248189987,0.013281525423757181
C1,no,Insulin,41.919191919191924,0.06536296641591353,0.0996714427553332,0.0477043983678522,0.09983430065288607,0.04102596495519928,0.0942091578857012,0.09152923368465316,0.007070941715271069,0.009240285248080578,0.013281525423451566
C1,no,Insulin,42.42424242424243,0.06536296641503887,0.09967144275462733,0.047704398367349604,0.09983430065219104,0.04102596495488319,0.09420915788484392,0.0915292336840313,0.007070941715184078,0.00924028524797117,0.013281525423145951
C1,no,Insulin,42.929292929292934,0.06536296641416421,0.09967144275392145,0.04770439836684701,0.09983430065149601,0.041025964954567104,0.09420915788398665,0.09152923368340947,0.007070941715097087,0.009240285247861763,0.013281525422840336
C1,no,Insulin,43.43434343434344,0.06536296641328956,0.09967144275321559,0.04770439836634442,0.09983430065080098,0.04102596495425101,0.09420915788312938,0.09152923368278762,0.007070941715010097,0.009240285247752354,0.013281525422534721
C1,no,Insulin,43.939393939393945,0.0653629664124149,0.09967144275250972,0.04770439836584183,0.09983430065010596,0.04102596495393492,0.09420915788227209,0.09152923368216577,0.007070941714923107,0.009240285247642947,0.013281525422229106
C1,no,Insulin,44.44444444444445,0.06536296641154024,0.09967144275180384,0.04770439836533924,0.09983430064941093,0.041025964953618835,0.09420915788141482,0.09152923368154393,0.0070709417148361155,0.009240285247533538,0.013281525421923492
C1,no,Insulin,44.949494949494955,0.06536296641066558,0.09967144275109797,0.04770439836483664,0.0998343006487159,0.04102596495330275,0.09420915788055755,0.09152923368092208,0.007070941714749125,0.00924028524742413,0.013281525421617877
C1,no,Insulin,45.45454545454546,0.06536296640979092,0.09967144275039211,0.04770439836433405,0.09983430064802087,0.04102596495298666,0.09420915787970027,0.09152923368030023,0.007070941714662135,0.009240285247314722,0.013281525421312262
C1,no,Insulin,45.959595959595966,0.06536296640891626,0.09967144274968624,0.04770439836383146,0.09983430064732585,0.041025964952670566,0.094209157878843,0.0915292336796784,0.007070941714575145,0.009240285247205314,0.013281525421006647
C1,no,Insulin,46.46464646464647,0.06536296640804161,0.09967144274898036,0.04770439836332887,0.09983430064663082,0.04102596495235448,0.09420915787798571,0.09152923367905655,0.007070941714488153,0.009240285247095905,0.013281525420701032
C1,no,Insulin,46.969696969696976,0.06536296640716695,0.0996714427482745,0.04770439836282628,0.09983430064593579,0.04102596495203839,0.09420915787712844,0.0915292336784347,0.007070941714401163,0.009240285246986498,0.013281525420395417
C1,no,Insulin,47.47474747474748,0.06536296640629229,0.09967144274756863,0.04770439836232369,0.09983430064524076,0.0410259649517223,0.09420915787627117,0.09152923367781286,0.007070941714314173,0.009240285246877089,0.013281525420089802
C1,no,Insulin,47.979797979797986,0.06536296640541762,0.09967144274686275,0.04770439836182109,0.09983430064454574,0.041025964951406216,0.0942091578754139,0.09152923367719101,0.007070941714227182,0.009240285246767682,0.013281525419784187
C1,no,Insulin,48.484848484848484,0.06536296640454296,0.09967144274615689,0.0477043983613185,0.09983430064385071,0.04102596495109012,0.09420915787455662,0.09152923367656916,0.007070941714140191,0.009240285246658273,0.013281525419478572
C1,no,Insulin,48.98989898989899,0.0653629664036683,0.09967144274545102,0.04770439836081591,0.09983430064315568,0.041025964950774034,0.09420915787369934,0.09152923367594731,0.007070941714053201,0.009240285246548866,0.013281525419172957
C1,no,Insulin,49.494949494949495,0.06536296640279365,0.09967144274474515,0.047704398360313316,0.09983430064246065,0.04102596495045795,0.09420915787284206,0.09152923367532548,0.007070941713966211,0.009240285246439457,0.013281525418867342
C1,no,Insulin,50.0,0.06536296640191899,0.09967144274403927,0.047704398359810725,0.09983430064176563,0.04102596495014186,0.09420915787198479,0.09152923367470363,0.0070709417138792195,0.00924028524633005,0.013281525418561728
