,,,Slide ID,f,h,c,e,b,a,d,g
,,,Antibody Name,f,h,c,e,b,a,d,g
,,,HUGO ID,f,h,c,e,b,a,d,g
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,19.191919191919194,0.014768223187703837,0.04194175493484284,0.1213655713694802,0.053325357851251726,0.07573350681682138,0.13118949630327506,0.13669516110961089,0.08626268082574752
C1,no,Insulin,19.6969696969697,0.014768174029960186,0.04194155254361136,0.12136538524272679,0.05332519594760739,0.0757333235794935,0.13118923495348297,0.13669481849829498,0.08626250732589762
C1,no,Insulin,20.202020202020204,0.01476813877578287,0.041941407560263044,0.12136525190422319,0.05332508001117959,0.07573319246836424,0.1311890476914236,0.13669457311658623,0.0862623831982592
C1,no,Insulin,20.70707070707071,0.014768113716416719,0.041941304578567956,0.1213651571805927,0.053324997674906185,0.07573309940191081,0.1311889146491497,0.13669439883168613,0.08626229509405248
C1,no,Insulin,21.212121212121215,0.014768095914785739,0.04194123142743843,0.1213650898645722,0.053324939178868054,0.07573303329503858,0.13118882011781444,0.13669427501113118,0.08626223250450385
C1,no,Insulin,21.71717171717172,0.014768083146955857,0.041941178892288655,0.12136504154143693,0.05332489712753334,0.07573298568830222,0.13118875224897045,0.13669418602517922,0.08626218743380214
C1,no,Insulin,22.222222222222225,0.01476807431193692,0.04194114241553315,0.12136500808100331,0.05332486786209884,0.0757329523728028,0.13118870520209178,0.1366941241420662,0.08626215591467605
C1,no,Insulin,22.72727272727273,0.014768068107078966,0.04194111653909137,0.12136498489304529,0.05332484696389947,0.07573292793729897,0.1311886722332455,0.13669408006160813,0.08626213295513215
C1,no,Insulin,23.232323232323235,0.014768063636458594,0.04194109818626408,0.12136496809459049,0.053324832287594374,0.0757329112882156,0.13118864857194262,0.1366940489962151,0.08626211722370304
C1,no,Insulin,23.73737373737374,0.01476806021237366,0.041941084553210994,0.12136495485479469,0.053324821605806205,0.07573290011999938,0.13118863042186132,0.13669402621243892,0.08626210645815503
C1,no,Insulin,24.242424242424242,0.0147680576997951,0.04194107435351008,0.12136494548931495,0.05332481350620252,0.07573289105311107,0.131188617236213,0.13669400902899986,0.0862620978901563
C1,no,Insulin,24.747474747474747,0.014768055955526263,0.04194106719826919,0.12136493893594773,0.053324807786814185,0.07573288457245084,0.1311886080077395,0.13669399692086873,0.08626209176581166
C1,no,Insulin,25.252525252525253,0.014768054626381933,0.04194106174493035,0.12136493393273938,0.05332480342727064,0.07573287963816008,0.13118860096853177,0.13669398769155847,0.08626208710000698
C1,no,Insulin,25.757575757575758,0.014768053855453428,0.041941058543729905,0.12136493099350057,0.05332480084914122,0.0757328766886832,0.13118859683992076,0.1366939822460536,0.08626208430749857
C1,no,Insulin,26.262626262626263,0.014768053133614317,0.041941055581394646,0.12136492826874931,0.05332479848051192,0.07573287401223545,0.13118859301141692,0.13669397723155768,0.08626208177443283
C1,no,Insulin,26.767676767676768,0.014768052773460244,0.04194105408617692,0.12136492688873445,0.05332479727633457,0.07573287264006906,0.1311885910780342,0.13669397468775102,0.08626208047303997
C1,no,Insulin,27.272727272727273,0.01476805262712478,0.041941053458189985,0.12136492630574815,0.05332479676044951,0.07573287203718301,0.13118859026636426,0.13669397360445035,0.08626207989877423
C1,no,Insulin,27.77777777777778,0.014768052581379585,0.0419410532539324,0.12136492611135764,0.05332479658876042,0.0757328718335246,0.1311885900000597,0.13669397324619487,0.08626207970277441
C1,no,Insulin,28.282828282828284,0.01476805250913479,0.04194105296732019,0.12136492584139483,0.05332479636432164,0.07573287159303183,0.13118858962391292,0.1366939727675849,0.08626207947387722
C1,no,Insulin,28.78787878787879,0.01476805254460887,0.04194105311518865,0.12136492597196624,0.05332479648352074,0.07573287173357858,0.13118858981091583,0.1366939730190057,0.08626207960534703
C1,no,Insulin,29.292929292929294,0.014768052639477149,0.04194105349978852,0.12136492632232725,0.05332479678854351,0.07573287207650153,0.1311885903062149,0.13669397366621164,0.08626207992849617
C1,no,Insulin,29.7979797979798,0.014768052659343691,0.04194105358643546,0.1213649264020201,0.05332479686026305,0.07573287216186303,0.13118859041746678,0.13669397381638962,0.08626208000966988
C1,no,Insulin,30.303030303030305,0.014768052551171836,0.04194105316013188,0.1213649260141656,0.0533247965281085,0.07573287179859761,0.13118858986706164,0.13669397310758938,0.08626207966850766
C1,no,Insulin,30.80808080808081,0.01476805256192502,0.04194105320958212,0.1213649260614854,0.05332479657024326,0.07573287184939416,0.13118858993149773,0.13669397319512808,0.08626207971756274
C1,no,Insulin,31.313131313131315,0.014768052538938113,0.04194105312004547,0.12136492598192865,0.053324796501026776,0.07573287177324088,0.13118858981705417,0.13669397304713146,0.08626207964673313
C1,no,Insulin,31.81818181818182,0.014768052467174865,0.04194105282899483,0.12136492571790039,0.05332479627006243,0.07573287151254927,0.13118858944297684,0.1366939725571725,0.08626207940142874
C1,no,Insulin,32.323232323232325,0.014768052387594901,0.04194105250245538,0.12136492541905929,0.053324796009020944,0.07573287121652941,0.13118858902199976,0.13669397200457412,0.08626207912174877
C1,no,Insulin,32.82828282828283,0.01476805230983845,0.0419410521867925,0.12136492513288516,0.05332479575840227,0.07573287093328596,0.1311885886164674,0.13669397147302237,0.08626207885525147
C1,no,Insulin,33.333333333333336,0.01476805223795775,0.04194105189288523,0.12136492486485934,0.05332479552399753,0.07573287066770014,0.13118858823808657,0.1366939709764986,0.08626207860470099
C1,no,Insulin,33.83838383838384,0.014768052171952796,0.041941051620733596,0.12136492461498179,0.05332479530580671,0.07573287041977195,0.13118858788685728,0.13669397051500284,0.08626207837009733
C1,no,Insulin,34.343434343434346,0.01476805211564107,0.041941051391863646,0.12136492440722314,0.05332479512396142,0.07573287021422127,0.13118858759267812,0.13669397012939483,0.08626207817659318
C1,no,Insulin,34.84848484848485,0.014768052067504804,0.041941051197716975,0.12136492423205307,0.05332479497045769,0.0757328700412199,0.13118858734366187,0.13669396980342938,0.08626207801418821
C1,no,Insulin,35.35353535353536,0.014768052026209715,0.04194105103076982,0.1213649240810934,0.05332479483825911,0.07573286989212774,0.13118858712935844,0.13669396952282525,0.08626207787409111
C1,no,Insulin,35.85858585858586,0.014768051991755807,0.04194105089102217,0.12136492395434413,0.0533247947273657,0.07573286976694482,0.1311885869497678,0.13669396928758246,0.08626207775630189
C1,no,Insulin,36.36363636363637,0.014768051964143077,0.04194105077847404,0.12136492385180525,0.053324794637777444,0.07573286966567112,0.13118858680488998,0.13669396909770098,0.08626207766082053
C1,no,Insulin,36.86868686868687,0.014768051943371526,0.04194105069312542,0.12136492377347677,0.05332479456949435,0.07573286958830668,0.13118858669472494,0.13669396895318084,0.08626207758764705
C1,no,Insulin,37.37373737373738,0.014768051929441155,0.04194105063497631,0.12136492371935867,0.05332479452251642,0.07573286953485144,0.13118858661927274,0.13669396885402202,0.08626207753678143
C1,no,Insulin,37.87878787878788,0.014768051922351963,0.04194105060402671,0.12136492368945098,0.05332479449684365,0.07573286950530543,0.13118858657853333,0.1366939688002245,0.08626207750822369
C1,no,Insulin,38.38383838383839,0.01476805192210395,0.04194105060027663,0.12136492368375369,0.05332479449247605,0.07573286949966866,0.13118858657250673,0.13669396879178833,0.08626207750197382
C1,no,Insulin,38.88888888888889,0.014768051928697115,0.04194105062372605,0.1213649237022668,0.053324794509413596,0.07573286951794111,0.13118858660119292,0.13669396882871349,0.0862620775180318
C1,no,Insulin,39.3939393939394,0.01476805192967451,0.04194105062551583,0.12136492370202599,0.05332479450972837,0.07573286951776712,0.13118858660250463,0.13669396883003707,0.08626207751710466
C1,no,Insulin,39.8989898989899,0.01476805192122898,0.04194105059071337,0.1213649236699003,0.05332479448182864,0.07573286948620167,0.13118858655746632,0.1366939687710148,0.08626207748718347
C1,no,Insulin,40.40404040404041,0.014768051914922566,0.0419410505646678,0.1213649236457675,0.0533247944609176,0.07573286946255765,0.13118858652370502,0.1366939687267932,0.08626207746473841
C1,no,Insulin,40.909090909090914,0.014768051910755272,0.04194105054737912,0.12136492362962756,0.053324794446995255,0.07573286944683509,0.13118858650122073,0.13669396869737227,0.08626207744976948
C1,no,Insulin,41.41414141414142,0.014768051908727096,0.04194105053884734,0.12136492362148052,0.0533247944400616,0.07573286943903396,0.13118858649001347,0.13669396868275205,0.08626207744227671
C1,no,Insulin,41.919191919191924,0.014768051908838037,0.041941050539072454,0.12136492362132634,0.053324794440116646,0.07573286943915426,0.13118858649008322,0.1366939686829325,0.08626207744226007
C1,no,Insulin,42.42424242424243,0.014768051911088096,0.04194105054805446,0.12136492362916505,0.05332479444716039,0.07573286944719601,0.13118858650143,0.1366939686979136,0.08626207744971956
C1,no,Insulin,42.929292929292934,0.014768051915477275,0.04194105056579336,0.12136492364499664,0.05332479446119282,0.0757328694631592,0.1311885865240538,0.13669396872769538,0.08626207746465521
C1,no,Insulin,43.43434343434344,0.01476805192200557,0.04194105059228915,0.1213649236688211,0.05332479448221396,0.07573286948704383,0.1311885865579546,0.13669396877227785,0.08626207748706699
C1,no,Insulin,43.939393939393945,0.014768051930672984,0.04194105062754183,0.12136492370063845,0.05332479451022378,0.0757328695188499,0.1311885866031324,0.136693968831661,0.08626207751695492
C1,no,Insulin,44.44444444444445,0.014768051929415448,0.04194105062103619,0.1213649236926679,0.053324794504307126,0.0757328695124293,0.13118858659352356,0.13669396881950927,0.08626207751015287
C1,no,Insulin,44.949494949494955,0.01476805193267062,0.04194105063449188,0.12136492370512218,0.05332479451511212,0.07573286952466182,0.1311885866109531,0.13669396884235585,0.08626207752176233
C1,no,Insulin,45.45454545454546,0.014768051935925793,0.041941050647947585,0.12136492371757648,0.05332479452591712,0.07573286953689436,0.13118858662838262,0.1366939688652024,0.08626207753337178
C1,no,Insulin,45.959595959595966,0.014768051939180966,0.04194105066140328,0.12136492373003077,0.05332479453672211,0.07573286954912688,0.13118858664581215,0.136693968888049,0.08626207754498125
C1,no,Insulin,46.46464646464647,0.014768051942436139,0.041941050674858975,0.12136492374248507,0.0533247945475271,0.07573286956135941,0.13118858666324168,0.13669396891089558,0.0862620775565907
C1,no,Insulin,46.969696969696976,0.01476805194569131,0.04194105068831467,0.12136492375493936,0.0533247945583321,0.07573286957359193,0.1311885866806712,0.13669396893374214,0.08626207756820016
C1,no,Insulin,47.47474747474748,0.014768051948946483,0.041941050701770365,0.12136492376739366,0.05332479456913709,0.07573286958582447,0.13118858669810074,0.13669396895658872,0.08626207757980962
C1,no,Insulin,47.979797979797986,0.014768051952201655,0.041941050715226066,0.12136492377984795,0.05332479457994209,0.07573286959805699,0.13118858671553024,0.1366939689794353,0.08626207759141907
C1,no,Insulin,48.484848484848484,0.014768051955456827,0.04194105072868176,0.12136492379230224,0.053324794590747085,0.07573286961028952,0.13118858673295977,0.13669396900228187,0.08626207760302854
C1,no,Insulin,48.98989898989899,0.014768051958712,0.041941050742137456,0.12136492380475654,0.053324794601552074,0.07573286962252204,0.1311885867503893,0.13669396902512845,0.08626207761463799
C1,no,Insulin,49.494949494949495,0.014768051961846737,0.04194105075509524,0.12136492381674992,0.053324794611957216,0.07573286963430187,0.13118858676717385,0.13669396904712958,0.08626207762581778
C1,no,Insulin,50.0,0.014768051961938571,0.041941050755472976,0.12136492381709818,0.053324794612259696,0.07573286963464383,0.13118858676766249,0.13669396904776968,0.08626207762614173
