,,,Slide ID,Cdc20,CycA,cdh1,E2F,CycE,Rb,p27,CycD,CycB,UbcH10
C1,no,Insulin,25.16778523489933,0.2194527335768617,0.06488730713349017,0.7576493643428702,0.27679642520996944,0.16509180119640393,0.609827805696312,0.06681081320054706,0.30180370959549635,0.47765915762673317,0.06303756440661877
C1,no,Insulin,25.503355704697988,0.21945273367549162,0.06488730654905894,0.7576493617654542,0.2767964207759923,0.16509179953721415,0.6098278064623146,0.06681075958285179,0.30180370959222197,0.4776591582215022,0.06303756417682045
C1,no,Insulin,25.838926174496645,0.2194527337364924,0.06488730606894955,0.7576493603359736,0.2767964170861524,0.16509179813631653,0.6098278071070897,0.0668107148000747,0.30180370959273306,0.4776591588384305,0.06303756398310889
C1,no,Insulin,26.174496644295303,0.21945273381141045,0.06488730565419133,0.7576493584852027,0.27679641399061333,0.16509179696377882,0.6098278076500927,0.06681067739662977,0.30180370959463276,0.4776591592398014,0.06303756382478876
C1,no,Insulin,26.51006711409396,0.21945273382572766,0.06488730532666569,0.7576493585341567,0.27679641143844363,0.1650917959545626,0.6098278081137011,0.0668106461897118,0.30180370960277153,0.47765915983990553,0.06303756368507107
C1,no,Insulin,26.845637583892618,0.21945273385787137,0.06488730504181384,0.757649357996791,0.2767964092960558,0.16509179511171945,0.6098278085043806,0.06681062013343776,0.3018037096103455,0.4776591602410322,0.06303756357081486
C1,no,Insulin,27.181208053691275,0.21945273394602385,0.06488730477572123,0.7576493556234329,0.27679640746863904,0.16509179443090302,0.6098278088275085,0.06681059835902826,0.3018037096125937,0.47765916025127175,0.06303756348449338
C1,no,Insulin,27.516778523489933,0.21945273399559972,0.06488730456135379,0.757649354456777,0.27679640595415395,0.16509179384223255,0.6098278091051811,0.06681058012687742,0.3018037096186176,0.47765916039589984,0.0630375634072765
C1,no,Insulin,27.85234899328859,0.2194527340633765,0.06488730437327976,0.7576493525623156,0.276796404673714,0.1650917933728481,0.6098278093292994,0.06681056491560654,0.30180370961883024,0.4776591603642123,0.06303756334840853
C1,no,Insulin,28.18791946308725,0.2194527341342196,0.0648873042114081,0.7576493504694328,0.27679640359217084,0.16509179299345092,0.6098278095117177,0.06681055217661429,0.3018037096158909,0.47765916025457617,0.06303756330232729
C1,no,Insulin,28.52348993288591,0.21945273418892222,0.06488730407863677,0.7576493488405581,0.2767964026873429,0.16509179267650403,0.6098278096630114,0.06681054148949415,0.30180370961291203,0.47765916018516275,0.06303756326352679
C1,no,Insulin,28.859060402684566,0.2194527342216479,0.06488730397761149,0.7576493478133955,0.27679640194652727,0.16509179242064442,0.6098278097821406,0.06681053266352556,0.3018037096084356,0.477659160184789,0.06303756323185913
C1,no,Insulin,29.194630872483224,0.2194527342511204,0.06488730389234976,0.7576493468682639,0.2767964013185602,0.16509179220832482,0.6098278098805144,0.06681052519984228,0.30180370960362535,0.47765916017264837,0.06303756320599771
C1,no,Insulin,29.53020134228188,0.21945273426701928,0.06488730382614566,0.7576493463534657,0.27679640080290246,0.16509179203027563,0.6098278099611247,0.06681051901339097,0.30180370959984604,0.4776591602084558,0.06303756318418445
C1,no,Insulin,29.86577181208054,0.21945273427136924,0.06488730377543521,0.7576493462278328,0.27679640038357617,0.1650917918785192,0.6098278100282477,0.06681051391981435,0.30180370959774855,0.47765916028790817,0.06303756316548365
C1,no,Insulin,30.201342281879196,0.2194527342736116,0.06488730373364429,0.7576493461682241,0.2767964000317461,0.16509179175072927,0.6098278100842855,0.06681050963702044,0.3018037095959601,0.4776591603625736,0.06303756314998493
C1,no,Insulin,30.536912751677853,0.2194527342777651,0.06488730369712381,0.7576493460842479,0.276796399741812,0.16509179164198617,0.6098278101326694,0.06681050612005415,0.3018037095955548,0.4776591604165237,0.0630375631373745
C1,no,Insulin,30.87248322147651,0.21945273427082712,0.0648873036706231,0.757649346346557,0.2767963994966018,0.16509179154417322,0.6098278101743375,0.06681050307077792,0.30180370959573066,0.47765916052012,0.06303756312550185
C1,no,Insulin,31.20805369127517,0.21945273425898787,0.06488730365034674,0.7576493467644186,0.27679639928786165,0.1650917914568152,0.609827810210693,0.0668105004316177,0.3018037095963688,0.4776591606418789,0.06303756311466838
C1,no,Insulin,31.543624161073826,0.21945273425205636,0.06488730363123561,0.7576493470367747,0.27679639911067916,0.1650917913820887,0.6098278102426277,0.06681049821127126,0.3018037095973342,0.47765916073012116,0.0630375631057899
C1,no,Insulin,31.879194630872483,0.21945273425651907,0.06488730361021212,0.7576493469532746,0.2767963989609977,0.16509179132259835,0.609827810270085,0.06681049640702795,0.3018037095981638,0.4776591607493621,0.06303756309957763
C1,no,Insulin,32.214765100671144,0.21945273427845535,0.06488730358465651,0.7576493463145937,0.2767963988366028,0.16509179128167067,0.6098278102925829,0.0668104950360892,0.3018037095983544,0.47765916066567926,0.06303756309681298
C1,no,Insulin,32.5503355704698,0.21945273428138895,0.06488730356756904,0.7576493462875131,0.27679639872039796,0.16509179123175569,0.6098278103161361,0.06681049362697501,0.30180370959990227,0.4776591606860963,0.06303756309141696
C1,no,Insulin,32.88590604026846,0.2194527342864409,0.06488730355154165,0.7576493461849921,0.27679639862014405,0.1650917911895107,0.6098278103368052,0.06681049242803923,0.30180370960126834,0.4776591606897607,0.06303756308691846
C1,no,Insulin,33.22147651006711,0.2194527342937576,0.06488730353702293,0.7576493459922609,0.27679639853728305,0.16509179115689576,0.6098278103536035,0.06681049145936684,0.30180370960211284,0.4776591606741954,0.06303756308353463
C1,no,Insulin,33.557046979865774,0.21945273430333248,0.0648873035248278,0.7576493456974057,0.2767963984752,0.16509179113678324,0.6098278103650759,0.06681049076402135,0.30180370960204017,0.4776591606370419,0.0630375630815945
C1,no,Insulin,33.89261744966443,0.2194527343140803,0.06488730351469828,0.7576493453419658,0.2767963984292714,0.1650917911260865,0.6098278103724118,0.06681049027712146,0.30180370960127895,0.47765916058639213,0.06303756308068247
C1,no,Insulin,34.22818791946309,0.21945273432308912,0.06488730350414047,0.7576493450618129,0.2767963983788251,0.1650917911102078,0.6098278103819591,0.06681048972006043,0.30180370960123015,0.47765916054913565,0.06303756307894608
C1,no,Insulin,34.56375838926175,0.2194527343304384,0.064887303495916,0.7576493448238104,0.27679639833893394,0.1650917910988028,0.6098278103890267,0.06681048928192497,0.301803709600932,0.47765916051718704,0.0630375630775546
C1,no,Insulin,34.899328859060404,0.21945273433464701,0.06488730349096423,0.7576493446746135,0.27679639831148206,0.16509179109199076,0.6098278103931876,0.06681048897570196,0.3018037096003999,0.4776591604982896,0.06303756307648666
C1,no,Insulin,35.234899328859065,0.21945273433398393,0.06488730349044043,0.7576493446690268,0.27679639829925534,0.16509179109008468,0.6098278103938728,0.06681048882366049,0.30180370959966507,0.477659160501386,0.0630375630757432
C1,no,Insulin,35.57046979865772,0.2194527343326693,0.06488730349088317,0.7576493446815917,0.2767963982914675,0.16509179108998961,0.6098278103934914,0.06681048872210096,0.3018037095988435,0.4776591605067448,0.06303756307517502
C1,no,Insulin,35.90604026845638,0.21945273433299212,0.06488730349035708,0.7576493446460805,0.2767963982821583,0.16509179108978067,0.609827810393464,0.06681048861327445,0.30180370959804803,0.47765916050393337,0.063037563074702
C1,no,Insulin,36.241610738255034,0.21945273433220588,0.06488730349087209,0.757649344649827,0.2767963982774399,0.16509179109050587,0.6098278103926605,0.06681048855309843,0.3018037095973535,0.4776591605067745,0.06303756307439944
C1,no,Insulin,36.577181208053695,0.2194527343304778,0.06488730349218855,0.7576493446921895,0.27679639827694213,0.16509179109156952,0.6098278103914007,0.06681048853776926,0.3018037095968855,0.4776591605150494,0.063037563074277
C1,no,Insulin,36.91275167785235,0.21945273432804085,0.06488730349403675,0.7576493447710871,0.2767963982804599,0.16509179109238614,0.6098278103900205,0.06681048856588302,0.3018037095967891,0.4776591605282187,0.06303756307435787
C1,no,Insulin,37.24832214765101,0.21945273432480172,0.06488730349636924,0.7576493448712429,0.27679639828363106,0.16509179109330116,0.6098278103883349,0.06681048858487887,0.3018037095965599,0.4776591605453885,0.06303756307438979
C1,no,Insulin,37.58389261744966,0.21945273432296586,0.06488730349808877,0.7576493449262687,0.27679639828775027,0.16509179109505792,0.6098278103867176,0.06681048862466632,0.30180370959634023,0.47765916055437163,0.06303756307458654
C1,no,Insulin,37.919463087248324,0.2194527343215345,0.06488730349944287,0.7576493449740872,0.27679639829165137,0.16509179109624855,0.6098278103854778,0.06681048866399714,0.30180370959627245,0.47765916056188734,0.06303756307485076
C1,no,Insulin,38.25503355704698,0.2194527343212678,0.06488730349995868,0.7576493449903946,0.27679639829470376,0.16509179109688593,0.6098278103848531,0.06681048870011849,0.3018037095963634,0.4776591605638011,0.06303756307520501
C1,no,Insulin,38.59060402684564,0.21945273432124549,0.06488730350024581,0.7576493450025286,0.27679639829759867,0.1650917910971502,0.6098278103844712,0.06681048873563081,0.3018037095965509,0.4776591605648565,0.06303756307560582
C1,no,Insulin,38.9261744966443,0.21945273431258702,0.06488730350604165,0.7576493452824756,0.27679639830728753,0.16509179109801375,0.6098278103810739,0.06681048879849552,0.30180370959644554,0.477659160611856,0.06303756307569686
C1,no,Insulin,39.261744966442954,0.21945273430405157,0.06488730351172056,0.7576493455600917,0.27679639831684894,0.1650917910986933,0.609827810377799,0.0668104888604753,0.3018037095963831,0.4776591606584015,0.06303756307581505
C1,no,Insulin,39.597315436241615,0.21945273429612483,0.06488730351698649,0.7576493458195064,0.27679639832586833,0.165091791099229,0.609827810374784,0.0668104889196916,0.3018037095963591,0.4776591607018087,0.06303756307597222
C1,no,Insulin,39.93288590604027,0.21945273428929243,0.06488730352154336,0.7576493460448497,0.276796398333931,0.16509179109966107,0.6098278103721667,0.06681048897426584,0.3018037095963693,0.47765916073939296,0.06303756307618014
C1,no,Insulin,40.26845637583893,0.21945273428404005,0.06488730352509513,0.7576493462202516,0.27679639834062236,0.1650917911000297,0.609827810370085,0.0668104890223194,0.3018037095964093,0.47765916076846987,0.06303756307645059
C1,no,Insulin,40.604026845637584,0.21945273428085335,0.06488730352734573,0.7576493463298418,0.2767963983455278,0.16509179110037503,0.6098278103686766,0.06681048906197373,0.3018037095964747,0.47765916078635495,0.06303756307679535
C1,no,Insulin,40.939597315436245,0.219452734280218,0.0648873035279991,0.7576493463577503,0.27679639834823266,0.1650917911007373,0.6098278103680793,0.06681048909135026,0.30180370959656105,0.47765916079036375,0.0630375630772262
C1,no,Insulin,41.2751677852349,0.21945273428261963,0.06488730352675917,0.7576493462881068,0.27679639834832237,0.16509179110115665,0.6098278103684308,0.06681048910857039,0.30180370959666414,0.47765916077781173,0.06303756307775493
C1,no,Insulin,41.61073825503356,0.21945273428854395,0.0648873035233299,0.7576493461050413,0.2767963983453822,0.1650917911016733,0.6098278103698689,0.06681048911175556,0.30180370959677943,0.47765916074601444,0.06303756307839334
C1,no,Insulin,41.946308724832214,0.2194527342984766,0.06488730351741522,0.7576493457926837,0.27679639833899766,0.16509179110232738,0.6098278103725314,0.06681048909902718,0.30180370959690267,0.4776591606922874,0.06303756307915317
C1,no,Insulin,42.281879194630875,0.21945273430947587,0.06488730351081341,0.7576493454455671,0.27679639833156827,0.16509179110296657,0.6098278103755673,0.06681048908041314,0.3018037095970302,0.4776591606326992,0.06303756307991758
