,,,Slide ID,Cdc20,CycA,cdh1,E2F,CycE,Rb,p27,CycD,CycB,UbcH10
C1,no,Insulin,42.61744966442953,0.21945273430839038,0.06488730351156152,0.757649345487101,0.27679639833387654,0.1650917911028647,0.6098278103751805,0.06681048910140915,0.3018037095971605,0.4776591606391809,0.06303756308018627
C1,no,Insulin,42.95302013422819,0.21945273430757248,0.06488730351211218,0.7576493455191621,0.2767963983357643,0.16509179110272879,0.6098278103749322,0.0668104891189124,0.3018037095972868,0.47765916064411895,0.0630375630804166
C1,no,Insulin,43.28859060402685,0.21945273430708004,0.06488730351243073,0.7576493455396607,0.2767963983371681,0.16509179110257494,0.6098278103748364,0.06681048913253046,0.30180370959740466,0.4776591606471695,0.06303756308060428
C1,no,Insulin,43.624161073825505,0.21945273430697096,0.06488730351248252,0.7576493455465071,0.2767963983380247,0.16509179110241937,0.6098278103749076,0.0668104891418709,0.3018037095975099,0.47765916064798886,0.06303756308074505
C1,no,Insulin,43.959731543624166,0.21945273430730305,0.0648873035122329,0.7576493455376112,0.2767963983382707,0.16509179110227817,0.6098278103751602,0.06681048914654127,0.30180370959759817,0.4776591606462332,0.06303756308083462
C1,no,Insulin,44.29530201342282,0.21945273430813425,0.06488730351164725,0.7576493455108833,0.2767963983378427,0.1650917911021675,0.6098278103756085,0.06681048914614914,0.3018037095976652,0.47765916064155883,0.06303756308086872
C1,no,Insulin,44.63087248322148,0.21945273430952236,0.06488730351069087,0.7576493454642335,0.27679639833667735,0.16509179110210354,0.6098278103762669,0.06681048914030203,0.30180370959770675,0.4776591606336219,0.06303756308084307
C1,no,Insulin,44.966442953020135,0.2194527343115253,0.06488730350932914,0.7576493453955718,0.27679639833471126,0.16509179110210237,0.6098278103771497,0.06681048912860756,0.3018037095977185,0.47765916062207864,0.06303756308075338
C1,no,Insulin,45.302013422818796,0.2194527343142009,0.06488730350752742,0.7576493453028086,0.27679639833188113,0.1650917911021802,0.6098278103782714,0.06681048911067325,0.30180370959769626,0.47765916060658525,0.06303756308059537
C1,no,Insulin,45.63758389261745,0.21945273431760703,0.06488730350525104,0.7576493451838539,0.27679639832812347,0.1650917911023531,0.6098278103796463,0.06681048908610666,0.3018037095976356,0.4776591605867981,0.06303756308036478
C1,no,Insulin,45.97315436241611,0.2194527343210005,0.06488730350297328,0.7576493450649743,0.27679639832426844,0.16509179110251299,0.6098278103810286,0.066810489060266,0.30180370959756875,0.4776591605670623,0.06303756308010927
C1,no,Insulin,46.308724832214764,0.21945273432213175,0.06488730350212245,0.757649345025755,0.27679639832282577,0.16509179110231798,0.609827810381684,0.06681048904932221,0.30180370959759667,0.47765916056054014,0.06303756307997421
C1,no,Insulin,46.644295302013425,0.2194527343231826,0.06488730350131725,0.757649344988924,0.27679639832136343,0.16509179110211375,0.6098278103823161,0.06681048903763621,0.30180370959761826,0.47765916055445556,0.06303756307981759
C1,no,Insulin,46.97986577181208,0.21945273432413026,0.0648873035005742,0.7576493449552492,0.27679639831990815,0.16509179110190395,0.6098278103829131,0.06681048902539505,0.3018037095976329,0.4776591605489373,0.06303756307964035
C1,no,Insulin,47.31543624161074,0.21945273432495177,0.06488730349990984,0.7576493449254983,0.2767963983184866,0.16509179110169217,0.6098278103834632,0.06681048901278583,0.30180370959764,0.4776591605441142,0.06303756307944346
C1,no,Insulin,47.6510067114094,0.21945273432562432,0.06488730349934073,0.7576493449004392,0.27679639831712544,0.16509179110148203,0.6098278103839544,0.06681048899999563,0.30180370959763897,0.47765916054011504,0.06303756307922785
C1,no,Insulin,47.986577181208055,0.21945273432612503,0.06488730349888337,0.7576493448808397,0.2767963983158513,0.16509179110127717,0.6098278103843751,0.06681048898721154,0.3018037095976292,0.47765916053706853,0.0630375630789945
C1,no,Insulin,48.322147651006716,0.21945273432643106,0.06488730349855434,0.7576493448674677,0.27679639831469083,0.16509179110108121,0.6098278103847132,0.06681048897462065,0.30180370959761005,0.4776591605351035,0.06303756307874436
C1,no,Insulin,48.65771812080537,0.2194527343265195,0.06488730349837014,0.7576493448610908,0.27679639831367076,0.16509179110089775,0.609827810384957,0.06681048896241006,0.30180370959758096,0.4776591605343487,0.06303756307847838
C1,no,Insulin,48.99328859060403,0.2194527343263675,0.06488730349834733,0.7576493448624771,0.27679639831281777,0.1650917911007304,0.6098278103850946,0.06681048895076683,0.30180370959754127,0.4776591605349329,0.06303756307819754
C1,no,Insulin,49.328859060402685,0.21945273432595222,0.06488730349850243,0.7576493448723942,0.2767963983121584,0.16509179110058284,0.6098278103851142,0.06681048893987805,0.3018037095974904,0.47765916053698493,0.06303756307790277
C1,no,Insulin,49.664429530201346,0.21945273432568838,0.064887303498848,0.7576493448865239,0.2767963983136693,0.16509179110079625,0.6098278103847224,0.06681048895712624,0.30180370959753744,0.4776591605389271,0.06303756307821565
C1,no,Insulin,50.0,0.21945273432579507,0.06488730349859646,0.7576493448781655,0.2767963983121424,0.16509179110051686,0.6098278103850557,0.06681048893876468,0.30180370959749064,0.4776591605379991,0.06303756307784081
