NON $ % + -
#NON	d	b	a	c
0.0	0.12062819173637684	0.1843442687883725	0.479998744400955	0.629660139020486
0.5050505050505051	0.09854425855279364	0.12687203330250316	0.39560484117432393	0.33460877816656076
1.0101010101010102	0.07972701041102352	0.08996910172154302	0.33714011241001257	0.2432934184156188
1.5151515151515151	0.06602809668586027	0.06814163898262786	0.30393366265371347	0.2129980400170338
2.0202020202020203	0.05688887311346416	0.05592095642213011	0.2874184859390573	0.20327167287886508
2.5252525252525255	0.051121131772613744	0.04935577983642995	0.28004108682973733	0.200737064097814
3.0303030303030303	0.04762017199226586	0.04595065817696483	0.2771001028440979	0.20057085273646003
3.5353535353535355	0.04555570743262683	0.04424180353562059	0.27611219092102013	0.201026018066579
4.040404040404041	0.044365085540767756	0.04341254455774533	0.27589702882227635	0.2015185901577852
4.545454545454546	0.04369033126672706	0.043024840828094886	0.2759414381748559	0.20189519831669703
5.050505050505051	0.04331324989702688	0.042851621597614055	0.27604369574977494	0.20214746046447862
5.555555555555556	0.04310490411302876	0.04277887776986499	0.27613606794418244	0.2023049459294399
6.0606060606060606	0.04299086109795541	0.04275118812853302	0.2762032012049747	0.20239906528686247
6.565656565656566	0.0429289209134948	0.042742542087136744	0.27624730260333513	0.2024536726391958
7.070707070707071	0.04289549839892776	0.042741238885218934	0.2762746194020595	0.20248468882466122
7.575757575757576	0.0428775616691865	0.042742301898882444	0.276290899357979	0.20250202736137973
8.080808080808081	0.04286798280130403	0.04274379333452065	0.27630034288889055	0.20251160052384268
8.585858585858587	0.042862887389085384	0.042745067418244555	0.2763057100174984	0.20251683391083516
9.090909090909092	0.04286018807531156	0.042745993913702277	0.2763087135534973	0.20251967147992833
9.595959595959597	0.04285876116089131	0.042746612685870974	0.2763103736089449	0.20252120027552964
10.101010101010102	0.04285801068583444	0.04274700564306941	0.27631128079411665	0.20252201801369143
10.606060606060607	0.04285761579607163	0.042747246558856866	0.27631177353248737	0.20252245424786555
11.111111111111112	0.04285740474874169	0.042747391122183974	0.27631204287716044	0.2025226898174073
11.616161616161618	0.04285729599910327	0.042747476067179664	0.2763121858287277	0.20252281290482999
12.121212121212121	0.042857239631366575	0.04274752583212436	0.27631226219745353	0.2025228775468941
12.626262626262626	0.04285721183764434	0.04274755360938646	0.2763123008608409	0.20252290980519455
13.131313131313131	0.04285719693898061	0.04274756911272142	0.27631232155191693	0.20252292710014067
13.636363636363637	0.042857188682467386	0.04274757777258201	0.2763123329302982	0.20252293665745894
