NON $ % + - . 0
#NON	c	f	b	d	e	a
0.0	0.4997472744136443	0.7341583244709209	0.3746630339673507	0.9054865839974844	0.7321965764790804	0.5791606519817528
0.5050505050505051	0.29526498877079066	0.42998851513808545	0.24708161958048747	0.3786898413744938	0.5363110473712261	0.432653028035072
1.0101010101010102	0.23398769602195263	0.26196955115235143	0.2147888020347153	0.2553999299359439	0.40141278121215085	0.36181422505375427
1.5151515151515151	0.21221899245585948	0.16977058265853143	0.1989624664790532	0.21859775829176928	0.3154997264071136	0.3213045751553065
2.0202020202020203	0.20226681044948427	0.1189003143591096	0.1874954953389871	0.20200438898817244	0.262524319022237	0.29522855151731875
2.5252525252525255	0.1965794487520753	0.09052571340566504	0.17901466279486342	0.1920654592098636	0.23003379504964247	0.2775979877923329
3.0303030303030303	0.1928730006882411	0.07449168633239399	0.17303057282000145	0.18553913042452388	0.21002324817269757	0.26554532608746423
3.5353535353535355	0.19032439255377986	0.06530723205556918	0.1689703157977147	0.18121182853814197	0.19762282359494904	0.2573469373252183
4.040404040404041	0.18855222779345335	0.059975905980671755	0.1662865264570838	0.1783721112372251	0.18989604278679278	0.25182823697408396
4.545454545454546	0.18732865763231293	0.056842439361928565	0.16454213733908196	0.17653033017841988	0.18506127405308073	0.2481551456329864
5.050505050505051	0.1864949401902161	0.05497984694386601	0.1634204207025879	0.17534662588864325	0.18202715125977767	0.24573565342207127
5.555555555555556	0.18593474513028121	0.05386159952815107	0.1627040274651674	0.17459068653099657	0.1801192559834859	0.24415595313113891
6.0606060606060606	0.18556306869106762	0.05318442326872179	0.16224848069165215	0.174109962654899	0.17891797207518303	0.243132027692689
6.565656565656566	0.18531908939797703	0.05277132804646342	0.161959600453052	0.17380509389230497	0.17816095231568096	0.24247221042464587
7.070707070707071	0.18516031968104915	0.05251777532178238	0.16177673109643498	0.17361209182559834	0.17768363694277614	0.24204899281811593
7.575757575757576	0.18505771258764736	0.052361351992789906	0.1616610987167681	0.17349004715412322	0.17738257703660962	0.24177852409325157
8.080808080808081	0.18499176226595418	0.052264449112226316	0.16158803604993144	0.1734129306749814	0.17719265384009708	0.24160617183626554
8.585858585858587	0.18494955047708087	0.05220420147969906	0.1615418884895587	0.17336422180989228	0.17707281200291844	0.24149657983823014
9.090909090909092	0.1849226206494213	0.05216664387848944	0.16151274924405523	0.17333346483928208	0.17699719094401747	0.24142701599730304
9.595959595959597	0.18490548363303003	0.05214317638758202	0.16149435240287585	0.17331404646333803	0.17694946997199237	0.24138291866689335
10.101010101010102	0.18489460004292563	0.052128484784387884	0.16148274358007614	0.17330179324448466	0.17691935305761836	0.24135499446605255
10.606060606060607	0.18488769678403685	0.05211927469809797	0.16147540777393318	0.17329404954173033	0.17690034815034952	0.2413373235711406
11.111111111111112	0.18488332478856265	0.052113492635189676	0.16147078476936033	0.17328917008008954	0.17688835238873743	0.24132615006933103
11.616161616161618	0.1848805577878787	0.05210985998943535	0.16146786578047337	0.17328608904296858	0.1768807826938992	0.24131908787503964
12.121212121212121	0.1848788077912454	0.052107575795230676	0.161466023325544	0.1732841442735113	0.17687600574254084	0.24131462586189015
12.626262626262626	0.18487770147470478	0.05210613839578269	0.16146486040617208	0.17328291677027752	0.1768729908313283	0.24131180719261697
13.131313131313131	0.18487700149658137	0.052105232206535644	0.1614641255262929	0.17328214108003898	0.17687108559581816	0.24131002479032593
13.636363636363637	0.18487655885748577	0.052104660835605374	0.16146366137149504	0.1732816511631029	0.17686988188939606	0.241308898141892
14.141414141414142	0.18487628136691125	0.052104303818406306	0.16146337061953372	0.1732813442653523	0.1768691281489991	0.2413081922103302
14.646464646464647	0.1848761055378146	0.05210407797672514	0.16146318610736424	0.17328114946345455	0.17686865091834636	0.2413077450420966
