NON $ % + - . 0
#NON	c	f	b	d	e	a
15.151515151515152	0.18487599401722649	0.05210393474119729	0.16146306917148537	0.17328102601433024	0.17686834812083901	0.24130746138204293
15.656565656565657	0.18487592424458127	0.05210384501172675	0.1614629971426626	0.1732809501147117	0.17686815805681666	0.24130728371101964
16.161616161616163	0.18487588056756965	0.052103788490860434	0.16146295359396212	0.1732809044384106	0.17686803806527165	0.24130717214978273
16.666666666666668	0.18487585246508528	0.052103751927495404	0.16146292570838938	0.1732808752272994	0.17686796057362925	0.24130710025954366
17.171717171717173	0.18487583407947808	0.052103728836768316	0.16146290482964978	0.17328085297948942	0.1768679118002049	0.2413070538884748
17.67676767676768	0.18487582227897828	0.05210371489649028	0.16146288915460433	0.1732808359716035	0.1768678823549911	0.24130702477626648
18.181818181818183	0.1848758153743258	0.05210370589315473	0.161462882509296	0.17328082902919348	0.17686786320815825	0.24130700707807295
18.68686868686869	0.18487581057657773	0.05210369978685231	0.16146287746233182	0.17328082369584982	0.17686785023401272	0.24130699489510388
19.191919191919194	0.18487580756618205	0.05210369594708256	0.16146287431915995	0.17328082037825726	0.1768678420734908	0.24130698724393934
19.6969696969697	0.18487580552236837	0.05210369333944721	0.1614628721873898	0.17328081812867355	0.1768678365309382	0.24130698204864717
20.202020202020204	0.1848758044747115	0.052103692001314476	0.16146287109890337	0.17328081698092387	0.17686783368568162	0.24130697938410262
20.70707070707071	0.1848758035172775	0.05210369077939751	0.16146287010141472	0.17328081592861327	0.17686783108782847	0.24130697694984354
21.212121212121215	0.1848758034839932	0.052103690736621286	0.1614628700678047	0.1732808158934585	0.17686783099603026	0.24130697686468877
21.71717171717172	0.1848758034707794	0.05210369071976142	0.1614628700541389	0.17328081587908445	0.17686783095991104	0.24130697683099409
22.222222222222225	0.18487580345756555	0.052103690702901544	0.1614628700404731	0.17328081586471042	0.17686783092379182	0.24130697679729943
22.72727272727273	0.18487580344435173	0.05210369068604167	0.16146287002680734	0.1732808158503364	0.1768678308876726	0.24130697676360477
23.232323232323235	0.18487580343377785	0.05210369067255522	0.16146287001585857	0.17328081583881658	0.1768678308587858	0.24130697673664755
23.73737373737374	0.18487580342896548	0.05210369066643097	0.16146287001083956	0.17328081583352595	0.17686783084568308	0.24130697672439436
24.242424242424242	0.18487580342415308	0.05210369066030672	0.16146287000582055	0.17328081582823535	0.17686783083258037	0.24130697671214113
24.747474747474747	0.1848758034193407	0.05210369065418247	0.16146287000080153	0.17328081582294472	0.17686783081947768	0.2413069766998879
25.252525252525253	0.18487580341682114	0.05210369065097615	0.16146286999817333	0.1732808158201742	0.17686783081261837	0.24130697669347284
25.757575757575758	0.1848758034165611	0.05210369065064547	0.16146286999790133	0.17328081581988722	0.17686783081191187	0.2413069766928113
26.262626262626263	0.18487580341630105	0.05210369065031479	0.16146286999762935	0.17328081581960025	0.1768678308112054	0.24130697669214973
26.767676767676768	0.184875803416041	0.05210369064998411	0.16146286999735734	0.17328081581931326	0.17686783081049892	0.24130697669148818
27.272727272727273	0.18487580341578097	0.05210369064965343	0.16146286999708537	0.17328081581902627	0.17686783080979246	0.24130697669082662
27.77777777777778	0.18487580341552093	0.05210369064932275	0.16146286999681336	0.1732808158187393	0.17686783080908597	0.24130697669016507
28.282828282828284	0.1848758034152609	0.05210369064899207	0.16146286999654136	0.1732808158184523	0.17686783080837948	0.2413069766895035
28.78787878787879	0.18487580341500084	0.0521036906486614	0.16146286999626938	0.17328081581816535	0.17686783080767302	0.24130697668884193
29.292929292929294	0.1848758034147408	0.05210369064833072	0.16146286999599738	0.17328081581787835	0.17686783080696653	0.24130697668818038
29.7979797979798	0.18487580341448076	0.05210369064800004	0.1614628699957254	0.17328081581759136	0.17686783080626003	0.24130697668751883
30.303030303030305	0.18487580341422072	0.05210369064766936	0.1614628699954534	0.1732808158173044	0.17686783080555357	0.24130697668685727
30.80808080808081	0.18487580341396068	0.05210369064733868	0.16146286999518142	0.1732808158170174	0.17686783080484708	0.24130697668619572
31.313131313131315	0.18487580341370063	0.052103690647008	0.1614628699949094	0.1732808158167304	0.17686783080414062	0.24130697668553416
31.81818181818182	0.1848758034134406	0.05210369064667732	0.1614628699946374	0.17328081581644345	0.17686783080343413	0.2413069766848726
32.323232323232325	0.18487580341318055	0.05210369064634664	0.16146286999436543	0.17328081581615645	0.17686783080272764	0.24130697668421106
32.82828282828283	0.1848758034129205	0.05210369064601596	0.16146286999409343	0.17328081581586946	0.17686783080202118	0.2413069766835495
33.333333333333336	0.18487580341266047	0.05210369064568528	0.16146286999382145	0.1732808158155825	0.17686783080131468	0.24130697668288795
33.83838383838384	0.18487580341240042	0.0521036906453546	0.16146286999354945	0.1732808158152955	0.1768678308006082	0.2413069766822264
34.343434343434346	0.1848758034121404	0.05210369064502392	0.16146286999327744	0.17328081581500854	0.17686783079990173	0.24130697668156484
34.84848484848485	0.18487580341188037	0.05210369064469324	0.16146286999300546	0.17328081581472154	0.17686783079919524	0.24130697668090328
35.35353535353536	0.18487580341162033	0.05210369064436256	0.16146286999273346	0.17328081581443455	0.17686783079848878	0.24130697668024173
35.85858585858586	0.18487580341136028	0.05210369064403188	0.16146286999246148	0.1732808158141476	0.1768678307977823	0.24130697667958018
36.36363636363637	0.18487580341110024	0.0521036906437012	0.16146286999218948	0.1732808158138606	0.1768678307970758	0.24130697667891862
36.86868686868687	0.1848758034108402	0.05210369064337052	0.1614628699919175	0.1732808158135736	0.17686783079636934	0.24130697667825707
37.37373737373738	0.18487580341058016	0.05210369064303984	0.1614628699916455	0.17328081581328664	0.17686783079566284	0.2413069766775955
37.87878787878788	0.18487580341032012	0.052103690642709165	0.1614628699913735	0.17328081581299964	0.17686783079495635	0.24130697667693396
38.38383838383839	0.18487580341006007	0.052103690642378485	0.16146286999110152	0.17328081581271268	0.1768678307942499	0.2413069766762724
38.88888888888889	0.18487580340980003	0.052103690642047805	0.1614628699908295	0.1732808158124257	0.1768678307935434	0.24130697667561085
39.3939393939394	0.18487580340954	0.052103690641717125	0.16146286999055753	0.1732808158121387	0.17686783079283694	0.2413069766749493
39.8989898989899	0.18487580340927995	0.052103690641386445	0.16146286999028553	0.17328081581185173	0.17686783079213045	0.24130697667428774
40.40404040404041	0.1848758034090199	0.052103690641055765	0.16146286999001355	0.17328081581156474	0.17686783079142396	0.2413069766736262
40.909090909090914	0.18487580340875986	0.052103690640725085	0.16146286998974155	0.17328081581127774	0.1768678307907175	0.24130697667296463
41.41414141414142	0.18487580340849982	0.052103690640394405	0.16146286998946954	0.17328081581099078	0.176867830790011	0.24130697667230308
41.919191919191924	0.18487580340823978	0.052103690640063725	0.16146286998919757	0.1732808158107038	0.17686783078930451	0.24130697667164153
42.42424242424243	0.18487580340797974	0.052103690639733045	0.16146286998892556	0.17328081581041682	0.17686783078859805	0.24130697667097997
42.929292929292934	0.1848758034077197	0.052103690639402366	0.16146286998865358	0.17328081581012983	0.17686783078789156	0.24130697667031842
43.43434343434344	0.18487580340745965	0.052103690639071686	0.16146286998838158	0.17328081580984284	0.1768678307871851	0.24130697666965686
43.939393939393945	0.1848758034071996	0.052103690638741006	0.16146286998810958	0.17328081580955587	0.1768678307864786	0.2413069766689953
44.44444444444445	0.18487580340703746	0.052103690638534796	0.16146286998794	0.17328081580937688	0.17686783078603807	0.24130697666858278
44.949494949494955	0.18487580340702342	0.05210369063851694	0.16146286998792528	0.17328081580936136	0.17686783078599996	0.24130697666854709
45.45454545454546	0.18487580340700938	0.05210369063849909	0.1614628699879106	0.17328081580934587	0.17686783078596185	0.2413069766685114
45.959595959595966	0.18487580340699533	0.052103690638481234	0.1614628699878959	0.17328081580933036	0.17686783078592375	0.24130697666847567
46.46464646464647	0.18487580340698131	0.05210369063846338	0.1614628699878812	0.17328081580931484	0.17686783078588564	0.24130697666843998
46.969696969696976	0.18487580340696727	0.05210369063844553	0.16146286998786652	0.17328081580929935	0.17686783078584756	0.24130697666840428
47.47474747474748	0.18487580340695323	0.05210369063842767	0.16146286998785184	0.17328081580928384	0.17686783078580945	0.24130697666836856
47.979797979797986	0.18487580340693918	0.05210369063840982	0.16146286998783715	0.17328081580926835	0.17686783078577134	0.24130697666833287
48.484848484848484	0.18487580340692517	0.052103690638391965	0.16146286998782244	0.17328081580925284	0.17686783078573323	0.24130697666829717
48.98989898989899	0.18487580340691112	0.05210369063837411	0.16146286998780776	0.17328081580923732	0.17686783078569512	0.24130697666826148
49.494949494949495	0.18487580340689708	0.05210369063835626	0.16146286998779308	0.17328081580922183	0.17686783078565702	0.24130697666822576
50.0	0.18487580340688303	0.052103690638338404	0.1614628699877784	0.17328081580920632	0.17686783078561893	0.24130697666819007
