,,,Slide ID,a,c,b,d,e,f
C1,no,Insulin,11.111111111111112,0.0018763155396338805,0.024795341382776396,0.3618121336264622,0.030075944843739832,0.0015928405086717817,0.007551144754746804
C1,no,Insulin,11.616161616161618,0.0018664488540531695,0.024703447138006183,0.36181158914224304,0.029979069584735316,0.0015848596954483854,0.0075190303966769035
C1,no,Insulin,12.121212121212121,0.0018589169471707773,0.024633231670326047,0.36181128429741843,0.029904978524990022,0.0015787657529322155,0.007494497669719943
C1,no,Insulin,12.626262626262626,0.0018531626183958792,0.024579540444589168,0.3618111144583202,0.029848276272175837,0.0015741089766961507,0.007475740754466733
C1,no,Insulin,13.131313131313131,0.00184876316619415,0.024538479543418527,0.3618110203193278,0.029804899977536894,0.0015705481571258824,0.007461400359591917
C1,no,Insulin,13.636363636363637,0.0018453964959476172,0.024507038847190642,0.36181096608623753,0.029771667656724305,0.0015678229346628722,0.007450419487111987
C1,no,Insulin,14.141414141414142,0.001842819686494682,0.02448296650796835,0.3618109357150604,0.029746215815412126,0.001565736872976489,0.007442012990389344
C1,no,Insulin,14.646464646464647,0.0018408468771391898,0.024464531625188145,0.36181091872345494,0.029726719580625574,0.0015641396603047301,0.007435575640912736
C1,no,Insulin,15.151515151515152,0.0018393360506249107,0.024450410861720073,0.3618109092114024,0.029711783058590086,0.001562916406151127,0.007430645025532599
C1,no,Insulin,15.656565656565657,0.0018381785607049091,0.024439590946381023,0.36181090386155385,0.029700336556423484,0.001561979195004532,0.007426867154288865
C1,no,Insulin,16.161616161616163,0.001837291752507857,0.02443130025509488,0.36181090089882356,0.029691564766317853,0.0015612611272473862,0.0074239724932721315
C1,no,Insulin,16.666666666666668,0.0018366126457996866,0.02442495027653983,0.3618108992988751,0.029684845303260873,0.0015607112215482526,0.007421755418406463
C1,no,Insulin,17.171717171717173,0.0018360922270696093,0.02442008379919952,0.36181089835975505,0.029679695314131782,0.00156028981004475,0.007420056280023189
C1,no,Insulin,17.67676767676768,0.0018356933522175665,0.02441635476711026,0.36181089780686465,0.02967574982425788,0.0015599668230312864,0.007418754462801125
C1,no,Insulin,18.181818181818183,0.0018353876767415243,0.024413497223450202,0.36181089752345397,0.02967272669474563,0.0015597192945275415,0.007417757047339991
C1,no,Insulin,18.68686868686869,0.0018351535525525842,0.02441130656244014,0.3618108973660587,0.02967040728019002,0.0015595296909722636,0.007416992091221718
C1,no,Insulin,19.191919191919194,0.0018349742176120502,0.02440962690511605,0.3618108972517621,0.02966862708565739,0.0015593844650800572,0.007416405090301632
C1,no,Insulin,19.6969696969697,0.0018348365944064983,0.024408341126718233,0.3618108971925529,0.02966726718117453,0.0015592730422008018,0.007415956284301977
C1,no,Insulin,20.202020202020204,0.0018347308433974106,0.024407358014587384,0.3618108971716113,0.02966623256337527,0.001559187416456445,0.007415614389402397
C1,no,Insulin,20.70707070707071,0.0018346501500734126,0.02440660178914567,0.3618108971528039,0.02966543089507276,0.0015591220544434032,0.007415350150235038
C1,no,Insulin,21.212121212121215,0.0018345883373683742,0.02440602155155213,0.3618108971403539,0.029664814628839856,0.0015590719952528773,0.007415147095603178
C1,no,Insulin,21.71717171717172,0.0018345408859868648,0.024405577156719687,0.36181089713337045,0.029664343674681466,0.0015590335681661227,0.007414991810880169
C1,no,Insulin,22.222222222222225,0.001834504511195494,0.024405236822627442,0.36181089712947173,0.02966398332818668,0.001559004111535144,0.0074148729624348994
C1,no,Insulin,22.72727272727273,0.0018344768030031918,0.02440497765327962,0.36181089712739006,0.029663708996348924,0.0015589816732975309,0.0074147824758272465
C1,no,Insulin,23.232323232323235,0.0018344554925963858,0.0244047782990744,0.36181089712612935,0.029663497952689407,0.001558964415939532,0.007414712867292811
C1,no,Insulin,23.73737373737374,0.0018344391220736433,0.024404625005770127,0.3618108971252595,0.029663335519822347,0.001558951158675862,0.007414659308171184
C1,no,Insulin,24.242424242424242,0.0018344264905925589,0.02440450644751151,0.3618108971245605,0.029663209614349408,0.0015589409289433883,0.00741461782360634
C1,no,Insulin,24.747474747474747,0.0018344164929097503,0.024404412304091756,0.36181089712418085,0.02966310932760515,0.0015589328318357115,0.007414584816798531
C1,no,Insulin,25.252525252525253,0.0018344095063791835,0.024404346016186792,0.3618108971242068,0.029663038212651816,0.0015589271727668565,0.007414561468492742
C1,no,Insulin,25.757575757575758,0.0018344038794366106,0.02440429289765943,0.36181089712438474,0.029662981490872403,0.0015589226154996202,0.007414542820426
C1,no,Insulin,26.262626262626263,0.0018343994319623062,0.02440425328792738,0.361810897124458,0.02966294157157143,0.0015589190168059412,0.007414529425934823
C1,no,Insulin,26.767676767676768,0.0018343960554636474,0.02440422274013215,0.3618108971244905,0.029662910281232954,0.0015589162839564595,0.00741451898579274
C1,no,Insulin,27.272727272727273,0.0018343935226721347,0.02440419876641358,0.3618108971245106,0.02966288461858548,0.0015589142324947494,0.007414510554553906
C1,no,Insulin,27.77777777777778,0.0018343914099321244,0.0244041786900832,0.3618108971245259,0.029662863049466717,0.001558912521149164,0.007414503477124066
C1,no,Insulin,28.282828282828284,0.0018343897951488143,0.024404163540920704,0.36181089712453424,0.029662846968212322,0.0015589112134247,0.007414498178280812
C1,no,Insulin,28.78787878787879,0.0018343886020042459,0.024404152513617727,0.36181089712453735,0.02966283542994847,0.001558910247392088,0.007414494357058465
C1,no,Insulin,29.292929292929294,0.001834387584061252,0.024404143007765184,0.3618108971245405,0.02966282538359738,0.0015589094230764584,0.0074144910416133
C1,no,Insulin,29.7979797979798,0.001834386879779859,0.024404136484395572,0.36181089712454084,0.02966281854339848,0.0015589088528331267,0.007414488777972968
C1,no,Insulin,30.303030303030305,0.0018343863747194596,0.02440413182919108,0.36181089712453995,0.02966281368546695,0.0015589084439267856,0.00741448716759435
C1,no,Insulin,30.80808080808081,0.0018343859521862366,0.02440412790589419,0.3618108971245396,0.02966280956182102,0.001558908101796271,0.007414485804087451
C1,no,Insulin,31.313131313131315,0.001834385697863584,0.02440412554881132,0.36181089712453857,0.029662807088801552,0.0015589078958738946,0.007414484985847466
C1,no,Insulin,31.81818181818182,0.0018343854798765484,0.02440412352518855,0.3618108971245378,0.029662804962275698,0.0015589077193675388,0.007414484282644893
C1,no,Insulin,32.323232323232325,0.0018343852966320202,0.024404121820133646,0.36181089712453735,0.02966280316648892,0.0015589075709871053,0.007414483689282364
C1,no,Insulin,32.82828282828283,0.0018343851933212895,0.02440412085609029,0.36181089712453685,0.02966280214834525,0.0015589074873284263,0.007414483353192169
C1,no,Insulin,33.333333333333336,0.0018343851641874165,0.02440412057980903,0.36181089712453635,0.029662801852084388,0.00155890746373032,0.007414483255912693
C1,no,Insulin,33.83838383838384,0.00183438510344805,0.02440412001284439,0.361810897124536,0.029662801253124656,0.0015589074145447252,0.0074144830582163765
C1,no,Insulin,34.343434343434346,0.0018343850733047262,0.024404119730536317,0.3618108971245358,0.029662800953934736,0.0015589073901339276,0.007414482959573879
C1,no,Insulin,34.84848484848485,0.0018343850737574453,0.024404119732884803,0.36181089712453557,0.029662800954514637,0.001558907390497927,0.007414482959985201
C1,no,Insulin,35.35353535353536,0.0018343850414585566,0.024404119428552196,0.3618108971245352,0.029662800630129434,0.0015589073643389538,0.007414482853249719
C1,no,Insulin,35.85858585858586,0.0018343850658797325,0.024404119656438978,0.36181089712453524,0.02966280087080576,0.0015589073841146643,0.0074144829326968425
C1,no,Insulin,36.36363636363637,0.0018343850903009085,0.02440411988432576,0.36181089712453524,0.029662801111482083,0.001558907403890375,0.007414483012143966
C1,no,Insulin,36.86868686868687,0.0018343851147220843,0.024404120112212543,0.36181089712453524,0.029662801352158406,0.0015589074236660855,0.007414483091591088
C1,no,Insulin,37.37373737373738,0.0018343851234820282,0.024404120194021325,0.36181089712453524,0.029662801438624525,0.0015589074307597764,0.007414483120125807
C1,no,Insulin,37.87878787878788,0.0018343851284826757,0.024404120240765784,0.36181089712453524,0.029662801488074278,0.0015589074348092962,0.007414483136439596
C1,no,Insulin,38.38383838383839,0.0018343851334833231,0.024404120287510243,0.36181089712453524,0.029662801537524035,0.001558907438858816,0.007414483152753385
C1,no,Insulin,38.88888888888889,0.0018343851384839706,0.0244041203342547,0.36181089712453524,0.02966280158697379,0.0015589074429083359,0.007414483169067174
C1,no,Insulin,39.3939393939394,0.001834385143484618,0.024404120380999157,0.36181089712453524,0.029662801636423545,0.0015589074469578557,0.007414483185380963
C1,no,Insulin,39.8989898989899,0.0018343851484852655,0.024404120427743616,0.36181089712453524,0.0296628016858733,0.0015589074510073755,0.0074144832016947515
C1,no,Insulin,40.40404040404041,0.001834385153485913,0.024404120474488075,0.36181089712453524,0.029662801735323055,0.0015589074550568954,0.00741448321800854
C1,no,Insulin,40.909090909090914,0.0018343851584865607,0.02440412052123253,0.36181089712453524,0.029662801784772812,0.0015589074591064152,0.007414483234322329
C1,no,Insulin,41.41414141414142,0.0018343851634872082,0.02440412056797699,0.36181089712453524,0.029662801834222565,0.001558907463155935,0.007414483250636118
C1,no,Insulin,41.919191919191924,0.0018343851684878556,0.02440412061472145,0.36181089712453524,0.029662801883672322,0.0015589074672054549,0.007414483266949907
C1,no,Insulin,42.42424242424243,0.001834385173488503,0.024404120661465908,0.3618108971245353,0.029662801933122075,0.0015589074712549747,0.007414483283263697
C1,no,Insulin,42.929292929292934,0.0018343851784891506,0.024404120708210363,0.3618108971245353,0.029662801982571832,0.0015589074753044945,0.007414483299577486
C1,no,Insulin,43.43434343434344,0.001834385183489798,0.024404120754954822,0.3618108971245353,0.029662802032021585,0.0015589074793540144,0.0074144833158912744
C1,no,Insulin,43.939393939393945,0.0018343851884904455,0.02440412080169928,0.3618108971245353,0.029662802081471342,0.0015589074834035342,0.007414483332205063
C1,no,Insulin,44.44444444444445,0.0018343851926067752,0.02440412084017828,0.36181089712453535,0.029662802122178148,0.0015589074867369353,0.007414483345634396
C1,no,Insulin,44.949494949494955,0.0018343851936314661,0.024404120849760628,0.36181089712453535,0.029662802132318984,0.0015589074875667342,0.007414483348979464
C1,no,Insulin,45.45454545454546,0.0018343851946561569,0.02440412085934298,0.36181089712453535,0.02966280214245982,0.0015589074883965333,0.007414483352324532
C1,no,Insulin,45.959595959595966,0.0018343851956808478,0.02440412086892533,0.36181089712453535,0.029662802152600656,0.0015589074892263322,0.007414483355669601
C1,no,Insulin,46.46464646464647,0.0018343851967055388,0.02440412087850768,0.36181089712453535,0.029662802162741492,0.001558907490056131,0.007414483359014669
C1,no,Insulin,46.969696969696976,0.0018343851977302298,0.02440412088809003,0.36181089712453535,0.02966280217288233,0.0015589074908859302,0.007414483362359737
C1,no,Insulin,47.47474747474748,0.0018343851987549207,0.02440412089767238,0.36181089712453535,0.029662802183023165,0.0015589074917157291,0.007414483365704805
C1,no,Insulin,47.979797979797986,0.0018343851997796117,0.02440412090725473,0.36181089712453535,0.029662802193164004,0.0015589074925455282,0.0074144833690498735
C1,no,Insulin,48.484848484848484,0.0018343852008043027,0.02440412091683708,0.36181089712453535,0.02966280220330484,0.0015589074933753271,0.007414483372394942
C1,no,Insulin,48.98989898989899,0.0018343852018289936,0.024404120926419432,0.36181089712453535,0.029662802213445676,0.001558907494205126,0.00741448337574001
C1,no,Insulin,49.494949494949495,0.0018343852028536844,0.02440412093600178,0.36181089712453535,0.029662802223586512,0.0015589074950349252,0.007414483379085078
C1,no,Insulin,50.0,0.0018343852038783753,0.024404120945584133,0.36181089712453535,0.02966280223372735,0.001558907495864724,0.007414483382430146
