,,,Slide ID,c,d,a,b
C1,no,Insulin,11.616161616161618,0.10977148113070491,0.0059616389969183526,0.006546394510432922,0.039404926933513
C1,no,Insulin,12.121212121212121,0.10977067255487628,0.005870114914460413,0.006473218230528736,0.03912643907117512
C1,no,Insulin,12.626262626262626,0.10977019113388596,0.0057958400741771905,0.00641349116114997,0.03889774747711282
C1,no,Insulin,13.131313131313131,0.10976990490771392,0.005735433863594441,0.006364687560673833,0.0387099477171449
C1,no,Insulin,13.636363636363637,0.10976973374918897,0.005686216827222853,0.0063247719709543845,0.03855572407606254
C1,no,Insulin,14.141414141414142,0.10976963114395046,0.005646058073990709,0.006292100523524839,0.03842907053739286
C1,no,Insulin,14.646464646464647,0.10976957007125172,0.005613252631576806,0.006265342068884017,0.03832505577304121
C1,no,Insulin,15.151515151515152,0.10976953404464966,0.005586428650879613,0.006243415781489827,0.03823963180454903
C1,no,Insulin,15.656565656565657,0.10976951256631202,0.005564476522368386,0.006225440968762845,0.03816947348421087
C1,no,Insulin,16.161616161616163,0.1097694994233507,0.005546498282666355,0.0062106996723090505,0.03811185060085994
C1,no,Insulin,16.666666666666668,0.10976949133553437,0.0055317665791494415,0.0061986064879102154,0.03806452212513438
C1,no,Insulin,17.171717171717173,0.10976948650546506,0.0055196903132893466,0.006188683474510303,0.038025648008363
C1,no,Insulin,17.67676767676768,0.10976948373864094,0.005509787834016887,0.006180540041911246,0.037993718379525074
C1,no,Insulin,18.181818181818183,0.10976948209381604,0.005501665034261567,0.0061738559350173255,0.03796749222761908
C1,no,Insulin,18.68686868686869,0.10976948102732023,0.005494999949203326,0.006168368577869466,0.03794595002481749
C1,no,Insulin,19.191919191919194,0.10976948032413518,0.005489529701042283,0.00616386297462007,0.037928254418124356
C1,no,Insulin,19.6969696969697,0.10976947990295081,0.00548503946702383,0.006160163176731203,0.03791371814117313
C1,no,Insulin,20.202020202020204,0.10976947968416381,0.005481353329245039,0.006157124993753744,0.037901777232763764
C1,no,Insulin,20.70707070707071,0.10976947957466134,0.005478327039064321,0.006154630076572343,0.03789196872309611
C1,no,Insulin,21.212121212121215,0.10976947952957276,0.0054758426953696775,0.006152581534434156,0.03788391313361121
C1,no,Insulin,21.71717171717172,0.1097694794879359,0.005473802850882919,0.006150899252909681,0.037877296845261685
C1,no,Insulin,22.222222222222225,0.10976947943818112,0.005472127576803153,0.006149517486657289,0.0378718619272057
C1,no,Insulin,22.72727272727273,0.10976947939243839,0.005470751591000853,0.006148382422960196,0.037867397195399076
C1,no,Insulin,23.232323232323235,0.1097694793583082,0.00546962136007727,0.0061474500040089265,0.03786372924990122
C1,no,Insulin,23.73737373737374,0.10976947934554031,0.005468692814937865,0.006146683936541919,0.03786071521597274
C1,no,Insulin,24.242424242424242,0.10976947934654632,0.005467930065677955,0.006146054577885862,0.03785823901898712
C1,no,Insulin,24.747474747474747,0.10976947935290418,0.005467303583835847,0.0061455376696684634,0.03785620477420786
C1,no,Insulin,25.252525252525253,0.10976947935918169,0.005466789363943611,0.006145113367367308,0.0378545348650563
C1,no,Insulin,25.757575757575758,0.1097694793571288,0.005466366870710455,0.006144764726228755,0.03785316293792904
C1,no,Insulin,26.262626262626263,0.10976947934930734,0.005466020263704389,0.00614447869355365,0.03785203743367298
C1,no,Insulin,26.767676767676768,0.10976947934221828,0.005465735187538645,0.006144243438589394,0.0378511117208954
C1,no,Insulin,27.272727272727273,0.10976947933482997,0.005465501127730715,0.006144050280777775,0.037850351659326445
C1,no,Insulin,27.77777777777778,0.10976947933446787,0.005465308506184395,0.00614389132496128,0.037849726036162885
C1,no,Insulin,28.282828282828284,0.10976947933699599,0.0054651502327729634,0.006143760712016063,0.03784921192132644
C1,no,Insulin,28.78787878787879,0.10976947934111461,0.005465020074338369,0.006143653295699299,0.0378487891023482
C1,no,Insulin,29.292929292929294,0.1097694793447089,0.005464913148363389,0.0061435650491204015,0.03784844175414032
C1,no,Insulin,29.7979797979798,0.10976947934526594,0.0054648253250274914,0.0061434925640306715,0.037848156504260995
C1,no,Insulin,30.303030303030305,0.10976947934422185,0.005464753175849478,0.006143433017221124,0.03784792217485953
C1,no,Insulin,30.80808080808081,0.10976947933989249,0.005464694184818663,0.006143384327674057,0.03784773063193678
C1,no,Insulin,31.313131313131315,0.1097694793356553,0.005464645807037408,0.006143344400550081,0.037847573543728426
C1,no,Insulin,31.81818181818182,0.10976947933418418,0.005464605972754363,0.006143311530380472,0.03784744414194836
C1,no,Insulin,32.323232323232325,0.10976947933205482,0.005464573492429313,0.006143284728158475,0.037847338640895435
C1,no,Insulin,32.82828282828283,0.10976947933331463,0.005464546536184564,0.006143262483053291,0.0378472510470574
C1,no,Insulin,33.333333333333336,0.10976947933598305,0.005464524451364497,0.00614324425843552,0.03784717925922359
C1,no,Insulin,33.83838383838384,0.10976947933905314,0.005464506196343169,0.006143229191980016,0.03784711992203982
C1,no,Insulin,34.343434343434346,0.10976947934141136,0.00546449102135101,0.006143216664258709,0.03784707061888882
C1,no,Insulin,34.84848484848485,0.10976947934388089,0.005464478528540019,0.006143206350346726,0.03784703002710314
C1,no,Insulin,35.35353535353536,0.1097694793441539,0.005464468195652089,0.006143197821289322,0.03784699647193156
C1,no,Insulin,35.85858585858586,0.10976947934356582,0.0054644597029498854,0.006143190810784364,0.03784696890596744
C1,no,Insulin,36.36363636363637,0.10976947934235563,0.005464452727040263,0.006143185053891989,0.037846946263507035
C1,no,Insulin,36.86868686868687,0.10976947934108842,0.005464447008424955,0.006143180336566655,0.03784692769209915
C1,no,Insulin,37.37373737373738,0.1097694793395745,0.005464442358244835,0.006143176500995661,0.037846912592670666
C1,no,Insulin,37.87878787878788,0.109769479339365,0.005464438504216425,0.006143173320654948,0.03784690006867499
C1,no,Insulin,38.38383838383839,0.10976947933832817,0.005464435541363731,0.006143170878919427,0.0378468904316239
C1,no,Insulin,38.88888888888889,0.109769479337823,0.005464433175708907,0.006143168929220297,0.03784688273128513
C1,no,Insulin,39.3939393939394,0.10976947933807343,0.005464431191179996,0.006143167291118881,0.037846876277088146
C1,no,Insulin,39.8989898989899,0.1097694793390647,0.005464429475784169,0.006143165871888952,0.03784687070831648
C1,no,Insulin,40.40404040404041,0.1097694793403314,0.005464428233224699,0.006143164844846739,0.0378468666602331
C1,no,Insulin,40.909090909090914,0.10976947934161221,0.005464427179553315,0.0061431639732973465,0.03784686323135417
C1,no,Insulin,41.41414141414142,0.10976947934224893,0.005464426181043942,0.006143163147699025,0.03784685999330664
C1,no,Insulin,41.919191919191924,0.10976947934282813,0.005464425312723385,0.006143162429463102,0.03784685718177094
C1,no,Insulin,42.42424242424243,0.1097694793435015,0.005464424596591355,0.006143161836872755,0.037846854863094644
C1,no,Insulin,42.929292929292934,0.10976947934365727,0.005464423948459833,0.00614316130161194,0.03784685276472997
C1,no,Insulin,43.43434343434344,0.10976947934309086,0.005464423353679562,0.006143160812400504,0.037846850834427494
C1,no,Insulin,43.939393939393945,0.10976947934247076,0.005464422828482059,0.006143160380056299,0.03784684913535566
C1,no,Insulin,44.44444444444445,0.10976947934169835,0.005464422371364069,0.006143160004111041,0.03784684765551546
C1,no,Insulin,44.949494949494955,0.10976947934108806,0.00546442199501622,0.006143159694377452,0.03784684643426838
C1,no,Insulin,45.45454545454546,0.10976947934072386,0.005464421699301525,0.0061431594505963645,0.03784684547122679
C1,no,Insulin,45.959595959595966,0.10976947934014442,0.0054644214544551225,0.006143159249262797,0.03784684467364024
C1,no,Insulin,46.46464646464647,0.10976947933983436,0.005464421268384667,0.006143159095888766,0.03784684406641364
C1,no,Insulin,46.969696969696976,0.10976947933995708,0.005464421125514416,0.006143158977317263,0.03784684360097852
C1,no,Insulin,47.47474747474748,0.10976947934027749,0.005464421034085862,0.006143158900918439,0.037846843301899594
C1,no,Insulin,47.979797979797986,0.10976947934066808,0.005464420982368918,0.006143158857349326,0.03784684313115552
C1,no,Insulin,48.484848484848484,0.10976947934106177,0.005464420940114101,0.006143158821854085,0.03784684299242019
C1,no,Insulin,48.98989898989899,0.10976947934131165,0.005464420887096671,0.006143158778099515,0.03784684282063443
C1,no,Insulin,49.494949494949495,0.10976947934250496,0.005464420959310961,0.006143158835625956,0.03784684305330295
C1,no,Insulin,50.0,0.10976947934377984,0.005464421052377381,0.006143158910342837,0.03784684335417211
