NON $ % + -
#NON	a	b	d	c
0.0	0.10924694596619466	0.7419363490715747	0.44440086892594777	0.19260103735617717
1.0204081632653061	0.11394870637423384	0.09908055457196488	0.20514986230927756	0.15125614299926463
2.0408163265306123	0.11739918991926349	0.03245902683225184	0.14076835350699152	0.14815205015763572
3.0612244897959187	0.11891902825836108	0.02572572374999734	0.12357278688779298	0.14856466886780997
4.081632653061225	0.11951520899124042	0.025117268370590785	0.11903724994438149	0.14891505793423848
5.1020408163265305	0.11974104179417719	0.02509095451544536	0.11786465153780615	0.14907011109430932
6.122448979591837	0.1198256192290978	0.025102367444805068	0.11757097990400252	0.1491309136314744
7.142857142857143	0.1198571743403037	0.025108873483538935	0.11750124442095873	0.14915393628374943
8.16326530612245	0.11986893240548817	0.025111538973142465	0.11748626030265151	0.14916255698394876
9.183673469387756	0.11987331178849314	0.02511255749612356	0.11748372655533726	0.1491657730296596
10.204081632653061	0.11987494286241283	0.025112940074316616	0.11748362744596554	0.1491669714807547
11.224489795918368	0.11987555000676398	0.02511308258239593	0.11748382545099748	0.1491674176615936
12.244897959183675	0.1198757765975102	0.02511313565857803	0.1174839638371339	0.14916758418334075
13.26530612244898	0.11987586098812983	0.025113155498443455	0.11748403395735597	0.1491676462047877
14.285714285714286	0.11987589125843066	0.02511316263450124	0.11748406488689178	0.14916766845173182
15.306122448979592	0.11987590291088454	0.02511316532520797	0.11748407710995123	0.1491676770151364
16.3265306122449	0.11987590749519865	0.0251131663967661	0.11748408200879958	0.14916768038432673
17.346938775510203	0.11987590923848931	0.02511316684111099	0.11748408409546786	0.14916768166574024
18.367346938775512	0.11987590997938921	0.025113167014976658	0.1174840849857366	0.14916768221018373
19.387755102040817	0.11987591055717424	0.025113167167195923	0.1174840856904003	0.14916768263485541
20.408163265306122	0.11987591076911568	0.02511316721465667	0.11748408595502172	0.14916768279061426
21.42857142857143	0.11987591065475221	0.02511316716924206	0.1174840858267503	0.14916768270652433
22.448979591836736	0.11987591070988267	0.025113167179961978	0.11748408589682006	0.1491676827470366
23.46938775510204	0.11987591066785623	0.02511316716667584	0.11748408584725321	0.1491676827161418
24.48979591836735	0.11987591052867293	0.02511316712938365	0.11748408567804972	0.14916768261384
25.510204081632654	0.11987591049110562	0.025113167117065897	0.1174840856341368	0.14916768258622223
26.53061224489796	0.11987591044185873	0.025113167105968254	0.1174840855708227	0.14916768255002963
27.551020408163264	0.11987591039261186	0.025113167094870614	0.11748408550750859	0.14916768251383705
28.571428571428573	0.11987591038644782	0.025113167093474026	0.11748408549953197	0.14916768250930695
29.591836734693878	0.11987591038488785	0.025113167093114137	0.11748408549746901	0.14916768250816048
30.612244897959183	0.11987591038332786	0.025113167092754247	0.11748408549540604	0.14916768250701398
31.63265306122449	0.11987591038176788	0.025113167092394358	0.11748408549334308	0.1491676825058675
32.6530612244898	0.1198759103802079	0.02511316709203447	0.1174840854912801	0.14916768250472104
33.673469387755105	0.11987591037864792	0.02511316709167458	0.11748408548921714	0.14916768250357457
34.69387755102041	0.11987591037708795	0.02511316709131469	0.11748408548715417	0.14916768250242807
35.714285714285715	0.11987591037552796	0.0251131670909548	0.1174840854850912	0.1491676825012816
36.734693877551024	0.11987591037396798	0.025113167090594912	0.11748408548302823	0.14916768250013512
37.755102040816325	0.119875910372408	0.025113167090235023	0.11748408548096527	0.14916768249898865
38.775510204081634	0.11987591037084802	0.025113167089875134	0.1174840854789023	0.14916768249784215
39.79591836734694	0.11987591036928803	0.025113167089515245	0.11748408547683933	0.14916768249669568
40.816326530612244	0.11987591036772806	0.025113167089155355	0.11748408547477636	0.1491676824955492
41.83673469387755	0.11987591036616808	0.025113167088795466	0.1174840854727134	0.14916768249440274
42.85714285714286	0.1198759103646081	0.025113167088435577	0.11748408547065042	0.14916768249325624
43.87755102040816	0.11987591036304812	0.025113167088075688	0.11748408546858746	0.14916768249210977
44.89795918367347	0.11987591036148813	0.0251131670877158	0.11748408546652449	0.1491676824909633
45.91836734693878	0.11987591035992816	0.02511316708735591	0.11748408546446153	0.14916768248981682
46.93877551020408	0.11987591035836817	0.02511316708699602	0.11748408546239855	0.14916768248867032
47.95918367346939	0.1198759103568082	0.02511316708663613	0.11748408546033559	0.14916768248752385
48.9795918367347	0.11987591035524822	0.025113167086276242	0.11748408545827262	0.14916768248637738
50.0	0.11987591035368823	0.025113167085916353	0.11748408545620966	0.1491676824852309
