Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Network_9_17_10_2018_8_30.sif,9,KM3,BESTFIT,150,1,0,59,8,14,0.0,0.0,0.7283950617283951,0.36419753086419754,-0.15132482485386106
Network_6_17_10_2018_8_30.sif,6,KM3,BESTFIT,150,1,3,23,3,7,0.5,0.3,0.7222222222222222,0.3611111111111111,0.22188007849009164
Network_4_17_10_2018_8_30.sif,4,KM3,BESTFIT,150,6,2,9,0,5,1.0,0.2857142857142857,0.6875,0.34375,0.42857142857142855
Network_8_17_10_2018_8_30.sif,8,KM3,BESTFIT,150,2,1,42,7,14,0.125,0.06666666666666667,0.671875,0.3359375,-0.09759000729485331
Network_7_17_10_2018_8_30.sif,7,KM3,BESTFIT,150,1,3,32,4,10,0.42857142857142855,0.23076923076923078,0.7142857142857143,0.35714285714285715,0.15097027121927942
Network_5_17_10_2018_8_30.sif,5,KM3,BESTFIT,150,0,2,13,2,8,0.5,0.2,0.6,0.3,0.0890870806374748

Mean_Nodes,6.5
Mean_Runtime,1.8333333333333333
Mean_BACC,0.3436898331863609
Mean_MCC,0.10693233779492667
Mean_ACC,0.6873796663727219
Mean_Precision,0.4255952380952381
Mean_Recall,0.18052503052503052
