NON $ % + - .
#NON	b	a	c	d	e
0.0	0.9938319668768384	0.34872632419664207	0.744114579272104	0.8641098610676258	0.2710216794752772
0.5050505050505051	0.3585292118392344	0.27127266660864996	0.2531479145366362	0.3503751812885743	0.22921711836577693
1.0101010101010102	0.13693948165735656	0.20279788197584178	0.09383810916404327	0.17819814484028515	0.1829029472977986
1.5151515151515151	0.056404623672703845	0.14953264013106582	0.03876699075126792	0.10681396827200211	0.13898724688663736
2.0202020202020203	0.025523502429923448	0.11114949359045795	0.0181067373972639	0.07108275773244219	0.10319226497611055
2.5252525252525255	0.012859802552930951	0.08461754708662536	0.009564664217726504	0.05087907635322928	0.07676886188007055
3.0303030303030303	0.007252036542590884	0.06656951155998411	0.0056606293092736895	0.03860341489183562	0.05836408316398134
3.5353535353535355	0.004560361978851518	0.05428943762445414	0.0037045829088322526	0.03078972498104888	0.04591973867569368
4.040404040404041	0.003162985304365794	0.04586589306670468	0.002644452827749449	0.025647623294624153	0.03759428294373027
4.545454545454546	0.0023837810907492273	0.04002769731891049	0.0020312956776215125	0.022178582505484424	0.03201439129191639
5.050505050505051	0.0019216691815968148	0.035940903925603826	0.0016573417370593505	0.01979391366984893	0.02824021977908993
5.555555555555556	0.0016333757070908354	0.03305496484305463	0.0014193195513007401	0.018130857608800906	0.025655061940184555
6.0606060606060606	0.0014461437467273915	0.03100169676951022	0.0012625833160384778	0.016957875891497182	0.023860745828325168
6.565656565656566	0.0013207106715338998	0.029531501599301842	0.0011565930074339055	0.016123071727708153	0.022600048189310495
7.070707070707071	0.0012346736560796708	0.028473189767101947	0.0010834329767411474	0.015524688516983196	0.021705080113419227
7.575757575757576	0.0011746019540278083	0.027707972167304355	0.001032134549956646	0.015093306915929224	0.02106439298074183
8.080808080808081	0.0011321062332603396	0.027152717625543988	0.0009957396886467217	0.014780941151789342	0.020602779352773833
8.585858585858587	0.0011017480119831207	0.02674868898572272	0.0009696878327800732	0.014553983078274794	0.020268558608989497
9.090909090909092	0.0010799033213585458	0.02645405304145327	0.0009509156406299419	0.014388648111884794	0.020025684670367038
9.595959595959597	0.0010641025314747422	0.026238837149725896	0.0009373238643329724	0.014267968960370827	0.019848721027096092
10.101010101010102	0.0010526284554939697	0.026081436576158832	0.0009274469793855106	0.01417975591664132	0.019719525906582193
10.606060606060607	0.0010442735353179164	0.02596622158961907	0.0009202514191653902	0.014115210041374601	0.019625077675318597
11.111111111111112	0.0010381755100183588	0.025881811785516004	0.0009149976993932254	0.014067934788049193	0.019555944469998015
11.616161616161618	0.0010337176539211722	0.02581993638960688	0.0009111560699501561	0.014033287179076275	0.019505300070966968
12.121212121212121	0.0010304560846622374	0.02577456958523872	0.0009083448080839134	0.014007887404186353	0.01946818602278521
12.626262626262626	0.0010280672691110057	0.025741293402246616	0.000906285518311108	0.013989258877854651	0.019440972442056066
13.131313131313131	0.0010263161202095717	0.02571687477182636	0.0009047757918812666	0.013975589913476688	0.0194210073397598
13.636363636363637	0.0010250322759048091	0.02569895667436727	0.0009036688591145536	0.013965560339534536	0.019406360059612177
14.141414141414142	0.001024091029820058	0.025685811099985134	0.0009028572627372594	0.013958202520044377	0.019395615798269216
14.646464646464647	0.0010234005663514502	0.025676164478031987	0.0009022618809370288	0.013952803340300886	0.019387732035051675
15.151515151515152	0.001022893680956335	0.025669081850543236	0.0009018247908546139	0.013948839294996457	0.019381943920574466
15.656565656565657	0.0010225215120358835	0.02566388046473923	0.0009015038646259968	0.01394592814825951	0.019377693376724008
16.161616161616163	0.0010222483526468418	0.025660061481999997	0.0009012683103905522	0.01394379072392567	0.019374572733509
16.666666666666668	0.0010220480225024407	0.02565725979683398	0.0009010955535812742	0.01394222269934663	0.019372283520627802
17.171717171717173	0.0010219010093206035	0.025655204045959702	0.0009009687730406649	0.013941072201435102	0.019370603794523773
17.67676767676768	0.0010217930017349987	0.025653694006491583	0.0009008756322357345	0.013940227095292497	0.019369369924105165
18.181818181818183	0.0010217136093637383	0.025652583828819943	0.0009008071695139612	0.01393960574228688	0.019368462789559712
18.68686868686869	0.0010216552751131085	0.025651767828269768	0.0009007568646222283	0.013939149039211588	0.019367796058369607
19.191919191919194	0.0010216124499193328	0.025651168711557443	0.0009007199320057851	0.013938813747939434	0.019367306560577197
19.6969696969697	0.0010215810327176037	0.025650729298307588	0.0009006928371346664	0.01393856784750279	0.01936694755147094
20.202020202020204	0.0010215580838916856	0.025650408466710125	0.0009006730454023782	0.013938388317109338	0.019366685424586565
