NON $ % + - .
#NON	b	a	c	d	e
20.70707070707071	0.001021541228412664	0.025650172785237124	0.0009006585110105916	0.013938256401829137	0.019366492854870423
21.212121212121215	0.0010215288309386372	0.025649999364031773	0.0009006478210605036	0.013938159325883857	0.019366351148862242
21.71717171717172	0.0010215197151882008	0.02564987176926164	0.0009006399609950439	0.013938087895273881	0.01936624688344023
22.222222222222225	0.0010215129385911154	0.025649776911328335	0.0009006341162702654	0.013938034813020469	0.019366169377605196
22.72727272727273	0.0010215079341104254	0.025649706889699128	0.0009006297995465247	0.013937995636865826	0.019366112173424866
23.232323232323235	0.0010215042533064606	0.025649655443719752	0.0009006266243997366	0.013937966859548555	0.019366070152506614
23.73737373737374	0.0010215015548626434	0.02564961773302459	0.0009006242976518788	0.013937945752210839	0.019366039347817873
24.242424242424242	0.0010214995855221142	0.02564959020483694	0.000900622599959373	0.013937930338496468	0.019366016854960946
24.747474747474747	0.0010214981908893217	0.025649570698704598	0.0009006213986168781	0.013937919403231067	0.019366000907042838
25.252525252525253	0.0010214971794412437	0.025649556543208493	0.0009006205270427105	0.013937911471047847	0.019365989328948813
25.757575757575758	0.001021496430897226	0.02564954605157565	0.0009006198811218458	0.01393790560302822	0.019365980746731574
26.262626262626263	0.0010214958901143564	0.025649538465357044	0.0009006194142808691	0.013937901362373245	0.019365974543873822
26.767676767676768	0.0010214954441648814	0.025649532230514856	0.0009006190287094704	0.013937897886808819	0.019365969458898645
27.272727272727273	0.0010214951069383849	0.025649527512419206	0.0009006187370058001	0.013937895258522431	0.019365965615857204
27.77777777777778	0.001021494830212623	0.025649523647947193	0.0009006184983792641	0.013937893096279397	0.0193659624699635
28.282828282828284	0.001021494612173866	0.025649520609472353	0.000900618310436754	0.013937891395590674	0.01936595999790602
28.78787878787879	0.0010214944521162966	0.02564951837166739	0.0009006181727981655	0.013937890137936653	0.01936595816760249
29.292929292929294	0.001021494337078936	0.025649516765641398	0.0009006180741622618	0.013937889231467973	0.019365956849868443
29.7979797979798	0.0010214942577990325	0.02564951565682318	0.0009006180059090049	0.013937888609114197	0.01936595593646838
30.303030303030305	0.00102149421108696	0.025649515000145787	0.0009006179655572693	0.01393788824204018	0.019365955391438927
30.80808080808081	0.0010214941785883834	0.02564951454287424	0.0009006179373302321	0.01393788798857163	0.019365955015199058
31.313131313131315	0.0010214941736065746	0.025649514466193693	0.0009006179324605259	0.013937887952872485	0.019365954950672053
31.81818181818182	0.0010214941930236417	0.025649514726588763	0.0009006179484033965	0.013937888108623122	0.019365955161085684
32.323232323232325	0.0010214942046694547	0.025649514882521766	0.0009006179580304883	0.013937888201179074	0.01936595529212494
32.82828282828283	0.0010214941883517703	0.02564951465656896	0.0009006179444247289	0.013937888068960631	0.01936595511847974
33.333333333333336	0.0010214941972860182	0.02564951477875623	0.0009006179518768527	0.013937888140881797	0.019365955227865418
33.83838383838384	0.0010214941958638032	0.025649514759633275	0.0009006179506454391	0.013937888130561845	0.019365955220432877
34.343434343434346	0.0010214941767080117	0.025649514496809925	0.0009006179345289982	0.013937887978416578	0.019365955007151117
34.84848484848485	0.0010214941477047095	0.025649514099018857	0.000900617910092641	0.013937887748499874	0.01936595468090912
35.35353535353536	0.001021494118078959	0.025649513692982653	0.0009006178850216823	0.013937887515328685	0.019365954348555956
35.85858585858586	0.0010214940891087414	0.025649513294572126	0.0009006178603532978	0.013937887288397111	0.01936595401880059
36.36363636363637	0.001021494068422017	0.025649513007487246	0.0009006178424474128	0.013937887128491186	0.01936595377635951
36.86868686868687	0.0010214940429579243	0.025649512655284153	0.0009006178206050667	0.013937886929783583	0.019365953480785833
37.37373737373738	0.0010214940243127703	0.025649512395818044	0.0009006178045155888	0.01393788678458144	0.019365953262499604
37.87878787878788	0.0010214940163376929	0.02564951228216999	0.000900617797497946	0.013937886722696202	0.019365953168578
38.38383838383839	0.0010214940169504488	0.025649512286303314	0.0009006177977981957	0.013937886727868384	0.019365953173876783
38.88888888888889	0.0010214940215438008	0.025649512345767796	0.0009006178015229935	0.013937886764075555	0.019365953223735927
39.3939393939394	0.001021494028774131	0.025649512443010822	0.0009006178076182689	0.013937886820244784	0.019365953306252636
39.8989898989899	0.0010214940331125912	0.025649512502974852	0.0009006178114348555	0.013937886852869674	0.019365953358823886
40.40404040404041	0.0010214940443035792	0.02564951265751831	0.0009006178210886665	0.013937886939374408	0.019365953490311786
40.909090909090914	0.0010214940533606772	0.025649512783760778	0.0009006178289481143	0.01393788700946924	0.01936595359720631
41.41414141414142	0.0010214940564629669	0.025649512828884898	0.0009006178317047808	0.013937887033738732	0.019365953634156576
41.919191919191924	0.0010214940728655907	0.025649513061005054	0.0009006178461890838	0.013937887159582088	0.019365953833618874
42.42424242424243	0.0010214941091296835	0.025649513571298584	0.0009006178781207331	0.013937887437309976	0.019365954274452864
42.929292929292934	0.0010214941462946849	0.025649514095462456	0.0009006179109021687	0.013937887721918662	0.01936595472721363
43.43434343434344	0.001021494181153658	0.025649514588207436	0.000900617941677621	0.013937887989148759	0.019365955151951417
43.939393939393945	0.001021494209902865	0.025649514995683225	0.0009006179670490052	0.013937888210284625	0.019365955501017818
44.44444444444445	0.0010214942281417656	0.025649515255478487	0.0009006179830759213	0.013937888352154355	0.01936595571906576
44.949494949494955	0.0010214942308730177	0.025649515296620816	0.0009006179852756547	0.013937888377129778	0.01936595574304952
45.45454545454546	0.0010214942125024767	0.02564951503957677	0.0009006179686231758	0.013937888243126464	0.01936595550222471
45.959595959595966	0.0010214941954627228	0.025649514802358456	0.0009006179532706554	0.013937888118361016	0.019365955281047918
46.46464646464647	0.0010214942101753341	0.025649515016231066	0.0009006179665426738	0.013937888231011518	0.01936595546513102
46.969696969696976	0.0010214942216144555	0.02564951518380701	0.0009006179769503107	0.013937888318236903	0.019365955610186995
47.47474747474748	0.0010214942286296538	0.025649515288224765	0.0009006179834371632	0.013937888371378888	0.01936595570128175
47.979797979797986	0.0010214942299578732	0.02564951531093122	0.000900617984839569	0.013937888380955634	0.01936595572192112
48.484848484848484	0.0010214942242234332	0.02564951523168165	0.0009006179798866061	0.01393788833666174	0.019365955654050887
48.98989898989899	0.0010214942099380292	0.025649515028539745	0.0009006179672000936	0.013937888227368253	0.019365955478056744
49.494949494949495	0.0010214941855007332	0.025649514677877575	0.000900617945294591	0.013937888041122656	0.019365955172764324
50.0	0.0010214941563474506	0.025649514258991847	0.0009006179191468212	0.013937887818807655	0.019365954808572415
