NON $ % + - . 0
#NON	a	c	d	f	b	e
0.0	0.39381680722149326	0.9975194485392045	0.8043550794997175	0.27133349061412737	0.6878369067694325	0.7363053834329598
0.5050505050505051	0.36418689336388665	0.658906212973711	0.3722020093820212	0.2571740570750359	0.35329996852260426	0.4653416202708523
1.0101010101010102	0.3374155695325965	0.4805589412936326	0.24605038195502457	0.2468127678022965	0.2564491400238427	0.32721935594312807
1.5151515151515151	0.31644763048722097	0.385454777997365	0.2071772042331582	0.2384141455940423	0.22152168336250735	0.25842672325917393
2.0202020202020203	0.301536067377232	0.3340221486202662	0.19438061244972724	0.23180668114260716	0.20561272055324106	0.22467056779910524
2.5252525252525255	0.29165776443340097	0.3058219121473851	0.1896147694373436	0.22693524677323218	0.19721487855832434	0.2081246156882593
3.0303030303030303	0.2854398623556399	0.29017707760223826	0.18752221340301936	0.2235669264550155	0.19250480938749276	0.199950419945773
3.5353535353535355	0.2816621246012335	0.28141924406828117	0.18646483179638268	0.2213589651321823	0.18981712221922586	0.19586393717290956
4.040404040404041	0.27942060547842446	0.2764854881030812	0.18588569472120622	0.2199700785660907	0.18827987171970414	0.19379445639288817
4.545454545454546	0.2781109084779628	0.2736942841608473	0.18555766803135676	0.2191226734471738	0.1874017193971251	0.19273311139158453
5.050505050505051	0.2773531197045424	0.272110937267936	0.18536999821708317	0.21861685927766814	0.18690078282792594	0.19218229058370873
5.555555555555556	0.2769173419759626	0.27121126321364	0.18526250762506957	0.21831955643198633	0.18661528394644503	0.1918932564028851
6.0606060606060606	0.27666768379919454	0.27069953278624703	0.1852010230092184	0.2181466562692185	0.18645263993053604	0.19174003435676207
6.565656565656566	0.27652498311783996	0.27040828927294974	0.18516590782748218	0.2180468244568279	0.18636000143893	0.191658049386304
7.070707070707071	0.2764435306647724	0.27024246779379557	0.18514587330437718	0.2179894575831462	0.18630723890787795	0.19161380272985615
7.575757575757576	0.27639707519489315	0.2701480375525857	0.185134455330009	0.2179565964713528	0.18627718520851425	0.19158974183757285
8.080808080808081	0.2763705936177372	0.27009425544877513	0.18512794548888684	0.217937810815957	0.18626006786898552	0.19157656714113588
8.585858585858587	0.276355503094853	0.2700636217228971	0.18512423463831013	0.21792708538163952	0.18625031914387324	0.1915693091153306
9.090909090909092	0.2763469041530321	0.27004617235775696	0.18512212430568104	0.21792096796647953	0.18624476440412027	0.19156529042326842
9.595959595959597	0.2763420058291815	0.2700362338871544	0.18512092177817496	0.21791748055477284	0.1862416009235715	0.19156305497917378
10.101010101010102	0.2763392123737949	0.27003056661249086	0.1851202358194169	0.2179154908265079	0.18623979706677068	0.19156180506331044
10.606060606060607	0.27633762248927596	0.27002734128159844	0.18511984536514173	0.21791435806247333	0.18623877048356174	0.1915611054396633
11.111111111111112	0.27633672119355873	0.27002551291354177	0.18511962401539514	0.21791371580184768	0.18623818854134852	0.19156071423476867
11.616161616161618	0.2763362035304733	0.27002446279799336	0.18511949688503254	0.2179133468857113	0.18623785430584341	0.19156049183620172
12.121212121212121	0.27633591058005463	0.27002386854440247	0.18511942494348727	0.21791313808998414	0.1862376651631033	0.19156036734836188
12.626262626262626	0.27633574167061725	0.27002352590333084	0.1851193834567843	0.2179130177070116	0.18623755610595483	0.1915602959271492
13.131313131313131	0.2763356447479297	0.27002332928405287	0.1851193596485039	0.21791294862836422	0.18623749352860622	0.19156025517238237
13.636363636363637	0.2763355906107861	0.27002321947157243	0.18511934635673893	0.2179129100321699	0.18623745857879498	0.1915602327164254
14.141414141414142	0.27633555970604795	0.27002315679567856	0.1851193387795647	0.21791288800159703	0.1862374386237543	0.1915602199901003
14.646464646464647	0.27633554268203525	0.27002312226882824	0.18511933461665103	0.2179128758755384	0.18623742762416143	0.19156021297516734
15.151515151515152	0.27633553354388435	0.27002310372512167	0.18511933238627754	0.21791286936625048	0.18623742171843105	0.1915602092222186
15.656565656565657	0.2763355282494399	0.2700230929735025	0.18511933108028739	0.2179128655852059	0.18623741830487137	0.191560207052199
16.161616161616163	0.2763355250591963	0.27002308649704543	0.18511933026354743	0.21791286330059634	0.18623741625852394	0.19156020573987836
16.666666666666668	0.27633552317762866	0.27002308268517067	0.18511932975731374	0.2179128619575819	0.18623741505422528	0.19156020496415505
17.171717171717173	0.27633552209401335	0.27002308049523477	0.18511932947311	0.2179128611935465	0.18623741435185365	0.19156020452221123
17.67676767676768	0.27633552147152535	0.2700230792357394	0.18511932935443168	0.21791286075842645	0.1862374139353299	0.1915602042744544
18.181818181818183	0.2763355211118054	0.27002307850229956	0.185119329336805	0.21791286050158618	0.18623741368927615	0.19156020413275093
18.68686868686869	0.27633552081895596	0.27002307790553703	0.18511932931761824	0.21791286029344983	0.18623741348843903	0.1915602040177622
19.191919191919194	0.27633552055431193	0.2700230773687834	0.18511932927936275	0.21791286010963776	0.18623741330590024	0.1915602039149067
19.6969696969697	0.27633552038176934	0.2700230770187868	0.18511932924299504	0.21791285998867654	0.1862374131905247	0.1915602038462388
20.202020202020204	0.27633552030132824	0.2700230768555474	0.18511932920851504	0.21791285993056622	0.18623741314231237	0.1915602038117585
20.70707070707071	0.27633552031298864	0.270023076879065	0.1851193291759228	0.21791285993530674	0.18623741316126327	0.1915602038114658
21.212121212121215	0.276335520371344	0.2700230769972814	0.18511932914811086	0.21791285997226661	0.1862374132130696	0.19156020382903297
21.71717171717172	0.27633552033906505	0.27002307693177147	0.18511932913382753	0.2179128599488026	0.1862374131939696	0.1915602038150777
22.222222222222225	0.27633552033172454	0.27002307691685035	0.18511932912571044	0.2179128599428808	0.18623741319128642	0.19156020381115885
22.72727272727273	0.2763355203493223	0.27002307695251804	0.18511932912375964	0.21791285995450116	0.18623741320502005	0.19156020381727637
23.232323232323235	0.2763355203918585	0.27002307703877454	0.18511932912797507	0.21791285998366372	0.1862374132351705	0.19156020383343028
23.73737373737374	0.276335520459333	0.2700230771756198	0.1851193291383568	0.21791286003036847	0.1862374132817378	0.19156020385962058
24.242424242424242	0.27633552047312665	0.27002307720354	0.18511932912870543	0.2179128600384563	0.186237413295368	0.19156020386313896
24.747474747474747	0.27633552049527094	0.2700230772484672	0.18511932913600748	0.21791286005430482	0.18623741330920765	0.1915602038723707
25.252525252525253	0.2763355205174152	0.2700230772933943	0.1851193291433095	0.2179128600701533	0.18623741332304727	0.19156020388160244
25.757575757575758	0.2763355205395595	0.2700230773383215	0.18511932915061152	0.21791286008600183	0.1862374133368869	0.1915602038908342
26.262626262626263	0.2763355205617038	0.2700230773832486	0.18511932915791357	0.21791286010185032	0.18623741335072652	0.19156020390006592
26.767676767676768	0.2763355205703329	0.2700230774007555	0.1851193291607346	0.2179128601080254	0.1862374133561251	0.19156020390366083
27.272727272727273	0.2763355205710505	0.2700230774022112	0.18511932916093257	0.21791286010853791	0.1862374133565825	0.191560203903956
27.77777777777778	0.276335520571768	0.27002307740366693	0.18511932916113052	0.2179128601090504	0.1862374133570399	0.1915602039042512
28.282828282828284	0.2763355205724856	0.27002307740512266	0.1851193291613285	0.2179128601095629	0.18623741335749727	0.19156020390454637
28.78787878787879	0.2763355205732032	0.2700230774065784	0.18511932916152646	0.21791286011007538	0.18623741335795468	0.19156020390484155
29.292929292929294	0.2763355205739208	0.2700230774080341	0.18511932916172444	0.21791286011058786	0.18623741335841207	0.19156020390513676
29.7979797979798	0.27633552057463834	0.27002307740948983	0.1851193291619224	0.21791286011110036	0.18623741335886945	0.19156020390543194
30.303030303030305	0.27633552057535593	0.27002307741094556	0.18511932916212034	0.21791286011161284	0.18623741335932686	0.19156020390572712
30.80808080808081	0.2763355205760735	0.2700230774124013	0.18511932916231832	0.21791286011212532	0.18623741335978425	0.1915602039060223
31.313131313131315	0.27633552057679106	0.270023077413857	0.18511932916251628	0.21791286011263783	0.18623741336024163	0.1915602039063175
31.81818181818182	0.27633552057750865	0.27002307741531273	0.18511932916271426	0.2179128601131503	0.18623741336069902	0.19156020390661269
32.323232323232325	0.27633552057822625	0.2700230774167684	0.1851193291629122	0.21791286011366282	0.18623741336115643	0.19156020390690787
32.82828282828283	0.2763355205789438	0.2700230774182241	0.1851193291631102	0.2179128601141753	0.1862374133616138	0.19156020390720305
33.333333333333336	0.2763355205796614	0.27002307741967985	0.18511932916330814	0.21791286011468777	0.1862374133620712	0.19156020390749826
33.83838383838384	0.27633552058037897	0.27002307742113557	0.18511932916350612	0.21791286011520028	0.1862374133625286	0.19156020390779344
34.343434343434346	0.27633552058109656	0.2700230774225913	0.18511932916370408	0.21791286011571276	0.186237413362986	0.19156020390808862
34.84848484848485	0.2763355205818141	0.270023077424047	0.18511932916390206	0.21791286011622527	0.18623741336344338	0.1915602039083838
35.35353535353536	0.2763355205825317	0.27002307742550274	0.1851193291641	0.21791286011673774	0.18623741336390076	0.19156020390867898
35.85858585858586	0.2763355205832493	0.27002307742695847	0.185119329164298	0.21791286011725022	0.18623741336435817	0.19156020390897419
36.36363636363637	0.2763355205839668	0.2700230774284142	0.18511932916449594	0.21791286011776273	0.18623741336481556	0.19156020390926937
36.86868686868687	0.2763355205846844	0.2700230774298699	0.18511932916469392	0.2179128601182752	0.18623741336527294	0.19156020390956455
37.37373737373738	0.276335520585402	0.27002307743132564	0.18511932916489188	0.2179128601187877	0.18623741336573035	0.19156020390985973
37.87878787878788	0.2763355205861196	0.27002307743278137	0.18511932916508986	0.2179128601193002	0.18623741336618774	0.19156020391015494
38.38383838383839	0.27633552058683714	0.2700230774342371	0.1851193291652878	0.21791286011981267	0.18623741336664512	0.19156020391045012
38.88888888888889	0.27633552058755473	0.2700230774356928	0.1851193291654858	0.21791286012032518	0.18623741336710253	0.1915602039107453
39.3939393939394	0.2763355205882723	0.27002307743714854	0.18511932916568374	0.21791286012083766	0.18623741336755992	0.19156020391104048
39.8989898989899	0.27633552058898986	0.27002307743860426	0.1851193291658817	0.21791286012135014	0.1862374133680173	0.19156020391133566
40.40404040404041	0.27633552058970745	0.27002307744006	0.18511932916607968	0.21791286012186264	0.18623741336847469	0.19156020391163087
40.909090909090914	0.27633552059042504	0.2700230774415157	0.18511932916627763	0.21791286012237512	0.1862374133689321	0.19156020391192605
41.41414141414142	0.27633552059114264	0.2700230774429714	0.1851193291664756	0.2179128601228876	0.18623741336938948	0.19156020391222123
41.919191919191924	0.2763355205918602	0.2700230774444271	0.18511932916667356	0.2179128601234001	0.18623741336984687	0.1915602039125164
42.42424242424243	0.27633552059257777	0.27002307744588283	0.18511932916687154	0.2179128601239126	0.18623741337030428	0.19156020391281162
42.929292929292934	0.27633552059329536	0.27002307744733856	0.1851193291670695	0.2179128601244251	0.18623741337076166	0.1915602039131068
43.43434343434344	0.2763355205940129	0.2700230774487943	0.18511932916726748	0.21791286012493757	0.18623741337121905	0.19156020391340198
43.939393939393945	0.2763355205947305	0.27002307745025	0.18511932916746543	0.21791286012545005	0.18623741337167643	0.19156020391369716
44.44444444444445	0.2763355205954481	0.27002307745170573	0.1851193291676634	0.21791286012596256	0.18623741337213384	0.19156020391399234
44.949494949494955	0.2763355205961657	0.27002307745316145	0.18511932916786136	0.21791286012647504	0.18623741337259123	0.19156020391428755
45.45454545454546	0.2763355205968832	0.2700230774546172	0.18511932916805934	0.21791286012698752	0.1862374133730486	0.19156020391458273
45.959595959595966	0.2763355205976008	0.2700230774560729	0.1851193291682573	0.21791286012750002	0.18623741337350602	0.1915602039148779
46.46464646464647	0.2763355205983184	0.2700230774575286	0.18511932916845528	0.2179128601280125	0.1862374133739634	0.1915602039151731
