,,,Slide ID,G4,G11,G9,G1,G10,G5,G2,G3,G7,G6,G12,G13,G8
,,,Antibody Name,G4,G11,G9,G1,G10,G5,G2,G3,G7,G6,G12,G13,G8
,,,HUGO ID,G4,G11,G9,G1,G10,G5,G2,G3,G7,G6,G12,G13,G8
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.468751777579154,0.370727551642696,0.8206860471177775,0.4154269769638982,0.40916950268646934,0.30586592099749244,0.008153988997176898,0.4103752577292197,0.23953701039642472,0.5823367253172249,0.726117159068763,0.0520808768777794,0.578809578079634
C1,no,Insulin,0.5050505050505051,0.399992521043425,0.2472279839046335,0.7867666555742973,0.418160761559855,0.3528944212168466,0.21123871928543006,0.27593748808897933,0.6716737603613813,0.4603497663398947,0.506014177116371,0.46076343971508116,0.5016251326714825,0.8973173570658921
C1,no,Insulin,1.0101010101010102,0.3766317268598029,0.19904712011911554,0.7597157430874466,0.4137424396464379,0.3592767603356483,0.1704888638371503,0.34567592014812515,0.7229994228865277,0.5704269551536018,0.4613970008005746,0.37024007763042044,0.7379760560360502,0.9749668502867561
C1,no,Insulin,1.5151515151515151,0.36957776136144477,0.177802982521193,0.7437091579943096,0.41111110662284067,0.36491659433879664,0.15159089876936505,0.359950923284193,0.7331144355120109,0.6277331952145199,0.43495892032502703,0.3371621795945936,0.8622391466333328,0.993897135943703
C1,no,Insulin,2.0202020202020203,0.3684410610830977,0.16780087969964846,0.734886770588238,0.4101959060576176,0.3673032413465484,0.14265222526968632,0.36055674443519214,0.7350131972190946,0.658008827105437,0.4191471672506261,0.3246555623064269,0.9275713037262203,0.9985121756407395
C1,no,Insulin,2.5252525252525255,0.3691956313774012,0.1629853029036937,0.7301428266858979,0.4100968110268084,0.3681789673210752,0.1384395780719312,0.3588570457801376,0.7353033744147826,0.674095486361844,0.4096331077309784,0.3198341358278134,0.9619201254015242,0.9996372819972518
C1,no,Insulin,3.0303030303030303,0.3703233898410482,0.1606725000056767,0.7276170395143157,0.4102666702768879,0.3684961039031303,0.136489571789528,0.3574300593080162,0.7353045332956406,0.6826631246085401,0.4038862450291151,0.31795322385368724,0.979979244584189,0.9999115707628555
C1,no,Insulin,3.5353535353535355,0.3713164226047039,0.15957951560804987,0.7262783014150211,0.4104734155718625,0.3686181525000886,0.1356145212266905,0.35657236964865313,0.7352708587485347,0.6872310366417385,0.4004065070615885,0.3172133168680105,0.989473945824295,0.9999784413221154
C1,no,Insulin,4.040404040404041,0.37205867038028795,0.1590763036703832,0.7255704756088632,0.41064298221832785,0.3686704712398664,0.1352406180653582,0.3561222941911338,0.7352445096991589,0.6896678147448501,0.3982963612575428,0.31692016123814554,0.9944658481325058,0.9999947444420213
C1,no,Insulin,4.545454545454546,0.3725702979488818,0.15885319698712644,0.7251968533666683,0.41076387633646827,0.36869569205952585,0.1350934708795154,0.35590565825216947,0.7352280343953238,0.6909681882260236,0.3970155708423672,0.31680312721910037,0.9970903765996438,0.9999987188799829
C1,no,Insulin,5.050505050505051,0.3729062461368817,0.15875974931913825,0.724999911159887,0.41084421710432933,0.3687090297404932,0.135044366089261,0.35580924562891875,0.7352183553084962,0.6916623100770559,0.3962377354533886,0.31675597225345975,0.9984702379248268,0.9999996883701161
C1,no,Insulin,5.555555555555556,0.3731197902391714,0.15872421285433913,0.7248962342631364,0.41089543906363585,0.36871649541159907,0.13503462746401323,0.35577039577328295,0.7352127712535115,0.6920329100060741,0.39576518568114794,0.3167367442060046,0.9991957132889195,0.9999999242807575
C1,no,Insulin,6.0606060606060606,0.37325239814099953,0.1587132164559531,0.7248417283145515,0.41092722119372393,0.3687207950060729,0.13503861520211738,0.35575728036225274,0.7352095576100566,0.6922308169943787,0.39547804362658295,0.3167287779430112,0.9995771358433916,0.9999999819380305
C1,no,Insulin,6.565656565656566,0.3733333060821734,0.1587117514506381,0.7248131128737895,0.41094656633405036,0.368723299088528,0.13504584906673905,0.3557547040630648,0.735207700213004,0.6923365246308427,0.39530354005723245,0.3167254080559125,0.9997776746722912,0.9999999956779897
C1,no,Insulin,7.070707070707071,0.3733819904079151,0.15871339157478054,0.7247981137017697,0.41095817267071366,0.36872476069769106,0.13505254004528414,0.35575584476999694,0.735206619386858,0.6923929932641462,0.39519748291542,0.31672394415036415,0.9998831059978702,0.9999999986749445
C1,no,Insulin,7.575757575757576,0.3734109569296217,0.15871559079227457,0.7247902639678521,0.4109650572348643,0.36872561155889505,0.1350576737477073,0.3557578659295476,0.7352059867626084,0.6924231672390334,0.39513302039318954,0.31672328514711195,0.9999385442695762,1.0000000001601739
C1,no,Insulin,8.080808080808081,0.37342803219799,0.1587174861107953,0.7247861641637556,0.4109691037044403,0.3687261060012969,0.13506127607213805,0.35575973105390446,0.7352056114247375,0.6924392903071542,0.39509383885855653,0.31672297847600195,0.9999676899535536,0.9999999996821923
C1,no,Insulin,8.585858585858587,0.3734380178221691,0.15871888895552091,0.7247840277044185,0.41097146301265025,0.3687263893231934,0.13506367262105734,0.35576116240576,0.7352053903810902,0.6924479067378929,0.395070023086993,0.31672282869663687,0.9999830132812795,1.0000000000439155
C1,no,Insulin,9.090909090909092,0.37344381716270814,0.15871984829460434,0.724782916789455,0.41097283054927775,0.3687265544394126,0.13506521163898708,0.35576216782297404,0.7352052557019074,0.6924525115302229,0.3950555469864507,0.31672275283269397,0.9999910695668675,1.0000000002758607
C1,no,Insulin,9.595959595959597,0.373447164822932,0.1587204734287834,0.7247823410323959,0.4109736172343336,0.36872664684057394,0.13506617527685336,0.3557628360615901,0.7352051762588131,0.6924549725468457,0.39504674775721743,0.31672271243536093,0.9999953048878607,1.0000000002367178
C1,no,Insulin,10.101010101010102,0.37344908646712366,0.1587208671629298,0.7247820434865241,0.4109740679206344,0.368726699950214,0.1350667671530865,0.35576326531523866,0.735205127471421,0.6924562875925698,0.3950413994639539,0.31672269037490514,0.9999975313653754,1.0000000000572333
C1,no,Insulin,10.606060606060607,0.3734501840387112,0.15872110912559564,0.7247818903130572,0.41097432480068796,0.36872672989097605,0.1350671252359102,0.3557635340435723,0.7352050979089586,0.6924569903187767,0.39503814857218306,0.31672267787046865,0.9999987019434746,1.0000000000141984
C1,no,Insulin,11.111111111111112,0.3734508095106486,0.15872125524851724,0.7247818115638895,0.4109744708972431,0.36872674673719763,0.1350673396925621,0.35576369937816016,0.7352050798694335,0.6924573668276702,0.3950361686981864,0.31672267060960957,0.9999993191760229,1.0000000000036267
C1,no,Insulin,11.616161616161618,0.3734511590137773,0.15872134105475275,0.7247817721753272,0.4109745523699554,0.3687267560151234,0.13506746525933777,0.35576379846622763,0.7352050689482583,0.6924575646800326,0.3950349765072683,0.31672266637854823,0.9999996381124934,1.0000000000010631
C1,no,Insulin,12.121212121212121,0.3734513599992967,0.15872139175995986,0.7247817513269396,0.41097459913436346,0.3687267612482547,0.1350675397951686,0.3557638581445726,0.7352050622052392,0.6924576739191298,0.395034242745262,0.31672266378879754,0.9999998122146108,0.99999999999932
C1,no,Insulin,12.626262626262626,0.37345147283731495,0.158721421166055,0.7247817408832526,0.4109746253485325,0.3687267641510845,0.1350675832686417,0.35576389354063825,0.7352050580538758,0.6924577320582828,0.39503379665655686,0.31672266224166357,0.9999999034130286,0.9999999999985032
C1,no,Insulin,13.131313131313131,0.3734515348991482,0.1587214379841819,0.7247817360105261,0.41097463977140786,0.3687267657653474,0.13506760830431178,0.3557639143250595,0.7352050554716101,0.6924577618102058,0.39503352755490334,0.3167226613430253,0.9999999490050822,1.0000000000002558
C1,no,Insulin,13.636363636363637,0.37345157012998714,0.1587214475564295,0.7247817334429704,0.4109746479770694,0.368726766688861,0.1350676228163815,0.3557639264704954,0.7352050538435244,0.6924577783459167,0.3950333624489064,0.3167226607882212,0.9999999742075888,1.0000000000026774
C1,no,Insulin,14.141414141414142,0.37345159000149597,0.15872145291564935,0.7247817320830292,0.41097465257316945,0.3687267671440382,0.1350676311454089,0.35576393347074253,0.7352050528882915,0.6924577875990312,0.39503326122631477,0.3167226604216771,0.9999999883014106,1.0000000000022247
C1,no,Insulin,14.646464646464647,0.373451600875042,0.15872145596045414,0.7247817315394699,0.41097465499991237,0.3687267672794087,0.1350676359537307,0.35576393756605384,0.7352050524054791,0.692457792216613,0.39503319919058616,0.31672266017617806,0.9999999950849862,0.9999999999987351
C1,no,Insulin,15.151515151515152,0.3734516058912686,0.15872145750534986,0.7247817315088494,0.4109746560158317,0.3687267672361392,0.13506763843852373,0.3557639397374232,0.7352050522293995,0.6924577938255544,0.39503316440280484,0.31672266002841837,0.9999999971202512,0.9999999999950172
C1,no,Insulin,15.656565656565657,0.37345160891383916,0.15872145838212848,0.7247817314683654,0.4109746566275117,0.3687267672653896,0.13506763992398366,0.35576394103423153,0.7352050520646413,0.6924577948852624,0.3950331418340439,0.3167226599430693,0.9999999985502486,0.9999999999969699
C1,no,Insulin,16.161616161616163,0.37345161166914165,0.1587214592105687,0.7247817314439682,0.41097465723458476,0.36872676728847315,0.13506764129071766,0.35576394224105323,0.7352050519015536,0.6924577957907933,0.3950331218544062,0.3167226598713372,0.9999999997256589,0.9999999999955356
C1,no,Insulin,16.666666666666668,0.37345161315534575,0.15872145964184467,0.7247817314336874,0.4109746576095055,0.36872676734900284,0.1350676420459474,0.355763942924527,0.735205051740816,0.6924577962810358,0.3950331096660828,0.31672265983783127,1.0000000003789227,0.9999999999956194
