,,,Slide ID,G1,G7,G4,G10,G2,G9,G3,G14,G12,G6,G11,G13,G8,G5
,,,Antibody Name,G1,G7,G4,G10,G2,G9,G3,G14,G12,G6,G11,G13,G8,G5
,,,HUGO ID,G1,G7,G4,G10,G2,G9,G3,G14,G12,G6,G11,G13,G8,G5
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,10.101010101010102,0.7138271984119574,0.15205652473036768,0.5289826640510482,0.6794942827348588,0.7163004692326868,0.37233789465899164,0.302889547513181,0.16555037843110082,0.7402540930626227,0.7176043612682326,0.7493770707412618,0.17799063665568704,0.3055771284875957,0.5475080499600143
C1,no,Insulin,10.606060606060607,0.7138271985860117,0.15205764253102788,0.5289826927198737,0.6794942938024745,0.7163004791878753,0.37233791650901404,0.3028895457805425,0.16555100841546525,0.7402541051454241,0.7176043818221957,0.7493772189596802,0.17799228926949456,0.3055771419485828,0.5475080774265851
C1,no,Insulin,11.111111111111112,0.7138271986823206,0.15205826836046343,0.5289827105033625,0.6794942992894241,0.716300484452014,0.37233792880892913,0.3028895450833214,0.16555136102438883,0.7402541113618314,0.7176043918500643,0.7493772911079544,0.1779932272178616,0.3055771483288054,0.5475080925813388
C1,no,Insulin,11.616161616161618,0.7138271987304748,0.1520586189807753,0.5289827181985741,0.6794943020906404,0.7163004873376317,0.37233793578146673,0.3028895447993161,0.16555155877356847,0.7402541146284528,0.7176043968301433,0.7493773265533867,0.177993758958788,0.30557715141179087,0.5475081009774573
C1,no,Insulin,12.121212121212121,0.7138271987570521,0.15205881511184804,0.5289827248176916,0.6794943035371613,0.7163004889431658,0.3723379397018361,0.3028895446879266,0.1655516693340617,0.740254116355209,0.7176043993181433,0.7493773439591557,0.17799405961043774,0.30557715289280707,0.5475081056366752
C1,no,Insulin,12.626262626262626,0.7138271987637295,0.1520589251953802,0.5289827299262927,0.679494304316506,0.7163004896565907,0.3723379419289126,0.3028895446397258,0.16555173106119214,0.7402541173041759,0.7176044006108575,0.749377352761741,0.17799422979881604,0.30557715364128674,0.5475081082374815
C1,no,Insulin,13.131313131313131,0.7138271987719298,0.1520589877854295,0.5289827301991983,0.6794943047541983,0.7163004900570218,0.372337943209191,0.3028895446148853,0.16555176629328175,0.7402541178354032,0.7176044013109961,0.7493773574011168,0.1779943271762493,0.3055771540387611,0.5475081097129819
C1,no,Insulin,13.636363636363637,0.7138271987900422,0.15205902276048475,0.5289827259181822,0.67949430497321,0.7163004905356463,0.37233794391523817,0.30288954460994494,0.16555178662177597,0.7402541181001359,0.7176044016495114,0.749377359576114,0.17799438214546354,0.3055771542140766,0.5475081105326144
C1,no,Insulin,14.141414141414142,0.7138271987975372,0.15205904110778756,0.5289827251570056,0.6794943050707388,0.7163004908548533,0.37233794428272565,0.302889544614059,0.16555179732761682,0.7402541182242339,0.7176044017919571,0.7493773604269244,0.17799441137613525,0.3055771542751538,0.5475081109581269
C1,no,Insulin,14.646464646464647,0.7138271987897497,0.15205905145066886,0.5289827297286557,0.6794943051340693,0.716300490800448,0.37233794450391755,0.30288954461429485,0.1655518027247658,0.7402541183091319,0.7176044018762439,0.7493773608981047,0.17799442792949657,0.30557715431482035,0.5475081111978393
C1,no,Insulin,15.151515151515152,0.7138271987887145,0.15205905767378355,0.5289827305878714,0.6794943051718084,0.7163004908140258,0.37233794463558306,0.30288954461441925,0.16555180614865278,0.740254118357788,0.7176044019264087,0.7493773611680392,0.17799443792184583,0.3055771543376777,0.5475081113422786
C1,no,Insulin,15.656565656565657,0.7138271987884585,0.15205906160872118,0.5289827309543856,0.6794943051956884,0.716300490829588,0.37233794471875753,0.30288954461448453,0.1655518083338483,0.740254118388224,0.7176044019579396,0.7493773613334451,0.17799444425432812,0.30557715435177585,0.5475081114336616
C1,no,Insulin,16.161616161616163,0.713827198788767,0.15205906358474927,0.5289827309518824,0.6794943052077083,0.7163004908457001,0.37233794476044746,0.3028895446145007,0.1655518094538847,0.7402541184031249,0.7176044019735385,0.7493773614099324,0.17799444745212348,0.30557715435841276,0.5475081114796168
C1,no,Insulin,16.666666666666668,0.7138271987889462,0.15205906482081463,0.528982730962773,0.679494305215248,0.7163004908556203,0.3723379447865795,0.30288954461450873,0.1655518101535496,0.7402541184124514,0.7176044019832641,0.749377361456608,0.1779944494562093,0.3055771543624978,0.5475081115083674
C1,no,Insulin,17.171717171717173,0.7138271987892689,0.15205906579109904,0.5289827308964853,0.6794943052211865,0.7163004908669123,0.37233794480707777,0.30288954461450696,0.16555181071212224,0.7402541184196096,0.7176044019907845,0.7493773614899684,0.17799445103841194,0.30557715436548766,0.5475081115309658
C1,no,Insulin,17.67676767676768,0.7138271987893406,0.1520590654192767,0.5289827308498599,0.6794943052189649,0.7163004908664719,0.37233794479929067,0.3028895446144955,0.1655518105078036,0.7402541184166833,0.7176044019877257,0.749377361471646,0.17799445044840692,0.30557715436399435,0.5475081115223462
C1,no,Insulin,18.181818181818183,0.713827198789389,0.15205906514186132,0.5289827308169635,0.6794943052173066,0.7163004908660402,0.3723379447934809,0.30288954461448725,0.16555181035510538,0.740254118414505,0.7176044019854476,0.7493773614580909,0.17799445000790512,0.3055771543628879,0.5475081115159142
C1,no,Insulin,18.68686868686869,0.7138271987893918,0.15205906504898936,0.5289827308109037,0.6794943052167491,0.7163004908656256,0.37233794479153665,0.30288954461448525,0.16555181030331284,0.7402541184137882,0.7176044019846958,0.7493773614538547,0.1779944498596467,0.30557715436253763,0.5475081115137582
C1,no,Insulin,19.191919191919194,0.7138271987893946,0.15205906495611737,0.5289827308048441,0.6794943052161917,0.716300490865211,0.37233794478959237,0.30288954461448325,0.1655518102515203,0.7402541184130714,0.717604401983944,0.7493773614496184,0.17799444971138828,0.3055771543621873,0.5475081115116022
C1,no,Insulin,19.6969696969697,0.7138271987893974,0.15205906486324539,0.5289827307987846,0.6794943052156341,0.7163004908647964,0.3723379447876481,0.3028895446144812,0.16555181019972776,0.7402541184123547,0.7176044019831922,0.7493773614453823,0.17799444956312985,0.305577154361837,0.5475081115094462
C1,no,Insulin,20.202020202020204,0.7138271987894002,0.15205906477037343,0.528982730792725,0.6794943052150767,0.7163004908643817,0.3723379447857038,0.3028895446144792,0.1655518101479352,0.7402541184116379,0.7176044019824404,0.749377361441146,0.17799444941487144,0.30557715436148675,0.5475081115072903
C1,no,Insulin,20.70707070707071,0.7138271987894024,0.1520590646892801,0.528982730787527,0.67949430521459,0.7163004908640136,0.37233794478400595,0.3028895446144775,0.16555181010269715,0.7402541184110123,0.7176044019817842,0.7493773614374585,0.17799444928538372,0.30557715436118155,0.5475081115054076
C1,no,Insulin,21.212121212121215,0.7138271987894013,0.15205906466608388,0.5289827307865642,0.67949430521445,0.7163004908638736,0.37233794478351934,0.30288954461447715,0.16555181008967723,0.7402541184108351,0.7176044019815987,0.7493773614364684,0.1779944492481621,0.3055771543610983,0.5475081115048687
C1,no,Insulin,21.71717171717172,0.7138271987894003,0.15205906464288768,0.5289827307856014,0.67949430521431,0.7163004908637337,0.37233794478303267,0.30288954461447676,0.16555181007665734,0.7402541184106578,0.7176044019814131,0.7493773614354782,0.17799444921094051,0.30557715436101507,0.5475081115043297
C1,no,Insulin,22.222222222222225,0.7138271987893992,0.15205906461969146,0.5289827307846386,0.67949430521417,0.7163004908635937,0.37233794478254606,0.3028895446144764,0.16555181006363742,0.7402541184104806,0.7176044019812275,0.749377361434488,0.1779944491737189,0.3055771543609318,0.5475081115037908
C1,no,Insulin,22.72727272727273,0.7138271987893982,0.15205906459649524,0.5289827307836759,0.67949430521403,0.7163004908634537,0.3723379447820594,0.30288954461447604,0.16555181005061753,0.7402541184103033,0.7176044019810419,0.7493773614334979,0.1779944491364973,0.3055771543608486,0.5475081115032517
C1,no,Insulin,23.232323232323235,0.713827198789397,0.15205906457329904,0.5289827307827131,0.67949430521389,0.7163004908633137,0.3723379447815728,0.3028895446144757,0.16555181003759764,0.7402541184101261,0.7176044019808564,0.7493773614325077,0.17799444909927573,0.3055771543607654,0.5475081115027128
C1,no,Insulin,23.73737373737374,0.7138271987893969,0.15205906457216425,0.5289827307826774,0.6794943052138831,0.7163004908633059,0.3723379447815489,0.3028895446144757,0.16555181003695868,0.7402541184101175,0.7176044019808474,0.7493773614324625,0.17799444909744502,0.3055771543607615,0.5475081115026863
C1,no,Insulin,24.242424242424242,0.7138271987893968,0.15205906457103696,0.5289827307826422,0.6794943052138762,0.7163004908632982,0.37233794478152515,0.3028895446144757,0.16555181003632394,0.7402541184101089,0.7176044019808385,0.7493773614324175,0.1779944490956263,0.3055771543607576,0.5475081115026601
C1,no,Insulin,24.747474747474747,0.7138271987893967,0.1520590645699097,0.5289827307826069,0.6794943052138694,0.7163004908632905,0.3723379447815014,0.3028895446144757,0.16555181003568917,0.7402541184101004,0.7176044019808295,0.7493773614323725,0.1779944490938076,0.3055771543607538,0.5475081115026339
C1,no,Insulin,25.252525252525253,0.7138271987893966,0.1520590645687824,0.5289827307825717,0.6794943052138626,0.7163004908632827,0.37233794478147764,0.3028895446144757,0.1655518100350544,0.7402541184100917,0.7176044019808206,0.7493773614323276,0.1779944490919889,0.3055771543607499,0.5475081115026077
C1,no,Insulin,25.757575757575758,0.7138271987893965,0.1520590645676551,0.5289827307825364,0.6794943052138557,0.716300490863275,0.3723379447814539,0.30288954461447565,0.16555181003441963,0.7402541184100832,0.7176044019808117,0.7493773614322826,0.1779944490901702,0.30557715436074606,0.5475081115025815
C1,no,Insulin,26.262626262626263,0.7138271987893964,0.15205906456652782,0.5289827307825011,0.6794943052138489,0.7163004908632672,0.3723379447814301,0.30288954461447565,0.16555181003378489,0.7402541184100746,0.7176044019808028,0.7493773614322378,0.1779944490883515,0.3055771543607422,0.5475081115025553
C1,no,Insulin,26.767676767676768,0.7138271987893963,0.15205906456540053,0.5289827307824659,0.679494305213842,0.7163004908632594,0.3723379447814064,0.30288954461447565,0.16555181003315012,0.740254118410066,0.7176044019807939,0.7493773614321928,0.17799444908653278,0.30557715436073835,0.5475081115025291
C1,no,Insulin,27.272727272727273,0.7138271987893962,0.15205906456427323,0.5289827307824306,0.6794943052138351,0.7163004908632518,0.37233794478138266,0.30288954461447565,0.16555181003251535,0.7402541184100575,0.7176044019807849,0.7493773614321478,0.17799444908471407,0.30557715436073446,0.5475081115025029
C1,no,Insulin,27.77777777777778,0.713827198789396,0.15205906456314594,0.5289827307823954,0.6794943052138284,0.716300490863244,0.3723379447813589,0.3028895446144756,0.1655518100318806,0.7402541184100488,0.717604401980776,0.7493773614321029,0.17799444908289536,0.30557715436073063,0.5475081115024767
C1,no,Insulin,28.282828282828284,0.7138271987893959,0.15205906456201865,0.5289827307823601,0.6794943052138215,0.7163004908632362,0.37233794478133514,0.3028895446144756,0.16555181003124583,0.7402541184100403,0.717604401980767,0.7493773614320579,0.17799444908107664,0.30557715436072674,0.5475081115024505
C1,no,Insulin,28.78787878787879,0.7138271987893959,0.15205906456089135,0.5289827307823248,0.6794943052138146,0.7163004908632284,0.3723379447813114,0.3028895446144756,0.16555181003061106,0.7402541184100317,0.7176044019807581,0.749377361432013,0.17799444907925796,0.3055771543607229,0.5475081115024243
C1,no,Insulin,29.292929292929294,0.7138271987893958,0.15205906455976406,0.5289827307822896,0.6794943052138078,0.7163004908632208,0.3723379447812877,0.3028895446144756,0.16555181002997632,0.7402541184100232,0.7176044019807492,0.749377361431968,0.17799444907743925,0.305577154360719,0.5475081115023981
C1,no,Insulin,29.7979797979798,0.7138271987893957,0.15205906455863677,0.5289827307822543,0.6794943052138009,0.716300490863213,0.3723379447812639,0.30288954461447554,0.16555181002934155,0.7402541184100146,0.7176044019807403,0.7493773614319231,0.17799444907562054,0.3055771543607152,0.5475081115023719
C1,no,Insulin,30.303030303030305,0.7138271987893956,0.15205906455750948,0.5289827307822191,0.6794943052137941,0.7163004908632052,0.37233794478124016,0.30288954461447554,0.16555181002870678,0.7402541184100061,0.7176044019807314,0.7493773614318782,0.17799444907380182,0.3055771543607113,0.5475081115023457
C1,no,Insulin,30.80808080808081,0.7138271987893955,0.15205906455638218,0.5289827307821838,0.6794943052137873,0.7163004908631975,0.3723379447812164,0.30288954461447554,0.165551810028072,0.7402541184099974,0.7176044019807224,0.7493773614318332,0.1779944490719831,0.3055771543607074,0.5475081115023195
C1,no,Insulin,31.313131313131315,0.7138271987893954,0.1520590645552549,0.5289827307821485,0.6794943052137804,0.7163004908631897,0.37233794478119264,0.30288954461447554,0.16555181002743727,0.7402541184099889,0.7176044019807135,0.7493773614317882,0.17799444907016443,0.3055771543607036,0.5475081115022933
C1,no,Insulin,31.81818181818182,0.7138271987893953,0.1520590645541276,0.5289827307821133,0.6794943052137735,0.716300490863182,0.3723379447811689,0.3028895446144755,0.1655518100268025,0.7402541184099803,0.7176044019807045,0.7493773614317433,0.17799444906834572,0.3055771543606997,0.5475081115022671
C1,no,Insulin,32.323232323232325,0.7138271987893952,0.15205906455300033,0.528982730782078,0.6794943052137667,0.7163004908631743,0.3723379447811452,0.3028895446144755,0.16555181002616773,0.7402541184099718,0.7176044019806956,0.7493773614316983,0.177994449066527,0.3055771543606959,0.5475081115022409
C1,no,Insulin,32.82828282828283,0.713827198789395,0.15205906455187304,0.5289827307820428,0.6794943052137599,0.7163004908631665,0.3723379447811214,0.3028895446144755,0.16555181002553299,0.7402541184099632,0.7176044019806866,0.7493773614316533,0.1779944490647083,0.305577154360692,0.5475081115022147
C1,no,Insulin,33.333333333333336,0.7138271987893949,0.15205906455074575,0.5289827307820075,0.679494305213753,0.7163004908631587,0.37233794478109766,0.3028895446144755,0.16555181002489822,0.7402541184099547,0.7176044019806778,0.7493773614316085,0.17799444906288958,0.30557715436068816,0.5475081115021884
C1,no,Insulin,33.83838383838384,0.7138271987893949,0.15205906454961846,0.5289827307819722,0.6794943052137462,0.7163004908631511,0.3723379447810739,0.3028895446144754,0.16555181002426345,0.740254118409946,0.7176044019806689,0.7493773614315635,0.1779944490610709,0.3055771543606843,0.5475081115021622
C1,no,Insulin,34.343434343434346,0.7138271987893948,0.15205906454849116,0.528982730781937,0.6794943052137393,0.7163004908631433,0.37233794478105015,0.3028895446144754,0.16555181002362868,0.7402541184099375,0.7176044019806599,0.7493773614315186,0.17799444905925219,0.30557715436068045,0.547508111502136
C1,no,Insulin,34.84848484848485,0.7138271987893947,0.15205906454736387,0.5289827307819017,0.6794943052137324,0.7163004908631355,0.3723379447810264,0.3028895446144754,0.16555181002299393,0.7402541184099289,0.717604401980651,0.7493773614314736,0.17799444905743347,0.30557715436067656,0.5475081115021098
C1,no,Insulin,35.35353535353536,0.7138271987893946,0.15205906454623658,0.5289827307818665,0.6794943052137257,0.7163004908631277,0.3723379447810027,0.3028895446144754,0.16555181002235916,0.7402541184099204,0.717604401980642,0.7493773614314286,0.17799444905561476,0.30557715436067273,0.5475081115020836
C1,no,Insulin,35.85858585858586,0.7138271987893945,0.15205906454510928,0.5289827307818312,0.6794943052137188,0.71630049086312,0.3723379447809789,0.30288954461447537,0.1655518100217244,0.7402541184099118,0.7176044019806331,0.7493773614313837,0.17799444905379605,0.30557715436066885,0.5475081115020574
C1,no,Insulin,36.36363636363637,0.7138271987893944,0.152059064543982,0.5289827307817959,0.6794943052137119,0.7163004908631123,0.37233794478095517,0.30288954461447537,0.16555181002108965,0.7402541184099032,0.7176044019806241,0.7493773614313387,0.17799444905197737,0.305577154360665,0.5475081115020312
C1,no,Insulin,36.86868686868687,0.7138271987893943,0.1520590645428547,0.5289827307817607,0.6794943052137051,0.7163004908631045,0.3723379447809314,0.30288954461447537,0.16555181002045488,0.7402541184098946,0.7176044019806153,0.7493773614312939,0.17799444905015865,0.30557715436066113,0.547508111502005
C1,no,Insulin,37.37373737373738,0.7138271987893942,0.1520590645417274,0.5289827307817254,0.6794943052136982,0.7163004908630968,0.37233794478090765,0.3028895446144753,0.1655518100198201,0.7402541184098861,0.7176044019806064,0.7493773614312489,0.17799444904833994,0.3055771543606573,0.5475081115019788
C1,no,Insulin,37.87878787878788,0.713827198789394,0.15205906454060011,0.5289827307816902,0.6794943052136914,0.716300490863089,0.37233794478088394,0.3028895446144753,0.16555181001918534,0.7402541184098775,0.7176044019805974,0.7493773614312039,0.17799444904652123,0.3055771543606534,0.5475081115019526
C1,no,Insulin,38.38383838383839,0.7138271987893939,0.15205906453947282,0.5289827307816549,0.6794943052136846,0.7163004908630813,0.3723379447808602,0.3028895446144753,0.1655518100185506,0.740254118409869,0.7176044019805885,0.749377361431159,0.17799444904470252,0.3055771543606496,0.5475081115019264
C1,no,Insulin,38.88888888888889,0.7138271987893938,0.15205906453834553,0.5289827307816196,0.6794943052136777,0.7163004908630736,0.3723379447808364,0.3028895446144753,0.16555181001791583,0.7402541184098604,0.7176044019805795,0.749377361431114,0.1779944490428838,0.3055771543606457,0.5475081115019002
C1,no,Insulin,39.3939393939394,0.7138271987893938,0.15205906453721824,0.5289827307815844,0.6794943052136708,0.7163004908630658,0.37233794478081267,0.30288954461447526,0.16555181001728106,0.7402541184098518,0.7176044019805706,0.749377361431069,0.17799444904106512,0.30557715436064187,0.547508111501874
C1,no,Insulin,39.8989898989899,0.7138271987893937,0.15205906453609097,0.5289827307815491,0.679494305213664,0.716300490863058,0.3723379447807889,0.30288954461447526,0.16555181001664632,0.7402541184098432,0.7176044019805617,0.7493773614310241,0.1779944490392464,0.305577154360638,0.5475081115018477
C1,no,Insulin,40.40404040404041,0.7138271987893935,0.15205906453529597,0.5289827307815242,0.6794943052136592,0.7163004908630525,0.3723379447807722,0.30288954461447526,0.16555181001619867,0.7402541184098372,0.7176044019805554,0.7493773614309924,0.17799444903796371,0.3055771543606353,0.5475081115018293
C1,no,Insulin,40.909090909090914,0.7138271987893935,0.15205906453524118,0.5289827307815228,0.6794943052136588,0.7163004908630521,0.37233794478077104,0.30288954461447526,0.16555181001616778,0.7402541184098368,0.717604401980555,0.7493773614309903,0.17799444903787495,0.30557715436063515,0.547508111501828
C1,no,Insulin,41.41414141414142,0.7138271987893935,0.15205906453518642,0.5289827307815212,0.6794943052136585,0.7163004908630517,0.37233794478076987,0.30288954461447526,0.1655518100161369,0.7402541184098363,0.7176044019805545,0.7493773614309882,0.17799444903778616,0.30557715436063493,0.5475081115018268
C1,no,Insulin,41.919191919191924,0.7138271987893935,0.15205906453513163,0.5289827307815197,0.6794943052136582,0.7163004908630514,0.3723379447807687,0.30288954461447526,0.16555181001610603,0.740254118409836,0.7176044019805542,0.7493773614309862,0.17799444903769737,0.30557715436063476,0.5475081115018255
C1,no,Insulin,42.42424242424243,0.7138271987893935,0.15205906453507684,0.5289827307815181,0.6794943052136578,0.7163004908630509,0.37233794478076754,0.30288954461447526,0.16555181001607513,0.7402541184098356,0.7176044019805538,0.7493773614309841,0.1779944490376086,0.3055771543606346,0.5475081115018242
C1,no,Insulin,42.929292929292934,0.7138271987893935,0.15205906453502205,0.5289827307815167,0.6794943052136575,0.7163004908630505,0.3723379447807664,0.30288954461447526,0.16555181001604424,0.7402541184098351,0.7176044019805533,0.749377361430982,0.17799444903751982,0.30557715436063443,0.547508111501823
C1,no,Insulin,43.43434343434344,0.7138271987893935,0.1520590645349673,0.5289827307815151,0.6794943052136572,0.7163004908630501,0.37233794478076526,0.30288954461447526,0.16555181001601335,0.7402541184098347,0.7176044019805529,0.74937736143098,0.17799444903743106,0.3055771543606342,0.5475081115018217
C1,no,Insulin,43.939393939393945,0.7138271987893935,0.1520590645349125,0.5289827307815136,0.6794943052136568,0.7163004908630497,0.3723379447807641,0.30288954461447526,0.16555181001598246,0.7402541184098343,0.7176044019805524,0.7493773614309779,0.17799444903734227,0.30557715436063404,0.5475081115018204
C1,no,Insulin,44.44444444444445,0.7138271987893935,0.1520590645348577,0.5289827307815121,0.6794943052136565,0.7163004908630494,0.37233794478076293,0.30288954461447526,0.1655518100159516,0.7402541184098339,0.717604401980552,0.7493773614309759,0.1779944490372535,0.3055771543606339,0.5475081115018191
C1,no,Insulin,44.949494949494955,0.7138271987893935,0.15205906453480295,0.5289827307815106,0.6794943052136562,0.7163004908630489,0.37233794478076176,0.30288954461447526,0.1655518100159207,0.7402541184098335,0.7176044019805515,0.7493773614309738,0.17799444903716471,0.30557715436063365,0.5475081115018179
C1,no,Insulin,45.45454545454546,0.7138271987893935,0.15205906453474816,0.528982730781509,0.6794943052136558,0.7163004908630486,0.3723379447807606,0.30288954461447526,0.1655518100158898,0.740254118409833,0.7176044019805511,0.7493773614309717,0.17799444903707592,0.3055771543606335,0.5475081115018166
C1,no,Insulin,45.959595959595966,0.7138271987893935,0.15205906453469337,0.5289827307815075,0.6794943052136555,0.7163004908630481,0.3723379447807595,0.30288954461447526,0.16555181001585892,0.7402541184098327,0.7176044019805506,0.7493773614309697,0.17799444903698716,0.3055771543606333,0.5475081115018153
C1,no,Insulin,46.46464646464647,0.7138271987893935,0.15205906453463858,0.528982730781506,0.6794943052136552,0.7163004908630477,0.3723379447807583,0.30288954461447526,0.16555181001582803,0.7402541184098322,0.7176044019805502,0.7493773614309676,0.17799444903689837,0.30557715436063315,0.547508111501814
C1,no,Insulin,46.969696969696976,0.7138271987893935,0.15205906453458382,0.5289827307815045,0.6794943052136548,0.7163004908630474,0.37233794478075716,0.30288954461447526,0.16555181001579716,0.7402541184098318,0.7176044019805499,0.7493773614309654,0.1779944490368096,0.30557715436063293,0.5475081115018128
C1,no,Insulin,47.47474747474748,0.7138271987893935,0.15205906453452903,0.5289827307815029,0.6794943052136545,0.7163004908630469,0.372337944780756,0.30288954461447526,0.16555181001576627,0.7402541184098315,0.7176044019805494,0.7493773614309635,0.17799444903672082,0.30557715436063276,0.5475081115018114
