NON $ % + - . 0 1 2 3 4
#NON	Cdc20	cdh1	Rb	CycB	p27	CycE	CycD	UbcH10	CycA	E2F
0.0	0.5098502924307416	0.06923556999499181	0.9649573933970694	0.8448179564905177	0.7933269197859609	0.5090071850840044	0.44627260425412585	0.09097113899739695	0.24098124622994166	0.9450100477211126
0.10020040080160321	0.4707102731605193	0.18075769260105046	0.8465038986737313	0.7938818261520257	0.6505880408922321	0.4340434505299958	0.4253137265119431	0.09118410249740835	0.23704659709653342	0.8729281341328087
0.20040080160320642	0.43743845648512064	0.2705202573734937	0.7586265245725166	0.7489680070319851	0.5350946636083259	0.3774868614276395	0.40642551170552055	0.0912767441879716	0.23067907667747445	0.8102163457793393
0.30060120240480964	0.40910424932306205	0.34279493271160416	0.6939414349110338	0.7115766330537068	0.44150291769402517	0.3346664349967994	0.3893820870967361	0.09125811477171547	0.223555543188032	0.7556289364497626
0.40080160320641284	0.38497269736823475	0.40097885894573615	0.646766530239219	0.6812180095204353	0.3655223156543622	0.3020814951760451	0.37398462744957606	0.09114329916508845	0.21637105032852436	0.7080563084612818
0.5010020040080161	0.3644386125219494	0.44779478668322986	0.6127485148932188	0.6569311642439472	0.30371317000465753	0.2771186222008165	0.3600578800118882	0.09094866593516433	0.2094469312007536	0.6665282932319953
0.6012024048096193	0.34699185677430333	0.4854341768333479	0.5885677977374212	0.6377000066448998	0.25331992423241784	0.25783427735426817	0.3474471547773949	0.09068992967249873	0.20293039648558972	0.6302065857570567
0.7014028056112225	0.33219616383686684	0.515665651512986	0.5717048708227513	0.6225926771564178	0.2121354863725058	0.24278802031652455	0.33601571668870367	0.09038130187853993	0.196881078751256	0.5983725558975994
0.8016032064128257	0.31967522484845573	0.5399190708073738	0.5602559927123613	0.6108040797501612	0.17839153990294654	0.23091512501885034	0.32564252542259675	0.09003517442657769	0.19131310283666875	0.570413167534519
0.9018036072144289	0.3091029929008397	0.5593515929912979	0.5527885958575823	0.6016604162486897	0.15067029979262753	0.22142990077339944	0.3162202751176015	0.08966208359249002	0.1862167861770475	0.5458066864053436
1.0020040080160322	0.30019653251202383	0.5749000524612783	0.5482287363020737	0.5946086558388258	0.12783384661958044	0.213752912645096	0.30765369370361384	0.08927082042857327	0.18157020075691485	0.5241092137752875
1.1022044088176353	0.2927104297776944	0.5873228455881964	0.545774072801158	0.5892008747018785	0.10896765744478232	0.20745654487495366	0.2998580655458804	0.08886860977924332	0.17734550658850107	0.5049425991248705
1.2024048096192386	0.28643219867780473	0.5972335902238927	0.5448271707495237	0.5850777763525804	0.09333563661601765	0.20222463810959979	0.2927579481411878	0.08846131334590605	0.17351245624578507	0.48798394479059487
1.3026052104208417	0.2811783446191595	0.6051283322612823	0.5449446627065874	0.5819533403684708	0.08034431628883146	0.1978227016809333	0.2862860559221935	0.0880536310262554	0.17004037355243337	0.4729566925153446
1.402805611222445	0.2767908954722064	0.6114076328451752	0.5457986588018383	0.579601321299294	0.06951434666876263	0.1940759985922028	0.28038228832374384	0.08764928706192672	0.16689928347208446	0.459623160131476
1.503006012024048	0.2731343035320592	0.6163945157450614	0.5471476626179214	0.5778437303425497	0.06045781889975436	0.1908535368061522	0.27499288297632946	0.08725119564838957	0.16406053677366583	0.44777834663025345
1.6032064128256514	0.2700926539786854	0.6203490925324421	0.5488146718287507	0.5765412415926497	0.05286020261760325	0.18805636898209369	0.27006967704571094	0.08686160376143381	0.16149714767328663	0.43724481238370017
1.7034068136272547	0.2675671520106519	0.6234804838737737	0.5506707491680775	0.5755853023419581	0.04646594028425236	0.18560906543196695	0.2655694620404178	0.0864822123488112	0.15918395402827643	0.4278684515714991
1.8036072144288577	0.2654738658621896	0.6259565386463196	0.5526227108856367	0.5748917199017085	0.041066947462574166	0.18345350079695824	0.2614534196475327	0.08611427770636437	0.15709766803080952	0.4195149971323397
1.903807615230461	0.263741711334225	0.627911747012309	0.5546039333372307	0.5743954903310918	0.03649342551145469	0.181544339594516	0.25768662787211455	0.08575869555826798	0.15521685729214532	0.4120671246051723
2.0040080160320644	0.2623106616106837	0.6294536831175951	0.5565674757854188	0.5740466568954269	0.03260650391999334	0.17984574404043904	0.25423762801996524	0.08541607032061035	0.1535218834714848	0.4054220409228369
2.1042084168336674	0.26113016767328406	0.6306682405141677	0.5584809503046118	0.5738070114597096	0.02929234237776353	0.17832897762237349	0.2510780445550286	0.08508677193304869	0.1519948145996838	0.39948946853214595
2.2044088176352705	0.2601577728858921	0.6316238793832598	0.5603226960539351	0.5736474822186269	0.02645739722701498	0.17697065766334455	0.24818225094496058	0.08477098232740522	0.1506193224888183	0.3941899518521425
2.3046092184368736	0.2593579050634067	0.6323750676132068	0.5620789262598941	0.5735460725900225	0.024024614016606233	0.17575147757399573	0.2455270754428992	0.0844687333803245	0.14938057298606872	0.389453426671047
2.404809619238477	0.2587008289107304	0.6329650640417223	0.5637416003641964	0.573486241828327	0.021930360126943826	0.17465526920948818	0.24309154164320196	0.08417993788178761	0.14826511421372784	0.3852180054374897
2.50501002004008	0.2581617423551386	0.6334281636935121	0.5653068416109013	0.5734556387420416	0.020121951460392598	0.1736683138781563	0.2408566394064619	0.08390441478164022	0.1472607662467109	0.3814289413312747
2.6052104208416833	0.2577200005180798	0.6337915070975513	0.5667737579821072	0.5734451143131009	0.01855565306592505	0.17277883169742514	0.23880512223908099	0.08364190978734393	0.14635651460295587	0.37803774015498787
2.705410821643287	0.2573584521466047	0.6340765351702962	0.5681435658682205	0.5734479548651285	0.017195060496203327	0.17197660115493826	0.2369213277998189	0.08339211217114026	0.14554240898001902	0.37500139577591607
2.80561122244489	0.2570628745541522	0.6343001565697921	0.5694189397386418	0.573459288974126	0.016009787403059108	0.17125267315323242	0.2351910186702207	0.08315466848529435	0.1448094680884514	0.3722817293889925
2.905811623246493	0.2568214944445544	0.6344756813925321	0.5706035320612269	0.5734756313606907	0.014974401035448417	0.17059915447565693	0.23360124092777135	0.08292919374521833	0.14414959100930386	0.3698448167891794
