Networkname,time,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_6_14_10_2018_23_48.sif,Namespace(dir='1'),1,23,4,8,0.2,0.1111111111111111,0.6666666666666666,0.4814814814814815,-0.046373889576016826
