NON $ % + -
#NON	b	c	d	a
0.0	0.9502381470918769	0.3652982428616224	0.6822401737433437	0.5566485799137046
0.5050505050505051	0.48456319568333767	0.22456127914721621	0.245762472489177	0.39048886750421885
1.0101010101010102	0.3238566573572038	0.14423711493054842	0.11700836450875528	0.3347888566781459
1.5151515151515151	0.2699801294479082	0.09828997564172526	0.07371493650194527	0.31733767021677717
2.0202020202020203	0.2532162534114367	0.07261616894300862	0.05674295147995651	0.31294772731273485
2.5252525252525255	0.24895571689357032	0.05850226428676875	0.048978799019001686	0.3127326178662519
3.0303030303030303	0.2486179562326487	0.05075630226320051	0.04499134097841127	0.3136135864787066
3.5353535353535355	0.2492880013427983	0.046474841158029	0.04281211815176036	0.31457937574551414
4.040404040404041	0.250038728758672	0.04408690457312923	0.041591065891549116	0.3153496747602737
4.545454545454546	0.25062797044188445	0.04274533057612906	0.040901909616278126	0.31589346900031934
5.050505050505051	0.2510352562948726	0.0419880851834087	0.04051264435714242	0.31625302528159505
5.555555555555556	0.25129916687934356	0.04155959341579591	0.04029297367951345	0.31648120938455
6.0606060606060606	0.25146371200121	0.04131688395124992	0.040169139432863904	0.3166220297661353
6.565656565656566	0.2515637499208443	0.041179388376352995	0.04009938364041066	0.31670720980981665
7.070707070707071	0.25162351247997283	0.041101524171464385	0.04006010919950208	0.3167579721673264
7.575757575757576	0.25165876577043883	0.04105745107159935	0.04003799954522704	0.3167878841297366
8.080808080808081	0.25167936630137283	0.04103251977172581	0.04002555522932985	0.31680535713929064
8.585858585858587	0.25169131729261146	0.04101842634909535	0.04001854798870844	0.3168154936737517
9.090909090909092	0.25169821244453294	0.04101046219180948	0.04001460648592411	0.3168213430305799
9.595959595959597	0.25170217244083004	0.04100596467902395	0.04001238641897016	0.31682470330710594
10.101010101010102	0.25170443831142836	0.041003426400426146	0.04001113632071285	0.3168266265638724
10.606060606060607	0.25170573265478363	0.04100199256172675	0.04001043220912085	0.3168277254761728
11.111111111111112	0.2517064699219054	0.04100118339752381	0.04001003560553314	0.3168283515767798
11.616161616161618	0.25170688335751235	0.04100073328453375	0.04000981535224219	0.31682870275377323
12.121212121212121	0.2517071240828436	0.04100047219276223	0.040009687799447365	0.3168289072533675
12.626262626262626	0.2517072606493267	0.04100032502282524	0.04000961594535689	0.3168290232896002
13.131313131313131	0.25170733679455415	0.0410002437169108	0.040009576107886295	0.316829088005245
13.636363636363637	0.25170737937443	0.04100019842641623	0.0400095537538753	0.31682912420207415
14.141414141414142	0.2517074022937277	0.041000174105571004	0.04000954177057052	0.31682914368949955
14.646464646464647	0.2517074154554722	0.041000160114222084	0.040009535126721854	0.3168291548763982
15.151515151515152	0.2517074234309203	0.04100015159927336	0.040009531396598096	0.3168291616472557
15.656565656565657	0.2517074280583653	0.0410001466596702	0.04000952930455379	0.31682916557359797
16.161616161616163	0.25170743155847086	0.04100014293120093	0.04000952764925592	0.3168291685451757
16.666666666666668	0.25170743353006	0.0410001408501208	0.04000952657233062	0.31682917022259166
17.171717171717173	0.2517074341809107	0.041000140189690434	0.04000952602160188	0.3168291707811316
17.67676767676768	0.2517074349108647	0.041000139425418566	0.04000952558733975	0.31682917140312605
18.181818181818183	0.25170743498970505	0.04100013935254474	0.04000952548327683	0.31682917147182105
18.68686868686869	0.2517074352169365	0.04100013912633283	0.040009525277088606	0.31682917166731045
19.191919191919194	0.2517074348700552	0.04100013949400694	0.04000952546199125	0.3168291713723471
19.6969696969697	0.2517074345231739	0.04100013986168104	0.0400095256468939	0.3168291710773838
20.202020202020204	0.2517074344251313	0.041000139965530896	0.04000952569865737	0.31682917099402
20.70707070707071	0.25170743437461235	0.04100014001899521	0.04000952572499373	0.3168291709510678
21.212121212121215	0.25170743432409337	0.04100014007245952	0.040009525751330086	0.3168291709081156
21.71717171717172	0.2517074342735744	0.04100014012592383	0.04000952577766644	0.3168291708651634
22.222222222222225	0.2517074342230554	0.04100014017938814	0.0400095258040028	0.3168291708222111
22.72727272727273	0.2517074341725364	0.04100014023285246	0.040009525830339156	0.31682917077925893
23.232323232323235	0.2517074341220174	0.041000140286316766	0.04000952585667551	0.31682917073630673
23.73737373737374	0.2517074340714984	0.041000140339781076	0.04000952588301187	0.31682917069335453
24.242424242424242	0.25170743402097945	0.041000140393245385	0.040009525909348226	0.3168291706504023
24.747474747474747	0.25170743397046047	0.0410001404467097	0.04000952593568458	0.3168291706074501
25.252525252525253	0.25170743394340983	0.04100014047533056	0.04000952594976611	0.31682917058445115
25.757575757575758	0.25170743393607237	0.041000140483083175	0.040009525953553705	0.3168291705782127
26.262626262626263	0.25170743392873485	0.0410001404908358	0.0400095259573413	0.31682917057197424
26.767676767676768	0.2517074339213974	0.04100014049858842	0.04000952596112889	0.3168291705657358
27.272727272727273	0.2517074339140599	0.041000140506341036	0.040009525964916484	0.3168291705594974
27.77777777777778	0.25170743390672246	0.041000140514093654	0.04000952596870408	0.31682917055325893
28.282828282828284	0.25170743389938494	0.04100014052184627	0.040009525972491675	0.3168291705470205
28.78787878787879	0.25170743389204747	0.04100014052959889	0.04000952597627927	0.316829170540782
29.292929292929294	0.25170743388471	0.04100014053735151	0.040009525980066865	0.31682917053454357
29.7979797979798	0.25170743387737254	0.041000140545104126	0.04000952598385445	0.31682917052830517
30.303030303030305	0.25170743387180533	0.0410001405509862	0.04000952598672809	0.31682917052357185
30.80808080808081	0.2517074338716258	0.04100014055117553	0.04000952598682027	0.31682917052341925
31.313131313131315	0.25170743387144634	0.04100014055136486	0.04000952598691244	0.31682917052326665
31.81818181818182	0.2517074338712669	0.041000140551554196	0.040009525987004614	0.31682917052311405
32.323232323232325	0.25170743387108735	0.04100014055174352	0.04000952598709678	0.31682917052296145
32.82828282828283	0.2517074338709079	0.04100014055193286	0.04000952598718895	0.31682917052280885
33.333333333333336	0.2517074338707284	0.041000140552122186	0.04000952598728113	0.31682917052265624
33.83838383838384	0.25170743387054895	0.04100014055231152	0.0400095259873733	0.3168291705225036
34.343434343434346	0.2517074338703694	0.04100014055250085	0.040009525987465475	0.316829170522351
34.84848484848485	0.25170743387018996	0.04100014055269018	0.040009525987557644	0.3168291705221984
35.35353535353536	0.2517074338700105	0.04100014055287952	0.04000952598764981	0.3168291705220458
35.85858585858586	0.251707433869831	0.041000140553068845	0.04000952598774199	0.3168291705218932
36.36363636363637	0.2517074338696515	0.04100014055325818	0.04000952598783416	0.3168291705217406
36.86868686868687	0.25170743386947203	0.04100014055344751	0.040009525987926335	0.316829170521588
37.37373737373738	0.25170743386929256	0.04100014055363684	0.040009525988018504	0.3168291705214354
37.87878787878788	0.25170743386911304	0.04100014055382617	0.040009525988110674	0.3168291705212828
38.38383838383839	0.25170743386893357	0.041000140554015505	0.04000952598820285	0.3168291705211302
38.88888888888889	0.2517074338687541	0.04100014055420483	0.04000952598829502	0.3168291705209776
39.3939393939394	0.25170743386857464	0.04100014055439417	0.040009525988387196	0.316829170520825
39.8989898989899	0.2517074338683951	0.0410001405545835	0.040009525988479365	0.3168291705206724
40.40404040404041	0.25170743386821565	0.04100014055477283	0.040009525988571534	0.31682917052051973
40.909090909090914	0.2517074338680362	0.041000140554962164	0.04000952598866371	0.31682917052036713
41.41414141414142	0.2517074338678567	0.04100014055515149	0.04000952598875588	0.31682917052021453
41.919191919191924	0.2517074338676772	0.041000140555340826	0.04000952598884805	0.31682917052006193
42.42424242424243	0.2517074338674977	0.041000140555530154	0.040009525988940225	0.31682917051990933
42.929292929292934	0.25170743386731825	0.04100014055571949	0.040009525989032395	0.31682917051975673
43.43434343434344	0.2517074338671388	0.041000140555908816	0.04000952598912457	0.31682917051960413
43.939393939393945	0.25170743386695926	0.04100014055609815	0.04000952598921674	0.31682917051945153
44.44444444444445	0.2517074338667798	0.04100014055628748	0.04000952598930891	0.31682917051929893
44.949494949494955	0.2517074338666003	0.04100014055647681	0.040009525989401086	0.31682917051914633
45.45454545454546	0.2517074338664208	0.04100014055666615	0.040009525989493255	0.31682917051899373
45.959595959595966	0.25170743386624134	0.041000140556855476	0.04000952598958543	0.31682917051884113
46.46464646464647	0.25170743386606187	0.04100014055704481	0.0400095259896776	0.3168291705186885
46.969696969696976	0.2517074338658824	0.04100014055723414	0.04000952598976977	0.3168291705185359
47.47474747474748	0.2517074338657029	0.04100014055742347	0.040009525989861947	0.3168291705183833
47.979797979797986	0.2517074338655234	0.0410001405576128	0.040009525989954116	0.3168291705182307
48.484848484848484	0.25170743386534394	0.041000140557802135	0.04000952599004629	0.3168291705180781
48.98989898989899	0.2517074338651645	0.04100014055799146	0.04000952599013846	0.3168291705179255
49.494949494949495	0.25170743386498495	0.0410001405581808	0.04000952599023063	0.3168291705177729
50.0	0.2517074338648055	0.041000140558370125	0.04000952599032281	0.3168291705176203
