,,,Slide ID,a,b,e,c,d,f
,,,Antibody Name,a,b,e,c,d,f
,,,HUGO ID,a,b,e,c,d,f
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,33.557046979865774,0.10441751357236945,0.12393412946384355,0.14900677985610475,0.12690242925167516,0.01946415822722705,0.09823268661795238
C1,no,Insulin,33.89261744966443,0.10441751357290599,0.12393412946516238,0.14900677985671698,0.12690242925216777,0.01946415822746478,0.09823268661688793
C1,no,Insulin,34.22818791946309,0.10441751357344252,0.1239341294664812,0.14900677985732924,0.1269024292526604,0.019464158227702512,0.09823268661582348
C1,no,Insulin,34.56375838926175,0.10441751357397906,0.12393412946780002,0.1490067798579415,0.126902429253153,0.019464158227940242,0.09823268661475902
C1,no,Insulin,34.899328859060404,0.10441751357451559,0.12393412946911884,0.14900677985855373,0.12690242925364564,0.019464158228177972,0.09823268661369457
C1,no,Insulin,35.234899328859065,0.10441751357505213,0.12393412947043767,0.149006779859166,0.12690242925413825,0.019464158228415705,0.0982326866126301
C1,no,Insulin,35.57046979865772,0.10441751357558866,0.1239341294717565,0.14900677985977825,0.12690242925463088,0.019464158228653435,0.09823268661156564
C1,no,Insulin,35.90604026845638,0.1044175135761252,0.12393412947307532,0.1490067798603905,0.1269024292551235,0.019464158228891165,0.09823268661050119
C1,no,Insulin,36.241610738255034,0.10441751357666174,0.12393412947439414,0.14900677986100275,0.12690242925561612,0.0194641582291289,0.09823268660943674
C1,no,Insulin,36.577181208053695,0.10441751357719828,0.12393412947571296,0.149006779861615,0.12690242925610873,0.01946415822936663,0.09823268660837228
C1,no,Insulin,36.91275167785235,0.10441751357773481,0.12393412947703178,0.14900677986222724,0.12690242925660133,0.01946415822960436,0.09823268660730783
C1,no,Insulin,37.24832214765101,0.10441751357827135,0.1239341294783506,0.1490067798628395,0.12690242925709397,0.019464158229842092,0.09823268660624336
C1,no,Insulin,37.58389261744966,0.10441751357880788,0.12393412947966943,0.14900677986345173,0.12690242925758657,0.019464158230079822,0.0982326866051789
C1,no,Insulin,37.919463087248324,0.10441751357934442,0.12393412948098825,0.149006779864064,0.1269024292580792,0.019464158230317552,0.09823268660411445
C1,no,Insulin,38.25503355704698,0.10441751357988095,0.12393412948230707,0.14900677986467625,0.12690242925857181,0.019464158230555285,0.09823268660305
C1,no,Insulin,38.59060402684564,0.1044175135804175,0.1239341294836259,0.14900677986528849,0.12690242925906445,0.019464158230793015,0.09823268660198554
C1,no,Insulin,38.9261744966443,0.10441751358095402,0.12393412948494471,0.14900677986590075,0.12690242925955705,0.019464158231030745,0.09823268660092109
C1,no,Insulin,39.261744966442954,0.10441751358149057,0.12393412948626355,0.149006779866513,0.1269024292600497,0.01946415823126848,0.09823268659985662
C1,no,Insulin,39.597315436241615,0.1044175135820271,0.12393412948758237,0.14900677986712524,0.1269024292605423,0.01946415823150621,0.09823268659879217
C1,no,Insulin,39.93288590604027,0.10441751358256364,0.12393412948890119,0.1490067798677375,0.12690242926103493,0.019464158231743942,0.09823268659772771
C1,no,Insulin,40.26845637583893,0.10441751358310017,0.12393412949022001,0.14900677986834976,0.12690242926152753,0.019464158231981672,0.09823268659666326
C1,no,Insulin,40.604026845637584,0.1044175135836367,0.12393412949153883,0.149006779868962,0.12690242926202017,0.019464158232219402,0.0982326865955988
C1,no,Insulin,40.939597315436245,0.10441751358417324,0.12393412949285766,0.14900677986957425,0.12690242926251277,0.019464158232457136,0.09823268659453435
C1,no,Insulin,41.2751677852349,0.10441751358470977,0.12393412949417648,0.14900677987018648,0.1269024292630054,0.019464158232694866,0.09823268659346988
C1,no,Insulin,41.61073825503356,0.10441751358524631,0.1239341294954953,0.14900677987079874,0.126902429263498,0.019464158232932596,0.09823268659240543
C1,no,Insulin,41.946308724832214,0.10441751358578284,0.12393412949681412,0.149006779871411,0.12690242926399065,0.01946415823317033,0.09823268659134098
C1,no,Insulin,42.281879194630875,0.10441751358631939,0.12393412949813294,0.14900677987202324,0.12690242926448325,0.01946415823340806,0.09823268659027652
C1,no,Insulin,42.61744966442953,0.10441751358685591,0.12393412949945178,0.1490067798726355,0.12690242926497589,0.01946415823364579,0.09823268658921207
C1,no,Insulin,42.95302013422819,0.10441751358739246,0.1239341295007706,0.14900677987324776,0.1269024292654685,0.019464158233883522,0.09823268658814761
C1,no,Insulin,43.28859060402685,0.10441751358792899,0.12393412950208942,0.14900677987386,0.12690242926596113,0.019464158234121252,0.09823268658708315
C1,no,Insulin,43.624161073825505,0.10441751358846553,0.12393412950340824,0.14900677987447225,0.12690242926645373,0.019464158234358982,0.09823268658601869
C1,no,Insulin,43.959731543624166,0.10441751358900206,0.12393412950472706,0.1490067798750845,0.12690242926694636,0.019464158234596716,0.09823268658495424
C1,no,Insulin,44.29530201342282,0.1044175135895386,0.12393412950604589,0.14900677987569674,0.12690242926743897,0.019464158234834446,0.09823268658388978
C1,no,Insulin,44.63087248322148,0.10441751359007513,0.12393412950736471,0.149006779876309,0.12690242926793158,0.019464158235072176,0.09823268658282533
C1,no,Insulin,44.966442953020135,0.10441751359061167,0.12393412950868353,0.14900677987692124,0.1269024292684242,0.01946415823530991,0.09823268658176088
C1,no,Insulin,45.302013422818796,0.1044175135911482,0.12393412951000235,0.1490067798775335,0.12690242926891682,0.01946415823554764,0.09823268658069641
C1,no,Insulin,45.63758389261745,0.10441751359168475,0.12393412951132117,0.14900677987814576,0.12690242926940945,0.019464158235785373,0.09823268657963195
C1,no,Insulin,45.97315436241611,0.10441751359222128,0.12393412951264,0.149006779878758,0.12690242926990206,0.019464158236023103,0.0982326865785675
C1,no,Insulin,46.308724832214764,0.10441751359275782,0.12393412951395882,0.14900677987937025,0.1269024292703947,0.019464158236260833,0.09823268657750305
C1,no,Insulin,46.644295302013425,0.10441751359329435,0.12393412951527764,0.1490067798799825,0.1269024292708873,0.019464158236498566,0.09823268657643859
C1,no,Insulin,46.97986577181208,0.10441751359383089,0.12393412951659646,0.14900677988059474,0.12690242927137993,0.019464158236736296,0.09823268657537414
C1,no,Insulin,47.31543624161074,0.10441751359436742,0.12393412951791528,0.149006779881207,0.12690242927187254,0.019464158236974026,0.09823268657430967
C1,no,Insulin,47.6510067114094,0.10441751359490396,0.1239341295192341,0.14900677988181926,0.12690242927236517,0.01946415823721176,0.09823268657324521
C1,no,Insulin,47.986577181208055,0.10441751359544049,0.12393412952055294,0.1490067798824315,0.12690242927285778,0.01946415823744949,0.09823268657218076
C1,no,Insulin,48.322147651006716,0.10441751359597704,0.12393412952187176,0.14900677988304376,0.1269024292733504,0.01946415823768722,0.0982326865711163
C1,no,Insulin,48.65771812080537,0.10441751359651356,0.12393412952319058,0.149006779883656,0.12690242927384301,0.019464158237924953,0.09823268657005185
C1,no,Insulin,48.99328859060403,0.1044175135970501,0.1239341295245094,0.14900677988426825,0.12690242927433565,0.019464158238162683,0.0982326865689874
C1,no,Insulin,49.328859060402685,0.10441751359758664,0.12393412952582822,0.1490067798848805,0.12690242927482825,0.019464158238400413,0.09823268656792293
C1,no,Insulin,49.664429530201346,0.10441751359812317,0.12393412952714705,0.14900677988549274,0.1269024292753209,0.019464158238638146,0.09823268656685848
C1,no,Insulin,50.0,0.10441751359865971,0.12393412952846587,0.149006779886105,0.1269024292758135,0.019464158238875876,0.09823268656579402
