NON $ % + - . 0 1 2 3 4
#NON	E2F	CycB	CycE	cdh1	p27	CycD	Rb	Cdc20	CycA	UbcH10
0.0	0.49012749535155986	0.14252528178016877	0.5809099076612814	0.06745405239528146	0.5960650996975291	0.32364884348793566	0.10608705907128013	0.5672596269909294	0.38707424270590385	0.4472457884840749
1.7241379310344827	0.444325357346961	0.6204959810210329	0.26272252775779614	0.5760544815135763	0.042410131404947336	0.3017413245108012	0.4651153034353718	0.25525666346559944	0.163296039459144	0.0974770740553391
3.4482758620689653	0.42637900564190084	0.6289539241041031	0.2290371533721617	0.5797106343461123	0.028103241356447522	0.29958674146909753	0.5355628642743422	0.242916948369426	0.15228675042707498	0.08474174048158781
5.172413793103448	0.42378409998176864	0.6294451267493835	0.22478628239548676	0.5794181227709208	0.027346718731274505	0.299371732571393	0.5482970031486377	0.24235836421309234	0.1509331936303066	0.08396173380625963
6.896551724137931	0.4233820506380048	0.6294659054947962	0.22417328436990236	0.5794349363589418	0.027321052706239038	0.2993502447341627	0.5504936501962024	0.24233532469790323	0.15071431531769997	0.08389584166531612
8.620689655172413	0.4233175011422915	0.6294647743992707	0.2240777432332676	0.5794462064822159	0.027324085663826995	0.29934809677481017	0.5508649722891845	0.24233398796269243	0.15067770311777678	0.0838877406101014
10.344827586206897	0.42330692711283513	0.6294643072279357	0.22406228511799486	0.5794487569650603	0.02732512688807433	0.29934788201296064	0.5509271987690719	0.24233379044546438	0.1506715808718748	0.08388650465554076
12.068965517241379	0.4233051799169015	0.6294642117195447	0.22405974272222598	0.5794492259909156	0.027325339707823436	0.2993478606168697	0.5509375839842587	0.24233375236494065	0.15067055914717056	0.08388630291161588
13.793103448275861	0.42330488986374243	0.629464195570754	0.22405932158350864	0.5794493071725713	0.027325377921643714	0.2993478584674413	0.5509393144044635	0.2423337451430053	0.15067038904727034	0.08388626933282337
15.517241379310343	0.4233048409710116	0.6294641925243115	0.22405925112573585	0.5794493208470934	0.02732538457504031	0.2993478582608454	0.5509396050459513	0.24233374392416313	0.15067036048546878	0.08388626372466082
17.241379310344826	0.4233048337918586	0.6294641925093709	0.22405924005911684	0.5794493232335752	0.027325385615123255	0.2993478582435849	0.5509396501281881	0.24233374362415472	0.1506703559762091	0.08388626280956336
18.96551724137931	0.4233048318855696	0.6294641924586983	0.2240592378017744	0.5794493235690824	0.027325385841989423	0.29934785824071763	0.5509396596999688	0.2423337435578855	0.15067035465478057	0.08388626266678822
20.689655172413794	0.4233048316991828	0.6294641922673413	0.2240592373981314	0.5794493236558214	0.02732538587815394	0.29934785824043386	0.5509396613666153	0.24233374360072768	0.15067035479925958	0.0838862626165755
22.413793103448274	0.42330483177336603	0.6294641921949913	0.22405923748142423	0.5794493236363363	0.027325385869474	0.29934785824064997	0.5509396610453211	0.24233374362306404	0.1506703549512818	0.08388626261688995
24.137931034482758	0.4233048318566744	0.629464192204636	0.22405923761391916	0.5794493236083565	0.027325385856880654	0.2993478582407985	0.5509396605039976	0.24233374362404755	0.15067035499357434	0.08388626262829159
25.86206896551724	0.42330483186996853	0.6294641922057519	0.2240592376338524	0.5794493236043136	0.027325385854967434	0.29934785824081667	0.5509396604220135	0.24233374362431734	0.15067035500090967	0.08388626262993719
27.586206896551722	0.4233048318832627	0.6294641922068679	0.2240592376537857	0.5794493236002707	0.027325385853054215	0.2993478582408348	0.5509396603400295	0.24233374362458715	0.150670355008245	0.08388626263158279
29.310344827586206	0.4233048318965568	0.6294641922079838	0.22405923767371896	0.5794493235962277	0.027325385851141	0.2993478582408529	0.5509396602580454	0.24233374362485696	0.15067035501558032	0.08388626263322839
31.034482758620687	0.42330483190985096	0.6294641922090997	0.22405923769365224	0.5794493235921848	0.02732538584922778	0.29934785824087107	0.5509396601760613	0.24233374362512675	0.15067035502291565	0.08388626263487399
32.75862068965517	0.42330483192314505	0.6294641922102157	0.2240592377135855	0.5794493235881418	0.02732538584731456	0.2993478582408892	0.5509396600940772	0.24233374362539656	0.15067035503025097	0.08388626263651959
34.48275862068965	0.4233048319266972	0.6294641922104992	0.2240592377188789	0.5794493235870729	0.027325385846806063	0.29934785824089377	0.5509396600722923	0.24233374362547255	0.15067035503223086	0.08388626263695444
36.206896551724135	0.4233048319279178	0.6294641922105835	0.22405923772066852	0.5794493235867157	0.027325385846633753	0.29934785824089505	0.550939660064915	0.24233374362550217	0.15067035503292903	0.0838862626370995
37.93103448275862	0.42330483192913837	0.6294641922106678	0.22405923772245817	0.5794493235863587	0.027325385846461447	0.2993478582408963	0.5509396600575376	0.24233374362553176	0.15067035503362722	0.08388626263724457
39.6551724137931	0.42330483193035895	0.6294641922107521	0.22405923772424782	0.5794493235860015	0.027325385846289137	0.2993478582408976	0.5509396600501602	0.24233374362556137	0.15067035503432538	0.08388626263738964
41.37931034482759	0.42330483193157953	0.6294641922108365	0.22405923772603745	0.5794493235856445	0.02732538584611683	0.29934785824089893	0.5509396600427828	0.24233374362559096	0.15067035503502357	0.08388626263753471
43.103448275862064	0.42330483193259744	0.6294641922109068	0.22405923772752998	0.5794493235853465	0.027325385845973126	0.2993478582409	0.5509396600366303	0.24233374362561566	0.15067035503560586	0.0838862626376557
44.82758620689655	0.4233048319326112	0.6294641922109075	0.22405923772755	0.5794493235853425	0.027325385845971197	0.2993478582409	0.5509396600365477	0.24233374362561602	0.15067035503561388	0.0838862626376573
46.55172413793103	0.42330483193262497	0.6294641922109084	0.22405923772757003	0.5794493235853386	0.027325385845969268	0.29934785824090004	0.5509396600364651	0.24233374362561638	0.15067035503562187	0.08388626263765891
48.275862068965516	0.42330483193263874	0.6294641922109093	0.22405923772759004	0.5794493235853346	0.02732538584596734	0.29934785824090004	0.5509396600363825	0.24233374362561674	0.15067035503562987	0.08388626263766052
50.0	0.4233048319326525	0.6294641922109102	0.22405923772761005	0.5794493235853306	0.027325385845965413	0.29934785824090004	0.5509396600362999	0.2423337436256171	0.15067035503563786	0.08388626263766213
