NON $ % + - . 0 1 2 3 4
#NON	UbcH10	CycA	CycB	p27	E2F	cdh1	Rb	Cdc20	CycD	CycE
0.0	0.2842102489511471	0.031247693907964336	0.1417490007508354	0.5192164959210975	0.9141787141787295	0.12588952874941906	0.8086109953078277	0.40315269511414	0.7828328124190757	0.46619470853382594
0.20080321285140562	0.2099286774395085	0.10965108847444627	0.3024430156739122	0.3619399400730769	0.7210062281301269	0.31317022329475286	0.674494334341913	0.3304591007991137	0.600031929913124	0.3401038716142434
0.40160642570281124	0.16381717056275863	0.14785371241193337	0.38913319009515396	0.2594788098472511	0.6021134520635005	0.43595729392477384	0.6072480921315769	0.30242223956134867	0.476407835722611	0.26008217792364713
0.6024096385542168	0.13317826912269856	0.16530225812816898	0.4361079127334304	0.19246106073090388	0.5313802656832926	0.5187619479840679	0.5787623643404273	0.29230576813374337	0.391597081014698	0.2087228498142209
0.8032128514056225	0.11200288617053483	0.17216908436924114	0.4609089108186899	0.1482106078287221	0.48946583643701624	0.5754287218719493	0.5716759703238856	0.2894707320764542	0.3325902169631582	0.1754920766348127
1.0040160642570282	0.09694048046639397	0.17388287439893618	0.4733424795758865	0.11863495132765212	0.46446652372228053	0.6146110146541383	0.5754872247142016	0.28934789572165953	0.2909914076040345	0.15385907459835732
1.2048192771084336	0.08598305624665276	0.17328672818214555	0.4790009468237422	0.09859897251638876	0.4493725571870318	0.6419205248862213	0.5840569337724977	0.29000828994532474	0.26131429514513466	0.1397013567441367
1.4056224899598393	0.07786861326776257	0.17181905396916228	0.4810690319344225	0.08483940502119927	0.4401136850947931	0.661075933340787	0.5939786037468168	0.29070341848376513	0.2399220676057435	0.1303866134292339
1.606425702811245	0.07177394878919707	0.1701701217631756	0.4813372915621059	0.07526807846681155	0.43433019494905123	0.6745800355642081	0.6035097781852867	0.29120040174078105	0.2243664677533114	0.12422289176854978
1.8072289156626506	0.06714494657813164	0.16864241879682937	0.4807897416077667	0.06853362752789327	0.4306467306641076	0.6841381831487486	0.6118802241068498	0.29147533157052224	0.2129732530348109	0.12011826608274827
2.0080321285140563	0.0635983041945162	0.16734459504680044	0.47994809912306247	0.06374892262143719	0.42825378816799387	0.6909243178597473	0.618856505764315	0.2915751362994005	0.2045799576617019	0.1173658104550284
2.208835341365462	0.06086249389990524	0.16629362498174624	0.4790734251959723	0.060322260388588955	0.4266686809726585	0.6957535688742041	0.6244782725366773	0.2915591728866809	0.1983680295389086	0.11550632339538272
2.4096385542168672	0.05874117280759281	0.16546722262738542	0.4782834254567986	0.05785257317915447	0.42559913748692574	0.6991960233895703	0.6289058647883654	0.2914777921349173	0.19375384266375456	0.1142403269839475
2.610441767068273	0.05708985351033386	0.1648297853464877	0.47761986915033366	0.056063833905179376	0.4248651140861324	0.7016527701620442	0.6323371841522992	0.29136713404797027	0.1903167833767476	0.11337156110149292
2.8112449799196786	0.055800636180036174	0.16434450127641717	0.4770866294448136	0.054763468732030744	0.4243536451229209	0.7034073467774767	0.6349658661012396	0.2912503144183592	0.1877509954519245	0.11277067560324343
3.0120481927710845	0.05479195902612365	0.16397841872808938	0.4766706119219785	0.05381554070143922	0.4239924766006682	0.7046609539568771	0.6369629041433654	0.29114051490125176	0.18583242854641802	0.11235185631850306
