,,,Slide ID,c,a,b,d,e
,,,Antibody Name,c,a,b,d,e
,,,HUGO ID,c,a,b,d,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.727734837121914,0.4124414868021864,0.8975054980487142,0.27825586171747596,0.43638496144457606
C1,no,Insulin,0.33557046979865773,0.4192952918311369,0.2700213446507891,0.5026877892696101,0.13924322750083407,0.2945752774462879
C1,no,Insulin,0.6711409395973155,0.2689268231049889,0.18730997437909902,0.3317451069592323,0.07619910406194004,0.21710827662237292
C1,no,Insulin,1.0067114093959733,0.19343624637468265,0.13720204332716276,0.2530251861386944,0.04629697866797988,0.17247395392237988
C1,no,Insulin,1.342281879194631,0.15406574907232073,0.10588970815645192,0.21385768025632423,0.03131333542927981,0.14548689187145245
C1,no,Insulin,1.6778523489932886,0.13260511674249734,0.08592082132195011,0.19265781389786282,0.023329906446807814,0.12852169870225336
C1,no,Insulin,2.0134228187919465,0.12035234371955103,0.07300953530526352,0.18024994669272526,0.01880920658041555,0.11753913703439937
C1,no,Insulin,2.348993288590604,0.11304015558016552,0.06456990536870072,0.17252037735106476,0.01610855724972555,0.11027696832635517
C1,no,Insulin,2.684563758389262,0.10850351685576783,0.05899878739577147,0.16748932853429438,0.01442521988470598,0.10540225547091292
C1,no,Insulin,3.0201342281879198,0.10559827720499035,0.055287924104301465,0.16412160511007307,0.013342637935238207,0.10209562989596514
C1,no,Insulin,3.3557046979865772,0.10369197138378425,0.052796456402784644,0.16182918757257198,0.012630888065873588,0.09983631144188629
C1,no,Insulin,3.691275167785235,0.10241865207742076,0.05111254746718964,0.1602537514746557,0.01215576511762844,0.09828482405112872
C1,no,Insulin,4.026845637583893,0.10155735413743497,0.049968374967853585,0.15916535034277005,0.011835263016988678,0.09721572050273246
C1,no,Insulin,4.3624161073825505,0.10096966788676717,0.04918771994502966,0.15841132068578015,0.011617493521979511,0.09647726506746677
C1,no,Insulin,4.697986577181208,0.10056630602566596,0.04865340507652386,0.15788819756776862,0.01146877993531842,0.0959663616472523
C1,no,Insulin,5.033557046979866,0.10028836258845013,0.048286823892291386,0.15752502410947763,0.011366862781478956,0.09561249497394335
C1,no,Insulin,5.369127516778524,0.1000963339173734,0.048034861424609956,0.1572728166219219,0.011296836804777825,0.0953672042474247
C1,no,Insulin,5.704697986577181,0.09996343534775715,0.0478614372510324,0.15709765243919183,0.011248634950093518,0.09519708526152389
C1,no,Insulin,6.0402684563758395,0.09987135376630372,0.047741942600372275,0.1569759951587504,0.011215409583468349,0.09507905756244103
C1,no,Insulin,6.375838926174497,0.09980750505378103,0.047659535477472106,0.1568915026329234,0.011192484208869327,0.09499714995075527
C1,no,Insulin,6.7114093959731544,0.09976321058574004,0.047602667353691,0.15683282264436746,0.011176651822227796,0.0949402976023318
C1,no,Insulin,7.046979865771813,0.09973247248116655,0.04756339595209231,0.15679207165577252,0.011165713423087519,0.09490083217719625
C1,no,Insulin,7.38255033557047,0.09971113688790725,0.04753627122088779,0.15676377219361756,0.011158149073714234,0.09487343351592506
C1,no,Insulin,7.718120805369128,0.09969632560522229,0.047517519714894464,0.1567441200290723,0.011152918967844637,0.09485441093782916
C1,no,Insulin,8.053691275167786,0.0996860428400144,0.04750455642547553,0.15673047353465586,0.011149300071122959,0.09484120356581133
C1,no,Insulin,8.389261744966444,0.09967890534205202,0.04749559386033148,0.15672099986262708,0.011146795959621581,0.09483203569106799
C1,no,Insulin,8.724832214765101,0.09967393412853211,0.047489373474578475,0.15671440091541344,0.011145057040263081,0.0948256502009801
C1,no,Insulin,9.060402684563758,0.09967050613864875,0.047485098732506496,0.15670985019259936,0.011143861563357536,0.0948212469235908
C1,no,Insulin,9.395973154362416,0.09966811767625713,0.04748212981009465,0.15670667933349727,0.011143030582078037,0.09481817891037521
C1,no,Insulin,9.731543624161075,0.09966646086724494,0.04748007642536979,0.15670447974123533,0.011142455536242648,0.09481605071230471
C1,no,Insulin,10.067114093959733,0.09966530704295855,0.04747865018287967,0.1567029478940448,0.011142055912959692,0.09481456860647919
C1,no,Insulin,10.40268456375839,0.09966450637696901,0.04747766304764578,0.15670188488981793,0.011141779202937829,0.09481354013836828
C1,no,Insulin,10.738255033557047,0.09966395255612294,0.047476981912856715,0.15670114960192547,0.01114158818927074,0.09481282874740961
C1,no,Insulin,11.073825503355705,0.09966356454607972,0.047476505586872365,0.15670063445898058,0.01114145455713093,0.09481233034345511
C1,no,Insulin,11.409395973154362,0.09966329418314812,0.047476174359295714,0.1567002755145068,0.011141361575557257,0.09481198305871735
C1,no,Insulin,11.74496644295302,0.0996631070742143,0.04747594566790858,0.15670002709785133,0.011141297332492795,0.09481174271479631
C1,no,Insulin,12.080536912751679,0.09966297797292402,0.04747578825138378,0.15669985568655614,0.01114125309517807,0.09481157688284314
C1,no,Insulin,12.416107382550337,0.09966288848352564,0.047475679285573835,0.15669973686223695,0.011141222497910679,0.09481146193361614
C1,no,Insulin,12.751677852348994,0.09966282627117926,0.047475603554454425,0.15669965425861496,0.011141201277698897,0.0948113820221871
C1,no,Insulin,13.087248322147651,0.09966278292045441,0.047475550789257887,0.15669959670698194,0.011141186521694284,0.09481132633798894
C1,no,Insulin,13.422818791946309,0.09966275283268623,0.04747551424908527,0.15669955677268804,0.011141176285400853,0.09481128768892125
C1,no,Insulin,13.758389261744966,0.09966273136733202,0.047475488348824056,0.15669952828071565,0.011141168947569596,0.09481126011547301
C1,no,Insulin,14.093959731543626,0.09966271811211173,0.047475472602472125,0.15669951068248175,0.011141164361571702,0.0948112430880737
C1,no,Insulin,14.429530201342283,0.09966270813203333,0.047475460885087,0.156699497418114,0.011141160856751256,0.09481123026989371
C1,no,Insulin,14.76510067114094,0.09966270051690292,0.04747545197180987,0.15669948729386707,0.011141158175342345,0.09481122048985932
C1,no,Insulin,15.100671140939598,0.09966269330144557,0.04747544333901294,0.15669947771051979,0.011141155701487574,0.09481121122158667
C1,no,Insulin,15.436241610738255,0.09966268817488358,0.047475437153965905,0.15669947090252978,0.011141153965456826,0.094811204636557
C1,no,Insulin,15.771812080536913,0.09966268513721693,0.04747543341666875,0.15669946686989703,0.011141152967250106,0.09481120073477031
C1,no,Insulin,16.107382550335572,0.09966268418844565,0.04747543212712149,0.15669946561262157,0.01114115270686741,0.09481119951622662
C1,no,Insulin,16.44295302013423,0.0996626837270662,0.047475431432954344,0.15669946500276477,0.011141152608376557,0.09481119892365776
C1,no,Insulin,16.778523489932887,0.099662682443456,0.0474754298193999,0.15669946330021398,0.011141152200811489,0.09481119727474156
C1,no,Insulin,17.114093959731544,0.09966268191145798,0.0474754291068345,0.15669946259615486,0.011141152050157097,0.0948111965912138
C1,no,Insulin,17.449664429530202,0.09966268213107213,0.04747542929525814,0.15669946289058742,0.011141152156413382,0.09481119687307449
C1,no,Insulin,17.78523489932886,0.09966268310229846,0.04747543038467081,0.15669946418351163,0.011141152519580344,0.0948111981203236
C1,no,Insulin,18.120805369127517,0.09966268206242108,0.04747542897332059,0.15669946280732278,0.011141152231960941,0.09481119678431305
C1,no,Insulin,18.456375838926174,0.0996626833905631,0.047475430579906185,0.15669946457184497,0.011141152680754402,0.09481119849014258
C1,no,Insulin,18.79194630872483,0.09966268471870511,0.04747543218649178,0.1566994663363672,0.011141153129547863,0.0948112001959721
C1,no,Insulin,19.12751677852349,0.09966268604684712,0.04747543379307737,0.1566994681008894,0.011141153578341325,0.09481120190180163
C1,no,Insulin,19.46308724832215,0.09966268737498914,0.047475435399662966,0.15669946986541158,0.011141154027134786,0.09481120360763116
C1,no,Insulin,19.798657718120808,0.09966268760237212,0.04747543568679291,0.15669947016712027,0.011141154098868544,0.09481120389969694
C1,no,Insulin,20.134228187919465,0.0996626874879646,0.047475435564226065,0.1566994700146189,0.011141154053523603,0.0948112037527828
C1,no,Insulin,20.469798657718123,0.09966268737355706,0.04747543544165922,0.15669946986211752,0.01114115400817866,0.09481120360586869
C1,no,Insulin,20.80536912751678,0.09966268725914952,0.047475435319092374,0.15669946970961618,0.011141153962833718,0.09481120345895457
C1,no,Insulin,21.140939597315437,0.09966268714474198,0.04747543519652553,0.1566994695571148,0.011141153917488775,0.09481120331204045
C1,no,Insulin,21.476510067114095,0.09966268703033446,0.04747543507395868,0.15669946940461343,0.011141153872143834,0.09481120316512633
C1,no,Insulin,21.812080536912752,0.09966268691592692,0.04747543495139184,0.1566994692521121,0.01114115382679889,0.09481120301821219
C1,no,Insulin,22.14765100671141,0.09966268680151938,0.04747543482882499,0.15669946909961072,0.01114115378145395,0.09481120287129807
C1,no,Insulin,22.483221476510067,0.09966268671715398,0.04747543473756285,0.15669946898718162,0.011141153748357984,0.0948112027629597
C1,no,Insulin,22.818791946308725,0.09966268668904874,0.04747543470492526,0.15669946894979622,0.01114115373820077,0.09481120272686248
C1,no,Insulin,23.154362416107382,0.09966268666094348,0.047475434672287674,0.15669946891241082,0.011141153728043559,0.09481120269076525
C1,no,Insulin,23.48993288590604,0.09966268663283823,0.047475434639650094,0.15669946887502542,0.011141153717886345,0.09481120265466803
C1,no,Insulin,23.8255033557047,0.09966268660473297,0.04747543460701251,0.15669946883764002,0.011141153707729131,0.0948112026185708
C1,no,Insulin,24.161073825503358,0.09966268657662772,0.04747543457437492,0.15669946880025462,0.011141153697571918,0.09481120258247357
C1,no,Insulin,24.496644295302016,0.09966268654852248,0.04747543454173733,0.15669946876286922,0.011141153687414704,0.09481120254637634
C1,no,Insulin,24.832214765100673,0.09966268652041722,0.04747543450909975,0.15669946872548382,0.01114115367725749,0.09481120251027912
C1,no,Insulin,25.16778523489933,0.09966268649231197,0.047475434476462165,0.15669946868809842,0.011141153667100279,0.09481120247418189
C1,no,Insulin,25.503355704697988,0.09966268648880723,0.04747543447233835,0.15669946868343881,0.011141153665856975,0.09481120246968039
C1,no,Insulin,25.838926174496645,0.09966268648706506,0.047475434470257497,0.15669946868112392,0.011141153665252333,0.09481120246744264
C1,no,Insulin,26.174496644295303,0.0996626864853229,0.04747543446817663,0.15669946867880905,0.011141153664647694,0.0948112024652049
C1,no,Insulin,26.51006711409396,0.09966268648358073,0.04747543446609577,0.15669946867649415,0.011141153664043052,0.09481120246296715
C1,no,Insulin,26.845637583892618,0.09966268648183857,0.047475434464014914,0.15669946867417928,0.011141153663438413,0.09481120246072941
C1,no,Insulin,27.181208053691275,0.09966268648009641,0.04747543446193405,0.15669946867186438,0.011141153662833771,0.09481120245849167
C1,no,Insulin,27.516778523489933,0.09966268647835423,0.047475434459853194,0.1566994686695495,0.01114115366222913,0.09481120245625392
C1,no,Insulin,27.85234899328859,0.09966268647661207,0.04747543445777233,0.1566994686672346,0.01114115366162449,0.09481120245401618
C1,no,Insulin,28.18791946308725,0.09966268647486991,0.04747543445569147,0.15669946866491974,0.011141153661019849,0.09481120245177843
C1,no,Insulin,28.52348993288591,0.09966268647312775,0.04747543445361061,0.15669946866260484,0.01114115366041521,0.0948112024495407
C1,no,Insulin,28.859060402684566,0.09966268647138557,0.04747543445152975,0.15669946866028997,0.011141153659810568,0.09481120244730294
C1,no,Insulin,29.194630872483224,0.09966268646964341,0.04747543444944889,0.15669946865797507,0.011141153659205929,0.0948112024450652
C1,no,Insulin,29.53020134228188,0.09966268646790125,0.04747543444736803,0.1566994686556602,0.011141153658601287,0.09481120244282745
C1,no,Insulin,29.86577181208054,0.09966268646615908,0.047475434445287165,0.1566994686533453,0.011141153657996646,0.09481120244058971
C1,no,Insulin,30.201342281879196,0.09966268646441691,0.04747543444320631,0.15669946865103043,0.011141153657392006,0.09481120243835196
C1,no,Insulin,30.536912751677853,0.09966268646267475,0.047475434441125446,0.15669946864871553,0.011141153656787365,0.09481120243611423
C1,no,Insulin,30.87248322147651,0.09966268646093258,0.04747543443904458,0.15669946864640066,0.011141153656182725,0.09481120243387647
C1,no,Insulin,31.20805369127517,0.09966268645919042,0.047475434436963726,0.15669946864408577,0.011141153655578084,0.09481120243163874
C1,no,Insulin,31.543624161073826,0.09966268645744826,0.04747543443488286,0.1566994686417709,0.011141153654973443,0.09481120242940098
C1,no,Insulin,31.879194630872483,0.09966268645570608,0.047475434432802006,0.156699468639456,0.011141153654368803,0.09481120242716325
C1,no,Insulin,32.214765100671144,0.09966268645396392,0.04747543443072114,0.15669946863714113,0.011141153653764162,0.0948112024249255
C1,no,Insulin,32.5503355704698,0.09966268645222176,0.04747543442864028,0.15669946863482623,0.011141153653159522,0.09481120242268776
C1,no,Insulin,32.88590604026846,0.0996626864504796,0.047475434426559424,0.15669946863251136,0.01114115365255488,0.09481120242045
C1,no,Insulin,33.22147651006711,0.09966268644873742,0.04747543442447856,0.15669946863019646,0.01114115365195024,0.09481120241821227
C1,no,Insulin,33.557046979865774,0.09966268644699526,0.047475434422397704,0.1566994686278816,0.0111411536513456,0.09481120241597452
C1,no,Insulin,33.89261744966443,0.0996626864452531,0.04747543442031684,0.1566994686255667,0.011141153650740959,0.09481120241373678
C1,no,Insulin,34.22818791946309,0.09966268644351094,0.04747543441823598,0.15669946862325182,0.011141153650136319,0.09481120241149903
C1,no,Insulin,34.56375838926175,0.09966268644176876,0.04747543441615512,0.15669946862093692,0.011141153649531678,0.09481120240926129
C1,no,Insulin,34.899328859060404,0.0996626864400266,0.04747543441407426,0.15669946861862205,0.011141153648927038,0.09481120240702354
C1,no,Insulin,35.234899328859065,0.09966268643828444,0.0474754344119934,0.15669946861630715,0.011141153648322397,0.0948112024047858
C1,no,Insulin,35.57046979865772,0.09966268643654227,0.04747543440991254,0.15669946861399225,0.011141153647717755,0.09481120240254805
C1,no,Insulin,35.90604026845638,0.09966268643480011,0.047475434407831675,0.15669946861167738,0.011141153647113116,0.09481120240031031
C1,no,Insulin,36.241610738255034,0.09966268643305794,0.04747543440575082,0.15669946860936249,0.011141153646508474,0.09481120239807256
C1,no,Insulin,36.577181208053695,0.09966268643131578,0.047475434403669955,0.15669946860704762,0.011141153645903835,0.09481120239583482
C1,no,Insulin,36.91275167785235,0.09966268642957361,0.04747543440158909,0.15669946860473272,0.011141153645299193,0.09481120239359707
C1,no,Insulin,37.24832214765101,0.09966268642783145,0.047475434399508236,0.15669946860241785,0.011141153644694552,0.09481120239135933
C1,no,Insulin,37.58389261744966,0.09966268642608928,0.04747543439742737,0.15669946860010295,0.011141153644089912,0.09481120238912158
C1,no,Insulin,37.919463087248324,0.09966268642434711,0.047475434395346516,0.15669946859778808,0.011141153643485271,0.09481120238688384
C1,no,Insulin,38.25503355704698,0.09966268642260495,0.04747543439326565,0.15669946859547318,0.011141153642880632,0.09481120238464609
C1,no,Insulin,38.59060402684564,0.09966268642086279,0.04747543439118479,0.1566994685931583,0.01114115364227599,0.09481120238240835
