,,,Slide ID,c,a,b,d,e
,,,Antibody Name,c,a,b,d,e
,,,HUGO ID,c,a,b,d,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,38.9261744966443,0.09966268641912061,0.047475434389103933,0.1566994685908434,0.01114115364167135,0.0948112023801706
C1,no,Insulin,39.261744966442954,0.09966268641811962,0.047475434387907925,0.15669946858951342,0.011141153641324187,0.09481120237888487
C1,no,Insulin,39.597315436241615,0.09966268641801163,0.04747543438777801,0.15669946858936998,0.011141153641287245,0.09481120237874613
C1,no,Insulin,39.93288590604027,0.09966268641790361,0.04747543438764809,0.15669946858922654,0.011141153641250302,0.0948112023786074
C1,no,Insulin,40.26845637583893,0.09966268641779562,0.047475434387518174,0.1566994685890831,0.01114115364121336,0.09481120237846867
C1,no,Insulin,40.604026845637584,0.09966268641768762,0.04747543438738826,0.15669946858893966,0.011141153641176417,0.09481120237832995
C1,no,Insulin,40.939597315436245,0.09966268641757961,0.04747543438725834,0.15669946858879621,0.011141153641139474,0.09481120237819121
C1,no,Insulin,41.2751677852349,0.09966268641747161,0.047475434387128417,0.15669946858865277,0.011141153641102533,0.09481120237805249
C1,no,Insulin,41.61073825503356,0.09966268641736362,0.0474754343869985,0.15669946858850933,0.01114115364106559,0.09481120237791375
C1,no,Insulin,41.946308724832214,0.0996626864172556,0.04747543438686858,0.1566994685883659,0.011141153641028648,0.09481120237777503
C1,no,Insulin,42.281879194630875,0.09966268641714761,0.047475434386738666,0.15669946858822245,0.011141153640991705,0.09481120237763631
C1,no,Insulin,42.61744966442953,0.09966268641703961,0.04747543438660875,0.156699468588079,0.011141153640954762,0.09481120237749757
C1,no,Insulin,42.95302013422819,0.0996626864169316,0.04747543438647883,0.15669946858793557,0.01114115364091782,0.09481120237735885
C1,no,Insulin,43.28859060402685,0.0996626864168236,0.047475434386348915,0.15669946858779213,0.011141153640880877,0.09481120237722011
C1,no,Insulin,43.624161073825505,0.0996626864167156,0.047475434386219,0.1566994685876487,0.011141153640843934,0.09481120237708139
C1,no,Insulin,43.959731543624166,0.0996626864166076,0.04747543438608908,0.15669946858750525,0.011141153640806992,0.09481120237694265
C1,no,Insulin,44.29530201342282,0.0996626864164996,0.047475434385959164,0.1566994685873618,0.011141153640770049,0.09481120237680393
C1,no,Insulin,44.63087248322148,0.09966268641639159,0.04747543438582925,0.15669946858721837,0.011141153640733106,0.0948112023766652
C1,no,Insulin,44.966442953020135,0.09966268641628359,0.04747543438569933,0.15669946858707492,0.011141153640696164,0.09481120237652647
C1,no,Insulin,45.302013422818796,0.0996626864161756,0.047475434385569414,0.15669946858693148,0.011141153640659223,0.09481120237638774
C1,no,Insulin,45.63758389261745,0.09966268641606758,0.0474754343854395,0.15669946858678804,0.01114115364062228,0.09481120237624902
C1,no,Insulin,45.97315436241611,0.09966268641595959,0.04747543438530958,0.1566994685866446,0.011141153640585337,0.09481120237611028
C1,no,Insulin,46.308724832214764,0.09966268641585159,0.04747543438517966,0.15669946858650116,0.011141153640548395,0.09481120237597156
C1,no,Insulin,46.644295302013425,0.09966268641574358,0.047475434385049746,0.15669946858635772,0.011141153640511452,0.09481120237583282
C1,no,Insulin,46.97986577181208,0.09966268641563558,0.04747543438491983,0.15669946858621428,0.01114115364047451,0.0948112023756941
C1,no,Insulin,47.31543624161074,0.09966268641552758,0.04747543438478991,0.15669946858607084,0.011141153640437567,0.09481120237555536
C1,no,Insulin,47.6510067114094,0.09966268641541957,0.047475434384659995,0.1566994685859274,0.011141153640400624,0.09481120237541664
C1,no,Insulin,47.986577181208055,0.09966268641531158,0.04747543438453008,0.15669946858578396,0.011141153640363681,0.0948112023752779
C1,no,Insulin,48.322147651006716,0.09966268641520358,0.04747543438440016,0.15669946858564052,0.011141153640326739,0.09481120237513918
C1,no,Insulin,48.65771812080537,0.09966268641509557,0.047475434384270244,0.15669946858549708,0.011141153640289796,0.09481120237500046
C1,no,Insulin,48.99328859060403,0.09966268641498757,0.04747543438414033,0.15669946858535364,0.011141153640252855,0.09481120237486172
C1,no,Insulin,49.328859060402685,0.09966268641487958,0.04747543438401041,0.1566994685852102,0.011141153640215912,0.094811202374723
C1,no,Insulin,49.664429530201346,0.09966268641477156,0.047475434383880494,0.15669946858506675,0.01114115364017897,0.09481120237458426
C1,no,Insulin,50.0,0.09966268641466357,0.04747543438375058,0.1566994685849233,0.011141153640142027,0.09481120237444554
