,,,Slide ID,G4,G10,G3,G7,G6,G8,G5,G1,G9,G11,G2
,,,Antibody Name,G4,G10,G3,G7,G6,G8,G5,G1,G9,G11,G2
,,,HUGO ID,G4,G10,G3,G7,G6,G8,G5,G1,G9,G11,G2
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,7.575757575757576,0.00024330840644280408,0.030630181723194726,0.0013789566179581486,0.0018165335192603096,0.0013183576173341758,0.004344220308760978,0.20304932658597624,0.38971461059893847,0.003663066346928814,0.33265641708986504,0.0007855562143955239
C1,no,Insulin,8.080808080808081,0.00019529737947103173,0.027067065020479394,0.0010653772852920456,0.0015082620168837641,0.000957201931278924,0.003652137978222387,0.20438926355522552,0.3897237311875688,0.003080793697661088,0.33308476149256777,0.0006543494185865382
C1,no,Insulin,8.585858585858587,0.0001588498016014179,0.024070562780373953,0.0008355936375489568,0.0012659992750524392,0.0007100932384008009,0.0030992062099909597,0.2055650871874415,0.3897284851963098,0.0026220953799826197,0.33337901453879026,0.0005507223289828101
C1,no,Insulin,9.090909090909092,0.00013093600450358832,0.02154404549636821,0.0006652521029458541,0.0010746332921425625,0.0005381943287608732,0.0026560750666343638,0.20658921950354478,0.3897309631983488,0.0022574629741534727,0.33358112248554034,0.00046838866741894295
C1,no,Insulin,9.595959595959597,0.00010937435244959154,0.019408378655057002,0.0005375559913117095,0.0009226086185587048,0.00041658771490762946,0.0022995661720586467,0.20747707173377034,0.3897322548561495,0.0019652262592196783,0.33371992615642365,0.0004026056565546104
C1,no,Insulin,10.101010101010102,9.257771081740051e-05,0.01759874073703443,0.0004407922621457403,0.0008010903621808654,0.0003291075206037086,0.00201144229532148,0.20824458644604654,0.38973292813011673,0.0017292449900466386,0.3338152467840411,0.00034975390470568413
C1,no,Insulin,10.606060606060607,7.938207018949161e-05,0.01606191680011245,0.00036670321209742617,0.0007033232162831327,0.00026513714439571975,0.0017774027154437713,0.20890697468361633,0.3897332790750968,0.0015373507772091224,0.3338807031334618,0.0003070515961322739
C1,no,Insulin,11.111111111111112,6.892796121415818e-05,0.014754070067793655,0.000309405433224536,0.000624138487112993,0.0002176134610188871,0.0015862618102832295,0.20947813817999864,0.3897334620058653,0.0013802754091769085,0.33392565025636683,0.00027235094823766605
C1,no,Insulin,11.616161616161618,6.057686400064901e-05,0.01363894023841256,0.0002646644312040568,0.0005595747393890479,0.00018177301581858668,0.0014292807598382396,0.2099704712751241,0.38973355735938753,0.0012508978491431156,0.33395651354129635,0.00024398825570736828
C1,no,Insulin,12.121212121212121,5.385156132957424e-05,0.012686407587623938,0.00022940297245270492,0.0005065872878936614,0.0001543580440677983,0.0012996303852780215,0.21039486179548136,0.38973360706291404,0.001143705198822921,0.3339777057048871,0.0002206711033580481
C1,no,Insulin,12.626262626262626,4.8393182830313425e-05,0.011871355107105554,0.0002013641167490781,0.0004628267780240214,0.0001331087388495681,0.0011919644273388752,0.21076078781284474,0.3897336329714583,0.001054400095004577,0.3339922570924906,0.00020139245960633194
C1,no,Insulin,13.131313131313131,4.3930101342296244e-05,0.01117276806619355,0.0001788779503447803,0.0004264714399133594,0.00011643534437443749,0.0011020847536194988,0.21107645309166134,0.38973364647657416,0.000979611042949827,0.3340022485715613,0.0001853649243298794
C1,no,Insulin,13.636363636363637,4.025529241702022e-05,0.010573016256664345,0.00016069830898333108,0.0003961003813654639,0.00010320383964817536,0.0010266808710289903,0.21134893210248612,0.3897336535163518,0.0009166761502317998,0.33400910903480013,0.00017197026256988873
C1,no,Insulin,14.141414141414142,3.720981569236915e-05,0.010057277970096144,0.0001458875273168352,0.0003705982914887024,9.259434021957993e-05,0.0009631290747598062,0.21158430981639909,0.38973365718599945,0.000863480592415486,0.33401381962943943,0.0001607207396383984
C1,no,Insulin,14.646464646464647,3.4670715297374404e-05,0.009613071747178068,0.00013373429893451502,0.0003490837560547843,8.400632482418894e-05,0.000909338148668673,0.21178781052511764,0.3897336590988959,0.000818333568186629,0.3340170540497432,0.0001512295074674849
C1,no,Insulin,15.151515151515152,3.254212305834472e-05,0.00922987213420647,0.00012369464605777332,0.00033085532158879825,7.699440595322591e-05,0.0008636311818587706,0.21196391363028416,0.38973366009610644,0.0007798746910014474,0.33401927490682193,0.00014318793857356508
C1,no,Insulin,15.656565656565657,3.074871126393384e-05,0.008898792308478645,0.00011534928487978252,0.0003153508975290468,7.122435189972921e-05,0.0008246552686914405,0.21211645591568468,0.38973366061593734,0.0007470026469385628,0.334020799800949,0.00013634833807520707
C1,no,Insulin,16.161616161616163,2.9230817157323957e-05,0.008612318586911404,0.0001083724194679742,0.0003021169191294323,6.644243885151197e-05,0.0007913120144832906,0.2122487220228699,0.38973366088693334,0.0007188202241906612,0.3340218468353925,0.00013051064562429713
C1,no,Insulin,16.666666666666668,2.7940829549313993e-05,0.008364089241739429,0.00010250893623174505,0.0002907849714938835,6.245399687331907e-05,0.0007627042777500458,0.21236352307838627,0.3897336610282119,0.0006945921285667777,0.3340225657601113,0.0001255122892160903
C1,no,Insulin,17.171717171717173,2.6840462170408322e-05,0.008148709783236683,9.75575029837684e-05,0.00028105391277653537,5.9108117910623625e-05,0.000738095024532713,0.21246326512934854,0.38973366110188007,0.0006737122474347894,0.33402305940880783,0.00012122033432494327
C1,no,Insulin,17.67676767676768,2.589872487097688e-05,0.007961598523952835,9.335809137734002e-05,0.00027267615199866546,5.6286728936322886e-05,0.0007168755035320864,0.2125500078492626,0.38973366114028085,0.0006556783332462971,0.3340233983515419,0.00011752548930204884
C1,no,Insulin,18.181818181818183,2.5090340972876756e-05,0.007798854198001748,8.978244047587342e-05,0.0002654468061158537,5.3896501345876896e-05,0.0006985398749069777,0.212625516682786,0.3897336611603107,0.0006400717149214756,0.334023631096426,0.00011433732489916462
C1,no,Insulin,18.68686868686869,2.4394578835485342e-05,0.007657151687937721,8.672715288496147e-05,0.0002591956309707055,5.186313287944139e-05,0.0006826662029665401,0.21269130487325313,0.38973366117075264,0.0006265420559488697,0.3340237909047634,0.00011158069001812643
C1,no,Insulin,19.191919191919194,2.379431960830053e-05,0.007533647522487151,8.410817659514557e-05,0.00025378025887605037,5.0126884679650806e-05,0.0006689004383617858,0.21274867230222944,0.38973366117619995,0.0006147945094135521,0.334023900647175,0.00010919276124343073
C1,no,Insulin,19.6969696969697,2.3275358560736156e-05,0.007425909857760166,8.185686628603539e-05,0.000249081334033079,4.8639458342659094e-05,0.0006569448016681979,0.21279873517683034,0.3897336611790388,0.0006045803143371097,0.3340239759937323,0.00010712083859599579
C1,no,Insulin,20.202020202020204,2.2825828521887906e-05,0.007331849680655197,7.991667482607989e-05,0.0002449981008285057,4.736141943255892e-05,0.0006465472190287943,0.21284245516717895,0.3897336611805218,0.0005956883223595402,0.3340240277350405,0.00010532045036849216
C1,no,Insulin,20.70707070707071,2.2435807293556106e-05,0.0072496660165118736,7.824079027123812e-05,0.00024144507113370173,4.626037449184323e-05,0.0006374933327360429,0.21288066235508193,0.38973366118129393,0.0005879386457201725,0.334024063272838,0.00010375397918496418
C1,no,Insulin,21.212121212121215,2.2096888296345887e-05,0.007177816123143155,7.67903490126441e-05,0.0002383500062393861,4.530965406220409e-05,0.0006296014522934238,0.212914070869949,0.38973366118169595,0.0005811781961736371,0.33402408767111197,0.00010238943812903301
C1,no,Insulin,21.71717171717172,2.180198999083816e-05,0.007114960786881555,7.553272879252283e-05,0.0002356509793936783,4.4486995993793144e-05,0.0006227156089484953,0.21294330039324078,0.38973366118190567,0.0005752754060891856,0.334024104431366,0.00010119956081032086
C1,no,Insulin,22.222222222222225,2.1545117406604984e-05,0.007059946833480294,7.444061307148456e-05,0.00023329527400787786,4.377387557467842e-05,0.0006167027426181073,0.21296888548237486,0.38973366118201436,0.0005701177250983005,0.33402411593655745,0.00010016107744237752
C1,no,Insulin,22.72727272727273,2.1321092642185455e-05,0.007011778934956172,7.34909197690423e-05,0.00023123777431604262,4.315474394482402e-05,0.0006114487159638849,0.21299128914279197,0.3897336611820716,0.0005656083010076744,0.33402412383581975,9.925396634090876e-05
C1,no,Insulin,23.232323232323235,2.1125512414117605e-05,0.006969583233662825,7.266398225123279e-05,0.00022943922845823148,4.26163978410604e-05,0.000606854195984793,0.21301091645343645,0.3897336611821023,0.0005616629366767683,0.3340241292697169,9.846099899863795e-05
C1,no,Insulin,23.73737373737374,2.0954724657070376e-05,0.006932599190784809,7.194316066967811e-05,0.00022786582474580556,4.214768167609444e-05,0.0006028336306260082,0.2130281184727017,0.38973366118211744,0.0005582091504055306,0.33402413300058936,9.776751459876417e-05
C1,no,Insulin,24.242424242424242,2.0805531593117888e-05,0.00690017390865334,7.131419554047505e-05,0.00022648875892669463,4.173909903390582e-05,0.0005993138279971079,0.21304319934980676,0.3897336611821246,0.0005551843907344889,0.33402413556108523,9.71606571174103e-05
C1,no,Insulin,24.747474747474747,2.0674965121486783e-05,0.006871742685946606,7.076492846454993e-05,0.00022528308041302054,4.138265186122942e-05,0.0005962311581660616,0.21305642392858795,0.3897336611821284,0.0005525342431291422,0.3340241373192608,9.662910568006684e-05
C1,no,Insulin,25.252525252525253,2.056054753025713e-05,0.006846803272863007,7.02849733320286e-05,0.000224226660501905,4.107148520585365e-05,0.000593529541180666,0.2130680243921985,0.38973366118213043,0.0005502112657724704,0.33402413852621893,9.616348202794746e-05
C1,no,Insulin,25.757575757575758,2.0460446695837123e-05,0.0068249189904251405,6.986523875029653e-05,0.00022330074109878014,4.079952366034438e-05,0.0005911613971328885,0.21307820236203281,0.3897336611821313,0.0005481746191449928,0.33402413935489356,9.575573921040358e-05
C1,no,Insulin,26.262626262626263,2.0372912578139427e-05,0.006805720979832298,6.949784360055423e-05,0.00022248957105997028,4.056159077456307e-05,0.0005890861479417304,0.21308713238707794,0.38973366118213176,0.000546388847273859,0.3340241399239098,9.539808700387174e-05
C1,no,Insulin,26.767676767676768,2.0296131006615824e-05,0.0067888779118372425,6.91762747828546e-05,0.00022177848778559949,4.035348821782769e-05,0.0005872664994047613,0.2130949682051295,0.38973366118213193,0.0005448226243475729,0.3340241403126133,9.508423275800632e-05
C1,no,Insulin,27.272727272727273,2.022876618237019e-05,0.0067740904864315174,6.889477206371157e-05,0.00022115448947306577,4.0171415018795004e-05,0.0005856697568144987,0.21310184597975004,0.389733661182132,0.0005434485094989231,0.3340241405775865,9.480933675569506e-05
C1,no,Insulin,27.77777777777778,2.0169685210705046e-05,0.006761108667463551,6.864813371675971e-05,0.00022060702866122362,4.00119630379571e-05,0.000584268732804064,0.21310788381036064,0.3897336611821321,0.0005422426861182144,0.33402414075967596,9.456822247698073e-05
C1,no,Insulin,28.282828282828284,2.0117875111735112e-05,0.006749710920822581,6.843191630149675e-05,0.00022012668770821022,3.987222844632166e-05,0.0005830393098517956,0.21311318517476724,0.38973366118213215,0.000541184318149755,0.33402414088562155,9.435659187711522e-05
C1,no,Insulin,28.78787878787879,2.0072422920779483e-05,0.006739700418707646,6.824225748969028e-05,0.00021970506106102296,3.9749694697323045e-05,0.0005819600302986001,0.2131178415295136,0.38973366118213215,0.000540255007269374,0.3340241409736204,9.417075651900235e-05
C1,no,Insulin,29.292929292929294,2.0032522242975597e-05,0.006730904261673937,6.8075806086544e-05,0.00021933475965817825,3.9642183174126337e-05,0.0005810120496377078,0.213121933056781,0.3897336611821322,0.0005394386400395568,0.33402414103584227,9.400752342931588e-05
C1,no,Insulin,29.7979797979798,1.999748318983802e-05,0.006723174403798398,6.792970250630148e-05,0.00021900947337165054,3.954783799120441e-05,0.0005801792594014747,0.21312552850725655,0.3897336611821322,0.0005387214183981737,0.3340241410797425,9.386414823032414e-05
C1,no,Insulin,30.303030303030305,1.9966717856521732e-05,0.0067163838256211065,6.780149512791746e-05,0.0002187238077552523,3.946506934541205e-05,0.0005794478708152159,0.21312868696509202,0.3897336611821322,0.0005380914991332284,0.3340241411098671,9.373825929477344e-05
C1,no,Insulin,30.80808080808081,1.9939714945904806e-05,0.006710421089854833,6.768903097068412e-05,0.00021847304469283462,3.93924810708342e-05,0.0005788058118386379,0.21313146033168867,0.3897336611821322,0.0005375384882372701,0.3340241411295554,9.362776376125319e-05
C1,no,Insulin,31.313131313131315,1.9916015342672445e-05,0.006705185241651439,6.759035375357347e-05,0.0002182529183422041,3.932880344983305e-05,0.0005782421610684923,0.2131338956595247,0.3897336611821322,0.0005370529656503559,0.33402414114236484,9.353075680785103e-05
C1,no,Insulin,31.81818181818182,1.9895208514059855e-05,0.006700586319238504,6.750373525323629e-05,0.000218059621808474,3.927291595202891e-05,0.0005777471834945171,0.21313603478404589,0.3897336611821322,0.0005366265588467897,0.334024141150925,9.344556301843767e-05
C1,no,Insulin,32.323232323232325,1.9876936936061163e-05,0.0066965460648839145,6.742768192357715e-05,0.00021788984427809676,3.922385141144003e-05,0.0005773124148688354,0.21313791406456095,0.3897336611821322,0.0005362519960164052,0.33402414115683715,9.337073323016569e-05
C1,no,Insulin,32.82828282828283,1.986088581232885e-05,0.00669299553360114,6.73608792495595e-05,0.00021774067332573866,3.918075931133995e-05,0.0005769304039208322,0.21313956555960356,0.3897336611821322,0.0005359228684051269,0.33402414116112406,9.330498495617432e-05
C1,no,Insulin,33.333333333333336,1.9846786626108146e-05,0.006689875895314202,6.730221345431439e-05,0.00021760962498101514,3.9142919883224076e-05,0.0005765947974757531,0.21314101659611165,0.3897336611821322,0.0005356337174160727,0.3340241411641949,9.324723117054398e-05
C1,no,Insulin,33.83838383838384,1.9834398972403807e-05,0.006687134351751417,6.725067948271282e-05,0.000217494474680416,3.910968354268871e-05,0.0005762998987130589,0.21314229175638957,0.3897336611821322,0.0005353796338429541,0.3340241411664197,9.319648547846298e-05
C1,no,Insulin,34.343434343434346,1.982351704989361e-05,0.006684725638691573,6.7205420153525e-05,0.00021739331608908554,3.9080496676772524e-05,0.0005760408272967618,0.2131434120979123,0.3897336611821322,0.0005351564152189688,0.33402414116789286,9.315190719090865e-05
C1,no,Insulin,34.84848484848485,1.981395968029605e-05,0.006682609749575276,6.716567550425061e-05,0.00021730446634205225,3.905486820873845e-05,0.0005758132731185648,0.21314439625184142,0.3897336611821322,0.0005349603442914255,0.3340241411688014,9.311275057580505e-05
C1,no,Insulin,35.35353535353536,1.9805562263087612e-05,0.006680750369191134,6.713075847852749e-05,0.00021722639577870654,3.90323541952776e-05,0.0005756133216998089,0.21314526110151819,0.3897336611821322,0.0005347880520457445,0.3340241411693722,9.307834357862564e-05
C1,no,Insulin,35.85858585858586,1.9798187410181777e-05,0.006679117107308949,6.710009450361673e-05,0.00021715782655005423,3.9012583579470255e-05,0.0005754377010281118,0.21314602078825853,0.3897336611821322,0.0005346367185948864,0.3340241411696888,9.304812229939444e-05
C1,no,Insulin,36.36363636363637,1.979170810522245e-05,0.006677681985341669,6.707315600019548e-05,0.0002170975804561867,3.899521576963086e-05,0.0005752833957270298,0.21314668831605796,0.3897336611821322,0.0005345037497504568,0.33402414116986495,9.30215693307141e-05
C1,no,Insulin,36.86868686868687,1.9786018694957427e-05,0.006676421639890393,6.704950289967972e-05,0.00021704467495040454,3.897996671984879e-05,0.0005751478905209015,0.21314727454692534,0.3897336611821322,0.0005343869799081487,0.3340241411699724,9.299825261276932e-05
C1,no,Insulin,37.37373737373738,1.9781023963302885e-05,0.006675314991056061,6.702873744819152e-05,0.00021699822514182859,3.896657982238268e-05,0.0005750289179185233,0.21314778929466324,0.3897336611821322,0.0005342844530341798,0.3340241411699951,9.297777963597897e-05
C1,no,Insulin,37.87878787878788,1.9776636527953703e-05,0.0066743427952703615,6.701049784719633e-05,0.00021695742080447508,3.895482164171228e-05,0.0005749244043423526,0.21314824149818998,0.38973366118213215,0.0005341943861337415,0.3340241411700174,9.295979513374062e-05
C1,no,Insulin,38.38383838383839,1.9772785332058867e-05,0.006673489341691129,6.699448882564342e-05,0.00021692160202039362,3.894450177247073e-05,0.0005748326599993701,0.21314863846765078,0.38973366118213215,0.0005341153230321902,0.3340241411699985,9.294400881454791e-05
C1,no,Insulin,38.88888888888889,1.9769398198472805e-05,0.006672738759598461,6.698041164124203e-05,0.00021689010023366424,3.893542742690982e-05,0.0005747519741084844,0.2131489875762452,0.38973366118213215,0.0005340457927714518,0.3340241411700242,9.293012775929126e-05
C1,no,Insulin,39.3939393939394,1.9766422602269964e-05,0.006672079357808825,6.696804576993291e-05,0.00021686242625252466,3.892745644970718e-05,0.0005746810915697344,0.21314929427571147,0.38973366118213215,0.0005339847099196812,0.3340241411700428,9.291793266562102e-05
C1,no,Insulin,39.8989898989899,1.9763804363907136e-05,0.006671499164200865,6.695716526747419e-05,0.0002168380767944322,3.8920443007995935e-05,0.0005746187235674114,0.2131495641366871,0.3897336611821321,0.0005339309638616192,0.33402414117009666,9.290720142680419e-05
C1,no,Insulin,40.40404040404041,1.9761501914511247e-05,0.006670988959303027,6.69475981079557e-05,0.00021681666445392948,3.891427620718824e-05,0.0005745638791431877,0.21314980143997647,0.38973366118213215,0.0005338837023380656,0.33402414117015905,9.289776591104876e-05
C1,no,Insulin,40.909090909090914,1.97594772029272e-05,0.0066705402711379905,6.693918502429319e-05,0.00021679783381444736,3.890885328428277e-05,0.0005745156481330158,0.2131500101274276,0.3897336611821322,0.0005338421404525977,0.33402414117022466,9.288946970374154e-05
C1,no,Insulin,41.41414141414142,1.9757696957590975e-05,0.006670145751171934,6.69317873668241e-05,0.00021678127705485137,3.890408492950105e-05,0.0005744732403902408,0.2131501936257623,0.3897336611821322,0.0005338055953838347,0.3340241411702878,9.288217384823637e-05
C1,no,Insulin,41.919191919191924,1.975613290367634e-05,0.006669799115222234,6.692528731812443e-05,0.0002167667307555413,3.8899895212117206e-05,0.0005744359809016614,0.2131503548591289,0.3897336611821322,0.0005337734849696005,0.33402414117033447,9.287576175247197e-05
C1,no,Insulin,42.42424242424243,1.975475910852172e-05,0.006669494587331524,6.691957750007662e-05,0.0002167539513195976,3.889621475902073e-05,0.0005744032486140837,0.21315049650040113,0.38973366118213215,0.0005337452771000476,0.33402414117037355,9.287013148441791e-05
C1,no,Insulin,42.929292929292934,1.9753552981507077e-05,0.0066692271916292956,6.691456431276027e-05,0.00021674273056363391,3.889298337640378e-05,0.0005743745084735439,0.21315062087022615,0.38973366118213215,0.0005337205093178919,0.3340241411703952,9.286518791607354e-05
C1,no,Insulin,43.43434343434344,1.975249324348705e-05,0.006668992253015893,6.691016019287388e-05,0.00021673287221975337,3.8890144711799654e-05,0.0005743492571466401,0.2131507301428331,0.38973366118213215,0.0005336987481520955,0.3340241411704023,9.286084336544302e-05
C1,no,Insulin,43.939393939393945,1.9751564657013517e-05,0.006668786360476326,6.690630105309353e-05,0.00021672423316123127,3.888765736945842e-05,0.000574327128723977,0.21315082590552092,0.38973366118213215,0.0005336796779718992,0.33402414117039114,9.285703609952294e-05
C1,no,Insulin,44.44444444444445,1.975075185038727e-05,0.00666860611037068,6.690292284805236e-05,0.00021671667040442706,3.888548002675582e-05,0.0005743077572635835,0.21315090974238182,0.38973366118213215,0.0005336629833214535,0.33402414117036655,9.28537035985385e-05
C1,no,Insulin,44.949494949494955,1.975003723968159e-05,0.006668447676533723,6.6899953511753e-05,0.00021671002297738714,3.88835662910096e-05,0.0005742907299138241,0.21315098343414016,0.38973366118213215,0.000533648308726134,0.3340241411703469,9.285077368572121e-05
C1,no,Insulin,45.45454545454546,1.9749406333743806e-05,0.006668307881790306,6.68973331221875e-05,0.00021670415723370096,3.8881877528895106e-05,0.0005742757043032964,0.21315104845957422,0.3897336611821322,0.0005336353592457072,0.33402414117034607,9.284818718470333e-05
C1,no,Insulin,45.959595959595966,1.974885672106277e-05,0.006668186064184044,6.689505021799787e-05,0.0002166990462510522,3.8880406307639694e-05,0.0005742626120388796,0.2131511051221825,0.3897336611821322,0.0005336240757760573,0.3340241411703295,9.284593373649686e-05
C1,no,Insulin,46.46464646464647,1.9748373133961925e-05,0.006668078894874286,6.68930416576471e-05,0.00021669454975139802,3.8879111884775734e-05,0.0005742510937960243,0.21315115497208076,0.3897336611821322,0.0005336141488065032,0.3340241411703226,9.28439511073049e-05
C1,no,Insulin,46.969696969696976,1.9747945003101978e-05,0.00666798401481401,6.689126296217337e-05,0.00021669056862075233,3.887796551456619e-05,0.0005742408960043773,0.2131511991059984,0.3897336611821322,0.0005336053598412263,0.33402414117033147,9.284219602387114e-05
C1,no,Insulin,47.47474747474748,1.9747567947191168e-05,0.006667900461065246,6.688969641780196e-05,0.0002166870625761388,3.8876955849186604e-05,0.0005742319152587184,0.21315123797134997,0.3897336611821322,0.0005335976198843891,0.33402414117034945,9.284065046178484e-05
C1,no,Insulin,47.979797979797986,1.9747236798206903e-05,0.006667827082714414,6.688832067785103e-05,0.00021668398342835336,3.887606915760564e-05,0.0005742240280594913,0.2131512721026972,0.3897336611821322,0.0005335908225942013,0.33402414117037027,9.283929314067464e-05
C1,no,Insulin,48.484848484848484,1.9746944259190323e-05,0.006667762236380206,6.688710494283139e-05,0.00021668126226589277,3.8875285543059795e-05,0.000574217058099089,0.21315130226329873,0.3897336611821322,0.0005335848160694662,0.3340241411703903,9.283809402898234e-05
C1,no,Insulin,48.98989898989899,1.974668541760744e-05,0.006667704821678812,6.688602873621352e-05,0.00021667885302132408,3.887459181516013e-05,0.000574210887373702,0.21315132896436237,0.3897336611821322,0.0005335794986332174,0.3340241411704029,9.283703286899372e-05
C1,no,Insulin,49.494949494949495,1.97464575926868e-05,0.006667654294523242,6.688508149284629e-05,0.0002166767326427153,3.887398119710247e-05,0.0005742054566059503,0.21315135246217382,0.3897336611821322,0.0005335748189459355,0.33402414117042223,9.283609902963024e-05
C1,no,Insulin,50.0,1.9746256758917876e-05,0.006667609748359344,6.688424650121315e-05,0.00021667486329899144,3.887344294789608e-05,0.0005742006687985508,0.2131513731777705,0.38973366118213215,0.0005335706933912344,0.33402414117043533,9.283527578766215e-05
