,,,Slide ID,G11,G7,G6,G8,G2,G1,G3,G10,G4,G12,G9,G5
,,,Antibody Name,G11,G7,G6,G8,G2,G1,G3,G10,G4,G12,G9,G5
,,,HUGO ID,G11,G7,G6,G8,G2,G1,G3,G10,G4,G12,G9,G5
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.08263000367961015,0.04344586839895315,0.08562747271309801,0.027256518942330277,0.09520683240582883,0.4154461363901837,0.6342398931852921,0.5118978933500032,0.3021937468509416,0.24104022593935637,0.7596166768176189,0.07900447742239602
C1,no,Insulin,0.5050505050505051,0.28007457943739505,0.38450136584664907,0.5443891183899708,0.508771981035588,0.16550203428227064,0.35717363035782007,0.6995148334389075,0.415444987640027,0.530808831998079,0.2584122350322614,0.36929578317742323,0.4409953152320517
C1,no,Insulin,1.0101010101010102,0.3991646470793709,0.5052153208349733,0.6641650904899388,0.6033372811637385,0.2110080874298836,0.3326882698777665,0.7259839906817329,0.42854133854566423,0.6604821219569896,0.2991798874438961,0.3113344181930398,0.5903534939501821
C1,no,Insulin,1.5151515151515151,0.4567767046294297,0.5532326477354078,0.6971455833634734,0.6235028942547469,0.23836167155741902,0.3226489041650951,0.7356589960154755,0.440962431327154,0.7336277709319395,0.3231584084857963,0.3065269093248706,0.6563893422780268
C1,no,Insulin,2.0202020202020203,0.4833406042874089,0.5732882263732298,0.706410467976015,0.6281292682506963,0.2543960789396912,0.3187755972009236,0.7385544416653886,0.44696799445239804,0.7748313543289999,0.33513887070429454,0.3083810985880093,0.6862412420643094
C1,no,Insulin,2.5252525252525255,0.49539342740193093,0.5819060015290333,0.7090548521695776,0.6293580907160357,0.263710446307773,0.3174639145643809,0.7389232519878236,0.44944724418551885,0.7980256956713897,0.3408313484403579,0.30991391199912843,0.6999020980784146
C1,no,Insulin,3.0303030303030303,0.5008542149665757,0.5856726584904414,0.7098225648902068,0.6297633030742995,0.26910650534056396,0.31715638693711756,0.7385025696844866,0.4504141905730109,0.8110780257261793,0.3435063926040782,0.31070098233936316,0.7062002043134238
C1,no,Insulin,3.5353535353535355,0.5033479303716046,0.5873359787110927,0.710050206402006,0.629926567511066,0.27223225799660966,0.31719905972037454,0.7379517299979521,0.45078820443767165,0.8184220721921549,0.34477348349176146,0.3110607044535014,0.7091170858993765
C1,no,Insulin,4.040404040404041,0.5045036781609749,0.588075085829516,0.7101196176654904,0.6300007400210571,0.2740444607136791,0.3173320437422793,0.7374846476798623,0.45093708093118484,0.8225540884624708,0.34538441696498473,0.3112203391832697,0.7104717150332857
C1,no,Insulin,4.545454545454546,0.5050501801161964,0.5884048085053675,0.7101415922219688,0.6300363262158944,0.27509625252817327,0.31746236613520085,0.7371433360554992,0.4510000285514313,0.8248788785537648,0.3456855330449791,0.3112916344823065,0.7111018381345057
C1,no,Insulin,5.050505050505051,0.5053148090547134,0.5885522943000059,0.7101489046877891,0.63005383083635,0.27570730108427954,0.31756419282338333,0.7369121687928153,0.4510288914665195,0.8261868673341454,0.3458373271016248,0.31132423383515023,0.7113952139075581
C1,no,Insulin,5.555555555555556,0.5054462997937837,0.5886184047791236,0.7101514949398235,0.6300625862877814,0.2760625614918808,0.31763624607794405,0.7367626574815853,0.45104327999352334,0.8269227852495459,0.3459154542580377,0.3113396115063874,0.7115318758867578
C1,no,Insulin,6.0606060606060606,0.5055133598384383,0.5886480944323353,0.7101524825303139,0.6300670404084323,0.2762692056860672,0.31768449824736833,0.7366688998841325,0.45105096690184066,0.8273368346603804,0.34595638876529555,0.3113471064020653,0.7115955495289406
C1,no,Insulin,6.565656565656566,0.5055484196821419,0.5886614559366664,0.7101528896733612,0.6300693492856868,0.27638943357363593,0.3177157101286935,0.7366113877313306,0.4510552752471372,0.8275697950896922,0.3459781530029297,0.31135087392126065,0.7116252208416766
C1,no,Insulin,7.070707070707071,0.5055671610177248,0.5886674827222501,0.7101530706616813,0.6300705701421554,0.27645938403595377,0.3177354302127312,0.7365766839974127,0.4510577599652955,0.8277008656678662,0.3459898593088905,0.31135281920530594,0.7116390462798471
C1,no,Insulin,7.575757575757576,0.505577373856397,0.5886702102160942,0.7101531570690809,0.6300712285313662,0.27650007677620425,0.3177476813442967,0.7365560066752056,0.4510592150595606,0.8277746118210064,0.3459962137214735,0.31135384654382264,0.7116454898403252
C1,no,Insulin,8.080808080808081,0.5055830263143052,0.5886714480978413,0.7101531993492337,0.630071587907908,0.27652374221171616,0.31775519815747805,0.7365438081557586,0.4510600733927027,0.82781610417709,0.3459996870652661,0.31135440054635977,0.7116484917988047
C1,no,Insulin,8.585858585858587,0.5055861939573284,0.5886720128601766,0.7101532218516913,0.6300717895796181,0.2765374996475178,0.31775976617824375,0.7365366688889965,0.4510605799996711,0.8278394489412043,0.3460015956814522,0.31135470118233866,0.7116498905067893
C1,no,Insulin,9.090909090909092,0.5055879870695297,0.5886722718934237,0.710153233218887,0.6300718993025396,0.27654549377329624,0.3177625213474539,0.7365325176171619,0.45106088063723127,0.8278525840544511,0.3460026495399916,0.31135487097223563,0.7116505427380321
C1,no,Insulin,9.595959595959597,0.5055890084419399,0.5886723918991581,0.7101532404669408,0.6300719682805233,0.2765501365211615,0.3177641733432639,0.7365301163059979,0.4510610559586204,0.8278599743737397,0.3460032325042415,0.3113549587511948,0.711650846431461
C1,no,Insulin,10.101010101010102,0.5055895942926099,0.588672447349372,0.7101532434257072,0.630071999682037,0.2765528314872346,0.3177651589840564,0.736528733401193,0.45106116147718855,0.8278641326621853,0.3460035567199189,0.31135501623741546,0.7116509882067106
C1,no,Insulin,10.606060606060607,0.5055899307280253,0.5886724738510716,0.7101532461924318,0.6300720248210612,0.27655439475355964,0.3177657447369221,0.7365279398626301,0.4510612215175079,0.8278664719088867,0.3460037365615232,0.3113550413788012,0.7116510540596153
C1,no,Insulin,11.111111111111112,0.5055901250440628,0.588672486177365,0.7101532469850472,0.630072035978442,0.27655530107281756,0.3177660916270089,0.7365274859474631,0.4510612578481767,0.8278677880053604,0.3460038370978681,0.3113550588485497,0.7116510847380516
C1,no,Insulin,11.616161616161618,0.5055902374658984,0.5886724921971338,0.710153247575267,0.6300720430172936,0.27655582697943915,0.3177662967480971,0.7365272265697035,0.4510612789867037,0.8278685296352031,0.3460038932576908,0.3113550682098556,0.7116510991053064
C1,no,Insulin,12.121212121212121,0.5055903023630165,0.5886724951177064,0.7101532478792218,0.6300720468385195,0.2765561308072914,0.31776641731124317,0.7365270792694917,0.4510612913670838,0.8278689457826396,0.34600392456472395,0.3113550737927024,0.7116511057888092
C1,no,Insulin,12.626262626262626,0.5055903401944548,0.5886724965920941,0.7101532480737901,0.6300720491607805,0.27655630788504654,0.3177664886616134,0.7365269949478832,0.45106129862431815,0.827869181641293,0.34600394220118863,0.3113550769022093,0.7116511089431331
