,,,Slide ID,G11,G5,G10,G13,G2,G7,G6,G4,G12,G8,G14,G1,G3,G9
,,,Antibody Name,G11,G5,G10,G13,G2,G7,G6,G4,G12,G8,G14,G1,G3,G9
,,,HUGO ID,G11,G5,G10,G13,G2,G7,G6,G4,G12,G8,G14,G1,G3,G9
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.8426296520492883,0.9260996681056426,0.8682685751706932,0.9958644630185113,0.4934931150450601,0.7326975807576285,0.8152947147868762,0.38935155683452916,0.9370901654601105,0.8654119994426025,0.9345156089516833,0.655149402118684,0.3586629434831329,0.8755392115184111
C1,no,Insulin,0.5050505050505051,0.7967201855149213,0.6452967079582829,0.7672610374150503,0.49089017621618414,0.6384708572384005,0.43943033101285617,0.7549583480515455,0.4369770278187172,0.8358717694140724,0.47138653451604695,0.49226657578725164,0.6490544926029537,0.28709104125092966,0.48976444270541997
C1,no,Insulin,1.0101010101010102,0.7910386630581554,0.5442220078924404,0.7506204414410433,0.28504204222430146,0.7130161213125755,0.299168911056718,0.7417793477997296,0.4599126263808367,0.7835369637083336,0.3432807151682554,0.32664500402812346,0.6459588926146811,0.25742484723985165,0.33886554595242246
C1,no,Insulin,1.5151515151515151,0.7935696577187892,0.5091351007796804,0.7505015797077876,0.1963198854238093,0.7509751959177747,0.22832557793375688,0.7411789894077734,0.470943822326715,0.7561683269327933,0.30226630783118935,0.2566301708135195,0.644388403718437,0.24464565418988576,0.2797901262989819
C1,no,Insulin,2.0202020202020203,0.796416009027307,0.49735470808324095,0.7523190095432866,0.15557512830301942,0.7701204834077235,0.190788307348294,0.742910130645077,0.47621350321645317,0.74166216888865,0.2894612236150974,0.2230198834137235,0.6435920942113131,0.2390341360950281,0.2566366810053058
C1,no,Insulin,2.5252525252525255,0.7982645887180875,0.493553059011125,0.7536070346249855,0.13564225469001462,0.7796946741538792,0.1701470780570639,0.7444331590978339,0.4787103593245509,0.7338690317879325,0.285624484679,0.20519765979335622,0.6431883785659209,0.23654771395242624,0.24754866194670963
C1,no,Insulin,3.0303030303030303,0.7992836731310876,0.4923961156668206,0.7543030249470006,0.12533324348800445,0.7844473203066038,0.15849493948773402,0.7453932777561612,0.4798838830041829,0.7296295337998437,0.28455505343233395,0.19515202228360357,0.6429836679203274,0.23544144764995567,0.24397454584928183
C1,no,Insulin,3.5353535353535355,0.7998034649146445,0.49207879448508235,0.7546442892257202,0.1197623722579759,0.7867916253991707,0.15180119868487252,0.7459262626924924,0.48043128792133954,0.7272974502477074,0.2842980910622637,0.1893097243972081,0.6428798286676127,0.23494832846493519,0.24256534637575985
C1,no,Insulin,4.040404040404041,0.8000571624990903,0.49201032870825007,0.7548042961277623,0.11665467257308247,0.7879416847639413,0.14791246578769554,0.7462029980465209,0.48068484668555117,0.7260022824706819,0.28425885242840115,0.18586444997405027,0.6428271292610258,0.2347283366706669,0.2420078841630006
C1,no,Insulin,4.545454545454546,0.8001776312558869,0.4920065766397487,0.7548776165080321,0.11488309866497015,0.7885032106156764,0.1456372882391607,0.7463409388094329,0.4808015186461564,0.7252771809095702,0.28426706298475185,0.18382202968626293,0.6428003663744659,0.2346301566205613,0.24178640881115962
C1,no,Insulin,5.050505050505051,0.8002338061640081,0.492014680463324,0.7549107975681135,0.11385881632655716,0.7887762467693191,0.14430027925328523,0.7464078526032255,0.48085485572862613,0.7248685283423826,0.28427940593855755,0.18260951683866736,0.6427867644292703,0.2345863330206524,0.24169793057584874
C1,no,Insulin,5.555555555555556,0.8002596753780015,0.49202183849425685,0.7549257071883222,0.113261249370214,0.7889085258433013,0.1435124276495722,0.7464396949908386,0.4808790775148543,0.7246369703144248,0.2842877769254813,0.1818897339120509,0.6427798448921721,0.23456677021205877,0.24166233062391038
C1,no,Insulin,6.0606060606060606,0.8002714835380409,0.4920263009967724,0.7549323779726684,0.11291066012322898,0.7889724058209416,0.14304737830943628,0.7464546354789644,0.48088999883635813,0.7245051870348855,0.2842924144191156,0.1814626707134611,0.6427763209213285,0.2345580368830766,0.24164787621059416
C1,no,Insulin,6.565656565656566,0.8002768382429192,0.49202873818734355,0.7549353535541713,0.11270425551208466,0.7890031636936686,0.1427725791460263,0.7464615700282708,0.480894882532255,0.7244299269414165,0.28429474061843585,0.1812094301140996,0.642774524041047,0.2345541385189706,0.24164194215952842
C1,no,Insulin,7.070707070707071,0.8002792554845694,0.49202997552706,0.7549366784052993,0.11258247025436172,0.7890179383965621,0.14261008402747005,0.7464647621086373,0.4808970459553395,0.7243868254568306,0.2842958316716646,0.18105933079062847,0.6427736063273207,0.2345523974139341,0.24163946838428807
C1,no,Insulin,7.575757575757576,0.8002803422749497,0.49203057646382664,0.7549372666848317,0.11251051993498108,0.7890250171304619,0.14251395586412133,0.746466221350914,0.4808979919701819,0.7243620882693778,0.28429631709877956,0.180970395167297,0.6427731369040114,0.23455162038303512,0.24163842228627241
C1,no,Insulin,8.080808080808081,0.8002808292291452,0.49203085785521833,0.7549375272169268,0.11246797779471326,0.7890284008093265,0.14245707408185698,0.7464668843859079,0.4808983987215395,0.7243478669226175,0.2842965202816171,0.18091771428818268,0.642772896346505,0.23455127368094597,0.24163797114791824
