,,,Slide ID,G6,G5,G1,G3,G10,G2,G8,G4,G7,G11,G9,G12
,,,Antibody Name,G6,G5,G1,G3,G10,G2,G8,G4,G7,G11,G9,G12
,,,HUGO ID,G6,G5,G1,G3,G10,G2,G8,G4,G7,G11,G9,G12
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.37832504207754947,0.37770154188963534,0.571670933173582,0.69201284054994,0.6377456210217956,0.8725397040697989,0.11599973919467976,0.5333502658767214,0.9574923116158903,0.5007497293063585,0.644658968629991,0.7416522111074753
C1,no,Insulin,0.5050505050505051,0.5435467640012177,0.6606139666430042,0.3807186809689622,0.7140686797775591,0.4014578083431702,0.44896469968379255,0.5513268125801357,0.5795533440519499,0.8437207977000009,0.33302643764163625,0.3969464225678109,0.47731989719879087
C1,no,Insulin,1.0101010101010102,0.6170025904028033,0.7185327985510468,0.2945737305175793,0.7161188311673793,0.32721227172720424,0.3169258797919752,0.6662686568969214,0.5960734093822481,0.7831047757752099,0.31256731630165974,0.3158103567682824,0.3763838964390093
C1,no,Insulin,1.5151515151515151,0.6501758863938094,0.7273450755380485,0.2534691158700878,0.715538694614613,0.30494290553181796,0.27149668223600015,0.6949468688826406,0.6020096874092671,0.7524649727060402,0.31500489391747427,0.29012310368475774,0.3380773769999604
C1,no,Insulin,2.0202020202020203,0.665244303368186,0.726945423964234,0.23309401279676037,0.7150314103372611,0.29892053577862965,0.2549765923115423,0.7012000204054603,0.6041464484279727,0.7373459928293467,0.3186269564407276,0.2825553029475369,0.3238183181114055
C1,no,Insulin,2.5252525252525255,0.6721055357280912,0.72564589212577,0.22275762589944628,0.7147807818838607,0.2976677438830306,0.24881685861069996,0.702077905079382,0.6049160379589208,0.7299909322922034,0.3208180966418491,0.28064351628408185,0.3186777864940736
C1,no,Insulin,3.0303030303030303,0.6752330612921011,0.7247693008169284,0.21744448768101232,0.7146749933766436,0.297639802268031,0.24649656830696787,0.7019053987126057,0.605193277861519,0.72644750548085,0.32193377893363384,0.28034685385423685,0.31691681993638027
C1,no,Insulin,3.5353535353535355,0.6766593502204334,0.7242970766339984,0.21469371660113892,0.7146333367396799,0.2978254675247253,0.24561906296410627,0.7016600558406719,0.6052931592306351,0.7247528411231053,0.32246783929384026,0.2804272128912562,0.3163646149668278
