,,,Slide ID,G3,G8,G5,G7,G2,G6,G11,G4,G13,G9,G1,G12,G10
,,,Antibody Name,G3,G8,G5,G7,G2,G6,G11,G4,G13,G9,G1,G12,G10
,,,HUGO ID,G3,G8,G5,G7,G2,G6,G11,G4,G13,G9,G1,G12,G10
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,15.151515151515152,0.6608817960231166,0.9999999995540128,0.0717334558095919,0.6930737954139019,0.2553869534378618,0.297148421864291,0.004757712777395345,0.0029865944361986466,0.9999999999160487,0.6992062474833758,0.1713873161649181,0.2613308870434437,0.29829511323264835
C1,no,Insulin,15.656565656565657,0.6608817950286063,0.9999999998633645,0.07173334410090203,0.6930738011332118,0.25538695287052043,0.2971484218634926,0.004757697886257781,0.0029865735374069776,0.9999999998540744,0.6992062456098475,0.17138731610988975,0.26133088738311566,0.29829511333512865
C1,no,Insulin,16.161616161616163,0.6608817945490983,0.999999999975866,0.07173327587027661,0.6930738044431665,0.2553869524889614,0.2971484218636565,0.0047576887695598155,0.002986560362088275,0.9999999999069018,0.6992062445884505,0.1713873160476392,0.26133088754780676,0.2982951133773714
C1,no,Insulin,16.666666666666668,0.6608817955501923,0.9999999999813367,0.07173323509586554,0.6930738063852899,0.25538695181766957,0.2971484218642887,0.004757683476424347,0.002986552185085092,1.0000000000504055,0.6992062463340379,0.17138731573004484,0.26133088720617925,0.29829511318857377
C1,no,Insulin,17.171717171717173,0.6608817963066579,0.999999999980322,0.07173320521419219,0.6930738077846638,0.25538695131709266,0.2971484218647456,0.004757679542557822,0.002986546125979295,1.000000000145278,0.6992062476776064,0.17138731549084252,0.2613308869480242,0.2982951130462399
C1,no,Insulin,17.67676767676768,0.6608817965515551,0.9999999999823304,0.07173318582353243,0.6930738086447686,0.25538695107450016,0.29714842186488977,0.004757676807045329,0.0029865421167720985,1.0000000001527005,0.6992062481574798,0.17138731538541843,0.26133088686433786,0.29829511299431566
C1,no,Insulin,18.181818181818183,0.6608817966454797,0.9999999999879451,0.07173317575478773,0.6930738090519584,0.25538695095421443,0.29714842186473456,0.004757675159602247,0.002986539932643926,1.0000000000886244,0.6992062484526144,0.17138731533249468,0.26133088683154687,0.2982951129719893
C1,no,Insulin,18.68686868686869,0.6608817967096455,0.9999999999908116,0.07173316767821214,0.6930738093812593,0.25538695086455093,0.29714842186469326,0.00475767391685959,0.002986538185169795,1.0000000000698939,0.6992062486106564,0.1713873152943298,0.2613308868093784,0.29829511295619865
C1,no,Insulin,19.191919191919194,0.660881796682127,0.9999999999941763,0.07173316533841725,0.6930738094410784,0.2553869508523493,0.29714842186455476,0.004757673427936064,0.00298653758366655,1.0000000000368152,0.6992062486072643,0.1713873152902051,0.261330886818407,0.2982951129587257
C1,no,Insulin,19.6969696969697,0.6608817966896053,0.9999999999972687,0.07173316094120091,0.6930738095986849,0.2553869508117396,0.2971484218644562,0.0047576726735909115,0.0029865365738411774,1.0000000000101876,0.6992062486639163,0.17138731527352782,0.26133088681553746,0.29829511295435146
C1,no,Insulin,20.202020202020204,0.6608817966566537,0.9999999999981698,0.07173316295531589,0.6930738094885907,0.2553869508393033,0.2971484218643998,0.0047576729061522376,0.0029865369228971005,1.0000000000058016,0.6992062486031366,0.17138731528479,0.2613308868267185,0.2982951129607169
C1,no,Insulin,20.70707070707071,0.6608817966346289,0.9999999999988269,0.07173316449614149,0.693073809405463,0.2553869508593093,0.29714842186435986,0.004757673086409447,0.002986537191707681,1.0000000000028277,0.6992062485625429,0.17138731529276552,0.2613308868341886,0.2982951129650687
C1,no,Insulin,21.212121212121215,0.6608817966290547,0.999999999999117,0.07173316532442015,0.6930738093629345,0.25538695086793695,0.2971484218643448,0.004757673187921721,0.002986537339707232,1.00000000000198,0.6992062485523395,0.17138731529579282,0.261330886836072,0.2982951129663891
C1,no,Insulin,21.71717171717172,0.6608817966234805,0.9999999999994071,0.07173316615269879,0.693073809320406,0.25538695087656454,0.2971484218643297,0.0047576732894339955,0.0029865374877067834,1.0000000000011322,0.6992062485421361,0.17138731529882015,0.26133088683795536,0.2982951129677095
C1,no,Insulin,22.222222222222225,0.6608817966196954,0.9999999999996211,0.07173316679260566,0.6930738092879095,0.2553869508830537,0.29714842186431895,0.004757673368549462,0.002986537602781881,1.0000000000005487,0.6992062485352137,0.17138731530106216,0.2613308868392335,0.2982951129686468
C1,no,Insulin,22.72727272727273,0.6608817966187523,0.9999999999997146,0.0717331671332659,0.6930738092713498,0.25538695088614566,0.29714842186431495,0.004757673412085452,0.0029865376655533273,1.0000000000003848,0.6992062485335035,0.17138731530205661,0.26133088683955025,0.29829511296897543
C1,no,Insulin,23.232323232323235,0.6608817966178093,0.9999999999998079,0.07173316747392615,0.6930738092547901,0.25538695088923763,0.2971484218643109,0.004757673455621441,0.002986537728324774,1.000000000000221,0.6992062485317935,0.17138731530305107,0.26133088683986694,0.29829511296930405
C1,no,Insulin,23.73737373737374,0.660881796617201,0.9999999999998703,0.07173316770674175,0.6930738092435388,0.25538695089133845,0.29714842186430823,0.004757673485493832,0.002986537771387309,1.0000000000001148,0.6992062485306908,0.17138731530372583,0.26133088684007116,0.2982951129695233
C1,no,Insulin,24.242424242424242,0.6608817966171541,0.9999999999998804,0.07173316775866209,0.6930738092411912,0.2553869508917767,0.2971484218643079,0.004757673492447325,0.002986537781390729,1.0000000000001052,0.6992062485306071,0.17138731530386442,0.2613308868400868,0.2982951129695591
C1,no,Insulin,24.747474747474747,0.6608817966171071,0.9999999999998906,0.07173316781058245,0.6930738092388437,0.2553869508922149,0.29714842186430757,0.004757673499400818,0.0029865377913941495,1.0000000000000957,0.6992062485305233,0.17138731530400297,0.2613308868401024,0.2982951129695949
C1,no,Insulin,25.252525252525253,0.6608817966170601,0.9999999999999007,0.07173316786250279,0.6930738092364961,0.2553869508926532,0.29714842186430723,0.0047576735063543105,0.0029865378013975694,1.0000000000000862,0.6992062485304396,0.17138731530414153,0.261330886840118,0.2982951129696306
C1,no,Insulin,25.757575757575758,0.6608817966170132,0.999999999999911,0.07173316791442313,0.6930738092341486,0.2553869508930914,0.2971484218643069,0.004757673513307804,0.00298653781140099,1.0000000000000768,0.6992062485303557,0.17138731530428009,0.2613308868401336,0.2982951129696664
C1,no,Insulin,26.262626262626263,0.6608817966169662,0.9999999999999211,0.07173316796634348,0.6930738092318011,0.25538695089352964,0.29714842186430657,0.004757673520261296,0.00298653782140441,1.0000000000000673,0.6992062485302719,0.17138731530441864,0.26133088684014927,0.2982951129697022
C1,no,Insulin,26.767676767676768,0.6608817966169193,0.9999999999999313,0.07173316801826383,0.6930738092294535,0.2553869508939679,0.29714842186430623,0.00475767352721479,0.00298653783140783,1.0000000000000577,0.6992062485301882,0.1713873153045572,0.26133088684016487,0.29829511296973793
C1,no,Insulin,27.272727272727273,0.6608817966168723,0.9999999999999414,0.07173316807018418,0.693073809227106,0.2553869508944061,0.2971484218643059,0.004757673534168282,0.00298653784141125,1.0000000000000482,0.6992062485301044,0.17138731530469575,0.26133088684018047,0.29829511296977373
C1,no,Insulin,27.77777777777778,0.6608817966168253,0.9999999999999516,0.07173316812210452,0.6930738092247585,0.25538695089484437,0.2971484218643055,0.004757673541121775,0.0029865378514146706,1.0000000000000386,0.6992062485300206,0.17138731530483434,0.2613308868401961,0.2982951129698095
C1,no,Insulin,28.282828282828284,0.6608817966167784,0.9999999999999617,0.07173316817402488,0.6930738092224109,0.25538695089528257,0.2971484218643052,0.004757673548075268,0.0029865378614180906,1.000000000000029,0.6992062485299368,0.1713873153049729,0.2613308868402117,0.29829511296984523
C1,no,Insulin,28.78787878787879,0.6608817966167314,0.9999999999999719,0.07173316822594522,0.6930738092200633,0.25538695089572083,0.29714842186430485,0.00475767355502876,0.002986537871421511,1.0000000000000195,0.699206248529853,0.17138731530511145,0.2613308868402273,0.29829511296988104
C1,no,Insulin,29.292929292929294,0.6608817966166844,0.9999999999999821,0.07173316827786556,0.6930738092177159,0.25538695089615904,0.2971484218643045,0.004757673561982254,0.002986537881424931,1.00000000000001,0.6992062485297692,0.17138731530525,0.2613308868402429,0.2982951129699168
C1,no,Insulin,29.7979797979798,0.6608817966166672,0.9999999999999862,0.07173316830043855,0.6930738092167115,0.25538695089634844,0.29714842186430435,0.004757673565035359,0.002986537885820265,1.0000000000000067,0.6992062485297387,0.17138731530531032,0.2613308868402487,0.298295112969932
C1,no,Insulin,30.303030303030305,0.6608817966166649,0.9999999999999873,0.07173316830835216,0.693073809216378,0.2553869508964135,0.29714842186430435,0.004757673566140174,0.002986537887414291,1.000000000000006,0.6992062485297347,0.17138731530533152,0.26133088684024947,0.2982951129699369
C1,no,Insulin,30.80808080808081,0.6608817966166626,0.9999999999999885,0.07173316831626578,0.6930738092160444,0.25538695089647856,0.2971484218643043,0.004757673567244989,0.002986537889008317,1.0000000000000056,0.6992062485297306,0.17138731530535276,0.26133088684025024,0.2982951129699417
C1,no,Insulin,31.313131313131315,0.6608817966166602,0.9999999999999896,0.07173316832417939,0.693073809215711,0.2553869508965436,0.2971484218643043,0.004757673568349804,0.0029865378906023432,1.0000000000000049,0.6992062485297266,0.171387315305374,0.26133088684025096,0.2982951129699466
C1,no,Insulin,31.81818181818182,0.6608817966166579,0.9999999999999907,0.07173316833209299,0.6930738092153775,0.2553869508966087,0.29714842186430424,0.004757673569454619,0.0029865378921963698,1.0000000000000044,0.6992062485297226,0.1713873153053952,0.26133088684025174,0.2982951129699515
C1,no,Insulin,32.323232323232325,0.6608817966166556,0.9999999999999918,0.0717331683400066,0.693073809215044,0.25538695089667374,0.2971484218643042,0.004757673570559434,0.002986537893790396,1.0000000000000038,0.6992062485297185,0.17138731530541643,0.2613308868402525,0.29829511296995637
C1,no,Insulin,32.82828282828283,0.6608817966166532,0.9999999999999929,0.07173316834792022,0.6930738092147106,0.2553869508967388,0.2971484218643042,0.004757673571664249,0.002986537895384422,1.0000000000000033,0.6992062485297145,0.17138731530543766,0.2613308868402533,0.29829511296996125
C1,no,Insulin,33.333333333333336,0.6608817966166509,0.999999999999994,0.07173316835583383,0.6930738092143771,0.25538695089680385,0.2971484218643041,0.004757673572769064,0.002986537896978448,1.0000000000000027,0.6992062485297104,0.17138731530545886,0.261330886840254,0.2982951129699661
C1,no,Insulin,33.83838383838384,0.6608817966166486,0.9999999999999951,0.07173316836374745,0.6930738092140436,0.2553869508968689,0.2971484218643041,0.004757673573873879,0.0029865378985724747,1.0000000000000022,0.6992062485297064,0.1713873153054801,0.2613308868402548,0.29829511296997097
C1,no,Insulin,34.343434343434346,0.6608817966166463,0.9999999999999962,0.07173316837166106,0.6930738092137102,0.255386950896934,0.29714842186430407,0.0047576735749786945,0.002986537900166501,1.0000000000000016,0.6992062485297023,0.1713873153055013,0.26133088684025557,0.29829511296997585
C1,no,Insulin,34.84848484848485,0.6608817966166439,0.9999999999999973,0.07173316837957466,0.6930738092133767,0.25538695089699903,0.29714842186430407,0.004757673576083509,0.002986537901760527,1.000000000000001,0.6992062485296983,0.17138731530552254,0.26133088684025635,0.29829511296998074
C1,no,Insulin,35.35353535353536,0.6608817966166416,0.9999999999999984,0.07173316838748828,0.6930738092130432,0.2553869508970641,0.297148421864304,0.004757673577188324,0.002986537903354553,1.0000000000000004,0.6992062485296942,0.17138731530554377,0.26133088684025707,0.2982951129699856
C1,no,Insulin,35.85858585858586,0.6608817966166415,0.9999999999999986,0.07173316838800543,0.6930738092130221,0.25538695089706837,0.29714842186430396,0.0047576735772618395,0.002986537903460858,1.0000000000000004,0.6992062485296939,0.17138731530554516,0.2613308868402571,0.2982951129699859
C1,no,Insulin,36.36363636363637,0.6608817966166414,0.9999999999999986,0.07173316838821654,0.6930738092130139,0.2553869508970701,0.29714842186430396,0.004757673577292682,0.0029865379035056037,1.0000000000000004,0.6992062485296939,0.17138731530554577,0.2613308868402571,0.298295112969986
C1,no,Insulin,36.86868686868687,0.6608817966166414,0.9999999999999986,0.07173316838842764,0.6930738092130057,0.2553869508970718,0.29714842186430396,0.0047576735773235245,0.0029865379035503496,1.0000000000000004,0.6992062485296939,0.17138731530554635,0.2613308868402571,0.2982951129699862
C1,no,Insulin,37.37373737373738,0.6608817966166414,0.9999999999999986,0.07173316838863875,0.6930738092129974,0.2553869508970735,0.29714842186430396,0.004757673577354367,0.0029865379035950955,1.0000000000000004,0.6992062485296939,0.17138731530554693,0.2613308868402571,0.2982951129699863
C1,no,Insulin,37.87878787878788,0.6608817966166414,0.9999999999999986,0.07173316838884986,0.6930738092129892,0.2553869508970752,0.29714842186430396,0.0047576735773852095,0.0029865379036398414,1.0000000000000004,0.6992062485296938,0.17138731530554754,0.2613308868402572,0.2982951129699864
C1,no,Insulin,38.38383838383839,0.6608817966166414,0.9999999999999987,0.07173316838906095,0.693073809212981,0.2553869508970769,0.29714842186430396,0.004757673577416052,0.0029865379036845877,1.0000000000000004,0.6992062485296938,0.17138731530554813,0.2613308868402572,0.2982951129699865
C1,no,Insulin,38.88888888888889,0.6608817966166414,0.9999999999999987,0.07173316838927206,0.6930738092129728,0.25538695089707864,0.29714842186430396,0.004757673577446895,0.0029865379037293336,1.0000000000000004,0.6992062485296938,0.1713873153055487,0.2613308868402572,0.2982951129699867
C1,no,Insulin,39.3939393939394,0.6608817966166413,0.9999999999999987,0.07173316838948317,0.6930738092129646,0.25538695089708036,0.29714842186430396,0.004757673577477736,0.0029865379037740795,1.0000000000000004,0.6992062485296937,0.17138731530554932,0.2613308868402572,0.2982951129699868
C1,no,Insulin,39.8989898989899,0.6608817966166413,0.9999999999999987,0.07173316838969426,0.6930738092129564,0.2553869508970821,0.29714842186430396,0.004757673577508579,0.0029865379038188254,1.0000000000000004,0.6992062485296937,0.1713873153055499,0.2613308868402572,0.2982951129699869
C1,no,Insulin,40.40404040404041,0.6608817966166413,0.9999999999999987,0.07173316838990537,0.6930738092129481,0.2553869508970838,0.29714842186430396,0.004757673577539421,0.0029865379038635713,1.0000000000000004,0.6992062485296937,0.17138731530555049,0.2613308868402572,0.29829511296998706
C1,no,Insulin,40.909090909090914,0.6608817966166413,0.9999999999999987,0.07173316839011648,0.6930738092129399,0.2553869508970855,0.29714842186430396,0.004757673577570264,0.002986537903908317,1.0000000000000004,0.6992062485296937,0.1713873153055511,0.2613308868402572,0.2982951129699872
C1,no,Insulin,41.41414141414142,0.6608817966166413,0.9999999999999988,0.07173316839032758,0.6930738092129317,0.25538695089708724,0.29714842186430396,0.004757673577601106,0.002986537903953063,1.0000000000000004,0.6992062485296936,0.17138731530555168,0.2613308868402572,0.2982951129699873
C1,no,Insulin,41.919191919191924,0.6608817966166413,0.9999999999999988,0.07173316839053868,0.6930738092129235,0.25538695089708896,0.29714842186430396,0.004757673577631949,0.002986537903997809,1.0000000000000004,0.6992062485296936,0.17138731530555226,0.2613308868402572,0.2982951129699874
C1,no,Insulin,42.42424242424243,0.6608817966166411,0.9999999999999988,0.07173316839074978,0.6930738092129153,0.2553869508970907,0.29714842186430396,0.004757673577662791,0.0029865379040425553,1.0000000000000002,0.6992062485296936,0.17138731530555287,0.26133088684025724,0.29829511296998756
C1,no,Insulin,42.929292929292934,0.6608817966166411,0.9999999999999988,0.07173316839096089,0.6930738092129071,0.2553869508970924,0.29714842186430396,0.004757673577693634,0.002986537904087301,1.0000000000000002,0.6992062485296935,0.17138731530555346,0.26133088684025724,0.2982951129699877
C1,no,Insulin,43.43434343434344,0.6608817966166411,0.9999999999999988,0.071733168391172,0.6930738092128989,0.25538695089709407,0.29714842186430396,0.004757673577724476,0.002986537904132047,1.0000000000000002,0.6992062485296935,0.17138731530555404,0.26133088684025724,0.2982951129699878
C1,no,Insulin,43.939393939393945,0.6608817966166411,0.9999999999999989,0.07173316839138309,0.6930738092128906,0.2553869508970958,0.29714842186430396,0.004757673577755319,0.002986537904176793,1.0000000000000002,0.6992062485296935,0.17138731530555462,0.26133088684025724,0.2982951129699879
C1,no,Insulin,44.44444444444445,0.6608817966166411,0.9999999999999989,0.0717331683915942,0.6930738092128824,0.2553869508970975,0.29714842186430396,0.0047576735777861605,0.002986537904221539,1.0000000000000002,0.6992062485296935,0.17138731530555523,0.26133088684025724,0.29829511296998806
C1,no,Insulin,44.949494949494955,0.6608817966166411,0.9999999999999989,0.07173316839180531,0.6930738092128742,0.25538695089709923,0.29714842186430396,0.004757673577817003,0.0029865379042662847,1.0000000000000002,0.6992062485296934,0.17138731530555582,0.26133088684025724,0.2982951129699882
C1,no,Insulin,45.45454545454546,0.660881796616641,0.9999999999999989,0.0717331683920164,0.693073809212866,0.25538695089710095,0.29714842186430396,0.0047576735778478456,0.0029865379043110306,1.0000000000000002,0.6992062485296934,0.1713873153055564,0.26133088684025724,0.2982951129699883
C1,no,Insulin,45.959595959595966,0.660881796616641,0.9999999999999989,0.07173316839222751,0.6930738092128578,0.25538695089710267,0.29714842186430396,0.004757673577878688,0.0029865379043557765,1.0000000000000002,0.6992062485296934,0.171387315305557,0.26133088684025724,0.2982951129699884
C1,no,Insulin,46.46464646464647,0.660881796616641,0.9999999999999989,0.07173316839243862,0.6930738092128496,0.2553869508971044,0.29714842186430396,0.004757673577909531,0.002986537904400523,1.0000000000000002,0.6992062485296934,0.1713873153055576,0.2613308868402573,0.29829511296998856
C1,no,Insulin,46.969696969696976,0.660881796616641,0.999999999999999,0.07173316839264972,0.6930738092128413,0.2553869508971061,0.29714842186430396,0.004757673577940373,0.0029865379044452687,1.0000000000000002,0.6992062485296933,0.17138731530555817,0.2613308868402573,0.2982951129699887
C1,no,Insulin,47.47474747474748,0.660881796616641,0.999999999999999,0.07173316839286083,0.6930738092128331,0.25538695089710783,0.29714842186430396,0.004757673577971216,0.0029865379044900146,1.0000000000000002,0.6992062485296933,0.17138731530555879,0.2613308868402573,0.2982951129699888
C1,no,Insulin,47.979797979797986,0.660881796616641,0.999999999999999,0.07173316839307192,0.6930738092128249,0.25538695089710955,0.29714842186430396,0.004757673578002058,0.0029865379045347605,1.0000000000000002,0.6992062485296933,0.17138731530555937,0.2613308868402573,0.29829511296998895
C1,no,Insulin,48.484848484848484,0.6608817966166409,0.999999999999999,0.07173316839328303,0.6930738092128168,0.2553869508971113,0.29714842186430396,0.004757673578032901,0.0029865379045795064,1.0000000000000002,0.6992062485296932,0.17138731530555995,0.2613308868402573,0.29829511296998906
C1,no,Insulin,48.98989898989899,0.6608817966166409,0.999999999999999,0.07173316839349414,0.6930738092128086,0.255386950897113,0.29714842186430396,0.004757673578063743,0.0029865379046242523,1.0000000000000002,0.6992062485296932,0.17138731530556056,0.2613308868402573,0.2982951129699892
C1,no,Insulin,49.494949494949495,0.6608817966166409,0.999999999999999,0.07173316839370524,0.6930738092128004,0.25538695089711466,0.29714842186430396,0.004757673578094586,0.002986537904668998,1.0000000000000002,0.6992062485296932,0.17138731530556114,0.2613308868402573,0.2982951129699893
