,,,Slide ID,G2,G11,G8,G10,G7,6,G6,G9,G1,G4,G5,G3
,,,Antibody Name,G2,G11,G8,G10,G7,6,G6,G9,G1,G4,G5,G3
,,,HUGO ID,G2,G11,G8,G10,G7,6,G6,G9,G1,G4,G5,G3
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.8226529390596395,0.6707722870685203,0.27579450121306703,0.5187020091480373,0.1756260546842059,0.1805750474360477,0.2728748802778208,0.8805817711468031,0.8505579235019175,0.9954048761069354,0.5640809215516445,0.2619871802034205
C1,no,Insulin,0.5050505050505051,0.6522496348187052,0.37619000768267663,0.15797734994504734,0.34564281985241235,0.12808314669372195,0.1760749007564102,0.1593764623411976,0.26019622900552775,0.5978915593553019,0.3548331959766181,0.336664944010771,0.4483390087279547
C1,no,Insulin,1.0101010101010102,0.5660108743739073,0.2580466652189741,0.10124077457111977,0.28308467545213467,0.09459299715982304,0.17333241542376318,0.10092803062368985,0.09148077851437902,0.45995458698868585,0.1409476738989969,0.2308068442913638,0.45572947483084886
C1,no,Insulin,1.5151515151515151,0.5033665210891002,0.20617770462708074,0.06752486814983417,0.2545898093306249,0.06828651800539302,0.17165357428452216,0.06616578048604753,0.03991983448100349,0.3823773977015607,0.06318633251336088,0.18034231631583644,0.423678424334121
C1,no,Insulin,2.0202020202020203,0.45591383711629985,0.18187708094796468,0.04658093545254589,0.23823595341738862,0.049073953697867476,0.17062297410443011,0.04471724586540144,0.02144713332368741,0.33764325253983185,0.03226266312546301,0.15571694206406486,0.3901983351578548
C1,no,Insulin,2.5252525252525255,0.421269425557567,0.17002165344047815,0.03357714952340523,0.2272831416635552,0.03592369476422461,0.16998921270974174,0.03144203481862582,0.01357908217436109,0.31135264777834537,0.01878910818076645,0.14362096526115933,0.3637082778624308
C1,no,Insulin,3.0303030303030303,0.39690976815256535,0.16410243691201776,0.025537376533103062,0.21946786447174435,0.027280957212480653,0.16959906503913633,0.023245426217476037,0.009701325379110838,0.2956924622234189,0.012382650992614659,0.13776867962644748,0.34457921774721517
C1,no,Insulin,3.5353535353535355,0.38023258843627356,0.1611097016222159,0.02056219553509107,0.21383420495435385,0.0217239677887075,0.1693587275598007,0.018183500707659866,0.007586447938058022,0.28627987779351677,0.009089394361501982,0.13505284562203784,0.33132564825625666
C1,no,Insulin,4.040404040404041,0.3690114441400295,0.1595865041820559,0.017466057633446393,0.20981727603722441,0.018185394013103925,0.16921061471714977,0.015045345582736017,0.006357010783872331,0.2805892643470531,0.007282796592517127,0.13389383841593067,0.3223439426792976
C1,no,Insulin,4.545454545454546,0.36154422621237065,0.15880856713190303,0.015523685561866672,0.2069999198518054,0.015937171519469464,0.16911931404785915,0.013087331398811863,0.005613398130260418,0.27713609749243323,0.006239980845633282,0.13348252697643734,0.3163366758788136
C1,no,Insulin,5.050505050505051,0.3566098661068697,0.15841054415124076,0.01429477042194554,0.20505528842362936,0.014506223716500462,0.1690630251852474,0.01185643920921153,0.005152116271768243,0.275035802156934,0.005614794057013845,0.13340878300370637,0.3123521549435897
C1,no,Insulin,5.555555555555556,0.35336382039315795,0.15820670858889785,0.013511274900377127,0.20373119326440298,0.013592159804887918,0.1690283181589476,0.011076832457910354,0.0048611770301166205,0.2737565079041823,0.005229678318352533,0.13347033151243287,0.30972370135241745
C1,no,Insulin,6.0606060606060606,0.35123472876500916,0.15810227441585697,0.013008627211924972,0.20283941382107418,0.013005906865305495,0.16900691721591923,0.010579737859454302,0.004675634231471939,0.27297660968069537,0.004987939453745108,0.1335721059008827,0.3079962242080139
C1,no,Insulin,6.565656565656566,0.34984093918009684,0.15804875512287142,0.012684594590989065,0.2022438670800483,0.012628468369120011,0.16899372054140482,0.010260989498461692,0.004556421456469168,0.2725009012280967,0.004834239484759187,0.13367301222873265,0.30686373161780867
C1,no,Insulin,7.070707070707071,0.3489296724873842,0.15802132559577675,0.012474962048431706,0.2018487000727639,0.012384681206923221,0.16898558279482778,0.010055681202354443,0.004479442376454291,0.27221064212534923,0.0047356706006814455,0.13375811196009962,0.3061225631848236
C1,no,Insulin,7.575757575757576,0.34833441916452507,0.15800726510767718,0.012338999202944694,0.20158775095304546,0.012226814647370899,0.1689805645741049,0.009922984960997694,0.004429569565408749,0.2720335009723594,0.004672094466529717,0.1338243595824999,0.3056380821068865
C1,no,Insulin,8.080808080808081,0.3479457669790555,0.15800005799151992,0.012250654559613714,0.20141604310741656,0.012124379106679503,0.16897746994732823,0.009836995025103613,0.004397184156150623,0.2719253783710195,0.0046309322040641865,0.13387354177159352,0.30532161352683523
C1,no,Insulin,8.585858585858587,0.3476921264090141,0.1579963634631432,0.012193183401303138,0.20130334615700038,0.012057814706314214,0.1689755615472795,0.009781167471594196,0.004376124371629352,0.2718593779168084,0.004604215325372721,0.13390893619112518,0.305115012179839
C1,no,Insulin,9.090909090909092,0.34752664334044897,0.15799446995287766,0.012155767488468734,0.2012295227137475,0.012014515950054799,0.16897438475338458,0.009744875222784813,0.004362416747693195,0.27181909103406676,0.004586847020474555,0.13393385981095834,0.3049801905319622
C1,no,Insulin,9.595959595959597,0.34741867576514185,0.15799349865776002,0.012131390220855782,0.20118122005587818,0.011986323987938079,0.16897365888748953,0.009721255164978458,0.004353487178338607,0.2717944915635108,0.00457554176970085,0.13395113482744764,0.3048922150315363
C1,no,Insulin,10.101010101010102,0.3473482599297704,0.15799300129565463,0.012115506464589212,0.20114965383722824,0.011967963388768755,0.16897321135945256,0.009705876589360325,0.004347669355794169,0.27177947793744084,0.004568179993999108,0.1339629658514779,0.30483483248585586
C1,no,Insulin,10.606060606060607,0.34730233130134097,0.15799274626232696,0.01210515263031109,0.20112903587527867,0.011955999072686829,0.16897293535705582,0.009695857416011205,0.004343877216168498,0.27177031170141436,0.004563383081323133,0.13397099417801708,0.30479740245442255
C1,no,Insulin,11.111111111111112,0.34727239395058157,0.15799261633547731,0.012098406893499539,0.20111558414828304,0.011948206105890704,0.16897276534735228,0.009689332338652403,0.004341406615768399,0.2717647230176346,0.0045602586659643915,0.13397640189090934,0.3047730047262818
C1,no,Insulin,11.616161616161618,0.34725285603450506,0.1579925478877647,0.01209400425064699,0.20110679619912739,0.011943120219995825,0.16897266023803664,0.009685074121935845,0.004339794284103892,0.27176130116054587,0.004558219475325681,0.13398002284911698,0.3047570787727748
C1,no,Insulin,12.121212121212121,0.3472401111385236,0.1579925134920915,0.012091133734702138,0.2011010641937799,0.011939805177549993,0.1689725954720623,0.009682298879856083,0.004338743027611987,0.2717592142439713,0.004556890395179452,0.13398243832805246,0.3047466915346142
