,,,Slide ID,G2,G11,G8,G10,G7,6,G6,G9,G1,G4,G5,G3
,,,Antibody Name,G2,G11,G8,G10,G7,6,G6,G9,G1,G4,G5,G3
,,,HUGO ID,G2,G11,G8,G10,G7,6,G6,G9,G1,G4,G5,G3
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,12.626262626262626,0.3472317954120005,0.1579924962733154,0.012089262583828258,0.20109732656431603,0.011937644682646933,0.1689725555817899,0.009680490294459306,0.004338057568151929,0.27175794210762577,0.004556024201130697,0.13398404329737745,0.30473991969336967
C1,no,Insulin,13.131313131313131,0.3472263860409186,0.157992487113606,0.012088042728620981,0.2010948860847396,0.011936235512426393,0.1689725309567445,0.009679310587273688,0.004337611047884292,0.27175716450219645,0.004555459150360694,0.1339851058870455,0.30473550488051404
C1,no,Insulin,13.636363636363637,0.3472228520779755,0.15799248266316218,0.012087247099012707,0.2010932958238583,0.011935316878176241,0.16897251578969139,0.009678541619610528,0.0043373196665636785,0.2717566905178756,0.00455509084147019,0.1339858080003891,0.30473262492620334
C1,no,Insulin,14.141414141414142,0.3472205469939233,0.15799248039271366,0.012086728254633302,0.20109225888940455,0.01193471787991435,0.1689725064375804,0.009678040219704587,0.00433712962803305,0.27175640119547595,0.004554850685171999,0.13398627074228378,0.3047307468731813
C1,no,Insulin,14.646464646464647,0.34721904537625237,0.1579924792220923,0.012086390025656958,0.20109158246195522,0.011934327317955833,0.1689725006708809,0.009677713287972648,0.004337005782787743,0.27175622458383386,0.004554694088513612,0.1339865751989858,0.3047295225399154
C1,no,Insulin,15.151515151515152,0.34721806469080924,0.1579924786207163,0.012086169203259627,0.20109114085791432,0.011934072340124915,0.16897249710959394,0.009677499852069968,0.004336924916446918,0.2717561166046362,0.004554591854314531,0.1339867754554251,0.30472872321388234
C1,no,Insulin,15.656565656565657,0.34721743089946333,0.1579924783209922,0.01208602649717294,0.20109085546410768,0.011933907562183448,0.16897249494042482,0.009677361920623174,0.004336872656342644,0.27175605153899346,0.004554525785695867,0.1339869057462524,0.3047282066508322
C1,no,Insulin,16.161616161616163,0.3472170132559923,0.1579924781559107,0.012085932469117796,0.20109066741224496,0.01193379898935699,0.1689724935799652,0.009677271037081128,0.004336838224065721,0.2717560110799462,0.004554482252705503,0.13398699197042607,0.30472786628620024
C1,no,Insulin,16.666666666666668,0.3472167380794329,0.15799247806116404,0.012085870502674687,0.20109054348268507,0.011933727437436367,0.16897249272414633,0.009677211142828369,0.004336815534823015,0.27175598582658156,0.004554453563510228,0.13398704898246117,0.3047276419776383
C1,no,Insulin,17.171717171717173,0.34721655993411266,0.15799247802044725,0.012085830360239547,0.20109046320830098,0.011933681089009341,0.1689724922052067,0.009677172345916307,0.004336800834890985,0.2717559707093727,0.004554434979784356,0.13398708611746715,0.30472749667591026
C1,no,Insulin,17.67676767676768,0.34721644316664674,0.15799247800626318,0.01208580404113747,0.20109041058110455,0.011933650703814873,0.16897249188654148,0.009677146911439229,0.004336791190521826,0.2717559615486296,0.004554422796540654,0.13398711058292156,0.30472740141680393
C1,no,Insulin,18.181818181818183,0.3472163677438987,0.1579924780009483,0.012085787047747374,0.20109037660059226,0.011933631085862633,0.1689724916938822,0.009677130489864495,0.004336784954333292,0.27175595607935055,0.0045544149304598295,0.1339871264313099,0.3047273399139591
C1,no,Insulin,18.68686868686869,0.34721631992552177,0.1579924779985752,0.012085776288237019,0.2010903550816944,0.011933618663334929,0.1689724915813421,0.009677120091309296,0.004336780997369679,0.27175595293487165,0.004554409949470338,0.13398713649728028,0.30472730097035705
C1,no,Insulin,19.191919191919194,0.3472162895389954,0.15799247799653546,0.012085769472390102,0.20109034144474192,0.011933610791361788,0.16897249151527055,0.009677113501853941,0.00433677848526831,0.2717559511156486,0.004554406793123304,0.13398714288710392,0.3047272762938304
C1,no,Insulin,19.6969696969697,0.34721626934242467,0.15799247799412006,0.012085764966707878,0.20109033242523344,0.011933605584524238,0.16897249147255472,0.009677109143310514,0.0043367768257116385,0.2717559499400424,0.004554404705444644,0.1339871471090348,0.3047272599725046
C1,no,Insulin,20.202020202020204,0.34721625546466584,0.15799247799215513,0.012085761889502224,0.20109032626463624,0.011933602027203208,0.1689724914430157,0.009677106165575667,0.004336775704333738,0.271755949120361,0.004554403279172461,0.1339871499875278,0.3047272488210164
C1,no,Insulin,20.70707070707071,0.34721624608522833,0.15799247799111824,0.012085759817157682,0.20109032211918995,0.011933599632663274,0.16897249142337975,0.009677104161209614,0.004336774968696297,0.27175594857493446,0.004554402319103991,0.13398715192476063,0.3047272413133287
C1,no,Insulin,21.212121212121215,0.34721623991627215,0.15799247799080107,0.012085758446671264,0.20109031938291042,0.01193359805176559,0.16897249141099144,0.009677102837924707,0.004336774502685533,0.27175594823369414,0.004554401685235682,0.13398715320614207,0.3047272363558034
C1,no,Insulin,21.71717171717172,0.3472162359946873,0.15799247799082028,0.012085757555343194,0.2010903176082474,0.011933597026630004,0.1689724914035196,0.00967710197983157,0.004336774217444008,0.2717559480312899,0.004554401274176555,0.13398715403968664,0.304727233140919
C1,no,Insulin,22.222222222222225,0.34721623358014964,0.15799247799084934,0.01208575697672819,0.2010903164589948,0.011933596363337394,0.16897249139901294,0.00967710142459752,0.004336774044043971,0.27175594791117963,0.004554401008192759,0.13398715458028718,0.3047272310613374
C1,no,Insulin,22.72727272727273,0.34721623214507885,0.15799247799077934,0.012085756594053195,0.20109031569787045,0.01193359592469101,0.16897249139614307,0.009677101057391647,0.0043367739296354775,0.2717559478350791,0.004554400832293887,0.1339871549377616,0.304727229686935
C1,no,Insulin,23.232323232323235,0.3472162313778805,0.15799247799066327,0.012085756340259582,0.20109031518898052,0.011933595631757096,0.16897249139426077,0.009677100812161088,0.004336773841011086,0.27175594778505774,0.0045544007148370196,0.13398715517613605,0.30472722876967906
C1,no,Insulin,23.73737373737374,0.3472162303966314,0.15799247799060098,0.012085756094929262,0.2010903147006324,0.011933595350308,0.16897249139246825,0.00967710057654911,0.004336773760054919,0.27175594773770867,0.004554400601976071,0.13398715540551223,0.30472722788785206
C1,no,Insulin,24.242424242424242,0.3472162295582478,0.15799247799056115,0.012085755902639285,0.2010903143174336,0.011933595129305507,0.16897249139107817,0.009677100391543755,0.004336773689345892,0.27175594770106787,0.004554400513355775,0.13398715558564916,0.30472722719524625
C1,no,Insulin,24.747474747474747,0.3472162289689157,0.15799247799053445,0.012085755776651757,0.20109031406455563,0.011933594983316224,0.16897249139018355,0.009677100269339363,0.004336773629651259,0.2717559476775261,0.004554400454820629,0.13398715570457476,0.3047272267376164
C1,no,Insulin,25.252525252525253,0.34721622862863494,0.15799247799052085,0.012085755716966677,0.20109031394199847,0.011933594912340152,0.16897249138978435,0.00967710020993593,0.004336773580971018,0.2717559476670834,0.004554400426370634,0.133987155762289,0.3047272265149623
C1,no,Insulin,25.757575757575758,0.3472162285374057,0.1579924779905204,0.012085755723584047,0.20109031394976215,0.011933594916377289,0.1689724913898806,0.00967710021333346,0.004336773543305171,0.2717559476697397,0.00455440042800579,0.13398715575879191,0.30472722652728423
C1,no,Insulin,26.262626262626263,0.347216228348293,0.1579924779905131,0.012085755692245478,0.20109031388487028,0.01193359487874921,0.16897249138968207,0.009677100181842641,0.004336773514162521,0.27175594766456773,0.00455440041292477,0.13398715578936096,0.3047272264092073
C1,no,Insulin,26.767676767676768,0.34721622819488274,0.15799247799050664,0.01208575566309524,0.20109031382547804,0.01193359484438247,0.168972491389493,0.009677100153078348,0.004336773494502293,0.2717559476596254,0.004554400399148235,0.13398715581730994,0.3047272263014176
C1,no,Insulin,27.272727272727273,0.3472162281443806,0.15799247799050492,0.012085755656329513,0.2010903138109046,0.01193359483587917,0.1689724913894665,0.009677100145964243,0.004336773484807063,0.27175594765896666,0.0045544003957422,0.13398715582418239,0.3047272262746929
C1,no,Insulin,27.77777777777778,0.3472162281967866,0.15799247799050786,0.012085755671948294,0.2010903138411499,0.011933594853239306,0.16897249138960252,0.009677100160500328,0.004336773485076832,0.2717559476625915,0.004554400402706663,0.1339871558099783,0.30472722632903315
C1,no,Insulin,28.282828282828284,0.34721622835210075,0.15799247799051555,0.012085755709951585,0.20109031391621401,0.011933594896462882,0.16897249138990114,0.009677100196686602,0.004336773495311599,0.2717559476704999,0.004554400420041626,0.1339871557746977,0.3047272264644384
C1,no,Insulin,28.78787878787879,0.3472162282570726,0.1579924779905134,0.012085755697901896,0.2010903138899551,0.011933594881111056,0.16897249138986484,0.00967710018384406,0.004336773476600616,0.2717559476696671,0.004554400413893422,0.13398715578710957,0.30472722641616484
C1,no,Insulin,29.292929292929294,0.3472162283643477,0.1579924779905171,0.012085755720660212,0.20109031393570018,0.011933594907530263,0.16897249139002157,0.009677100205958626,0.004336773487309075,0.271755947673746,0.0045544004244860705,0.1339871557655684,0.30472722649899
C1,no,Insulin,29.7979797979798,0.3472162284716228,0.15799247799052077,0.012085755743418528,0.20109031398144525,0.01193359493394947,0.1689724913901783,0.009677100228073192,0.004336773498017535,0.2717559476778249,0.004554400435078719,0.13398715574402723,0.3047272265818151
C1,no,Insulin,30.303030303030305,0.3472162285788979,0.15799247799052443,0.012085755766176844,0.2010903140271903,0.01193359496036868,0.16897249139033504,0.009677100250187757,0.004336773508725994,0.2717559476819038,0.004554400445671367,0.13398715572248607,0.30472722666464025
C1,no,Insulin,30.80808080808081,0.34721622868617297,0.15799247799052812,0.012085755788935162,0.20109031407293537,0.011933594986787886,0.16897249139049178,0.009677100272302322,0.004336773519434453,0.2717559476859827,0.004554400456264016,0.1339871557009449,0.30472722674746533
C1,no,Insulin,31.313131313131315,0.347216228720908,0.15799247799052926,0.012085755796343581,0.20109031408782033,0.011933594995384211,0.16897249139054205,0.009677100279498002,0.004336773522850792,0.27175594768728745,0.0045544004597106785,0.133987155693935,0.3047272267744151
C1,no,Insulin,31.81818181818182,0.347216228727152,0.1579924779905294,0.012085755797723153,0.20109031409058462,0.011933594996980395,0.16897249139055048,0.009677100280834116,0.004336773523403066,0.2717559476875027,0.004554400460350672,0.13398715569263236,0.30472722677941916
C1,no,Insulin,32.323232323232325,0.3472162287333961,0.15799247799052954,0.012085755799102723,0.2010903140933489,0.011933594998576578,0.16897249139055892,0.00967710028217023,0.0043367735239553395,0.27175594768771794,0.004554400460990665,0.13398715569132977,0.3047272267844232
C1,no,Insulin,32.82828282828283,0.3472162287396401,0.1579924779905297,0.012085755800482295,0.2010903140961132,0.01193359500017276,0.16897249139056736,0.009677100283506344,0.004336773524507614,0.27175594768793315,0.004554400461630658,0.13398715569002714,0.30472722678942726
C1,no,Insulin,33.333333333333336,0.34721622874588415,0.15799247799052984,0.012085755801861867,0.2010903140988775,0.011933595001768943,0.1689724913905758,0.009677100284842458,0.004336773525059888,0.27175594768814837,0.004554400462270652,0.13398715568872455,0.3047272267944313
C1,no,Insulin,33.83838383838384,0.34721622875212815,0.15799247799052998,0.012085755803241439,0.2010903141016418,0.011933595003365126,0.16897249139058423,0.009677100286178573,0.004336773525612162,0.27175594768836364,0.004554400462910646,0.13398715568742192,0.3047272267994354
C1,no,Insulin,34.343434343434346,0.3472162287583722,0.15799247799053012,0.01208575580462101,0.2010903141044061,0.011933595004961309,0.16897249139059264,0.009677100287514687,0.004336773526164436,0.27175594768857886,0.004554400463550639,0.13398715568611932,0.3047272268044395
C1,no,Insulin,34.84848484848485,0.3472162287646163,0.1579924779905303,0.01208575580600058,0.20109031410717038,0.01193359500655749,0.16897249139060108,0.009677100288850802,0.00433677352671671,0.2717559476887941,0.004554400464190632,0.1339871556848167,0.30472722680944353
C1,no,Insulin,35.35353535353536,0.3472162287708603,0.15799247799053043,0.012085755807380152,0.20109031410993466,0.011933595008153674,0.16897249139060952,0.009677100290186915,0.004336773527268984,0.2717559476890093,0.004554400464830626,0.1339871556835141,0.3047272268144476
C1,no,Insulin,35.85858585858586,0.34721622877710434,0.15799247799053057,0.012085755808759724,0.20109031411269895,0.011933595009749857,0.16897249139061796,0.009677100291523029,0.004336773527821258,0.27175594768922456,0.00455440046547062,0.13398715568221148,0.30472722681945164
C1,no,Insulin,36.36363636363637,0.34721622878334835,0.1579924779905307,0.012085755810139296,0.20109031411546327,0.01193359501134604,0.1689724913906264,0.009677100292859144,0.004336773528373532,0.2717559476894398,0.004554400466110613,0.13398715568090885,0.3047272268244557
C1,no,Insulin,36.86868686868687,0.3472162287895924,0.15799247799053087,0.012085755811518866,0.20109031411822756,0.011933595012942224,0.16897249139063483,0.009677100294195258,0.004336773528925806,0.271755947689655,0.004554400466750607,0.13398715567960626,0.30472722682945974
C1,no,Insulin,37.37373737373738,0.3472162287958364,0.157992477990531,0.012085755812898438,0.20109031412099185,0.011933595014538405,0.16897249139064327,0.009677100295531373,0.00433677352947808,0.27175594768987027,0.0045544004673906,0.13398715567830363,0.3047272268344638
C1,no,Insulin,37.87878787878788,0.3472162288020805,0.15799247799053115,0.01208575581427801,0.20109031412375614,0.011933595016134588,0.1689724913906517,0.009677100296867486,0.004336773530030354,0.2717559476900855,0.0045544004680305936,0.13398715567700104,0.30472722683946785
C1,no,Insulin,38.38383838383839,0.34721622880832453,0.1579924779905313,0.012085755815657582,0.20109031412652043,0.011933595017730772,0.16897249139066015,0.009677100298203602,0.0043367735305826285,0.2717559476903007,0.004554400468670587,0.1339871556756984,0.3047272268444719
C1,no,Insulin,38.88888888888889,0.34721622881456854,0.15799247799053145,0.012085755817037153,0.20109031412928474,0.011933595019326955,0.16897249139066856,0.009677100299539715,0.004336773531134902,0.2717559476905159,0.004554400469310581,0.1339871556743958,0.30472722684947595
C1,no,Insulin,39.3939393939394,0.3472162288208126,0.1579924779905316,0.012085755818416723,0.20109031413204903,0.011933595020923136,0.168972491390677,0.009677100300875829,0.004336773531687176,0.2717559476907312,0.004554400469950574,0.1339871556730932,0.30472722685448006
C1,no,Insulin,39.8989898989899,0.3472162288270566,0.15799247799053173,0.012085755819796295,0.20109031413481332,0.01193359502251932,0.16897249139068543,0.009677100302211944,0.004336773532239451,0.2717559476909464,0.0045544004705905675,0.1339871556717906,0.3047272268594841
C1,no,Insulin,40.40404040404041,0.34721622883330067,0.15799247799053187,0.012085755821175867,0.2010903141375776,0.011933595024115503,0.16897249139069387,0.009677100303548057,0.004336773532791724,0.2717559476911616,0.004554400471230561,0.13398715567048797,0.30472722686448817
C1,no,Insulin,40.909090909090914,0.34721622883954467,0.15799247799053204,0.012085755822555439,0.2010903141403419,0.011933595025711686,0.1689724913907023,0.009677100304884173,0.004336773533343999,0.27175594769137684,0.004554400471870555,0.13398715566918534,0.3047272268694922
C1,no,Insulin,41.41414141414142,0.34721622884578873,0.15799247799053218,0.012085755823935009,0.2010903141431062,0.011933595027307868,0.16897249139071074,0.009677100306220286,0.004336773533896272,0.2717559476915921,0.004554400472510548,0.13398715566788275,0.30472722687449627
C1,no,Insulin,41.919191919191924,0.34721622885203274,0.15799247799053232,0.01208575582531458,0.2010903141458705,0.011933595028904051,0.16897249139071918,0.009677100307556401,0.0043367735344485465,0.27175594769180733,0.004554400473150541,0.13398715566658012,0.3047272268795003
C1,no,Insulin,42.42424242424243,0.3472162288582768,0.15799247799053245,0.012085755826694152,0.2010903141486348,0.011933595030500234,0.16897249139072762,0.009677100308892515,0.004336773535000821,0.27175594769202255,0.0045544004737905356,0.13398715566527752,0.3047272268845044
C1,no,Insulin,42.929292929292934,0.34721622886452086,0.15799247799053262,0.012085755828073724,0.20109031415139908,0.011933595032096418,0.16897249139073606,0.009677100310228628,0.004336773535553094,0.27175594769223776,0.004554400474430529,0.1339871556639749,0.30472722688950843
C1,no,Insulin,43.43434343434344,0.34721622887076486,0.15799247799053276,0.012085755829453296,0.20109031415416337,0.0119335950336926,0.16897249139074447,0.009677100311564744,0.004336773536105369,0.27175594769245304,0.004554400475070522,0.1339871556626723,0.3047272268945125
C1,no,Insulin,43.939393939393945,0.3472162288770089,0.1579924779905329,0.012085755830832866,0.20109031415692769,0.011933595035288782,0.1689724913907529,0.009677100312900857,0.004336773536657643,0.27175594769266825,0.004554400475710515,0.13398715566136968,0.30472722689951653
C1,no,Insulin,44.44444444444445,0.34721622888325293,0.15799247799053304,0.012085755832212438,0.20109031415969197,0.011933595036884966,0.16897249139076134,0.009677100314236972,0.004336773537209917,0.27175594769288347,0.0045544004763505095,0.13398715566006708,0.3047272269045206
C1,no,Insulin,44.949494949494955,0.347216228889497,0.1579924779905332,0.01208575583359201,0.20109031416245626,0.011933595038481149,0.16897249139076978,0.009677100315573086,0.004336773537762191,0.27175594769309874,0.004554400476990503,0.13398715565876446,0.3047272269095247
C1,no,Insulin,45.45454545454546,0.347216228895741,0.15799247799053334,0.012085755834971582,0.20109031416522055,0.011933595040077332,0.16897249139077822,0.009677100316909201,0.0043367735383144645,0.27175594769331396,0.004554400477630496,0.13398715565746186,0.30472722691452875
C1,no,Insulin,45.959595959595966,0.34721622890198506,0.15799247799053348,0.012085755836351152,0.20109031416798484,0.011933595041673514,0.16897249139078666,0.009677100318245315,0.004336773538866739,0.2717559476935292,0.004554400478270489,0.13398715565615923,0.3047272269195328
C1,no,Insulin,46.46464646464647,0.3472162289082291,0.15799247799053362,0.012085755837730723,0.20109031417074916,0.011933595043269697,0.1689724913907951,0.009677100319581428,0.004336773539419013,0.2717559476937444,0.0045544004789104834,0.1339871556548566,0.30472722692453685
C1,no,Insulin,46.969696969696976,0.3472162289144731,0.1579924779905338,0.012085755839110295,0.20109031417351345,0.01193359504486588,0.16897249139080353,0.009677100320917544,0.004336773539971287,0.27175594769395967,0.004554400479550477,0.133987155653554,0.3047272269295409
C1,no,Insulin,47.47474747474748,0.3472162289207172,0.15799247799053392,0.012085755840489867,0.20109031417627773,0.011933595046462063,0.16897249139081197,0.009677100322253657,0.004336773540523561,0.2717559476941749,0.00455440048019047,0.1339871556522514,0.30472722693454496
C1,no,Insulin,47.979797979797986,0.3472162289269612,0.15799247799053406,0.012085755841869439,0.20109031417904202,0.011933595048058245,0.16897249139082038,0.009677100323589772,0.0043367735410758355,0.2717559476943901,0.004554400480830464,0.1339871556509488,0.304727226939549
C1,no,Insulin,48.484848484848484,0.34721622893320525,0.1579924779905342,0.012085755843249009,0.2010903141818063,0.011933595049654428,0.16897249139082882,0.009677100324925886,0.004336773541628109,0.2717559476946053,0.004554400481470457,0.13398715564964617,0.30472722694455306
C1,no,Insulin,48.98989898989899,0.34721622893944926,0.15799247799053437,0.01208575584462858,0.2010903141845706,0.011933595051250611,0.16897249139083725,0.009677100326262,0.004336773542180383,0.2717559476948206,0.004554400482110451,0.13398715564834357,0.3047272269495571
C1,no,Insulin,49.494949494949495,0.3472162289436825,0.15799247799053445,0.012085755845564235,0.20109031418644535,0.011933595052333136,0.16897249139084294,0.009677100327168148,0.004336773542554293,0.27175594769496597,0.004554400482544492,0.1339871556474601,0.30472722695295085
C1,no,Insulin,50.0,0.34721622894405535,0.15799247799053445,0.012085755845647693,0.20109031418661236,0.011933595052429575,0.1689724913908434,0.009677100327248873,0.004336773542585787,0.27175594769497735,0.00455440048258316,0.13398715564738134,0.30472722695325316
