,,,Slide ID,G7,G2,G14,G3,G11,G13,G4,G5,G12,G1,G6,G9,G10,G8
,,,Antibody Name,G7,G2,G14,G3,G11,G13,G4,G5,G12,G1,G6,G9,G10,G8
,,,HUGO ID,G7,G2,G14,G3,G11,G13,G4,G5,G12,G1,G6,G9,G10,G8
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,18.68686868686869,0.08764369894391763,0.7285249124917591,0.12411361081469961,0.22901568002144915,0.753375114414092,0.1290870236886549,0.6057976411072208,0.5784535102474797,0.7764077542298156,0.682036764643332,0.79423389397307,0.3568538028151577,0.7780726783696117,0.21668075397915668
C1,no,Insulin,19.191919191919194,0.08764352043686004,0.7285249117618616,0.12411347368209154,0.22901568044785375,0.7533751139218742,0.12908678202481738,0.6057976415539726,0.5784535086876439,0.7764077529295632,0.6820367646397867,0.7942338928549563,0.35685380192439864,0.7780726774776556,0.21668073673682045
C1,no,Insulin,19.6969696969697,0.08764339477167812,0.7285249112616845,0.12411337695559273,0.22901568072839668,0.7533751135907691,0.1290866118913293,0.6057976437385545,0.5784535075994883,0.7764077520346713,0.6820367646354036,0.7942338921291819,0.35685380130407846,0.7780726768699022,0.21668072461281
C1,no,Insulin,20.202020202020204,0.08764330748941435,0.7285249109504565,0.12411331022643925,0.22901568087416496,0.7533751133867614,0.129086493727632,0.6057976413388042,0.5784535068677026,0.7764077514589333,0.6820367646362463,0.7942338916298677,0.35685380086066576,0.7780726764966055,0.2166807161755267
C1,no,Insulin,20.70707070707071,0.08764324760602044,0.7285249107612568,0.1241132646019296,0.22901568094058633,0.7533751132664076,0.12908641265281512,0.6057976386162764,0.5784535063820007,0.7764077510959609,0.6820367646378575,0.7942338912962879,0.3568538005515938,0.7780726762741057,0.21668071037839676
C1,no,Insulin,21.212121212121215,0.08764320575675112,0.7285249106330963,0.12411323259820718,0.22901568098102096,0.7533751131877444,0.1290863559896142,0.6057976376561326,0.5784535060455688,0.7764077508487991,0.682036764638028,0.7942338910803152,0.35685380033900665,0.778072676124839,0.21668070633288156
C1,no,Insulin,21.71717171717172,0.08764317655280283,0.7285249105462572,0.12411321022364796,0.22901568100548084,0.7533751131358237,0.12908631644592958,0.6057976373949144,0.5784535058126729,0.7764077506802285,0.6820367646377327,0.7942338909403168,0.3568538001919016,0.7780726760245322,0.2166807035139056
C1,no,Insulin,22.222222222222225,0.08764315609695127,0.7285249104870481,0.1241131945416003,0.2290156810203453,0.7533751131010455,0.12908628874724856,0.6057976372635769,0.5784535056506748,0.7764077505644389,0.6820367646374743,0.7942338908488737,0.3568538000891045,0.7780726759565786,0.21668070154223146
C1,no,Insulin,22.72727272727273,0.0876431418599664,0.7285249104468621,0.12411318362401451,0.2290156810292586,0.7533751130778052,0.12908626946912383,0.6057976371987218,0.5784535055386418,0.776407750485277,0.6820367646372678,0.7942338907895056,0.356853800017645,0.7780726759107347,0.21668070017203714
C1,no,Insulin,23.232323232323235,0.08764313189330387,0.7285249104193325,0.12411317598339963,0.22901568103466377,0.7533751130620417,0.12908625597335827,0.6057976371427408,0.5784535054606296,0.7764077504306696,0.6820367646371343,0.7942338907505043,0.3568537999675526,0.7780726758794807,0.2166806992142091
C1,no,Insulin,23.73737373737374,0.0876431249955391,0.7285249104007482,0.12411317069973457,0.22901568103776143,0.7533751130514814,0.12908624663320603,0.6057976370800335,0.57845350540696,0.7764077503934887,0.6820367646370662,0.7942338907254864,0.35685379993274935,0.7780726758584932,0.21668069855238584
C1,no,Insulin,24.242424242424242,0.0876431203047671,0.7285249103884477,0.12411316711372161,0.22901568103941802,0.7533751130444699,0.12908624028171842,0.6057976369809009,0.5784535053706876,0.7764077503686126,0.6820367646370773,0.7942338907098678,0.3568537999088214,0.7780726758446646,0.2166806981031108
C1,no,Insulin,24.747474747474747,0.0876431170921819,0.7285249103801924,0.12411316466871548,0.22901568104035794,0.7533751130395949,0.12908623593224833,0.605797636798505,0.5784535053459438,0.7764077503517146,0.6820367646372011,0.7942338906998013,0.35685379989198673,0.7780726758353741,0.2166806977958363
C1,no,Insulin,25.252525252525253,0.08764311478857603,0.7285249103743318,0.12411316293491337,0.2290156810410571,0.7533751130357048,0.1290862328148013,0.6057976363631372,0.5784535053281897,0.7764077503394813,0.682036764637599,0.794233890692566,0.3568537998789952,0.7780726758286585,0.21668069757561903
C1,no,Insulin,25.757575757575758,0.08764311315187492,0.7285249103701823,0.12411316171089046,0.229015681041647,0.7533751130327022,0.12908623060132376,0.6057976357327339,0.5784535053155297,0.776407750330664,0.6820367646382077,0.7942338906872045,0.35685379986919197,0.778072675823782,0.2166806974191652
C1,no,Insulin,26.262626262626263,0.0876431117772541,0.7285249103666553,0.12411316067579645,0.22901568104209755,0.7533751130303623,0.12908622874095066,0.6057976354970496,0.5784535053049191,0.7764077503233329,0.6820367646384207,0.7942338906828293,0.35685379986146204,0.7780726758197416,0.21668069728782932
C1,no,Insulin,26.767676767676768,0.08764311069357114,0.7285249103638254,0.12411315984756618,0.2290156810424259,0.7533751130287752,0.12908622727309396,0.6057976355828995,0.578453505296567,0.7764077503176359,0.6820367646383129,0.7942338906794604,0.356853799856012,0.778072675816601,0.21668069718434513
C1,no,Insulin,27.272727272727273,0.08764310994980379,0.7285249103618205,0.12411315925842338,0.22901568104265566,0.753375113028067,0.12908622626459254,0.6057976358773296,0.5784535052908317,0.7764077503138203,0.6820367646380001,0.7942338906771473,0.3568537998531465,0.7780726758144715,0.21668069711336002
C1,no,Insulin,27.77777777777778,0.08764310954595202,0.7285249103606408,0.12411315890836806,0.22901568104278686,0.7533751130282379,0.1290862257154464,0.6057976363803399,0.5784535052877131,0.7764077503118861,0.6820367646374824,0.7942338906758901,0.3568537998528657,0.7780726758133532,0.216680697074874
C1,no,Insulin,28.282828282828284,0.08764310918660494,0.7285249103596282,0.12411315860764704,0.22901568104289857,0.7533751130281923,0.12908622522741597,0.6057976366950429,0.5784535052849411,0.7764077503101189,0.6820367646371565,0.7942338906747829,0.35685379985215054,0.7780726758123474,0.2166806970406215
C1,no,Insulin,28.78787878787879,0.08764310887280323,0.7285249103587851,0.12411315835692875,0.2290156810429905,0.7533751130279341,0.12908622480190415,0.6057976368228368,0.5784535052825238,0.7764077503085246,0.6820367646370209,0.794233890673829,0.35685379985101173,0.7780726758114572,0.2166806970107021
C1,no,Insulin,29.292929292929294,0.08764310871537315,0.7285249103583582,0.12411315822740095,0.22901568104303302,0.7533751130278743,0.12908622458831437,0.6057976369126177,0.5784535052813128,0.7764077503077466,0.682036764636927,0.7942338906733681,0.3568537998505819,0.7780726758110198,0.2166806969957199
C1,no,Insulin,29.7979797979798,0.08764310871431469,0.7285249103583477,0.12411315821906364,0.22901568104302608,0.7533751130280129,0.12908622458664665,0.6057976369643857,0.578453505281308,0.7764077503077846,0.6820367646368746,0.7942338906734003,0.35685379985086096,0.7780726758110352,0.21668069699567488
C1,no,Insulin,30.303030303030305,0.08764310842697073,0.7285249103575678,0.12411315798225114,0.229015681043104,0.7533751130279113,0.1290862241967902,0.6057976371303087,0.5784535052790974,0.776407750306366,0.682036764636701,0.7942338906725561,0.356853799850092,0.7780726758102372,0.21668069696832115
C1,no,Insulin,30.80808080808081,0.08764310854149054,0.7285249103578745,0.12411315807228826,0.22901568104306808,0.7533751130280324,0.12908622435202802,0.6057976370945641,0.5784535052799807,0.7764077503069572,0.6820367646367395,0.7942338906729178,0.35685379985056187,0.7780726758105666,0.21668069697926548
C1,no,Insulin,31.313131313131315,0.08764310865601037,0.7285249103581811,0.12411315816232538,0.2290156810430322,0.7533751130281536,0.1290862245072658,0.6057976370588196,0.5784535052808641,0.7764077503075485,0.6820367646367779,0.7942338906732795,0.3568537998510317,0.778072675810896,0.2166806969902098
C1,no,Insulin,31.81818181818182,0.08764310877053018,0.7285249103584878,0.12411315825236251,0.22901568104299627,0.7533751130282748,0.12908622466250363,0.6057976370230751,0.5784535052817474,0.7764077503081397,0.6820367646368163,0.7942338906736413,0.3568537998515016,0.7780726758112254,0.21668069700115414
C1,no,Insulin,32.323232323232325,0.0876431088320948,0.7285249103586516,0.12411315830064767,0.22901568104297765,0.7533751130283417,0.12908622474594866,0.6057976370058971,0.578453505282222,0.7764077503084574,0.6820367646368349,0.7942338906738335,0.3568537998517598,0.7780726758114019,0.21668069700703602
C1,no,Insulin,32.82828282828283,0.08764310884783653,0.7285249103586919,0.12411315831280428,0.22901568104297396,0.7533751130283618,0.12908622476727039,0.6057976370047853,0.5784535052823427,0.7764077503085385,0.6820367646368364,0.7942338906738791,0.35685379985183496,0.7780726758114463,0.21668069700853726
C1,no,Insulin,33.333333333333336,0.08764310886357828,0.7285249103587322,0.12411315832496088,0.2290156810429703,0.7533751130283819,0.12908622478859214,0.6057976370036734,0.5784535052824635,0.7764077503086195,0.6820367646368377,0.7942338906739246,0.3568537998519101,0.7780726758114906,0.2166806970100385
C1,no,Insulin,33.83838383838384,0.08764310887932002,0.7285249103587725,0.12411315833711747,0.2290156810429666,0.753375113028402,0.12908622480991389,0.6057976370025615,0.5784535052825843,0.7764077503087006,0.6820367646368392,0.7942338906739701,0.3568537998519853,0.778072675811535,0.21668069701153975
C1,no,Insulin,34.343434343434346,0.08764310889506176,0.7285249103588128,0.12411315834927408,0.2290156810429629,0.7533751130284221,0.1290862248312356,0.6057976370014497,0.5784535052827051,0.7764077503087816,0.6820367646368406,0.7942338906740156,0.35685379985206045,0.7780726758115794,0.216680697013041
C1,no,Insulin,34.84848484848485,0.0876431089108035,0.7285249103588531,0.12411315836143068,0.22901568104295925,0.7533751130284422,0.12908622485255736,0.6057976370003378,0.5784535052828259,0.7764077503088627,0.682036764636842,0.7942338906740611,0.35685379985213567,0.7780726758116236,0.21668069701454223
C1,no,Insulin,35.35353535353536,0.08764310892654524,0.7285249103588934,0.12411315837358729,0.22901568104295555,0.7533751130284623,0.1290862248738791,0.605797636999226,0.5784535052829467,0.7764077503089437,0.6820367646368434,0.7942338906741067,0.35685379985221083,0.7780726758116681,0.21668069701604348
C1,no,Insulin,35.85858585858586,0.08764310894228698,0.7285249103589337,0.12411315838574388,0.22901568104295186,0.7533751130284824,0.12908622489520083,0.6057976369981142,0.5784535052830675,0.7764077503090248,0.6820367646368448,0.7942338906741522,0.356853799852286,0.7780726758117124,0.21668069701754472
C1,no,Insulin,36.36363636363637,0.08764310895802872,0.728524910358974,0.12411315839790049,0.22901568104294817,0.7533751130285025,0.12908622491652258,0.6057976369970023,0.5784535052831883,0.7764077503091058,0.6820367646368463,0.7942338906741977,0.35685379985236115,0.7780726758117568,0.21668069701904596
C1,no,Insulin,36.86868686868687,0.08764310897377046,0.7285249103590143,0.12411315841005709,0.2290156810429445,0.7533751130285224,0.12908622493784433,0.6057976369958904,0.578453505283309,0.7764077503091869,0.6820367646368477,0.7942338906742432,0.3568537998524363,0.7780726758118011,0.2166806970205472
C1,no,Insulin,37.37373737373738,0.0876431089895122,0.7285249103590546,0.12411315842221368,0.22901568104294082,0.7533751130285425,0.12908622495916605,0.6057976369947785,0.5784535052834298,0.7764077503092679,0.6820367646368491,0.7942338906742887,0.3568537998525115,0.7780726758118455,0.21668069702204845
C1,no,Insulin,37.87878787878788,0.08764310900525395,0.728524910359095,0.12411315843437029,0.22901568104293712,0.7533751130285626,0.1290862249804878,0.6057976369936667,0.5784535052835506,0.7764077503093489,0.6820367646368505,0.7942338906743343,0.35685379985258664,0.7780726758118898,0.2166806970235497
C1,no,Insulin,38.38383838383839,0.08764310902099569,0.7285249103591352,0.12411315844652689,0.22901568104293346,0.7533751130285827,0.12908622500180955,0.6057976369925548,0.5784535052836713,0.77640775030943,0.6820367646368519,0.7942338906743798,0.3568537998526618,0.7780726758119342,0.21668069702505094
C1,no,Insulin,38.88888888888889,0.08764310903673743,0.7285249103591755,0.1241131584586835,0.22901568104292977,0.7533751130286028,0.12908622502313127,0.605797636991443,0.5784535052837921,0.776407750309511,0.6820367646368534,0.7942338906744253,0.35685379985273696,0.7780726758119785,0.21668069702655218
C1,no,Insulin,39.3939393939394,0.08764310905247917,0.7285249103592158,0.12411315847084009,0.22901568104292608,0.7533751130286229,0.12908622504445302,0.6057976369903312,0.5784535052839129,0.7764077503095921,0.6820367646368548,0.7942338906744708,0.3568537998528121,0.7780726758120229,0.21668069702805343
C1,no,Insulin,39.8989898989899,0.08764310906822091,0.7285249103592562,0.12411315848299669,0.22901568104292241,0.753375113028643,0.12908622506577477,0.6057976369892193,0.5784535052840337,0.7764077503096731,0.6820367646368561,0.7942338906745163,0.3568537998528873,0.7780726758120672,0.21668069702955467
C1,no,Insulin,40.40404040404041,0.08764310908396265,0.7285249103592965,0.1241131584951533,0.22901568104291872,0.7533751130286631,0.1290862250870965,0.6057976369881074,0.5784535052841545,0.7764077503097542,0.6820367646368576,0.7942338906745618,0.35685379985296245,0.7780726758121116,0.2166806970310559
C1,no,Insulin,40.909090909090914,0.08764310909861503,0.728524910359334,0.12411315850646795,0.2290156810429153,0.7533751130286819,0.12908622510694268,0.6057976369870826,0.578453505284267,0.7764077503098297,0.6820367646368589,0.7942338906746043,0.3568537998530324,0.7780726758121528,0.2166806970324532
C1,no,Insulin,41.41414141414142,0.08764310910077885,0.7285249103593393,0.12411315850813048,0.22901568104291492,0.7533751130286847,0.129086225109873,0.605797636987055,0.5784535052842835,0.7764077503098407,0.682036764636859,0.79423389067461,0.3568537998530431,0.7780726758121588,0.21668069703265921
C1,no,Insulin,41.919191919191924,0.08764310910294268,0.7285249103593447,0.12411315850979301,0.22901568104291456,0.7533751130286875,0.1290862251128033,0.6057976369870275,0.5784535052843001,0.7764077503098518,0.6820367646368591,0.7942338906746158,0.3568537998530538,0.7780726758121647,0.2166806970328652
C1,no,Insulin,42.42424242424243,0.08764310910510652,0.7285249103593502,0.12411315851145555,0.22901568104291417,0.7533751130286903,0.1290862251157336,0.605797636987,0.5784535052843166,0.7764077503098629,0.6820367646368591,0.7942338906746217,0.35685379985306453,0.7780726758121707,0.21668069703307116
C1,no,Insulin,42.929292929292934,0.08764310910727034,0.7285249103593555,0.12411315851311808,0.2290156810429138,0.7533751130286932,0.12908622511866388,0.6057976369869724,0.5784535052843331,0.7764077503098739,0.6820367646368592,0.7942338906746275,0.35685379985307525,0.7780726758121767,0.21668069703327716
C1,no,Insulin,43.43434343434344,0.08764310910943417,0.728524910359361,0.12411315851478061,0.22901568104291342,0.753375113028696,0.12908622512159418,0.6057976369869449,0.5784535052843497,0.776407750309885,0.6820367646368594,0.7942338906746332,0.356853799853086,0.7780726758121825,0.21668069703348314
C1,no,Insulin,43.939393939393945,0.087643109111598,0.7285249103593664,0.12411315851644314,0.22901568104291306,0.7533751130286989,0.12908622512452447,0.6057976369869174,0.5784535052843662,0.776407750309896,0.6820367646368594,0.7942338906746391,0.35685379985309673,0.7780726758121885,0.2166806970336891
C1,no,Insulin,44.44444444444445,0.08764310911376183,0.7285249103593718,0.12411315851810568,0.22901568104291267,0.7533751130287017,0.12908622512745477,0.6057976369868898,0.5784535052843828,0.776407750309907,0.6820367646368595,0.7942338906746449,0.35685379985310745,0.7780726758121945,0.2166806970338951
C1,no,Insulin,44.949494949494955,0.08764310911592567,0.7285249103593772,0.12411315851976822,0.2290156810429123,0.7533751130287045,0.12908622513038506,0.6057976369868622,0.5784535052843993,0.776407750309918,0.6820367646368596,0.7942338906746507,0.35685379985311816,0.7780726758122005,0.2166806970341011
C1,no,Insulin,45.45454545454546,0.0876431091180895,0.7285249103593826,0.12411315852143075,0.22901568104291192,0.7533751130287074,0.12908622513331536,0.6057976369868346,0.5784535052844159,0.7764077503099291,0.6820367646368596,0.7942338906746566,0.35685379985312893,0.7780726758122064,0.21668069703430706
C1,no,Insulin,45.959595959595966,0.08764310912025332,0.728524910359388,0.12411315852309328,0.22901568104291156,0.7533751130287102,0.12908622513624565,0.6057976369868071,0.5784535052844324,0.7764077503099402,0.6820367646368597,0.7942338906746623,0.35685379985313964,0.7780726758122124,0.21668069703451304
C1,no,Insulin,46.46464646464647,0.08764310912241716,0.7285249103593934,0.12411315852475581,0.22901568104291117,0.7533751130287131,0.12908622513917595,0.6057976369867796,0.5784535052844489,0.7764077503099512,0.6820367646368598,0.7942338906746681,0.35685379985315036,0.7780726758122184,0.21668069703471904
C1,no,Insulin,46.969696969696976,0.08764310912458098,0.7285249103593988,0.12411315852641834,0.2290156810429108,0.753375113028716,0.12908622514210624,0.605797636986752,0.5784535052844654,0.7764077503099623,0.6820367646368598,0.794233890674674,0.35685379985316107,0.7780726758122243,0.216680697034925
