,,,Slide ID,a,c,d,b
,,,Antibody Name,a,c,d,b
,,,HUGO ID,a,c,d,b
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.44275310042270166,0.3040419930843221,0.7456024443110053,0.7358095422983839
C1,no,Insulin,0.33557046979865773,0.3120606298424866,0.2409204699502981,0.5414429594345259,0.4022365451082653
C1,no,Insulin,0.6711409395973155,0.24207756626617694,0.19928322176940333,0.41370520172137915,0.26738140447492625
C1,no,Insulin,1.0067114093959733,0.20322866957730965,0.17111640180457957,0.3333776347762709,0.20984068768361622
C1,no,Insulin,1.342281879194631,0.18063471898048417,0.15161019386883298,0.2827109590378542,0.1829853030378821
C1,no,Insulin,1.6778523489932886,0.1667842520352041,0.1378297326945426,0.2506498611272443,0.16883885057921302
C1,no,Insulin,2.0134228187919465,0.15783811217078567,0.1279373264746681,0.2302591196508058,0.16037883132350733
C1,no,Insulin,2.348993288590604,0.15178723247536507,0.12074740028600699,0.21719003693948993,0.15477208904244127
C1,no,Insulin,2.684563758389262,0.14754190420057328,0.11547224138378585,0.20872475423264517,0.15080002194225922
C1,no,Insulin,3.0201342281879198,0.14448257346164745,0.1115744824893593,0.20316942071175997,0.147880646342
C1,no,Insulin,3.3557046979865772,0.14223722459509802,0.10867926507929328,0.19946893615373795,0.1456960487204876
C1,no,Insulin,3.691275167785235,0.14056962702937217,0.10652030227330382,0.19696437289487412,0.14404836547353397
C1,no,Insulin,4.026845637583893,0.13932197390802045,0.10490569549287093,0.19524175307658534,0.1428019943834436
C1,no,Insulin,4.3624161073825505,0.13838441653071423,0.10369560163983337,0.1940385465340045,0.141858544918136
C1,no,Insulin,4.697986577181208,0.13767813000242676,0.10278723780137193,0.19318618556723927,0.1411445631258889
C1,no,Insulin,5.033557046979866,0.13714536244846917,0.10210456786504514,0.19257480587264691,0.14060453228166514
C1,no,Insulin,5.369127516778524,0.1367432325915818,0.10159107086113267,0.19213160964902626,0.1401963130208221
C1,no,Insulin,5.704697986577181,0.13643963701326378,0.10120457458605034,0.1918074983404335,0.13988789589077485
C1,no,Insulin,6.0402684563758395,0.13621042803728506,0.10091352945159243,0.191568786011123,0.13965498305000817
C1,no,Insulin,6.375838926174497,0.1360373957036363,0.10069428430151592,0.1913919788952677,0.13947915131699
C1,no,Insulin,6.7114093959731544,0.13590678919006066,0.1005290818628713,0.19126044548152488,0.13934644679256397
C1,no,Insulin,7.046979865771813,0.13580822135155063,0.10040457718555838,0.19116226194886524,0.1392463126493775
C1,no,Insulin,7.38255033557047,0.13573384255506576,0.10031072946842626,0.1910887817123687,0.1391707659268147
C1,no,Insulin,7.718120805369128,0.1356777249133901,0.10023998374923682,0.19103368316322522,0.13911377729431906
C1,no,Insulin,8.053691275167786,0.13563538936127753,0.1001866484596016,0.1909923067288794,0.13907079152315946
C1,no,Insulin,8.389261744966444,0.13560345486332936,0.10014643770486102,0.19096120235365138,0.13903837095447955
C1,no,Insulin,8.724832214765101,0.13557936885980967,0.10011612151780268,0.1909378006489141,0.13901392136247498
C1,no,Insulin,9.060402684563758,0.13556119954303192,0.10009325914989127,0.19092017823121674,0.13899547968039455
C1,no,Insulin,9.395973154362416,0.13554749647114145,0.10007602132128565,0.19090690823803472,0.13898157146292844
C1,no,Insulin,9.731543624161075,0.135537161764094,0.10006302292947071,0.19089690937828477,0.1389710829388473
C1,no,Insulin,10.067114093959733,0.13552936777290361,0.10005322120202219,0.19088937328679165,0.1389631742638518
C1,no,Insulin,10.40268456375839,0.13552348872033035,0.10004582909789117,0.1908836939473268,0.1389572073609719
C1,no,Insulin,10.738255033557047,0.13551905554129062,0.10004025530301826,0.19087941243864917,0.13895270749848143
C1,no,Insulin,11.073825503355705,0.135515713204698,0.10003605277871427,0.19087618386720437,0.1389493175618455
C1,no,Insulin,11.409395973154362,0.1355131924744785,0.10003288372972835,0.19087375027120324,0.1389467607480779
C1,no,Insulin,11.74496644295302,0.13551129249390637,0.10003049535047677,0.19087191665755476,0.1389448307053447
C1,no,Insulin,12.080536912751679,0.13550986038642154,0.1000286949057742,0.19087053399434264,0.13894337620822264
C1,no,Insulin,12.416107382550337,0.13550877974119924,0.10002733628893802,0.19086949063200156,0.1389422814808873
C1,no,Insulin,12.751677852348994,0.1355079624720724,0.10002630895421429,0.19086870197443345,0.138941453878654
C1,no,Insulin,13.087248322147651,0.13550734904725154,0.10002553790693786,0.19086811013278365,0.1389408308998936
C1,no,Insulin,13.422818791946309,0.13550688472358222,0.10002495422128171,0.19086766201757002,0.13894035936026025
C1,no,Insulin,13.758389261744966,0.13550653468943433,0.10002451421035151,0.19086732421358737,0.1389400040406503
C1,no,Insulin,14.093959731543626,0.13550627207611046,0.10002418409443918,0.19086707078108778,0.1389397375207552
C1,no,Insulin,14.429530201342283,0.13550607562000794,0.10002393714227314,0.19086688119551293,0.13893953815268884
