,,,Slide ID,e,a,c,d,b
,,,Antibody Name,e,a,c,d,b
,,,HUGO ID,e,a,c,d,b
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,39.261744966442954,0.05288856270776415,0.08848819757272383,0.01010751027844742,0.01311745406433566,0.049638281791301274
C1,no,Insulin,39.597315436241615,0.05288856265164281,0.08848819749609275,0.010107510270555344,0.013117454053414659,0.049638281744577475
C1,no,Insulin,39.93288590604027,0.05288856258580503,0.08848819740532754,0.010107510261047635,0.013117454040343491,0.049638281689076295
C1,no,Insulin,40.26845637583893,0.05288856255778525,0.08848819736697869,0.010107510257079356,0.013117454034861345,0.0496382816656677
C1,no,Insulin,40.604026845637584,0.05288856255685288,0.08848819736602287,0.010107510257035296,0.013117454034769662,0.049638281665125565
C1,no,Insulin,40.939597315436245,0.05288856255494505,0.08848819736317068,0.010107510256691323,0.013117454034318724,0.0496382816633215
C1,no,Insulin,41.2751677852349,0.052888562552061744,0.08848819735842213,0.01010751025604744,0.013117454033508532,0.04963828166025551
C1,no,Insulin,41.61073825503356,0.05288856254820296,0.0884881973517772,0.010107510255103647,0.013117454032339083,0.04963828165592759
C1,no,Insulin,41.946308724832214,0.052888562543368704,0.08848819734323592,0.01010751025385994,0.013117454030810381,0.04963828165033774
C1,no,Insulin,42.281879194630875,0.05288856253755898,0.08848819733279825,0.010107510252316324,0.013117454028922422,0.04963828164348596
C1,no,Insulin,42.61744966442953,0.05288856253077378,0.08848819732046423,0.010107510250472795,0.013117454026675208,0.04963828163537225
C1,no,Insulin,42.95302013422819,0.0528885625230131,0.08848819730623383,0.010107510248329357,0.01311745402406874,0.04963828162599661
C1,no,Insulin,43.28859060402685,0.052888562514276954,0.08848819729010707,0.010107510245886006,0.013117454021103016,0.049638281615359034
C1,no,Insulin,43.624161073825505,0.052888562504565334,0.08848819727208394,0.010107510243142746,0.013117454017778037,0.04963828160345953
C1,no,Insulin,43.959731543624166,0.05288856249387824,0.08848819725216443,0.010107510240099572,0.013117454014093803,0.04963828159029811
C1,no,Insulin,44.29530201342282,0.05288856248221567,0.08848819723034858,0.010107510236756488,0.013117454010050314,0.04963828157587474
C1,no,Insulin,44.63087248322148,0.05288856246957763,0.08848819720663634,0.010107510233113494,0.013117454005647568,0.04963828156018946
C1,no,Insulin,44.966442953020135,0.052888562455964114,0.08848819718102774,0.010107510229170587,0.013117454000885568,0.049638281543242235
C1,no,Insulin,45.302013422818796,0.05288856244137513,0.08848819715352277,0.010107510224927771,0.013117453995764314,0.04963828152503309
C1,no,Insulin,45.63758389261745,0.05288856242581067,0.08848819712412143,0.010107510220385042,0.013117453990283804,0.049638281505562015
C1,no,Insulin,45.97315436241611,0.05288856237597245,0.08848819703791544,0.010107510208154879,0.01311745397513579,0.04963828144967782
C1,no,Insulin,46.308724832214764,0.052888562375196506,0.08848819703535256,0.01010751020760452,0.0131174539745269,0.049638281447796424
C1,no,Insulin,46.644295302013425,0.052888562374420564,0.08848819703278968,0.010107510207054164,0.013117453973918012,0.049638281445915027
C1,no,Insulin,46.97986577181208,0.05288856237364463,0.0884881970302268,0.010107510206503807,0.013117453973309122,0.04963828144403363
C1,no,Insulin,47.31543624161074,0.05288856237286869,0.08848819702766392,0.01010751020595345,0.013117453972700234,0.04963828144215223
C1,no,Insulin,47.6510067114094,0.05288856237209275,0.08848819702510102,0.010107510205403094,0.013117453972091346,0.04963828144027083
C1,no,Insulin,47.986577181208055,0.05288856237131681,0.08848819702253814,0.010107510204852737,0.013117453971482456,0.049638281438389435
C1,no,Insulin,48.322147651006716,0.05288856237054087,0.08848819701997526,0.010107510204302379,0.013117453970873568,0.04963828143650804
C1,no,Insulin,48.65771812080537,0.052888562369764934,0.08848819701741238,0.010107510203752022,0.013117453970264679,0.04963828143462664
C1,no,Insulin,48.99328859060403,0.05288856236898899,0.0884881970148495,0.010107510203201666,0.01311745396965579,0.04963828143274525
C1,no,Insulin,49.328859060402685,0.05288856236821306,0.0884881970122866,0.010107510202651309,0.013117453969046903,0.04963828143086385
C1,no,Insulin,49.664429530201346,0.052888562367437116,0.08848819700972373,0.010107510202100952,0.013117453968438013,0.04963828142898245
C1,no,Insulin,50.0,0.05288856236666118,0.08848819700716085,0.010107510201550596,0.013117453967829125,0.049638281427101055
