NON $ % + -
#NON	d	b	a	c
0.0	0.6392744489903666	0.5974132080552204	0.08370487279252159	0.06684237698786744
0.5050505050505051	0.2558198107464096	0.2978118688089638	0.06993697256857896	0.06938929277223968
1.0101010101010102	0.10971778907921513	0.20681809722451266	0.046628131792724216	0.05013526262209042
1.5151515151515151	0.05199638054659544	0.18095789488750447	0.03033908090668283	0.034634204509276914
2.0202020202020203	0.028031118226955965	0.1769892446646512	0.020605020712821012	0.024874686049895744
2.5252525252525255	0.017424049051273954	0.1799246577748138	0.014989093789123038	0.01904474277692205
3.0303030303030303	0.012393621615230586	0.18421485366903745	0.01175628389945328	0.01558238302576365
3.5353535353535355	0.009853481949591472	0.1879711980380356	0.009887325014373477	0.013522902603126712
4.040404040404041	0.008506081725986804	0.1907596652088318	0.008803049061519122	0.012299186685543213
4.545454545454546	0.007766301181428649	0.1926652002713262	0.008173019811663105	0.011575004370867184
5.050505050505051	0.007351072199169662	0.1939047704070783	0.007806921091599305	0.011148738697086758
5.555555555555556	0.007114931066355757	0.19468563757930174	0.007594375178525092	0.010899178548540563
6.0606060606060606	0.006979657813282025	0.19516675341922798	0.0074711445377737395	0.010753763778793411
6.565656565656566	0.006901873126138901	0.19545850691035835	0.007399797861906124	0.010669352938465326
7.070707070707071	0.0068570770394625075	0.19563334848954866	0.007358553535624979	0.010620505069755882
7.575757575757576	0.006831265662521621	0.19573719165826495	0.00733474161828457	0.01059230140132617
8.080808080808081	0.00681639526897524	0.19579843557880997	0.007321011330542267	0.010576047166177676
8.585858585858587	0.006807828337554316	0.19583437796274836	0.007313096600662615	0.010566684242948324
9.090909090909092	0.006802896538222277	0.1958553761392733	0.007308540858248993	0.010561299741419254
9.595959595959597	0.006800059050054202	0.19586760603414782	0.0073059175215382365	0.010558201443832847
10.101010101010102	0.006798426905484917	0.19587470438938118	0.007304412413183882	0.010556425704964728
10.606060606060607	0.006797488609556458	0.19587881995628334	0.007303543224760503	0.010555400956955622
11.111111111111112	0.006796949502524023	0.19588119817659158	0.007303047204382166	0.010554816506804659
11.616161616161618	0.006796639797115754	0.1958825723236079	0.007302761074891986	0.01055447955439904
12.121212121212121	0.006796461990303676	0.19588336464164308	0.007302596966790878	0.010554286347135042
12.626262626262626	0.006796359674196766	0.19588382216641725	0.007302502452156112	0.010554175174840192
13.131313131313131	0.006796300927110122	0.19588408564320584	0.007302448224834137	0.010554111398266033
