,,,Slide ID,a,b,c,d
,,,Antibody Name,a,b,c,d
,,,HUGO ID,a,b,c,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.5123856634112391,0.39434927749617743,0.6900942038564992,0.26463289142727586
C1,no,Insulin,0.5050505050505051,0.325690349895145,0.29133160684382986,0.29270726917127915,0.1108428550780643
C1,no,Insulin,1.0101010101010102,0.21653558382362306,0.22900380743921517,0.1607974153015037,0.054145091806797
C1,no,Insulin,1.5151515151515151,0.1543555783514502,0.19043970911632757,0.1059734227722375,0.030848567343541945
C1,no,Insulin,2.0202020202020203,0.11861289663545754,0.16603652758278273,0.07853891543743802,0.020193857822945905
C1,no,Insulin,2.5252525252525255,0.09742728562138082,0.15028231336990608,0.06316803198468388,0.014833219145424091
C1,no,Insulin,3.0303030303030303,0.08443310856904825,0.1399451460938882,0.054000097448598836,0.011913828749280913
C1,no,Insulin,3.5353535353535355,0.0762348745240647,0.1330771196812689,0.04832284742349452,0.010221760926458264
C1,no,Insulin,4.040404040404041,0.07095497618741081,0.12847101034251585,0.04471640363060933,0.00919415980441942
C1,no,Insulin,4.545454545454546,0.06750506558165591,0.12536018646878339,0.04238260293519595,0.0085487310026299
C1,no,Insulin,5.050505050505051,0.06522776057192978,0.12324817134981353,0.04085180246365329,0.00813367241567443
C1,no,Insulin,5.555555555555556,0.06371352948816146,0.12180854315338167,0.03983797518872373,0.007862398332164676
C1,no,Insulin,6.0606060606060606,0.0627014352644672,0.12082419276158102,0.03916199437652834,0.007683126839426609
C1,no,Insulin,6.565656565656566,0.06202246698038248,0.12014947494922863,0.038709182576584976,0.007563764252480655
C1,no,Insulin,7.070707070707071,0.061565801537581934,0.11968604866930958,0.03840491004005398,0.007483885355498815
C1,no,Insulin,7.575757575757576,0.061258103215472516,0.11936718788834058,0.03820001499534182,0.007430244865195706
C1,no,Insulin,8.080808080808081,0.06105052719925023,0.11914745600677071,0.038061844992669326,0.007394140655734837
C1,no,Insulin,8.585858585858587,0.060910383684682025,0.11899582296109851,0.037968584747893365,0.0073698026467431685
C1,no,Insulin,9.090909090909092,0.060815699710283284,0.11889103002173132,0.03790558943760366,0.007353376224210748
C1,no,Insulin,9.595959595959597,0.06075171388747111,0.11881851718448894,0.03786301648068933,0.007342282883730791
C1,no,Insulin,10.101010101010102,0.060708454136055724,0.11876827366956039,0.03783424194987974,0.0073347871997135996
C1,no,Insulin,10.606060606060607,0.060679207228739936,0.11873341515736056,0.037814785350503116,0.007329720553900816
C1,no,Insulin,11.111111111111112,0.06065943027797691,0.11870919999885962,0.037801629859726314,0.007326295324268323
C1,no,Insulin,11.616161616161618,0.06064605693145683,0.11869235781214708,0.03779273509270597,0.007323979670021244
C1,no,Insulin,12.121212121212121,0.06063701229100615,0.1186806262716129,0.03778671921399724,0.007322413605534429
C1,no,Insulin,12.626262626262626,0.06063089494092988,0.11867244382963332,0.037782650347510806,0.007321354468558974
C1,no,Insulin,13.131313131313131,0.06062675475488904,0.11866672632003868,0.037779896473971536,0.007320637662930473
C1,no,Insulin,13.636363636363637,0.060623954028730574,0.11866272666017855,0.037778033273934294,0.007320152629778027
C1,no,Insulin,14.141414141414142,0.06062206386283643,0.1186599306918321,0.037776776792655245,0.0073198254845407915
C1,no,Insulin,14.646464646464647,0.06062078231893565,0.1186579669697496,0.0377759239262255,0.007319603853614359
C1,no,Insulin,15.151515151515152,0.06061991948259406,0.11865659018684073,0.0377753478903385,0.007319454001660773
C1,no,Insulin,15.656565656565657,0.06061933220613891,0.11865562166056541,0.03777496056975064,0.007319352750300978
C1,no,Insulin,16.161616161616163,0.060618934748537356,0.11865493738289014,0.03777469507370561,0.007319284014147844
C1,no,Insulin,16.666666666666668,0.06061866874643877,0.1186544578173776,0.037774517949962,0.007319237677000466
C1,no,Insulin,17.171717171717173,0.060618486739398174,0.11865411756554944,0.03777439707206759,0.007319206288837252
C1,no,Insulin,17.67676767676768,0.06061836385628062,0.11865387720814151,0.037774315535302444,0.007319185056423081
C1,no,Insulin,18.181818181818183,0.06061827935447225,0.1186537042708596,0.03777425931812693,0.007319170407026815
C1,no,Insulin,18.68686868686869,0.06061822493643973,0.11865358538906205,0.037774223048422165,0.007319160912221968
C1,no,Insulin,19.191919191919194,0.06061818851930356,0.11865350150279674,0.037774199304937986,0.00731915455437205
C1,no,Insulin,19.6969696969697,0.060618163684212294,0.11865344327457167,0.037774184809302176,0.00731915042525309
C1,no,Insulin,20.202020202020204,0.06061814377404957,0.11865340093013436,0.037774176168141986,0.007319147616675424
C1,no,Insulin,20.70707070707071,0.060618137848734654,0.11865336987616258,0.037774165100753904,0.007319145052238326
C1,no,Insulin,21.212121212121215,0.06061812800975601,0.11865334692957481,0.037774157310197155,0.007319143792535988
C1,no,Insulin,21.71717171717172,0.06061812035279971,0.11865333006856212,0.03777415319146468,0.007319142866080771
C1,no,Insulin,22.222222222222225,0.06061811547906462,0.11865331781991588,0.0377741504558684,0.007319142166043127
C1,no,Insulin,22.72727272727273,0.06061811235068047,0.11865330890090944,0.03777414858676678,0.007319141652174296
C1,no,Insulin,23.232323232323235,0.06061811062225826,0.1186533028959103,0.03777414741288803,0.007319141312454223
C1,no,Insulin,23.73737373737374,0.06061810937141751,0.11865329837386995,0.03777414654074033,0.007319141070028809
C1,no,Insulin,24.242424242424242,0.06061810872474521,0.11865329544304216,0.037774146019496184,0.007319140926194064
C1,no,Insulin,24.747474747474747,0.06061810797205973,0.11865329260962511,0.03777414549586632,0.007319140784547288
C1,no,Insulin,25.252525252525253,0.060618107561618104,0.11865329080427969,0.03777414519177607,0.00731914070470923
