,,,Slide ID,d,c,b,a
,,,Antibody Name,d,c,b,a
,,,HUGO ID,d,c,b,a
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.33569870147284253,0.09249424950533403,0.9345902204377041,0.5394391714992518
C1,no,Insulin,0.5050505050505051,0.2688008732795287,0.05400351903700842,0.5104940251218331,0.2983193875107118
C1,no,Insulin,1.0101010101010102,0.22503921329036156,0.03343328477346838,0.31641322511096326,0.16979002354078954
C1,no,Insulin,1.5151515151515151,0.19514655981047607,0.02199330628874016,0.22300254829679783,0.10046459827432666
C1,no,Insulin,2.0202020202020203,0.1751461471422277,0.015529251676924599,0.17597953061857455,0.06263988359504707
C1,no,Insulin,2.5252525252525255,0.16238177306643903,0.011841320974342229,0.15159289800726564,0.04177515848406343
C1,no,Insulin,3.0303030303030303,0.15468266753160306,0.009720586216139394,0.13881552714287027,0.03015081089035677
C1,no,Insulin,3.5353535353535355,0.1503125896103997,0.008495870874730778,0.13218226315443016,0.02362141899945649
C1,no,Insulin,4.040404040404041,0.14799179579217572,0.007789978683981235,0.12883184680106866,0.019933523884062783
C1,no,Insulin,4.545454545454546,0.1468540886783514,0.007386877477026481,0.12721774232584587,0.01784590136098682
C1,no,Insulin,5.050505050505051,0.14635676245439042,0.007160467562964264,0.12649818565648466,0.016665822367682877
C1,no,Insulin,5.555555555555556,0.14618231831660278,0.007036282377935674,0.12622064182871442,0.01600218292402291
C1,no,Insulin,6.0606060606060606,0.14615634537847422,0.006970295045582336,0.12614803406199623,0.015632289351033824
C1,no,Insulin,6.565656565656566,0.14618897740243655,0.006936698370546011,0.1261607445699639,0.015428758661028849
C1,no,Insulin,7.070707070707071,0.1462373218341701,0.006920608083979495,0.12620156460747686,0.015318693347190493
C1,no,Insulin,7.575757575757576,0.1462831144645126,0.006913627926443216,0.126245333921129,0.015260524581952139
C1,no,Insulin,8.080808080808081,0.14632018597679147,0.00691115030948659,0.12628260904374689,0.015230718079674084
C1,no,Insulin,8.585858585858587,0.14634780234309808,0.006910732411784148,0.12631115647637378,0.015216095416347306
C1,no,Insulin,9.090909090909092,0.14636731183203258,0.006911134946342394,0.1263316838671507,0.015209380574506026
C1,no,Insulin,9.595959595959597,0.14638058514268246,0.006911768739929532,0.12634582698641136,0.015206637307215944
C1,no,Insulin,10.101010101010102,0.14638935478478352,0.006912379528508311,0.12635526198285693,0.015205779920097586
C1,no,Insulin,10.606060606060607,0.1463950137914444,0.006912879656417457,0.12636139898607243,0.015205746385765651
C1,no,Insulin,11.111111111111112,0.14639858934598643,0.006913254931639257,0.1263653028640085,0.01520601156365778
C1,no,Insulin,11.616161616161618,0.14640080712461115,0.0069135216508119605,0.12636773915498392,0.015206338726364314
C1,no,Insulin,12.121212121212121,0.1464021575016068,0.006913703974413347,0.12636923115716858,0.015206632674164274
C1,no,Insulin,12.626262626262626,0.14640296746707854,0.006913824736731118,0.12637013087990054,0.015206862766918445
C1,no,Insulin,13.131313131313131,0.1464034463175778,0.006913902939072364,0.1263706656942258,0.015207030875754804
C1,no,Insulin,13.636363636363637,0.14640372456327305,0.006913952800636066,0.12637097833779262,0.015207149410575575
C1,no,Insulin,14.141414141414142,0.14640388359314674,0.006913983942706819,0.1263711581170462,0.015207229535753613
C1,no,Insulin,14.646464646464647,0.14640397239328187,0.006914003045082304,0.12637125921367742,0.015207282268280642
C1,no,Insulin,15.151515151515152,0.14640402077150655,0.006914014610254014,0.12637131478704494,0.015207316433019149
C1,no,Insulin,15.656565656565657,0.14640404715321845,0.006914021631628758,0.12637134539007222,0.015207338412382785
C1,no,Insulin,16.161616161616163,0.14640405962345185,0.006914025590141181,0.12637136011564232,0.0152073517856127
C1,no,Insulin,16.666666666666668,0.14640406480364226,0.0069140277510808925,0.126371366443595,0.015207359747189599
C1,no,Insulin,17.171717171717173,0.14640406705679282,0.00691402895482105,0.12637136930616955,0.015207364437895688
C1,no,Insulin,17.67676767676768,0.14640406824609947,0.006914029647900578,0.12637137084414002,0.015207367182933976
C1,no,Insulin,18.181818181818183,0.14640406875043258,0.006914030035856911,0.12637137153631756,0.015207368786237269
C1,no,Insulin,18.68686868686869,0.14640406883572876,0.006914030242008021,0.12637137171139723,0.015207369713079181
C1,no,Insulin,19.191919191919194,0.1464040687586702,0.00691403034775161,0.1263713716739137,0.015207370237778711
C1,no,Insulin,19.6969696969697,0.14640406870774714,0.006914030453078523,0.12637137166354387,0.015207370749932942
C1,no,Insulin,20.202020202020204,0.1464040686516968,0.006914030533495611,0.12637137163762202,0.01520737114797874
C1,no,Insulin,20.70707070707071,0.14640406857457217,0.006914030577350413,0.12637137157469183,0.015207371384039122
C1,no,Insulin,21.212121212121215,0.14640406847637324,0.0069140305846429285,0.1263713714747533,0.01520737145811409
C1,no,Insulin,21.71717171717172,0.14640406835710001,0.006914030555373157,0.12637137133780643,0.015207371370203645
C1,no,Insulin,22.222222222222225,0.14640406826367738,0.0069140305333920335,0.12637137123091632,0.015207371305757491
C1,no,Insulin,22.72727272727273,0.1464040682140922,0.006914030535508116,0.12637137117978975,0.015207371335860594
C1,no,Insulin,23.232323232323235,0.14640406817386822,0.006914030529503692,0.12637137113515337,0.015207371324261228
C1,no,Insulin,23.73737373737374,0.14640406814300552,0.00691403051537876,0.12637137109700716,0.0152073712709594
C1,no,Insulin,24.242424242424242,0.14640406812150408,0.006914030493133323,0.12637137106535112,0.015207371175955104
C1,no,Insulin,24.747474747474747,0.1464040680129148,0.006914030459784274,0.1263713709378284,0.015207371064686457
C1,no,Insulin,25.252525252525253,0.14640406803770484,0.006914030454295497,0.1263713709615759,0.015207371028964706
C1,no,Insulin,25.757575757575758,0.14640406806249484,0.00691403044880672,0.1263713709853234,0.015207370993242954
C1,no,Insulin,26.262626262626263,0.14640406808728484,0.006914030443317943,0.1263713710090709,0.015207370957521204
C1,no,Insulin,26.767676767676768,0.14640406811207488,0.006914030437829166,0.12637137103281837,0.015207370921799454
C1,no,Insulin,27.272727272727273,0.14640406813686488,0.006914030432340389,0.12637137105656587,0.015207370886077702
C1,no,Insulin,27.77777777777778,0.14640406813957416,0.006914030432001159,0.12637137105926907,0.015207370883389281
C1,no,Insulin,28.282828282828284,0.1464040681411536,0.00691403043192543,0.12637137106089544,0.01520737088239117
C1,no,Insulin,28.78787878787879,0.14640406814273302,0.006914030431849702,0.12637137106252183,0.015207370881393057
C1,no,Insulin,29.292929292929294,0.14640406814431245,0.006914030431773973,0.12637137106414822,0.015207370880394946
C1,no,Insulin,29.7979797979798,0.14640406814589185,0.006914030431698245,0.1263713710657746,0.015207370879396834
C1,no,Insulin,30.303030303030305,0.14640406814747128,0.006914030431622516,0.12637137106740098,0.015207370878398723
C1,no,Insulin,30.80808080808081,0.14640406814905071,0.006914030431546788,0.12637137106902738,0.015207370877400612
C1,no,Insulin,31.313131313131315,0.14640406815063015,0.006914030431471059,0.12637137107065374,0.0152073708764025
C1,no,Insulin,31.81818181818182,0.14640406815220958,0.006914030431395331,0.12637137107228014,0.01520737087540439
C1,no,Insulin,32.323232323232325,0.146404068153789,0.006914030431319602,0.12637137107390653,0.015207370874406278
C1,no,Insulin,32.82828282828283,0.14640406815536844,0.006914030431243874,0.1263713710755329,0.015207370873408167
C1,no,Insulin,33.333333333333336,0.14640406815694787,0.006914030431168145,0.1263713710771593,0.015207370872410055
C1,no,Insulin,33.83838383838384,0.14640406815852727,0.006914030431092417,0.12637137107878568,0.015207370871411944
C1,no,Insulin,34.343434343434346,0.1464040681601067,0.006914030431016688,0.12637137108041205,0.015207370870413833
C1,no,Insulin,34.84848484848485,0.14640406816168614,0.00691403043094096,0.12637137108203844,0.015207370869415721
C1,no,Insulin,35.35353535353536,0.14640406816326557,0.006914030430865231,0.1263713710836648,0.015207370868417608
C1,no,Insulin,35.85858585858586,0.146404068164845,0.006914030430789503,0.1263713710852912,0.015207370867419497
C1,no,Insulin,36.36363636363637,0.14640406816642443,0.006914030430713774,0.1263713710869176,0.015207370866421386
C1,no,Insulin,36.86868686868687,0.14640406816800386,0.006914030430638046,0.12637137108854396,0.015207370865423274
C1,no,Insulin,37.37373737373738,0.1464040681695833,0.006914030430562317,0.12637137109017035,0.015207370864425163
C1,no,Insulin,37.87878787878788,0.1464040681711627,0.006914030430486589,0.12637137109179675,0.015207370863427052
C1,no,Insulin,38.38383838383839,0.14640406817274212,0.00691403043041086,0.1263713710934231,0.01520737086242894
C1,no,Insulin,38.88888888888889,0.14640406817432156,0.006914030430335133,0.1263713710950495,0.015207370861430829
C1,no,Insulin,39.3939393939394,0.146404068175901,0.006914030430259404,0.1263713710966759,0.015207370860432718
C1,no,Insulin,39.8989898989899,0.14640406817748042,0.006914030430183676,0.12637137109830227,0.015207370859434606
C1,no,Insulin,40.40404040404041,0.14640406817905985,0.006914030430107947,0.12637137109992866,0.015207370858436495
C1,no,Insulin,40.909090909090914,0.14640406818063928,0.006914030430032219,0.12637137110155505,0.015207370857438384
C1,no,Insulin,41.41414141414142,0.14640406818221868,0.00691403042995649,0.12637137110318142,0.015207370856440272
C1,no,Insulin,41.919191919191924,0.14640406818379811,0.006914030429880762,0.1263713711048078,0.01520737085544216
C1,no,Insulin,42.42424242424243,0.14640406818537754,0.006914030429805033,0.1263713711064342,0.015207370854444048
C1,no,Insulin,42.929292929292934,0.14640406818695698,0.006914030429729305,0.12637137110806057,0.015207370853445937
C1,no,Insulin,43.43434343434344,0.1464040681885364,0.0069140304296535764,0.12637137110968696,0.015207370852447825
C1,no,Insulin,43.939393939393945,0.14640406819011584,0.006914030429577848,0.12637137111131333,0.015207370851449714
C1,no,Insulin,44.44444444444445,0.14640406819169527,0.0069140304295021195,0.12637137111293972,0.015207370850451603
C1,no,Insulin,44.949494949494955,0.1464040681932747,0.006914030429426391,0.12637137111456612,0.015207370849453491
C1,no,Insulin,45.45454545454546,0.1464040681948541,0.0069140304293506625,0.12637137111619248,0.01520737084845538
C1,no,Insulin,45.959595959595966,0.14640406819643353,0.006914030429274934,0.12637137111781888,0.015207370847457269
C1,no,Insulin,46.46464646464647,0.14640406819801297,0.0069140304291992055,0.12637137111944527,0.015207370846459158
C1,no,Insulin,46.969696969696976,0.1464040681995924,0.006914030429123477,0.12637137112107164,0.015207370845461046
C1,no,Insulin,47.47474747474748,0.14640406820117183,0.0069140304290477485,0.12637137112269803,0.015207370844462935
C1,no,Insulin,47.979797979797986,0.14640406820275126,0.00691403042897202,0.12637137112432442,0.015207370843464824
C1,no,Insulin,48.484848484848484,0.1464040682043307,0.006914030428896292,0.1263713711259508,0.01520737084246671
C1,no,Insulin,48.98989898989899,0.14640406820591012,0.006914030428820563,0.12637137112757718,0.0152073708414686
C1,no,Insulin,49.494949494949495,0.14640406820748952,0.006914030428744835,0.12637137112920357,0.015207370840470488
C1,no,Insulin,50.0,0.14640406820906895,0.006914030428669106,0.12637137113082994,0.015207370839472377
