NON $ % + -
#NON	c	b	d	a
12.626262626262626	0.2919920026843503	0.1640644678536634	0.26370508607216425	0.0399551695100777
13.131313131313131	0.29201519583925495	0.16406106247065894	0.2637258965122372	0.03994134068558451
13.636363636363637	0.2920316163563195	0.16405863023757292	0.2637404203393031	0.039931925510023
14.141414141414142	0.29204320198242373	0.1640569003804605	0.2637505316189994	0.03992552501474584
14.646464646464647	0.29205134415148565	0.16405567557771478	0.26375754854513295	0.03992118649889424
15.151515151515152	0.2920570516915895	0.1640548112003669	0.26376241081938423	0.03991824678265786
15.656565656565657	0.29206104229271174	0.16405420304404708	0.2637657722475487	0.03991625779182147
16.161616161616163	0.2920638241280141	0.16405377656380093	0.26376809004532137	0.039914915768226096
16.666666666666668	0.292065756748663	0.16405347857483907	0.263769684892316	0.03991401309718815
17.171717171717173	0.292067096959001	0.16405327084986296	0.263770782179475	0.03991340556482642
17.67676767676768	0.29206802495134226	0.16405312633924196	0.26377153437958223	0.039912996455691775
18.181818181818183	0.292068665946091	0.16405302606561462	0.26377204521670555	0.03991272218690554
18.68686868686869	0.2920691075470227	0.16405295668144368	0.26377239395685353	0.03991253873248618
19.191919191919194	0.29206941163083366	0.16405290869435815	0.2637726383284821	0.03991241562925442
19.6969696969697	0.29206962303800377	0.16405287520264236	0.26377280645588375	0.03991233227528748
20.202020202020204	0.2920697642683659	0.16405285273454426	0.2637729125418457	0.0399122784478404
20.70707070707071	0.29206986259946316	0.1640528370302639	0.2637729891770105	0.039912241930088334
21.212121212121215	0.29206992970200196	0.16405282627196477	0.26377304078661795	0.03991221773389655
21.71717171717172	0.2920699757728337	0.16405281885838685	0.2637730758361545	0.039912201596881455
22.222222222222225	0.2920700068891424	0.1640528138312616	0.2637730992525272	0.03991219104652543
22.72727272727273	0.29207002794675696	0.1640528104165176	0.2637731149770077	0.03991218412749269
23.232323232323235	0.2920700423345076	0.1640528080750603	0.2637731256746491	0.039912179544304226
23.73737373737374	0.292070051725184	0.1640528065395284	0.26377313262838614	0.039912176679618654
24.242424242424242	0.29207005807381475	0.16405280549756832	0.26377313733046986	0.03991217480991128
24.747474747474747	0.29207006233231364	0.16405280479640866	0.26377314049214734	0.039912173594760444
25.252525252525253	0.2920700652759741	0.16405280431115923	0.2637731426823048	0.03991217276494548
25.757575757575758	0.2920700673432745	0.1640528039700359	0.2637731441969191	0.03991217218811067
26.262626262626263	0.29207006876276453	0.16405280373545308	0.2637731451890911	0.039912171798194694
26.767676767676768	0.2920700697305476	0.16405280357507684	0.26377314579167677	0.03991217153997515
27.272727272727273	0.2920700703960329	0.1640528034644472	0.26377314612351394	0.03991217136839283
27.77777777777778	0.2920700711259928	0.16405280334341085	0.26377314662045825	0.03991217117489223
28.282828282828284	0.29207007171966304	0.16405280324490096	0.26377314703574406	0.039912171018774326
28.78787878787879	0.2920700721471966	0.16405280317381357	0.26377314733268536	0.039912170908855196
29.292929292929294	0.2920700724085934	0.16405280313014867	0.26377314751128217	0.039912170845134855
29.7979797979798	0.29207007250385353	0.16405280311390627	0.2637731475715345	0.0399121708276133
30.303030303030305	0.2920700724329769	0.16405280312508638	0.26377314751344244	0.03991217085629053
30.80808080808081	0.2920700724308438	0.1640528031250291	0.2637731475060473	0.03991217086396216
31.313131313131315	0.2920700725174572	0.16405280311044212	0.26377314756374504	0.03991217084490491
31.81818181818182	0.29207007255323253	0.16405280310430018	0.2637731475860778	0.039912170839056973
32.323232323232325	0.2920700725381697	0.1640528031066033	0.26377314757304554	0.03991217084641838
32.82828282828283	0.2920700724722687	0.16405280311735146	0.26377314752464825	0.03991217086698911
33.333333333333336	0.2920700723555296	0.1640528031365447	0.263773147440886	0.03991217090076918
33.83838383838384	0.29207007231223364	0.16405280314307508	0.26377314740320107	0.03991217092348101
34.343434343434346	0.2920700722509503	0.16405280315330892	0.263773147360754	0.039912170938474184
34.84848484848485	0.29207007218966696	0.16405280316354276	0.263773147318307	0.03991217095346735
35.35353535353536	0.29207007212838365	0.16405280317377663	0.2637731472758599	0.039912170968460524
35.85858585858586	0.2920700720671003	0.16405280318401047	0.26377314723341283	0.03991217098345369
36.36363636363637	0.29207007200581697	0.16405280319424434	0.2637731471909658	0.03991217099844686
36.86868686868687	0.29207007194453366	0.16405280320447818	0.2637731471485187	0.03991217101344003
37.37373737373738	0.2920700719398034	0.16405280320527152	0.2637731471452657	0.039912171014537826
37.87878787878788	0.29207007193749873	0.16405280320565996	0.26377314714369365	0.039912171015039646
38.38383838383839	0.2920700719351941	0.16405280320604837	0.2637731471421217	0.03991217101554147
38.88888888888889	0.2920700719328894	0.1640528032064368	0.2637731471405497	0.03991217101604329
39.3939393939394	0.29207007193058476	0.16405280320682525	0.2637731471389777	0.039912171016545116
39.8989898989899	0.29207007192828005	0.16405280320721366	0.26377314713740574	0.03991217101704694
40.40404040404041	0.2920700719259754	0.1640528032076021	0.2637731471358337	0.03991217101754876
40.909090909090914	0.29207007192367074	0.1640528032079905	0.26377314713426175	0.03991217101805058
41.41414141414142	0.2920700719213661	0.16405280320837895	0.2637731471326898	0.039912171018552406
41.919191919191924	0.2920700719190614	0.1640528032087674	0.26377314713111777	0.03991217101905423
42.42424242424243	0.29207007191675677	0.1640528032091558	0.2637731471295458	0.03991217101955605
42.929292929292934	0.2920700719144521	0.16405280320954424	0.26377314712797384	0.03991217102005787
43.43434343434344	0.29207007191214746	0.16405280320993268	0.2637731471264018	0.039912171020559696
43.939393939393945	0.2920700719098428	0.1640528032103211	0.26377314712482985	0.03991217102106152
44.44444444444445	0.29207007190753814	0.16405280321070953	0.2637731471232579	0.03991217102156334
44.949494949494955	0.29207007190523343	0.16405280321109797	0.26377314712168587	0.03991217102206516
45.45454545454546	0.2920700719029288	0.16405280321148638	0.2637731471201139	0.039912171022566986
45.959595959595966	0.2920700719006241	0.16405280321187482	0.26377314711854194	0.03991217102306881
46.46464646464647	0.29207007189831946	0.16405280321226323	0.2637731471169699	0.03991217102357063
46.969696969696976	0.2920700718960148	0.16405280321265167	0.26377314711539795	0.03991217102407245
47.47474747474748	0.29207007189371015	0.1640528032130401	0.263773147113826	0.039912171024574276
47.979797979797986	0.2920700718914055	0.16405280321342852	0.26377314711225397	0.0399121710250761
48.484848484848484	0.29207007188910084	0.16405280321381696	0.263773147110682	0.03991217102557792
48.98989898989899	0.2920700718867962	0.1640528032142054	0.26377314710911004	0.03991217102607974
49.494949494949495	0.2920700718844915	0.1640528032145938	0.263773147107538	0.03991217102658157
50.0	0.29207007188218687	0.16405280321498225	0.26377314710596605	0.03991217102708339
