Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_5_16_10_2018_14_14.sif,5,KM3,BESTFIT,100,0,3,14,2,6,0.6,0.3333333333333333,0.68,0.34,0.25
Gold_4_16_10_2018_14_14.sif,4,KM3,BESTFIT,100,0,2,9,0,5,0.6,0.3333333333333333,0.68,0.34,0.25
Gold_6_16_10_2018_14_14.sif,6,KM3,BESTFIT,100,1,1,23,2,10,0.3333333333333333,0.09090909090909091,0.6666666666666666,0.3333333333333333,0.01818181818181818
