NON $ % + - .
#NON	e	a	c	d	b
0.0	0.6593154890969026	0.6189765726790984	0.39300965167930935	0.7443156155250764	0.5050381420056009
0.5050505050505051	0.507813002129803	0.33325108863552166	0.2722818088007421	0.3734331520326941	0.30756650486721027
1.0101010101010102	0.3941828000108412	0.2199760467532209	0.21494581903477666	0.23964624957941993	0.21988358224449014
1.5151515151515151	0.31564317430676736	0.17210821866999418	0.18557071736742112	0.1878485318539342	0.17902053258624914
2.0202020202020203	0.26470595623909043	0.1512573914428216	0.1710675067878456	0.16680826227019516	0.15920137685132482
2.5252525252525255	0.2331383008989828	0.1421108900864292	0.1642725961291789	0.15804857455171414	0.14943379975851015
3.0303030303030303	0.21418254681036944	0.13811226051690295	0.16121541849686388	0.15436417580778078	0.1446370484658395
3.5353535353535355	0.2030466276249709	0.13637513139521018	0.1598758851853346	0.15280899283992444	0.14231153641400485
4.040404040404041	0.19660437548838422	0.13562508945027724	0.15929830488866312	0.152151924600719	0.1412011376397895
4.545454545454546	0.192917975299457	0.1353028925851908	0.15905157094836117	0.15187428432240138	0.14067852972017086
5.050505050505051	0.1908250963462525	0.1351650384937402	0.15894672070547594	0.1517569822359793	0.14043564631360406
5.555555555555556	0.18964372337365906	0.13510623834688193	0.15890229279253182	0.15170742998107867	0.14032396781943487
6.0606060606060606	0.18897968819767233	0.13508121476320425	0.15888349590985615	0.15168649800300868	0.14027307625822694
6.565656565656566	0.1886076150517883	0.13507058432534966	0.15887554951984884	0.1516776564553435	0.14025006037164475
7.070707070707071	0.18839962052465098	0.13506607445467186	0.15887219191895863	0.15167392208901379	0.14023971741692426
7.575757575757576	0.18828355584198755	0.13506416367443091	0.15887077401055796	0.151672345312344	0.14023509563684636
8.080808080808081	0.18821887113282693	0.13506335347616255	0.15887017367861667	0.15167167838275356	0.14023303909103718
8.585858585858587	0.1881828588699304	0.1350630112342716	0.15886992154421653	0.15167139735191962	0.1402321279968819
9.090909090909092	0.1881628250076887	0.13506286641042445	0.1588698138724759	0.1516712785436877	0.140231726719667
9.595959595959597	0.18815168627014445	0.1350628054130355	0.15886977080695192	0.1516712286876006	0.14023154885033956
10.101010101010102	0.18814549579627401	0.13506277934979993	0.15886974856798647	0.15167120720748214	0.14023147324197707
10.606060606060607	0.18814205632524347	0.1350627688200444	0.1588697448556886	0.15167119879878865	0.1402314369756538
11.111111111111112	0.1881401464671796	0.13506276397498954	0.15886973823057607	0.15167119467297524	0.14023142411165115
11.616161616161618	0.18813908582881872	0.13506276211106258	0.15886973742380797	0.15167119318913141	0.14023141737556707
12.121212121212121	0.18813849662758156	0.13506276129567119	0.15886973679357708	0.15167119252429098	0.1402314146105154
12.626262626262626	0.18813816944460374	0.13506276096387532	0.15886973665469664	0.15167119225997366	0.1402314133410859
13.131313131313131	0.18813798626534825	0.13506276082155297	0.15886973657854742	0.15167119214562497	0.14023141279847093
13.636363636363637	0.18813788744619636	0.13506276077233687	0.15886973656405934	0.15167119210669522	0.14023141258972197
14.141414141414142	0.1881378337250062	0.13506276075282606	0.1588697365489031	0.1516711920907304	0.14023141251309415
14.646464646464647	0.18813780296964244	0.13506276073587134	0.1588697365146695	0.1516711920757262	0.14023141247306578
15.151515151515152	0.18813778522287836	0.1350627607224318	0.1588697364806363	0.15167119206346777	0.14023141245053222
15.656565656565657	0.18813777516149066	0.13506276071695222	0.15886973647105007	0.15167119205870544	0.14023141243672405
16.161616161616163	0.18813776949926606	0.13506276071787093	0.15886973649071218	0.15167119206049443	0.1402314124203867
16.666666666666668	0.1881377662940627	0.1350627607205659	0.15886973652139164	0.15167119206426768	0.14023141240135176
