,,,Slide ID,e,a,f,d,b,c,h,g,i
,,,Antibody Name,e,a,f,d,b,c,h,g,i
,,,HUGO ID,e,a,f,d,b,c,h,g,i
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,9.595959595959597,0.09831945753606665,0.21597618015874073,0.04891786999687946,0.15642773863697787,0.14063140407507835,0.11012761367270013,0.05595139847111325,0.0354927630506308,0.09723170987489507
C1,no,Insulin,10.101010101010102,0.0983194574257867,0.21597618045638872,0.048917870022548736,0.1564277383865583,0.14063140433278912,0.11012761365650409,0.05595126895879548,0.03549276306000874,0.0972317096322709
C1,no,Insulin,10.606060606060607,0.0983194560396874,0.21597618309341626,0.048917869881997124,0.15642773623173237,0.1406314063329193,0.11012761448917614,0.055951208638528836,0.0354927629286663,0.09723170989528017
C1,no,Insulin,11.111111111111112,0.09831945672492408,0.21597618177556607,0.04891786994296038,0.15642773730644877,0.14063140532924598,0.11012761404485374,0.05595118044608558,0.03549276298706319,0.09723170976653228
C1,no,Insulin,11.616161616161618,0.09831945679446011,0.2159761816420147,0.048917869949062845,0.15642773741511726,0.14063140522767661,0.11012761399706923,0.05595116721449728,0.03549276299281799,0.0972317097502331
C1,no,Insulin,12.121212121212121,0.0983194568020984,0.21597618162738297,0.048917869949704026,0.15642773742697455,0.140631405216573,0.11012761399097212,0.05595116099250953,0.035492762993404633,0.09723170974773468
C1,no,Insulin,12.626262626262626,0.09831945679889587,0.21597618163355695,0.048917869949405834,0.15642773742192476,0.14063140522128162,0.11012761399264615,0.0559511581534336,0.035492762993113255,0.09723170974808258
C1,no,Insulin,13.131313131313131,0.09831945679399204,0.21597618164299434,0.048917869948959886,0.15642773741421623,0.1406314052284737,0.11012761399561834,0.05595115684007505,0.03549276299268242,0.09723170974883345
C1,no,Insulin,13.636363636363637,0.0983194567962351,0.21597618163868598,0.04891786994915796,0.15642773741772084,0.14063140522519815,0.11012761399411025,0.055951156186535594,0.03549276299286886,0.09723170974830503
C1,no,Insulin,14.141414141414142,0.09831945679625213,0.2159761816386587,0.04891786994915514,0.15642773741773033,0.14063140522518414,0.11012761399401785,0.05595115567753871,0.03549276299286213,0.09723170974815407
C1,no,Insulin,14.646464646464647,0.09831945679361836,0.2159761816437287,0.04891786994891378,0.1564277374135814,0.14063140522905188,0.11012761399561441,0.055951155266579934,0.03549276299262688,0.09723170974848275
C1,no,Insulin,15.151515151515152,0.09831945679365221,0.21597618164366508,0.048917869948915574,0.1564277374136304,0.1406314052290049,0.11012761399556635,0.05595115505290893,0.03549276299262767,0.0972317097484406
C1,no,Insulin,15.656565656565657,0.0983194567963537,0.21597618163846785,0.04891786994916052,0.15642773741787724,0.14063140522504325,0.11012761399387368,0.05595115503652571,0.03549276299286449,0.09723170974802764
C1,no,Insulin,16.161616161616163,0.09831945680162131,0.2159761816283323,0.04891786994963938,0.15642773742616234,0.14063140521731582,0.11012761399059921,0.055951155211662815,0.03549276299332837,0.09723170974725828
C1,no,Insulin,16.666666666666668,0.0983194568021725,0.21597618162727217,0.04891786994968914,0.15642773742702812,0.140631405216508,0.11012761399024903,0.055951155164508874,0.035492762993376316,0.09723170974716772
C1,no,Insulin,17.171717171717173,0.09831945680274584,0.21597618162616905,0.04891786994974121,0.1564277374279297,0.14063140521566703,0.11012761398989114,0.05595115516432074,0.03549276299342671,0.09723170974708237
C1,no,Insulin,17.67676767676768,0.09831945680334134,0.21597618162502294,0.048917869949795585,0.15642773742886712,0.14063140521479298,0.11012761398952554,0.05595115521109841,0.03549276299347957,0.09723170974700225
C1,no,Insulin,18.181818181818183,0.098319456803959,0.2159761816238339,0.04891786994985227,0.15642773742984034,0.14063140521388579,0.11012761398915222,0.05595115530484189,0.03549276299353486,0.09723170974692735
C1,no,Insulin,18.68686868686869,0.09831945680545943,0.21597618162094617,0.04891786994998926,0.1564277374322022,0.1406314052116835,0.11012761398823012,0.05595115540704591,0.035492762993667985,0.09723170974672503
C1,no,Insulin,19.191919191919194,0.09831945680528423,0.21597618162128313,0.04891786994997348,0.1564277374319271,0.1406314052119402,0.11012761398834249,0.055951155437761926,0.0354927629936528,0.0972317097467546
C1,no,Insulin,19.6969696969697,0.09831945680510903,0.21597618162162005,0.04891786994995769,0.156427737431652,0.1406314052121969,0.11012761398845487,0.055951155468477946,0.03549276299363762,0.09723170974678416
C1,no,Insulin,20.202020202020204,0.09831945680493384,0.21597618162195698,0.04891786994994191,0.1564277374313769,0.14063140521245365,0.11012761398856724,0.05595115549919396,0.03549276299362244,0.09723170974681372
C1,no,Insulin,20.70707070707071,0.09831945680475865,0.21597618162229393,0.048917869949926134,0.15642773743110178,0.14063140521271036,0.11012761398867962,0.05595115552990998,0.035492762993607256,0.0972317097468433
C1,no,Insulin,21.212121212121215,0.09831945680471606,0.2159761816223758,0.048917869949922296,0.1564277374310349,0.14063140521277276,0.11012761398870695,0.05595115553779974,0.03549276299360356,0.09723170974685048
C1,no,Insulin,21.71717171717172,0.09831945680471435,0.21597618162237908,0.048917869949922144,0.15642773743103225,0.14063140521277526,0.11012761398870806,0.05595115553865288,0.03549276299360341,0.09723170974685078
C1,no,Insulin,22.222222222222225,0.09831945680471266,0.21597618162238236,0.04891786994992199,0.15642773743102956,0.14063140521277775,0.11012761398870917,0.055951155539506026,0.03549276299360326,0.09723170974685107
C1,no,Insulin,22.72727272727273,0.09831945680471095,0.21597618162238563,0.04891786994992184,0.1564277374310269,0.14063140521278025,0.11012761398871028,0.05595115554035917,0.035492762993603114,0.09723170974685136
C1,no,Insulin,23.232323232323235,0.09831945680470924,0.21597618162238894,0.048917869949921686,0.1564277374310242,0.14063140521278275,0.11012761398871139,0.055951155541212313,0.03549276299360297,0.09723170974685165
C1,no,Insulin,23.73737373737374,0.09831945680470754,0.2159761816223922,0.048917869949921526,0.15642773743102154,0.14063140521278525,0.1101276139887125,0.05595115554206545,0.035492762993602815,0.09723170974685194
C1,no,Insulin,24.242424242424242,0.09831945680470583,0.21597618162239549,0.04891786994992137,0.15642773743101884,0.14063140521278775,0.11012761398871361,0.055951155542918594,0.03549276299360267,0.09723170974685222
C1,no,Insulin,24.747474747474747,0.09831945680470412,0.21597618162239876,0.04891786994992122,0.15642773743101618,0.14063140521279024,0.11012761398871472,0.05595115554377174,0.035492762993602524,0.09723170974685251
C1,no,Insulin,25.252525252525253,0.09831945680470242,0.21597618162240204,0.04891786994992107,0.15642773743101349,0.14063140521279274,0.11012761398871583,0.05595115554462488,0.03549276299360238,0.0972317097468528
C1,no,Insulin,25.757575757575758,0.09831945680470071,0.2159761816224053,0.048917869949920915,0.15642773743101082,0.14063140521279524,0.11012761398871694,0.055951155545478026,0.035492762993602225,0.09723170974685309
C1,no,Insulin,26.262626262626263,0.098319456804699,0.2159761816224086,0.04891786994992076,0.15642773743100813,0.14063140521279774,0.11012761398871805,0.05595115554633117,0.03549276299360208,0.09723170974685338
C1,no,Insulin,26.767676767676768,0.0983194568046973,0.2159761816224119,0.04891786994992061,0.15642773743100546,0.14063140521280024,0.11012761398871916,0.055951155547184314,0.035492762993601934,0.09723170974685368
C1,no,Insulin,27.272727272727273,0.0983194568046956,0.21597618162241516,0.04891786994992046,0.15642773743100277,0.14063140521280273,0.11012761398872027,0.05595115554803745,0.03549276299360178,0.09723170974685397
C1,no,Insulin,27.77777777777778,0.0983194568046939,0.21597618162241844,0.048917869949920305,0.1564277374310001,0.14063140521280523,0.11012761398872138,0.055951155548890595,0.035492762993601636,0.09723170974685426
C1,no,Insulin,28.282828282828284,0.09831945680469219,0.21597618162242171,0.04891786994992015,0.15642773743099742,0.14063140521280773,0.11012761398872249,0.05595115554974374,0.03549276299360149,0.09723170974685455
C1,no,Insulin,28.78787878787879,0.09831945680469048,0.215976181622425,0.04891786994992,0.15642773743099475,0.14063140521281023,0.1101276139887236,0.05595115555059688,0.035492762993601344,0.09723170974685484
C1,no,Insulin,29.292929292929294,0.09831945680468877,0.21597618162242826,0.04891786994991984,0.15642773743099206,0.14063140521281273,0.11012761398872471,0.05595115555145003,0.03549276299360119,0.09723170974685513
C1,no,Insulin,29.7979797979798,0.09831945680468707,0.21597618162243154,0.04891786994991969,0.1564277374309894,0.14063140521281522,0.11012761398872582,0.05595115555230317,0.035492762993601046,0.09723170974685542
C1,no,Insulin,30.303030303030305,0.09831945680468536,0.21597618162243484,0.048917869949919535,0.1564277374309867,0.14063140521281772,0.11012761398872695,0.055951155553156315,0.0354927629936009,0.09723170974685572
C1,no,Insulin,30.80808080808081,0.09831945680468365,0.21597618162243812,0.04891786994991938,0.15642773743098404,0.14063140521282022,0.11012761398872806,0.05595115555400945,0.03549276299360075,0.09723170974685601
C1,no,Insulin,31.313131313131315,0.09831945680468195,0.2159761816224414,0.04891786994991923,0.15642773743098135,0.14063140521282272,0.11012761398872917,0.055951155554862596,0.0354927629936006,0.0972317097468563
C1,no,Insulin,31.81818181818182,0.09831945680468025,0.21597618162244467,0.04891786994991908,0.15642773743097868,0.14063140521282522,0.11012761398873028,0.05595115555571574,0.035492762993600456,0.09723170974685659
C1,no,Insulin,32.323232323232325,0.09831945680467855,0.21597618162244794,0.048917869949918924,0.156427737430976,0.14063140521282771,0.11012761398873139,0.055951155556568884,0.0354927629936003,0.09723170974685688
C1,no,Insulin,32.82828282828283,0.09831945680467684,0.21597618162245122,0.04891786994991877,0.15642773743097332,0.1406314052128302,0.1101276139887325,0.05595115555742203,0.03549276299360016,0.09723170974685717
C1,no,Insulin,33.333333333333336,0.09831945680467513,0.2159761816224545,0.04891786994991862,0.15642773743097063,0.1406314052128327,0.11012761398873361,0.05595115555827517,0.03549276299360001,0.09723170974685746
C1,no,Insulin,33.83838383838384,0.09831945680467342,0.2159761816224578,0.048917869949918466,0.15642773743096797,0.1406314052128352,0.11012761398873472,0.055951155559128316,0.035492762993599866,0.09723170974685776
C1,no,Insulin,34.343434343434346,0.09831945680467172,0.21597618162246107,0.04891786994991831,0.15642773743096527,0.1406314052128377,0.11012761398873583,0.05595115555998145,0.035492762993599714,0.09723170974685805
C1,no,Insulin,34.84848484848485,0.09831945680467001,0.21597618162246435,0.04891786994991816,0.1564277374309626,0.1406314052128402,0.11012761398873694,0.055951155560834596,0.03549276299359957,0.09723170974685832
C1,no,Insulin,35.35353535353536,0.0983194568046683,0.21597618162246762,0.048917869949918,0.15642773743095992,0.1406314052128427,0.11012761398873805,0.05595115556168774,0.03549276299359942,0.09723170974685862
C1,no,Insulin,35.85858585858586,0.0983194568046666,0.2159761816224709,0.04891786994991785,0.15642773743095725,0.1406314052128452,0.11012761398873916,0.055951155562540884,0.03549276299359927,0.09723170974685891
C1,no,Insulin,36.36363636363637,0.09831945680466489,0.21597618162247417,0.048917869949917696,0.15642773743095456,0.1406314052128477,0.11012761398874027,0.05595115556339403,0.035492762993599124,0.0972317097468592
C1,no,Insulin,36.86868686868687,0.0983194568046632,0.21597618162247745,0.04891786994991754,0.1564277374309519,0.1406314052128502,0.11012761398874138,0.05595115556424717,0.03549276299359898,0.09723170974685949
C1,no,Insulin,37.37373737373738,0.09831945680466149,0.21597618162248075,0.04891786994991739,0.1564277374309492,0.1406314052128527,0.11012761398874249,0.055951155565100316,0.035492762993598825,0.09723170974685978
C1,no,Insulin,37.87878787878788,0.09831945680465978,0.21597618162248403,0.04891786994991724,0.15642773743094654,0.1406314052128552,0.1101276139887436,0.05595115556595345,0.03549276299359868,0.09723170974686007
C1,no,Insulin,38.38383838383839,0.09831945680465808,0.2159761816224873,0.048917869949917085,0.15642773743094385,0.1406314052128577,0.11012761398874471,0.0559511555668066,0.035492762993598534,0.09723170974686036
C1,no,Insulin,38.88888888888889,0.09831945680465637,0.21597618162249058,0.04891786994991693,0.15642773743094118,0.1406314052128602,0.11012761398874582,0.05595115556765974,0.03549276299359839,0.09723170974686066
C1,no,Insulin,39.3939393939394,0.09831945680465466,0.21597618162249385,0.04891786994991678,0.1564277374309385,0.1406314052128627,0.11012761398874693,0.055951155568512885,0.035492762993598236,0.09723170974686095
C1,no,Insulin,39.8989898989899,0.09831945680465295,0.21597618162249713,0.04891786994991663,0.15642773743093583,0.14063140521286518,0.11012761398874804,0.05595115556936603,0.03549276299359809,0.09723170974686124
C1,no,Insulin,40.40404040404041,0.09831945680465125,0.2159761816225004,0.048917869949916475,0.15642773743093313,0.14063140521286768,0.11012761398874915,0.05595115557021917,0.035492762993597944,0.09723170974686153
C1,no,Insulin,40.909090909090914,0.09831945680464954,0.2159761816225037,0.048917869949916315,0.15642773743093047,0.14063140521287018,0.11012761398875026,0.05595115557107232,0.03549276299359779,0.09723170974686182
C1,no,Insulin,41.41414141414142,0.09831945680464783,0.21597618162250698,0.04891786994991616,0.15642773743092778,0.14063140521287268,0.11012761398875137,0.055951155571925454,0.035492762993597646,0.09723170974686211
C1,no,Insulin,41.919191919191924,0.09831945680464614,0.21597618162251025,0.04891786994991601,0.1564277374309251,0.14063140521287518,0.11012761398875248,0.0559511555727786,0.0354927629935975,0.0972317097468624
C1,no,Insulin,42.42424242424243,0.09831945680464443,0.21597618162251353,0.04891786994991586,0.15642773743092242,0.14063140521287767,0.11012761398875359,0.05595115557363174,0.03549276299359735,0.0972317097468627
C1,no,Insulin,42.929292929292934,0.09831945680464273,0.2159761816225168,0.048917869949915704,0.15642773743091976,0.14063140521288017,0.1101276139887547,0.055951155574484886,0.0354927629935972,0.09723170974686299
C1,no,Insulin,43.43434343434344,0.09831945680464102,0.21597618162252008,0.04891786994991555,0.15642773743091706,0.14063140521288267,0.11012761398875581,0.05595115557533803,0.035492762993597056,0.09723170974686328
C1,no,Insulin,43.939393939393945,0.09831945680463931,0.21597618162252336,0.0489178699499154,0.1564277374309144,0.14063140521288517,0.11012761398875692,0.055951155576191174,0.03549276299359691,0.09723170974686357
C1,no,Insulin,44.44444444444445,0.09831945680463847,0.215976181622525,0.04891786994991532,0.15642773743091307,0.14063140521288642,0.11012761398875749,0.05595115557662663,0.035492762993596834,0.09723170974686371
C1,no,Insulin,44.949494949494955,0.09831945680463844,0.21597618162252502,0.048917869949915316,0.15642773743091304,0.14063140521288645,0.11012761398875749,0.05595115557665032,0.035492762993596834,0.09723170974686371
C1,no,Insulin,45.45454545454546,0.09831945680463842,0.21597618162252508,0.048917869949915316,0.156427737430913,0.14063140521288647,0.1101276139887575,0.055951155576674017,0.035492762993596834,0.09723170974686371
C1,no,Insulin,45.959595959595966,0.09831945680463841,0.2159761816225251,0.048917869949915316,0.15642773743091298,0.1406314052128865,0.11012761398875752,0.05595115557669771,0.035492762993596834,0.09723170974686372
C1,no,Insulin,46.46464646464647,0.0983194568046384,0.21597618162252513,0.048917869949915316,0.15642773743091296,0.1406314052128865,0.11012761398875753,0.05595115557672141,0.03549276299359683,0.09723170974686372
C1,no,Insulin,46.969696969696976,0.09831945680463838,0.21597618162252516,0.048917869949915316,0.15642773743091293,0.14063140521288653,0.11012761398875755,0.0559511555767451,0.03549276299359683,0.09723170974686372
C1,no,Insulin,47.47474747474748,0.09831945680463837,0.2159761816225252,0.048917869949915316,0.1564277374309129,0.14063140521288656,0.11012761398875755,0.055951155576768795,0.03549276299359683,0.09723170974686372
C1,no,Insulin,47.979797979797986,0.09831945680463834,0.21597618162252522,0.04891786994991531,0.15642773743091287,0.14063140521288658,0.11012761398875756,0.05595115557679249,0.03549276299359683,0.09723170974686374
C1,no,Insulin,48.484848484848484,0.09831945680463833,0.21597618162252527,0.04891786994991531,0.15642773743091284,0.1406314052128866,0.11012761398875758,0.05595115557681619,0.03549276299359683,0.09723170974686374
C1,no,Insulin,48.98989898989899,0.09831945680463831,0.2159761816225253,0.04891786994991531,0.15642773743091284,0.14063140521288664,0.11012761398875759,0.05595115557683988,0.03549276299359682,0.09723170974686374
C1,no,Insulin,49.494949494949495,0.0983194568046383,0.21597618162252533,0.04891786994991531,0.15642773743091282,0.14063140521288667,0.1101276139887576,0.05595115557686357,0.03549276299359682,0.09723170974686374
C1,no,Insulin,50.0,0.09831945680463829,0.21597618162252535,0.04891786994991531,0.1564277374309128,0.1406314052128867,0.11012761398875762,0.05595115557688727,0.03549276299359682,0.09723170974686375
