,,,Slide ID,a,b,c,d
,,,Antibody Name,a,b,c,d
,,,HUGO ID,a,b,c,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.02757310954976766,0.2819337721476124,0.3133838050062524,0.4683322692716465
C1,no,Insulin,0.5050505050505051,0.15150154791452583,0.22155007325170717,0.315432598867454,0.2867764991278597
C1,no,Insulin,1.0101010101010102,0.1780147865556323,0.19154082020524132,0.29578335507309306,0.21188941431784764
C1,no,Insulin,1.5151515151515151,0.1793482304719441,0.17539364418500572,0.2765330355744678,0.18083314496628128
C1,no,Insulin,2.0202020202020203,0.17598740341890798,0.16592157973240312,0.2624517119647258,0.16778515705534794
C1,no,Insulin,2.5252525252525255,0.17306805568580502,0.160012041552686,0.25335584427014096,0.16233340173207295
C1,no,Insulin,3.0303030303030303,0.17129050139944355,0.15622048980021763,0.24787459471717393,0.16009618066723633
C1,no,Insulin,3.5353535353535355,0.17035336944667945,0.15377896137058977,0.24471089529176027,0.15920026223569056
C1,no,Insulin,4.040404040404041,0.1698984847859639,0.15222083818966847,0.242935479850362,0.1588514095586413
C1,no,Insulin,4.545454545454546,0.16968976639798383,0.1512401928914172,0.24195767833939877,0.15871977089961262
C1,no,Insulin,5.050505050505051,0.16959802734575796,0.15063206385331476,0.24142591795095164,0.15867186563298363
C1,no,Insulin,5.555555555555556,0.16955911456526607,0.15026017331462824,0.24113915077498613,0.15865518857393382
C1,no,Insulin,6.0606060606060606,0.1695431273696822,0.15003557549629584,0.24098535357825462,0.1586497192612425
C1,no,Insulin,6.565656565656566,0.16953675535788507,0.14990140566702911,0.24090315504160897,0.15864808085601476
C1,no,Insulin,7.070707070707071,0.16953429283722027,0.14982200786814046,0.24085931361135435,0.1586476665065853
C1,no,Insulin,7.575757575757576,0.16953337241526809,0.14977540240556544,0.24083595615017092,0.15864760277963108
C1,no,Insulin,8.080808080808081,0.1695330412823516,0.14974823696486417,0.2408235182640418,0.15864761878291606
C1,no,Insulin,8.585858585858587,0.16953292719888152,0.14973249663401567,0.2408168938531356,0.1586476417036217
C1,no,Insulin,9.090909090909092,0.1695328908862675,0.14972342388143714,0.24081336594166602,0.15864765746492482
C1,no,Insulin,9.595959595959597,0.16953288047175463,0.1497182185273037,0.24081148707836209,0.15864766637012007
C1,no,Insulin,10.101010101010102,0.1695328780510686,0.14971524194213273,0.24081048432232185,0.15864767077564365
C1,no,Insulin,10.606060606060607,0.16953287821440943,0.14971354840596376,0.24080995182707401,0.158647672887884
C1,no,Insulin,11.111111111111112,0.16953287835867004,0.14971258725469772,0.24080966754300598,0.15864767379915523
C1,no,Insulin,11.616161616161618,0.16953287864959923,0.14971204398462942,0.24080951618123683,0.15864767416690914
C1,no,Insulin,12.121212121212121,0.16953287875859246,0.14971173630554271,0.24080943489735834,0.15864767435399163
C1,no,Insulin,12.626262626262626,0.16953287875762438,0.14971156231638136,0.24080939125524173,0.1586476743863976
C1,no,Insulin,13.131313131313131,0.16953287883853832,0.14971146313944528,0.24080936775362088,0.15864767443557032
C1,no,Insulin,13.636363636363637,0.16953287887131424,0.1497114099696052,0.24080935604726145,0.1586476744623852
C1,no,Insulin,14.141414141414142,0.1695328788430019,0.1497113808311136,0.2408093499696184,0.15864767444758998
C1,no,Insulin,14.646464646464647,0.1695328788186933,0.14971136388839354,0.24080934644017626,0.15864767442603736
C1,no,Insulin,15.151515151515152,0.1695328788199086,0.14971135395424223,0.24080934435768256,0.15864767442366584
C1,no,Insulin,15.656565656565657,0.16953287882541965,0.14971134826794005,0.24080934319819386,0.15864767443228925
C1,no,Insulin,16.161616161616163,0.16953287882347814,0.14971134504645292,0.24080934257585485,0.15864767443599817
C1,no,Insulin,16.666666666666668,0.16953287882123833,0.14971134320518026,0.24080934223643158,0.15864767443361588
C1,no,Insulin,17.171717171717173,0.1695328788228789,0.14971134215562917,0.24080934204760468,0.1586476744318835
C1,no,Insulin,17.67676767676768,0.16953287882433543,0.14971134156121468,0.24080934194159836,0.1586476744324725
C1,no,Insulin,18.181818181818183,0.16953287882384244,0.14971134120129248,0.2408093418781104,0.15864767443324412
C1,no,Insulin,18.68686868686869,0.169532878825905,0.14971134078990592,0.2408093418048081,0.15864767443467975
C1,no,Insulin,19.191919191919194,0.16953287882718912,0.1497113404970628,0.24080934175318702,0.15864767443556577
C1,no,Insulin,19.6969696969697,0.16953287882769474,0.14971134032276312,0.24080934172324717,0.15864767443590216
C1,no,Insulin,20.202020202020204,0.16953287882742193,0.14971134026700686,0.2408093417149885,0.15864767443568897
C1,no,Insulin,20.70707070707071,0.16953287882637066,0.14971134032979405,0.2408093417284111,0.15864767443492617
C1,no,Insulin,21.212121212121215,0.16953287882523033,0.14971134042011605,0.2408093417465779,0.15864767443410888
C1,no,Insulin,21.71717171717172,0.16953287882514262,0.14971134038725173,0.2408093417414394,0.15864767443405703
C1,no,Insulin,22.222222222222225,0.1695328788249541,0.14971134038347111,0.2408093417413334,0.15864767443394223
C1,no,Insulin,22.72727272727273,0.16953287882466478,0.1497113404087742,0.24080934174625993,0.1586476744337645
C1,no,Insulin,23.232323232323235,0.16953287882427467,0.14971134046316098,0.24080934175621896,0.15864767443352387
C1,no,Insulin,23.73737373737374,0.16953287882378373,0.14971134054663146,0.2408093417712105,0.1586476744332203
C1,no,Insulin,24.242424242424242,0.16953287882300483,0.1497113406104409,0.24080934178403143,0.1586476744327199
C1,no,Insulin,24.747474747474747,0.16953287882297885,0.1497113406351487,0.24080934178795163,0.15864767443271907
C1,no,Insulin,25.252525252525253,0.16953287882295284,0.14971134065985656,0.24080934179187183,0.1586476744327182
