NON $ % + -
#NON	a	b	c	d
0.0	0.3153315131521798	0.8088795857512623	0.27999380820909137	0.6802436252710834
0.33557046979865773	0.2823111932513628	0.48542377844582363	0.23301551588614902	0.44702023233291377
0.6711409395973155	0.2514831961455596	0.34031398368797205	0.20639284568707936	0.31343541276178677
1.0067114093959733	0.2257139480186703	0.2730095968217581	0.18967763005980384	0.23566884564505672
1.342281879194631	0.20567914835806034	0.23974144340822806	0.1780184870789703	0.18944080362256302
1.6778523489932886	0.1907790187749868	0.2217977423604887	0.16931210754517012	0.1613450374312611
2.0134228187919465	0.17997242493181864	0.2111933645495619	0.16262716854543238	0.14390445294230145
2.348993288590604	0.17223660950408032	0.20443250044101682	0.15747810232126308	0.1328684214394018
2.684563758389262	0.1667327148604619	0.19989142046255762	0.1535422858476679	0.12576512878884244
3.0201342281879198	0.16282588561882147	0.1967449677751739	0.1505663717966887	0.12112408509255407
3.3557046979865772	0.1600538766027087	0.19452809407661492	0.14834030968672968	0.11805166341538648
3.691275167785235	0.15808622014343238	0.19295325354919904	0.14669078605958052	0.11599417145969275
4.026845637583893	0.15668851055451458	0.19183038632295465	0.14547803222260314	0.11460249237067409
4.3624161073825505	0.15569491435227983	0.191028662125565	0.14459204856973437	0.11365299022698686
4.697986577181208	0.15498812462373188	0.19045604880398892	0.14394807126032355	0.11300035097350827
5.033557046979866	0.15448507797971434	0.19004712310818217	0.14348188319989266	0.11254891264606759
5.369127516778524	0.1541268894549585	0.1897551759188574	0.1431454768203948	0.11223497894797116
5.704697986577181	0.15387176437502254	0.18954680820488218	0.1429033363393488	0.112015691329899
6.0402684563758395	0.15369000100350802	0.18939813055693083	0.14272939497754822	0.11186193801004193
6.375838926174497	0.1535604822444928	0.1892920679969699	0.14260464105194512	0.1117538054888392
6.7114093959731544	0.15346817847740993	0.1892164183022839	0.14251527717659085	0.11167756223504402
7.046979865771813	0.15340239175674236	0.189162468886039	0.14245132794038656	0.11162369411746056
7.38255033557047	0.15335549919362312	0.18912399753197162	0.1424056007482408	0.1115855668103305
7.718120805369128	0.1533220736433356	0.18909656595205593	0.14237292369714186	0.11155854515904748
8.053691275167786	0.1532982465801286	0.18907700730035612	0.14234958405970302	0.11153937242548184
8.389261744966444	0.15328126110048693	0.189063062433988	0.14233292003220932	0.11152575620384395
8.724832214765101	0.15326915247578993	0.18905311999301813	0.14232102570401906	0.11151607896570308
9.060402684563758	0.15326051884228414	0.18904603060927788	0.14231253689872128	0.1115091956361354
9.395973154362416	0.15325436526499797	0.18904097737448025	0.14230648165613274	0.11150429967162497
9.731543624161075	0.15324997871121457	0.1890373747740425	0.14230216248700248	0.11150081504498496
10.067114093959733	0.1532468506238527	0.18903480597924016	0.142299081185298	0.11149833326739962
10.40268456375839	0.15324462152228596	0.18903297567063437	0.14229688458439568	0.11149656684460169
10.738255033557047	0.15324303349696194	0.18903167127209766	0.14229531902424097	0.11149530941850898
11.073825503355705	0.153241901173552	0.18903074068366424	0.14229420237027207	0.11149441308748786
11.409395973154362	0.1532410916211367	0.18903007591337043	0.14229340414225242	0.11149377267007972
11.74496644295302	0.15324051752021173	0.18902960513933253	0.14229283817845814	0.11149331902086741
12.080536912751679	0.15324010787609077	0.18902926880726603	0.14229243411438797	0.11149299533652415
12.416107382550337	0.15323981603566825	0.18902902767142896	0.14229214567973203	0.11149276425531332
12.751677852348994	0.15323960733172318	0.18902885488374216	0.14229193928028688	0.11149259890449649
13.087248322147651	0.1532394526657128	0.189028727663146	0.14229178663033404	0.11149247664644328
13.422818791946309	0.15323935074850428	0.18902864657509488	0.14229168706110984	0.11149239700044795
13.758389261744966	0.15323927403322135	0.18902858515507112	0.1422916119721843	0.1114923369233059
14.093959731543626	0.15323922001825335	0.18902854026998	0.14229155847027047	0.11149229411995672
14.429530201342283	0.15323918202444864	0.18902850772706067	0.14229152045880838	0.11149226372012681
14.76510067114094	0.15323915494325654	0.18902848488058172	0.14229149349954595	0.11149224216020337
15.100671140939598	0.15323913544685416	0.18902846927601905	0.1422914744191086	0.11149222689448259
15.436241610738255	0.15323912156692834	0.1890284581384124	0.14229146082415634	0.11149221601825442
15.771812080536913	0.15323911171119975	0.18902845002666743	0.14229145109142047	0.11149220823421715
16.107382550335572	0.1532391046967424	0.18902844424901907	0.14229144416272851	0.11149220269302597
16.44295302013423	0.1532390996720258	0.18902844015448877	0.1422914392166681	0.11149219873710094
16.778523489932887	0.1532390961171035	0.18902843729097976	0.14229143573037017	0.11149219594846026
17.114093959731544	0.15323909360183788	0.18902843527351837	0.14229143326700194	0.1114921939780054
17.449664429530202	0.15323909183986964	0.18902843384665693	0.14229143153607512	0.11149219259358616
17.78523489932886	0.15323909057534407	0.18902843278530596	0.14229143027927035	0.1114921915887409
18.120805369127517	0.15323908966800093	0.1890284319870721	0.14229142936316314	0.11149219085664483
18.456375838926174	0.1532390890203971	0.1890284313930002	0.14229142869980954	0.11149219032676601
18.79194630872483	0.15323908845629514	0.18902843087948137	0.1422914281235306	0.11149218986640426
19.12751677852349	0.15323908787371487	0.18902843035576702	0.1422914275309596	0.11149218939296189
19.46308724832215	0.15323908740907688	0.18902842994482807	0.14229142706098613	0.11149218901740728
19.798657718120808	0.15323908706238118	0.18902842964666447	0.14229142671361017	0.11149218873974041
20.134228187919465	0.15323908683362772	0.1890284294612762	0.14229142648883175	0.11149218855996129
20.469798657718123	0.15323908672281655	0.18902842938866335	0.14229142638665085	0.11149218847806992
20.80536912751678	0.15323908672994765	0.18902842942882586	0.14229142640706746	0.11149218849406631
21.140939597315437	0.15323908682105608	0.1890284295476454	0.1422914265141359	0.11149218857926473
21.476510067114095	0.1532390867202242	0.18902842946795817	0.14229142641584766	0.11149218850063405
21.812080536912752	0.1532390866565669	0.18902842941991382	0.14229142635467903	0.1114921884516773
22.14765100671141	0.15323908663008415	0.18902842940351236	0.14229142633063005	0.11149218843239447
22.483221476510067	0.15323908664077596	0.18902842941875375	0.14229142634370065	0.11149218844278558
22.818791946308725	0.1532390866886423	0.18902842946563803	0.14229142639389086	0.1114921884828506
23.154362416107382	0.1532390867736832	0.18902842954416516	0.1422914264812007	0.11149218855258956
23.48993288590604	0.15323908689589866	0.18902842965433517	0.14229142660563016	0.11149218865200244
23.8255033557047	0.15323908686533708	0.1890284296481492	0.1422914265828459	0.11149218863360214
24.161073825503358	0.15323908691789714	0.18902842969048808	0.14229142663439237	0.11149218867483159
24.496644295302016	0.1532390869704572	0.18902842973282696	0.14229142668593883	0.11149218871606104
24.832214765100673	0.1532390870230173	0.18902842977516585	0.1422914267374853	0.11149218875729049
25.16778523489933	0.15323908707557737	0.18902842981750473	0.14229142678903178	0.11149218879851995
25.503355704697988	0.15323908712813744	0.1890284298598436	0.14229142684057824	0.1114921888397494
25.838926174496645	0.15323908718069754	0.1890284299021825	0.1422914268921247	0.11149218888097885
26.174496644295303	0.15323908720601656	0.18902842992258898	0.1422914269169598	0.11149218890084309
26.51006711409396	0.15323908720806087	0.1890284299242564	0.14229142691897276	0.11149218890245291
26.845637583892618	0.15323908721010515	0.1890284299259238	0.1422914269209857	0.11149218890406273
27.181208053691275	0.15323908721214946	0.18902842992759125	0.14229142692299862	0.11149218890567256
27.516778523489933	0.15323908721419374	0.18902842992925867	0.14229142692501157	0.11149218890728238
27.85234899328859	0.15323908721623805	0.18902842993092608	0.1422914269270245	0.1114921889088922
28.18791946308725	0.15323908721828233	0.1890284299325935	0.14229142692903746	0.11149218891050203
28.52348993288591	0.15323908722032664	0.18902842993426094	0.1422914269310504	0.11149218891211185
28.859060402684566	0.15323908722237092	0.18902842993592836	0.14229142693306335	0.11149218891372167
29.194630872483224	0.15323908722441523	0.18902842993759578	0.14229142693507627	0.1114921889153315
29.53020134228188	0.1532390872264595	0.1890284299392632	0.1422914269370892	0.11149218891694132
29.86577181208054	0.1532390872285038	0.1890284299409306	0.14229142693910216	0.11149218891855114
30.201342281879196	0.1532390872305481	0.18902842994259805	0.1422914269411151	0.11149218892016097
30.536912751677853	0.15323908723259239	0.18902842994426547	0.14229142694312805	0.11149218892177079
30.87248322147651	0.1532390872346367	0.18902842994593289	0.142291426945141	0.11149218892338061
31.20805369127517	0.15323908723668098	0.1890284299476003	0.14229142694715394	0.11149218892499044
31.543624161073826	0.15323908723872529	0.18902842994926775	0.14229142694916685	0.11149218892660026
31.879194630872483	0.15323908724076957	0.18902842995093516	0.1422914269511798	0.11149218892821008
32.214765100671144	0.15323908724281388	0.18902842995260258	0.14229142695319275	0.11149218892981991
32.5503355704698	0.15323908724485816	0.18902842995427	0.1422914269552057	0.11149218893142973
32.88590604026846	0.15323908724690247	0.1890284299559374	0.14229142695721864	0.11149218893303955
33.22147651006711	0.15323908724894675	0.18902842995760485	0.14229142695923158	0.11149218893464938
