,,,Slide ID,CycB,UbcH10,Cdc20,CycD,CycA,CycE,cdh1,E2F,Rb,p27
,,,Antibody Name,CycB,UbcH10,Cdc20,CycD,CycA,CycE,cdh1,E2F,Rb,p27
,,,HUGO ID,CycB,UbcH10,Cdc20,CycD,CycA,CycE,cdh1,E2F,Rb,p27
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,6.017191977077363,0.5076447525450696,0.05050525101101102,0.22004505948738637,0.18814444200634767,0.17658616752374423,0.2687067254352138,0.7333271518382064,0.4417614946591415,0.5247976059298141,0.04768088456942483
C1,no,Insulin,6.160458452722063,0.507640114988502,0.05043876501062948,0.2200435416764772,0.188052840963934,0.17649102949162618,0.26856583835022685,0.7333587889713102,0.44174524884574246,0.5250126258868679,0.04769940389148177
C1,no,Insulin,6.303724928366762,0.5076361377662957,0.0503798695532677,0.2200422315360236,0.1879739313194754,0.17640985980345436,0.2684442923963795,0.7333859647780921,0.44173097630887226,0.5251987409815747,0.04771663308520371
C1,no,Insulin,6.446991404011461,0.5076327263463114,0.05032771411711769,0.22004110232072546,0.18790595133232163,0.17634057066195186,0.2683394200031746,0.7334093171303273,0.4417184490068258,0.5253597970384863,0.0477325556974596
C1,no,Insulin,6.59025787965616,0.5076297993942923,0.05028154140745814,0.22004012979620147,0.18784738658730463,0.1762813957890163,0.26824892695003316,0.7334293909255366,0.4417074644440685,0.525499133208542,0.04774718810799948
C1,no,Insulin,6.733524355300859,0.5076272873501686,0.0502406768371803,0.2200392928495075,0.18779693194117675,0.1762308348801679,0.26817083490338484,0.7334466526589795,0.4416978423089743,0.5256196521296476,0.04776056915120433
C1,no,Insulin,6.876790830945558,0.5076251307756213,0.050204519946445744,0.22003857304985724,0.18775346310137542,0.17618761375177477,0.2681034385373796,0.733461501599906,0.44168942212451545,0.5257238746820123,0.04777275353051564
C1,no,Insulin,7.020057306590258,0.5076232786193638,0.05017253650526191,0.2200379541769914,0.1877160115761644,0.17615064991587107,0.2680452677587792,0.7334742797269598,0.4416820611901239,0.5258139892115242,0.0477838065398918
C1,no,Insulin,7.163323782234957,0.5076216872519551,0.05014425172100901,0.2200374221615583,0.1876837437457954,0.17611902403506421,0.2679950561184736,0.7334852796551236,0.4416756327023689,0.5258918928808894,0.04779379992207973
C1,no,Insulin,7.306590257879655,0.5076203194401105,0.050119243926533365,0.2200369648479892,0.18765594222721282,0.17609195501907784,0.26795171269008744,0.7334947517591994,0.44167002408503453,0.5259592291900628,0.04780280858588233
C1,no,Insulin,7.449856733524355,0.5076191433769195,0.05009713868041454,0.2200365717629203,0.18763198898039607,0.1760687777850351,0.267914296600805,0.7335029106261405,0.4416651354640216,0.5260174224065377,0.04781090789721861
C1,no,Insulin,7.593123209169054,0.507618131756475,0.050077603204032435,0.2200362338426104,0.18761135067158008,0.17604892482132015,0.26788199500538007,0.7335099406188907,0.4416608783024446,0.5260677084442641,0.0478181720081389
C1,no,Insulin,7.736389684813753,0.5076172612391241,0.0500603423141981,0.22003594329360077,0.18759356832349924,0.1760319132899959,0.2678541075022789,0.733515999695967,0.4416571743423132,0.5261111568271855,0.04782467284821202
C1,no,Insulin,7.8796561604584525,0.5076165118394693,0.050045094014714325,0.22003569341398088,0.18757824616072485,0.17601733110326245,0.2678300293195423,0.7335212235302467,0.44165395441093314,0.526148694316198,0.04783047905448028
C1,no,Insulin,8.022922636103152,0.5076158665452358,0.05003162662882231,0.22003547847735183,0.18756504473449717,0.17600482856855468,0.26780924095858366,0.7335257280242492,0.4416511576474688,0.526181119736004,0.04783565552028815
C1,no,Insulin,8.166189111747851,0.5076153106905231,0.05001973412295224,0.22003529353985635,0.1875536700782057,0.17599410546305594,0.26779129187558853,0.7335296132790541,0.4416487302720273,0.5262091276644502,0.04784026289907646
C1,no,Insulin,8.30945558739255,0.5076148318240002,0.05000923496932326,0.22003513440132763,0.18754387108737142,0.17598490786946971,0.2677757965218448,0.7335329645394286,0.4416466252640099,0.5262333140995571,0.04784435747913746
C1,no,Insulin,8.452722063037248,0.5076144191207693,0.049999967286704416,0.22003499742125063,0.1875354288685662,0.17597701575110644,0.26776241828747827,0.7335358560338584,0.4416448010389226,0.5262542000211677,0.04784799102359889
C1,no,Insulin,8.595988538681947,0.5076140630941652,0.04999178639606181,0.22003487942028976,0.18752815125067443,0.17597023649702492,0.2677508612579143,0.7335383529384009,0.44164322078361923,0.5262722434421669,0.047851210610944765
C1,no,Insulin,8.739255014326647,0.5076137560325427,0.04998456695224746,0.2200347777765136,0.18752188016454832,0.17596441514615557,0.26774088136619434,0.7335405084897976,0.4416418529873168,0.5262878248661975,0.04785406035912061
C1,no,Insulin,8.882521489971346,0.5076134911522737,0.04997819687288926,0.2200346901902207,0.18751647655766462,0.17595941562606404,0.267732263614841,0.7335423695707709,0.4416406698007871,0.5263012793455162,0.04785658009641541
C1,no,Insulin,9.025787965616045,0.507613262639144,0.04997257720794329,0.22003461469291558,0.18751182105873734,0.17595512195206123,0.26772482304556394,0.7335439764053949,0.4416396469607973,0.5263128954614228,0.04785880588290924
C1,no,Insulin,9.169054441260744,0.5076130654576941,0.04996762021347529,0.2200345495938421,0.1875078100943708,0.1759514337909956,0.2677183988676026,0.7335453639071294,0.4416387632043548,0.5263229239731589,0.04786077011264734
C1,no,Insulin,9.312320916905444,0.5076128952445652,0.04996324814313133,0.2200344934600791,0.1875043537022629,0.1759482639622626,0.26771285110612864,0.7335465624280182,0.4416379998688116,0.526331582666329,0.04786250167066361
C1,no,Insulin,9.455587392550143,0.5076127483010885,0.0499593928615431,0.22003444507295183,0.1875013754638235,0.1759455390112911,0.2677080605794361,0.733547597748068,0.44163734089675605,0.5263390572691938,0.04786402644575522
C1,no,Insulin,9.598853868194842,0.5076126214244353,0.04995599336265256,0.22003440333760546,0.1874988090052636,0.17594319618888876,0.26770392365182216,0.7335484922116712,0.4416367721977147,0.526345510349969,0.0478653683634867
C1,no,Insulin,9.742120343839542,0.5076125118652361,0.04995299624121286,0.22003436732911658,0.18749659761140047,0.17594118182202553,0.26770035151339344,0.7335492649976723,0.44163628166837365,0.5263510808227733,0.047866548431159325
C1,no,Insulin,9.885386819484241,0.5076124172309575,0.049950354132066895,0.22003433622718496,0.1874946921465254,0.17593944973660222,0.2676972670984747,0.7335499327693052,0.4416358588139418,0.5263558894884478,0.047867585501847755
C1,no,Insulin,10.028653295128938,0.5076123354586969,0.04994802502023104,0.22003430934097368,0.18749304999800198,0.17593795997018408,0.2676946034240704,0.7335505099531994,0.4416354944041786,0.5263600412126808,0.047868496400192743
C1,no,Insulin,10.171919770773638,0.507612264805905,0.0499459721642335,0.22003428612502904,0.18749163483910603,0.17593667829082787,0.2676923031865415,0.7335510088217166,0.4416351803950741,0.526363625190068,0.04786929581564193
C1,no,Insulin,10.315186246418337,0.507612203794703,0.04994416343798344,0.22003426610731275,0.18749041590218682,0.1759355759828984,0.26769031773979696,0.7335514397818057,0.4416349099449111,0.5263667173486316,0.04786999676828634
C1,no,Insulin,10.458452722063036,0.5076121510828236,0.04994256950622245,0.2200342488415217,0.18748936534623153,0.17593462722408032,0.26768860306999165,0.7335518122549245,0.4416346769278284,0.5263693866389474,0.047870611196677716
C1,no,Insulin,10.601719197707736,0.5076121055791406,0.04994116547283487,0.220034233966373,0.1874884605746676,0.17593381120331866,0.2676871232993949,0.7335521339164428,0.4416344763183159,0.5263716892504805,0.047871149335828846
C1,no,Insulin,10.744985673352435,0.5076120662499155,0.04993992838253593,0.22003422111950485,0.1874876807354732,0.17593310868110273,0.2676858453189895,0.7335524119829017,0.4416343036041645,0.5263736770522538,0.04787162056147386
C1,no,Insulin,10.888252148997134,0.5076120322518408,0.04993883880056134,0.2200342099995814,0.18748700895463008,0.17593250421917664,0.2676847422232618,0.733552652341284,0.4416341551308154,0.5263753922350707,0.047872032877199766
C1,no,Insulin,11.031518624641834,0.5076120028462511,0.049937878959673755,0.22003420036939045,0.1874864299235078,0.1759319837405112,0.2676837895772109,0.733552860240035,0.4416340274441528,0.5263768729392967,0.04787239356797083
C1,no,Insulin,11.174785100286533,0.5076119774309609,0.04993703369186621,0.22003419204155744,0.18748593108532216,0.17593153574044773,0.26768296725649227,0.7335530399902225,0.4416339176657244,0.5263781505235512,0.047872708866353635
C1,no,Insulin,11.318051575931232,0.507611955465013,0.04993628927474809,0.22003418484644227,0.18748550121064533,0.1759311499718875,0.26768225725785294,0.7335531954047362,0.4416338232460229,0.5263792531111593,0.04787298440827821
C1,no,Insulin,11.46131805157593,0.5076119364938004,0.04993563377091092,0.22003417864584202,0.18748513081162785,0.1759308178138152,0.26768164433378633,0.7335533296651162,0.4416337420178247,0.5263802045331285,0.047873225094654595
C1,no,Insulin,11.604584527220629,0.5076119201106837,0.04993505662371233,0.22003417330668315,0.18748481168597966,0.1759305318238508,0.2676811152667324,0.7335534456056103,0.44163367214688304,0.5263810254372131,0.047873435247153366
C1,no,Insulin,11.747851002865328,0.5076119059419298,0.04993454843976353,0.2200341686938764,0.18748453665154668,0.17593028549123382,0.26768065845925115,0.7335535458055839,0.4416336120880608,0.5263817339466548,0.047873618693828494
C1,no,Insulin,11.891117478510028,0.5076118936821223,0.049934101112696846,0.22003416469875614,0.18748429972426442,0.1759300734077928,0.26768026421645214,0.73355363241637,0.44163356053235125,0.5263823451938648,0.04787377872902017
C1,no,Insulin,12.034383954154727,0.5076118830749262,0.04993370726722918,0.22003416123521316,0.1874840955001723,0.1759298906785764,0.26767992378115646,0.7335537073675202,0.44163351624057995,0.5263828728086642,0.04787391833838679
C1,no,Insulin,12.177650429799426,0.507611873907148,0.049933360607941686,0.22003415823018355,0.187483919544778,0.17592973330202755,0.2676796299390481,0.7335537722532383,0.4416334782045002,0.5263833280181822,0.047874040057460134
C1,no,Insulin,12.320916905444125,0.5076118659791323,0.049933055276537804,0.22003415562153683,0.18748376772434477,0.17592959755309892,0.2676793759733536,0.7335538284731559,0.44163344548621314,0.5263837213009617,0.04787414624165696
C1,no,Insulin,12.464183381088825,0.5076118591465275,0.04993278655996339,0.22003415336483462,0.18748363693160675,0.17592948064399413,0.26767915680072224,0.7335538770926979,0.44163341736432454,0.526384060565647,0.047874238766691904
C1,no,Insulin,12.607449856733524,0.5076118532840963,0.04993255037411697,0.2200341514237339,0.18748352456071704,0.1759293802409362,0.26767896814410885,0.7335539189969903,0.44163339323750744,0.5263843524629649,0.04787431924535988
C1,no,Insulin,12.750716332378223,0.5076118482233882,0.049932342457408366,0.22003414975028912,0.1874834276912518,0.17592929370795315,0.26767880524194865,0.7335539551835182,0.4416333724841709,0.526384604419025,0.047874389364505075
C1,no,Insulin,12.893982808022923,0.507611843840759,0.049932159503481816,0.22003414831300447,0.18748334423401616,0.17592921916916762,0.2676786646611515,0.733553986346792,0.44163335465872694,0.5263848217806655,0.04787445041185052
C1,no,Insulin,13.03724928366762,0.5076118400321883,0.04993199867954977,0.2200341470856231,0.18748327246336893,0.17592915507717738,0.2676785435553435,0.7335540130760888,0.44163333939653954,0.5263850089757816,0.047874503478933204
C1,no,Insulin,13.18051575931232,0.5076118367085227,0.04993185709860673,0.22003414603618193,0.18748321054123476,0.17592909977758672,0.2676784389065003,0.7335540361115308,0.44163332628815316,0.5263851706848867,0.047874549686696036
C1,no,Insulin,13.323782234957019,0.5076118337982434,0.049931732492950895,0.2200341451407854,0.1874831571192505,0.17592905205929885,0.2676783484848485,0.7335540560115975,0.4416333150429198,0.5263853103604973,0.047874589897137616
C1,no,Insulin,13.467048710601718,0.5076118312497091,0.04993162293838304,0.22003414437725777,0.1874831111035125,0.17592901094281838,0.2676782704739515,0.7335540732503618,0.4416333054231108,0.5263854308120642,0.04787462483271123
C1,no,Insulin,13.610315186246417,0.5076118290411415,0.049931526488225283,0.22003414371525165,0.18748307136589276,0.17592897542764147,0.2676782030108828,0.7335540882657742,0.44163329715879984,0.5263855349378256,0.04787465523750792
C1,no,Insulin,13.753581661891117,0.507611827167461,0.04993144161797278,0.22003414312848213,0.18748303709131267,0.17592894479499072,0.2676781447393391,0.7335541014129097,0.4416332900509352,0.5263856248421759,0.047874681681021235
C1,no,Insulin,13.896848137535816,0.5076118256315237,0.04993136677445288,0.22003414258911316,0.1874830074559903,0.17592891831989585,0.26767809428742856,0.7335541130803735,0.44163328389512796,0.5263857026516559,0.0478747047433485
C1,no,Insulin,14.040114613180515,0.5076118243415703,0.049931301385710156,0.2200341420986092,0.18748298219723822,0.1759288957569404,0.2676780512091867,0.7335541230945671,0.4416332786674853,0.5263857690683201,0.047874724612193546
C1,no,Insulin,14.183381088825215,0.5076118232613529,0.04993124367927754,0.22003414163274532,0.18748296031042938,0.17592887621122164,0.2676780138395353,0.7335541318472216,0.4416332741391483,0.5263858266763572,0.047874741955958665
C1,no,Insulin,14.326647564469914,0.5076118223323846,0.0499311929598173,0.22003414119242218,0.18748294147693706,0.1759288593941929,0.2676779816385822,0.7335541393078562,0.44163327025377624,0.5263858763161685,0.04787475701214988
C1,no,Insulin,14.469914040114613,0.5076118214917339,0.04993114841796495,0.22003414080674555,0.18748292527691568,0.17592884492352723,0.2676779539018067,0.733554145604818,0.4416332669203425,0.5263859190666631,0.04787477006694789
C1,no,Insulin,14.61318051575931,0.5076118206787342,0.04993110930246704,0.22003414049044712,0.18748291134210343,0.17592883246469068,0.2676779300085873,0.7335541507855114,0.4416332640654974,0.5263859558852002,0.04787478138172747
C1,no,Insulin,14.75644699140401,0.5076118198331112,0.0499310748721262,0.22003414025577117,0.18748289931316506,0.1759288216914197,0.267677909352821,0.7335541548833338,0.4416332616189501,0.5263859877081049,0.04787479121357077
C1,no,Insulin,14.89971346704871,0.5076118189590846,0.04993104455441467,0.22003414011445616,0.18748288891872178,0.1759288123631282,0.2676778914782375,0.7335541580474889,0.4416332595188932,0.5263860152391513,0.047874799759932
C1,no,Insulin,15.042979942693409,0.5076118181361573,0.049931017973690046,0.22003414007765015,0.1874828799900651,0.1759288043392399,0.26767787610346394,0.7335541605623607,0.4416332577134215,0.5263860389106607,0.04787480714866259
C1,no,Insulin,15.186246418338108,0.5076118173793982,0.04993099458579733,0.2200341401570065,0.18748287227061183,0.17592879739358092,0.26767786279743405,0.7335541625966336,0.4416332561421545,0.5263860593872887,0.047874813567186404
C1,no,Insulin,15.329512893982807,0.5076118167044787,0.049930973853071194,0.2200341403620779,0.1874828655074855,0.17592879130329767,0.26767785113518994,0.7335541643180695,0.44163325474614873,0.5263860773243775,0.04787481920050735
C1,no,Insulin,15.472779369627506,0.5076118161795311,0.04993095556970131,0.2200341406189642,0.1874828596336397,0.17592878601504916,0.26767784100017233,0.7335541659091939,0.4416332535271478,0.5263860929052357,0.04787482411133039
C1,no,Insulin,15.616045845272206,0.5076118158731383,0.049930939532731686,0.22003414085304743,0.18748285458362635,0.17592878147695235,0.26767783227847425,0.7335541675526591,0.44163325248741725,0.5263861063091123,0.047874828361308575
C1,no,Insulin,15.759312320916905,0.5076118158355393,0.04993092542316325,0.22003414101889152,0.18748285022701633,0.17592877757784914,0.2676778247483481,0.7335541694259552,0.4416332516080017,0.5263861178803164,0.04787483205486044
C1,no,Insulin,15.902578796561604,0.5076118157882348,0.049930911840551234,0.22003414079080832,0.18748284601307588,0.1759287738125026,0.26767781745727237,0.7335541716333328,0.4416332508155701,0.5263861290798622,0.04787483562943473
C1,no,Insulin,16.045845272206304,0.5076118163922081,0.049930901655074744,0.22003414085910222,0.18748284306656868,0.17592877121950004,0.2676778123536261,0.7335541740831318,0.4416332502586258,0.5263861369225716,0.04787483819227921
C1,no,Insulin,16.189111747851,0.5076118169413929,0.049930892383973045,0.22003414059267948,0.18748284042043675,0.17592876889580397,0.26767780775766886,0.7335541766730004,0.44163324981137103,0.526386143977079,0.047874840510000904
C1,no,Insulin,16.332378223495702,0.5076118174357892,0.04993088402724614,0.22003413999154003,0.18748283807468014,0.1759287668414144,0.2676778036694008,0.7335541794029385,0.44163324947380556,0.5263861502433841,0.0478748425825998
C1,no,Insulin,16.4756446991404,0.5076118176645102,0.04993087660612672,0.22003413935155533,0.18748283603577565,0.17592876504722235,0.2676778001065935,0.7335541816117397,0.4416332491800722,0.5263861557014805,0.047874844397700046
C1,no,Insulin,16.6189111747851,0.5076118172636458,0.049930870143471584,0.22003413924621482,0.18748283430849397,0.17592876349054978,0.26767779709068984,0.7335541820806584,0.44163324880603116,0.5263861603325353,0.04787484593766425
C1,no,Insulin,16.7621776504298,0.5076118168151728,0.04993086447534265,0.22003413933717816,0.18748283282605754,0.17592876214345862,0.2676777945021691,0.7335541820440425,0.44163324845361174,0.5263861643115711,0.047874847265077104
C1,no,Insulin,16.905444126074496,0.5076118164840591,0.0499308594935143,0.22003413941800118,0.1874828315489857,0.1759287609831405,0.2676777922692372,0.7335541820533477,0.4416332481606014,0.5263861677422381,0.04787484841564805
C1,no,Insulin,17.048710601719197,0.5076118162756807,0.049930855117799385,0.22003413941328986,0.1874828304497616,0.17592875998804453,0.267677790343083,0.7335541822638374,0.441633247930206,0.5263861706971908,0.04787484941281758
C1,no,Insulin,17.191977077363894,0.5076118161010887,0.049930851129190094,0.22003413939894842,0.18748282945795183,0.1759287590907343,0.2676777886039865,0.7335541824869671,0.44163324772589324,0.5263861733644164,0.047874850315041295
C1,no,Insulin,17.335243553008596,0.5076118159126768,0.04993084729033643,0.22003413942328903,0.18748282849907272,0.17592875822141069,0.26767778692404853,0.7335541826108684,0.4416332475209248,0.5263861759427504,0.047874851185534015
C1,no,Insulin,17.478510028653293,0.5076118157603505,0.04993084386278897,0.2200341394348509,0.1874828276551056,0.17592875745681769,0.2676777854441124,0.7335541827539745,0.44163324734409243,0.5263861782133399,0.047874851954642576
C1,no,Insulin,17.621776504297994,0.50761181564411,0.04993084084654772,0.2200341394336341,0.18748282692605045,0.1759287567969553,0.26767778416417826,0.7335541829162858,0.4416332471953961,0.5263861801761849,0.04787485262236698
