,,,Slide ID,CycB,UbcH10,Cdc20,CycD,CycA,CycE,cdh1,E2F,Rb,p27
,,,Antibody Name,CycB,UbcH10,Cdc20,CycD,CycA,CycE,cdh1,E2F,Rb,p27
,,,HUGO ID,CycB,UbcH10,Cdc20,CycD,CycA,CycE,cdh1,E2F,Rb,p27
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,17.76504297994269,0.5076118155639551,0.04993083824161267,0.22003413941963854,0.18748282631190732,0.17592875624182353,0.26767778308424606,0.7335541830978021,0.4416332470748358,0.5263861818312854,0.047874853188707225
C1,no,Insulin,17.908309455587393,0.5076118155198858,0.04993083604798383,0.2200341393928643,0.18748282581267617,0.17592875579142236,0.26767778220431576,0.7335541832985235,0.44163324698241163,0.5263861831786413,0.04787485365366331
C1,no,Insulin,18.05157593123209,0.5076118155119023,0.0499308342656612,0.22003413935331134,0.187482825428357,0.17592875544575184,0.26767778152438737,0.7335541835184499,0.4416332469181235,0.5263861842182528,0.04787485401723524
C1,no,Insulin,18.19484240687679,0.5076118155215321,0.049930832756389855,0.2200341393102341,0.18748282511701045,0.17592875516633216,0.26767778097188555,0.7335541837361951,0.4416332468702475,0.5263861850621063,0.04787485431557601
C1,no,Insulin,18.33810888252149,0.5076118154823785,0.049930831023227186,0.22003413929689666,0.18748282472788969,0.17592875481485207,0.26767778028594547,0.7335541838748882,0.44163324679664345,0.5263861861127261,0.04787485467863368
C1,no,Insulin,18.481375358166186,0.5076118154551034,0.04993082952019165,0.22003413928290816,0.18748282439872052,0.17592875451767603,0.26767777970489925,0.7335541840047604,0.4416332467358116,0.5263861870023567,0.04787485498768464
C1,no,Insulin,18.624641833810887,0.5076118154397063,0.04993082824728325,0.22003413926826862,0.18748282412950296,0.175928754274804,0.267677779228747,0.7335541841258114,0.441633246687752,0.5263861877309981,0.04787485524272888
C1,no,Insulin,18.767908309455585,0.5076118154361876,0.04993082720450199,0.22003413925297802,0.187482823920237,0.17592875408623604,0.26767777885748867,0.7335541842380414,0.4416332466524647,0.5263861882986502,0.04787485544376641
C1,no,Insulin,18.911174785100286,0.5076118154445471,0.04993082639184786,0.22003413923703638,0.18748282377092265,0.17592875395197208,0.26767777859112424,0.7335541843414503,0.44163324662994957,0.5263861887053131,0.04787485559079723
C1,no,Insulin,19.054441260744984,0.507611815464785,0.049930825809320865,0.22003413922044368,0.1874828236815599,0.17592875387201218,0.2676777784296537,0.7335541844360381,0.44163324662020675,0.5263861889509868,0.04787485568382134
C1,no,Insulin,19.197707736389685,0.5076118154492615,0.049930822815852094,0.2200341391682738,0.1874828230374889,0.17592875329217286,0.26767777729017656,0.7335541847778524,0.4416332465106022,0.5263861906938011,0.04787485629389336
C1,no,Insulin,19.340974212034382,0.5076118154631983,0.04993082286243659,0.2200341391684384,0.1874828230799369,0.17592875333048139,0.26767777736259163,0.7335541847806393,0.4416332465209331,0.5263861905822103,0.047874856260593596
C1,no,Insulin,19.484240687679083,0.5076118154771351,0.04993082290902109,0.22003413916860295,0.1874828231223849,0.1759287533687899,0.26767777743500676,0.733554184783426,0.44163324653126407,0.5263861904706194,0.04787485622729383
C1,no,Insulin,19.62750716332378,0.5076118154910718,0.04993082295560558,0.22003413916876755,0.18748282316483292,0.17592875340709843,0.2676777775074219,0.7335541847862129,0.441633246541595,0.5263861903590286,0.04787485619399406
C1,no,Insulin,19.770773638968482,0.5076118155050087,0.049930823002190074,0.22003413916893214,0.18748282320728094,0.17592875344540695,0.26767777757983696,0.7335541847889998,0.44163324655192593,0.5263861902474377,0.04787485616069429
C1,no,Insulin,19.91404011461318,0.5076118155189454,0.049930823048774574,0.22003413916909673,0.18748282324972895,0.17592875348371548,0.2676777776522521,0.7335541847917866,0.4416332465622569,0.5263861901358469,0.047874856127394526
C1,no,Insulin,20.057306590257877,0.5076118155328821,0.04993082309535907,0.22003413916926132,0.18748282329217697,0.175928753522024,0.2676777777246672,0.7335541847945735,0.44163324657258785,0.526386190024256,0.04787485609409476
C1,no,Insulin,20.200573065902578,0.507611815546819,0.04993082314194357,0.2200341391694259,0.187482823334625,0.17592875356033255,0.26767777779708235,0.7335541847973603,0.44163324658291875,0.5263861899126652,0.04787485606079499
C1,no,Insulin,20.343839541547275,0.5076118155498541,0.049930823160472156,0.22003413916988857,0.18748282334987434,0.17592875357403073,0.2676777778232588,0.7335541847950494,0.4416332465862449,0.5263861898723918,0.04787485604842306
C1,no,Insulin,20.487106017191977,0.507611815552495,0.04993082317798609,0.22003413917036202,0.18748282336414004,0.17592875358683888,0.26767777784776303,0.7335541847925541,0.44163324658931774,0.5263861898346976,0.04787485603680799
C1,no,Insulin,20.630372492836674,0.5076118155551359,0.04993082319550003,0.22003413917083545,0.18748282337840574,0.17592875359964705,0.26767777787226726,0.7335541847900587,0.44163324659239056,0.5263861897970036,0.04787485602519292
C1,no,Insulin,20.773638968481375,0.5076118155577768,0.049930823213013974,0.2200341391713089,0.18748282339267144,0.1759287536124552,0.2676777778967715,0.7335541847875634,0.4416332465954634,0.5263861897593095,0.04787485601357785
C1,no,Insulin,20.916905444126073,0.5076118155604178,0.049930823230527915,0.22003413917178233,0.18748282340693714,0.17592875362526333,0.26767777792127573,0.7335541847850681,0.4416332465985362,0.5263861897216153,0.04787485600196277
C1,no,Insulin,21.060171919770774,0.5076118155630587,0.04993082324804185,0.22003413917225578,0.18748282342120284,0.1759287536380715,0.26767777794577996,0.7335541847825728,0.441633246601609,0.5263861896839213,0.0478748559903477
C1,no,Insulin,21.20343839541547,0.5076118155656996,0.04993082326555579,0.2200341391727292,0.18748282343546854,0.17592875365087965,0.2676777779702842,0.7335541847800775,0.44163324660468184,0.5263861896462271,0.04787485597873263
C1,no,Insulin,21.346704871060172,0.5076118155683405,0.049930823283069733,0.22003413917320266,0.18748282344973424,0.1759287536636878,0.2676777779947884,0.7335541847775822,0.4416332466077546,0.526386189608533,0.04787485596711756
C1,no,Insulin,21.48997134670487,0.5076118155709813,0.049930823300583675,0.2200341391736761,0.18748282346399994,0.17592875367649596,0.26767777801929266,0.7335541847750868,0.4416332466108274,0.5263861895708389,0.04787485595550249
C1,no,Insulin,21.633237822349567,0.5076118155736222,0.04993082331809761,0.22003413917414955,0.18748282347826564,0.1759287536893041,0.26767777804379694,0.7335541847725915,0.44163324661390024,0.5263861895331448,0.047874855943887414
C1,no,Insulin,21.77650429799427,0.5076118155762632,0.04993082333561155,0.22003413917462297,0.18748282349253134,0.17592875370211225,0.2676777780683012,0.7335541847700963,0.44163324661697306,0.5263861894954507,0.047874855932272344
C1,no,Insulin,21.919770773638966,0.5076118155789041,0.04993082335312549,0.22003413917509643,0.18748282350679704,0.1759287537149204,0.2676777780928054,0.7335541847676009,0.4416332466200459,0.5263861894577565,0.047874855920657274
C1,no,Insulin,22.063037249283667,0.507611815581545,0.049930823370639435,0.22003413917556985,0.18748282352106274,0.17592875372772857,0.26767777811730964,0.7335541847651056,0.4416332466231187,0.5263861894200624,0.047874855909042204
C1,no,Insulin,22.206303724928365,0.5076118155827312,0.04993082338052976,0.22003413917583275,0.18748282352873827,0.17592875373461414,0.2676777781305269,0.7335541847633797,0.4416332466247292,0.5263861893997396,0.047874855902704516
C1,no,Insulin,22.349570200573066,0.5076118155832813,0.0499308233870871,0.22003413917600356,0.1874828235335326,0.17592875373891043,0.26767777813880966,0.7335541847619903,0.44163324662570036,0.5263861893870114,0.04787485589867405
C1,no,Insulin,22.492836676217763,0.5076118155838314,0.04993082339364444,0.22003413917617437,0.18748282353832696,0.1759287537432067,0.26767777814709237,0.7335541847606009,0.4416332466266715,0.5263861893742833,0.047874855894643596
C1,no,Insulin,22.636103151862464,0.5076118155843815,0.04993082340020178,0.22003413917634518,0.1874828235431213,0.175928753747503,0.2676777781553751,0.7335541847592114,0.4416332466276427,0.5263861893615552,0.04787485589061314
C1,no,Insulin,22.77936962750716,0.5076118155849316,0.049930823406759126,0.22003413917651599,0.18748282354791562,0.17592875375179928,0.26767777816365784,0.733554184757822,0.44163324662861386,0.5263861893488271,0.047874855886582676
C1,no,Insulin,22.92263610315186,0.5076118155854817,0.049930823413316464,0.2200341391766868,0.18748282355270998,0.17592875375609557,0.26767777817194055,0.7335541847564326,0.44163324662958503,0.5263861893360989,0.04787485588255222
C1,no,Insulin,23.06590257879656,0.5076118155860319,0.04993082341987381,0.2200341391768576,0.1874828235575043,0.17592875376039185,0.26767777818022326,0.7335541847550432,0.4416332466305562,0.5263861893233708,0.04787485587852176
C1,no,Insulin,23.209169054441258,0.507611815586582,0.04993082342643115,0.2200341391770284,0.18748282356229864,0.17592875376468814,0.26767777818850597,0.7335541847536537,0.44163324663152737,0.5263861893106426,0.0478748558744913
C1,no,Insulin,23.35243553008596,0.5076118155871321,0.04993082343298849,0.22003413917719922,0.18748282356709298,0.17592875376898442,0.26767777819678873,0.7335541847522643,0.44163324663249853,0.5263861892979145,0.04787485587046084
C1,no,Insulin,23.495702005730656,0.5076118155876822,0.049930823439545836,0.22003413917737003,0.18748282357188734,0.1759287537732807,0.26767777820507144,0.7335541847508749,0.4416332466334697,0.5263861892851863,0.04787485586643039
C1,no,Insulin,23.638968481375358,0.5076118155882322,0.049930823446103174,0.22003413917754083,0.18748282357668167,0.175928753777577,0.26767777821335415,0.7335541847494854,0.4416332466344409,0.5263861892724582,0.04787485586239992
C1,no,Insulin,23.782234957020055,0.5076118155887823,0.04993082345266052,0.22003413917771164,0.187482823581476,0.17592875378187328,0.2676777782216369,0.733554184748096,0.4416332466354121,0.52638618925973,0.04787485585836947
C1,no,Insulin,23.925501432664756,0.5076118155893324,0.04993082345921786,0.22003413917788245,0.18748282358627036,0.17592875378616957,0.2676777782299196,0.7335541847467065,0.44163324663638326,0.5263861892470019,0.04787485585433901
C1,no,Insulin,24.068767908309454,0.5076118155896557,0.049930823463139005,0.22003413917798337,0.18748282358912066,0.17592875378872377,0.267677778234845,0.7335541847458736,0.44163324663695985,0.5263861892394331,0.04787485585193947
C1,no,Insulin,24.212034383954155,0.5076118155896738,0.049930823463515406,0.22003413917799033,0.18748282358935695,0.17592875378893558,0.2676777782352561,0.7335541847457894,0.44163324663700587,0.5263861892388021,0.04787485585173294
C1,no,Insulin,24.355300859598852,0.5076118155896919,0.049930823463891806,0.22003413917799727,0.18748282358959323,0.17592875378914738,0.2676777782356673,0.733554184745705,0.44163324663705195,0.5263861892381709,0.04787485585152642
C1,no,Insulin,24.49856733524355,0.50761181558971,0.049930823464268206,0.22003413917800424,0.1874828235898295,0.17592875378935918,0.2676777782360784,0.7335541847456207,0.44163324663709796,0.5263861892375399,0.04787485585131989
C1,no,Insulin,24.64183381088825,0.507611815589728,0.04993082346464461,0.2200341391780112,0.1874828235900658,0.17592875378957099,0.2676777782364895,0.7335541847455364,0.441633246637144,0.5263861892369087,0.04787485585111336
C1,no,Insulin,24.78510028653295,0.5076118155897461,0.04993082346502101,0.22003413917801815,0.18748282359030205,0.1759287537897828,0.2676777782369007,0.7335541847454521,0.44163324663719006,0.5263861892362777,0.04787485585090683
C1,no,Insulin,24.92836676217765,0.5076118155897642,0.04993082346539741,0.2200341391780251,0.18748282359053833,0.17592875378999462,0.2676777782373118,0.7335541847453677,0.4416332466372361,0.5263861892356465,0.0478748558507003
C1,no,Insulin,25.071633237822347,0.5076118155897823,0.049930823465773815,0.22003413917803208,0.18748282359077462,0.17592875379020642,0.26767777823772293,0.7335541847452834,0.44163324663728215,0.5263861892350155,0.047874855850493774
C1,no,Insulin,25.214899713467048,0.5076118155898004,0.049930823466150215,0.22003413917803902,0.1874828235910109,0.17592875379041822,0.2676777782381341,0.7335541847451991,0.44163324663732817,0.5263861892343843,0.047874855850287244
C1,no,Insulin,25.358166189111746,0.5076118155898184,0.049930823466526615,0.22003413917804598,0.18748282359124718,0.17592875379063003,0.2676777782385452,0.7335541847451147,0.44163324663737424,0.5263861892337532,0.04787485585008072
C1,no,Insulin,25.501432664756447,0.5076118155898365,0.049930823466903015,0.22003413917805292,0.18748282359148347,0.17592875379084183,0.26767777823895633,0.7335541847450304,0.44163324663742026,0.5263861892331221,0.04787485584987419
C1,no,Insulin,25.644699140401144,0.5076118155898546,0.049930823467279416,0.2200341391780599,0.18748282359171972,0.17592875379105363,0.2676777782393675,0.733554184744946,0.44163324663746634,0.526386189232491,0.047874855849667663
C1,no,Insulin,25.787965616045845,0.5076118155898727,0.049930823467655816,0.22003413917806686,0.187482823591956,0.17592875379126544,0.2676777782397786,0.7335541847448618,0.44163324663751236,0.52638618923186,0.047874855849461134
C1,no,Insulin,25.931232091690543,0.5076118155898908,0.049930823468032216,0.2200341391780738,0.1874828235921923,0.17592875379147724,0.26767777824018973,0.7335541847447774,0.44163324663755843,0.5263861892312288,0.047874855849254605
C1,no,Insulin,26.07449856733524,0.5076118155899088,0.049930823468408624,0.22003413917808076,0.18748282359242857,0.17592875379168904,0.2676777782406009,0.7335541847446931,0.44163324663760445,0.5263861892305978,0.047874855849048076
C1,no,Insulin,26.21776504297994,0.5076118155899269,0.049930823468785024,0.22003413917808773,0.18748282359266485,0.17592875379190084,0.267677778241012,0.7335541847446088,0.4416332466376505,0.5263861892299666,0.04787485584884155
C1,no,Insulin,26.36103151862464,0.507611815589945,0.049930823469161424,0.22003413917809467,0.1874828235929011,0.17592875379211267,0.26767777824142314,0.7335541847445245,0.44163324663769654,0.5263861892293356,0.047874855848635024
C1,no,Insulin,26.50429799426934,0.507611815589963,0.049930823469537824,0.22003413917810163,0.1874828235931374,0.17592875379232448,0.26767777824183425,0.7335541847444401,0.4416332466377426,0.5263861892287044,0.047874855848428495
C1,no,Insulin,26.647564469914037,0.5076118155899811,0.049930823469914225,0.2200341391781086,0.18748282359337368,0.17592875379253628,0.2676777782422454,0.7335541847443557,0.44163324663778863,0.5263861892280733,0.047874855848221966
C1,no,Insulin,26.79083094555874,0.5076118155899991,0.049930823470290625,0.22003413917811554,0.18748282359360996,0.17592875379274808,0.26767777824265654,0.7335541847442715,0.4416332466378347,0.5263861892274422,0.04787485584801544
C1,no,Insulin,26.934097421203436,0.5076118155900172,0.04993082347066703,0.2200341391781225,0.18748282359384624,0.17592875379295989,0.26767777824306765,0.7335541847441871,0.4416332466378807,0.5263861892268111,0.04787485584780891
C1,no,Insulin,27.077363896848137,0.5076118155900353,0.04993082347104343,0.22003413917812947,0.18748282359408253,0.1759287537931717,0.2676777782434788,0.7335541847441028,0.4416332466379268,0.52638618922618,0.04787485584760238
C1,no,Insulin,27.220630372492835,0.5076118155900534,0.04993082347141983,0.2200341391781364,0.18748282359431878,0.1759287537933835,0.26767777824388994,0.7335541847440185,0.4416332466379728,0.5263861892255489,0.04787485584739585
C1,no,Insulin,27.363896848137536,0.5076118155900715,0.04993082347179623,0.22003413917814338,0.18748282359455506,0.1759287537935953,0.26767777824430106,0.7335541847439342,0.4416332466380189,0.5263861892249178,0.047874855847189327
C1,no,Insulin,27.507163323782233,0.5076118155900895,0.049930823472172634,0.22003413917815032,0.18748282359479135,0.1759287537938071,0.26767777824471223,0.7335541847438498,0.4416332466380649,0.5263861892242867,0.0478748558469828
C1,no,Insulin,27.65042979942693,0.5076118155901076,0.049930823472549034,0.22003413917815728,0.18748282359502763,0.1759287537940189,0.26767777824512334,0.7335541847437655,0.44163324663811093,0.5263861892236557,0.04787485584677627
C1,no,Insulin,27.793696275071632,0.5076118155901257,0.049930823472925434,0.22003413917816425,0.18748282359526391,0.17592875379423073,0.26767777824553446,0.7335541847436812,0.441633246638157,0.5263861892230245,0.04787485584656974
C1,no,Insulin,27.93696275071633,0.5076118155901438,0.04993082347330184,0.2200341391781712,0.1874828235955002,0.17592875379444253,0.26767777824594563,0.7335541847435968,0.441633246638203,0.5263861892223934,0.04787485584636321
C1,no,Insulin,28.08022922636103,0.5076118155901619,0.04993082347367824,0.22003413917817816,0.18748282359573645,0.17592875379465434,0.26767777824635675,0.7335541847435125,0.4416332466382491,0.5263861892217623,0.04787485584615668
C1,no,Insulin,28.223495702005728,0.5076118155901799,0.04993082347405464,0.22003413917818512,0.18748282359597274,0.17592875379486614,0.26767777824676786,0.7335541847434282,0.4416332466382951,0.5263861892211312,0.04787485584595015
C1,no,Insulin,28.36676217765043,0.507611815590198,0.04993082347443104,0.22003413917819206,0.18748282359620902,0.17592875379507794,0.26767777824717903,0.7335541847433439,0.4416332466383412,0.5263861892205001,0.04787485584574363
C1,no,Insulin,28.510028653295127,0.5076118155902161,0.04993082347480744,0.22003413917819903,0.1874828235964453,0.17592875379528974,0.26767777824759015,0.7335541847432595,0.4416332466383872,0.526386189219869,0.0478748558455371
C1,no,Insulin,28.653295128939828,0.5076118155902342,0.04993082347518384,0.220034139178206,0.18748282359668159,0.17592875379550155,0.26767777824800126,0.7335541847431752,0.4416332466384333,0.5263861892192379,0.04787485584533057
C1,no,Insulin,28.796561604584525,0.5076118155902523,0.04993082347556024,0.22003413917821293,0.18748282359691787,0.17592875379571335,0.26767777824841243,0.7335541847430909,0.4416332466384793,0.5263861892186068,0.04787485584512404
C1,no,Insulin,28.939828080229226,0.5076118155902702,0.04993082347593665,0.2200341391782199,0.18748282359715412,0.17592875379592515,0.26767777824882355,0.7335541847430066,0.4416332466385254,0.5263861892179756,0.04787485584491751
C1,no,Insulin,29.083094555873924,0.5076118155902883,0.04993082347631305,0.22003413917822684,0.1874828235973904,0.17592875379613696,0.26767777824923467,0.7335541847429222,0.4416332466385714,0.5263861892173446,0.04787485584471098
C1,no,Insulin,29.22636103151862,0.5076118155903064,0.04993082347668945,0.2200341391782338,0.1874828235976267,0.17592875379634879,0.26767777824964584,0.7335541847428378,0.44163324663861747,0.5263861892167134,0.04787485584450445
C1,no,Insulin,29.369627507163322,0.5076118155903245,0.04993082347706585,0.22003413917824077,0.18748282359786297,0.1759287537965606,0.26767777825005695,0.7335541847427536,0.4416332466386635,0.5263861892160824,0.04787485584429793
C1,no,Insulin,29.51289398280802,0.5076118155903426,0.04993082347744225,0.2200341391782477,0.18748282359809926,0.1759287537967724,0.26767777825046807,0.7335541847426692,0.44163324663870956,0.5263861892154512,0.0478748558440914
C1,no,Insulin,29.65616045845272,0.5076118155903607,0.04993082347781865,0.22003413917825468,0.1874828235983355,0.1759287537969842,0.26767777825087924,0.7335541847425849,0.4416332466387556,0.5263861892148202,0.04787485584388487
C1,no,Insulin,29.79942693409742,0.5076118155903787,0.04993082347819506,0.22003413917826165,0.1874828235985718,0.175928753797196,0.26767777825129035,0.7335541847425006,0.44163324663880166,0.5263861892141891,0.04787485584367834
C1,no,Insulin,29.94269340974212,0.5076118155903968,0.04993082347857146,0.22003413917826858,0.18748282359880808,0.1759287537974078,0.26767777825170147,0.7335541847424163,0.4416332466388477,0.526386189213558,0.047874855843471814
C1,no,Insulin,30.085959885386817,0.5076118155904149,0.04993082347894786,0.22003413917827555,0.18748282359904436,0.1759287537976196,0.2676777782521126,0.7335541847423319,0.44163324663889375,0.5263861892129269,0.047874855843265285
C1,no,Insulin,30.229226361031518,0.507611815590433,0.04993082347932426,0.22003413917828252,0.18748282359928065,0.1759287537978314,0.26767777825252376,0.7335541847422477,0.44163324663893977,0.5263861892122957,0.047874855843058756
C1,no,Insulin,30.372492836676216,0.5076118155904511,0.04993082347970066,0.22003413917828946,0.18748282359951693,0.1759287537980432,0.2676777782529349,0.7335541847421633,0.4416332466389858,0.5263861892116647,0.04787485584285223
C1,no,Insulin,30.515759312320917,0.5076118155904691,0.04993082348007706,0.22003413917829642,0.18748282359975318,0.175928753798255,0.267677778253346,0.7335541847420789,0.44163324663903186,0.5263861892110335,0.047874855842645704
C1,no,Insulin,30.659025787965614,0.5076118155904872,0.04993082348045346,0.2200341391783034,0.18748282359998947,0.17592875379846684,0.26767777825375716,0.7335541847419946,0.4416332466390779,0.5263861892104025,0.047874855842439175
C1,no,Insulin,30.802292263610312,0.5076118155905053,0.04993082348082987,0.22003413917831033,0.18748282360022575,0.17592875379867864,0.2676777782541683,0.7335541847419103,0.44163324663912396,0.5263861892097713,0.047874855842232646
C1,no,Insulin,30.945558739255013,0.5076118155905234,0.04993082348120627,0.2200341391783173,0.18748282360046203,0.17592875379889045,0.2676777782545794,0.733554184741826,0.44163324663917,0.5263861892091403,0.047874855842026116
C1,no,Insulin,31.08882521489971,0.5076118155905415,0.04993082348158267,0.22003413917832423,0.18748282360069832,0.17592875379910225,0.26767777825499056,0.7335541847417416,0.44163324663921605,0.5263861892085091,0.04787485584181959
C1,no,Insulin,31.23209169054441,0.5076118155905595,0.04993082348195907,0.2200341391783312,0.1874828236009346,0.17592875379931405,0.2676777782554017,0.7335541847416573,0.44163324663926207,0.526386189207878,0.04787485584161306
C1,no,Insulin,31.37535816618911,0.5076118155905776,0.04993082348233547,0.22003413917833817,0.18748282360117086,0.17592875379952586,0.2676777782558128,0.733554184741573,0.44163324663930814,0.5263861892072469,0.047874855841406536
C1,no,Insulin,31.51862464183381,0.5076118155905956,0.04993082348271187,0.2200341391783451,0.18748282360140714,0.17592875379973766,0.26767777825622396,0.7335541847414887,0.44163324663935416,0.5263861892066158,0.047874855841200006
C1,no,Insulin,31.661891117478508,0.5076118155906137,0.04993082348308827,0.22003413917835207,0.18748282360164342,0.17592875379994946,0.2676777782566351,0.7335541847414043,0.44163324663940023,0.5263861892059847,0.04787485584099348
C1,no,Insulin,31.80515759312321,0.5076118155906318,0.04993082348346468,0.22003413917835904,0.1874828236018797,0.17592875380016126,0.2676777782570462,0.73355418474132,0.44163324663944625,0.5263861892053536,0.04787485584078695
C1,no,Insulin,31.948424068767906,0.5076118155906498,0.04993082348384108,0.22003413917836598,0.187482823602116,0.17592875380037307,0.26767777825745737,0.7335541847412357,0.4416332466394923,0.5263861892047226,0.04787485584058042
C1,no,Insulin,32.09169054441261,0.5076118155906679,0.04993082348421748,0.22003413917837295,0.18748282360235227,0.1759287538005849,0.2676777782578685,0.7335541847411513,0.44163324663953835,0.5263861892040914,0.04787485584037389
C1,no,Insulin,32.2349570200573,0.507611815590686,0.04993082348459388,0.2200341391783799,0.18748282360258853,0.1759287538007967,0.2676777782582796,0.733554184741067,0.4416332466395844,0.5263861892034604,0.04787485584016736
C1,no,Insulin,32.378223495702,0.5076118155907041,0.04993082348497028,0.22003413917838685,0.1874828236028248,0.1759287538010085,0.26767777825869077,0.7335541847409827,0.44163324663963044,0.5263861892028292,0.04787485583996084
C1,no,Insulin,32.5214899713467,0.5076118155907222,0.04993082348534668,0.22003413917839382,0.1874828236030611,0.1759287538012203,0.2676777782591019,0.7335541847408984,0.4416332466396765,0.5263861892021982,0.04787485583975431
C1,no,Insulin,32.664756446991404,0.5076118155907402,0.049930823485723086,0.22003413917840078,0.18748282360329738,0.1759287538014321,0.267677778259513,0.733554184740814,0.44163324663972253,0.526386189201567,0.04787485583954778
C1,no,Insulin,32.8080229226361,0.5076118155907583,0.049930823486099486,0.22003413917840772,0.18748282360353366,0.1759287538016439,0.26767777825992417,0.7335541847407298,0.4416332466397686,0.5263861892009359,0.04787485583934125
C1,no,Insulin,32.9512893982808,0.5076118155907764,0.049930823486475887,0.2200341391784147,0.18748282360376992,0.17592875380185571,0.2676777782603353,0.7335541847406454,0.4416332466398146,0.5263861892003048,0.04787485583913472
C1,no,Insulin,33.0945558739255,0.5076118155907945,0.04993082348685229,0.22003413917842163,0.1874828236040062,0.17592875380206752,0.2676777782607464,0.733554184740561,0.44163324663986064,0.5263861891996737,0.04787485583892819
C1,no,Insulin,33.2378223495702,0.5076118155908126,0.04993082348722869,0.2200341391784286,0.18748282360424248,0.17592875380227932,0.2676777782611575,0.7335541847404767,0.4416332466399067,0.5263861891990426,0.04787485583872166
C1,no,Insulin,33.381088825214896,0.5076118155908306,0.04993082348760509,0.22003413917843556,0.18748282360447877,0.17592875380249112,0.2676777782615687,0.7335541847403924,0.44163324663995274,0.5263861891984115,0.04787485583851514
C1,no,Insulin,33.5243553008596,0.5076118155908487,0.04993082348798149,0.2200341391784425,0.18748282360471505,0.17592875380270295,0.2676777782619798,0.7335541847403081,0.4416332466399988,0.5263861891977804,0.04787485583830861
C1,no,Insulin,33.6676217765043,0.5076118155908668,0.049930823488357895,0.22003413917844947,0.18748282360495133,0.17592875380291476,0.2676777782623909,0.7335541847402237,0.44163324664004483,0.5263861891971493,0.04787485583810208
C1,no,Insulin,33.81088825214899,0.5076118155908849,0.049930823488734295,0.22003413917845643,0.1874828236051876,0.17592875380312656,0.2676777782628021,0.7335541847401394,0.4416332466400909,0.5263861891965183,0.04787485583789555
C1,no,Insulin,33.95415472779369,0.507611815590903,0.049930823489110696,0.22003413917846337,0.18748282360542387,0.17592875380333836,0.2676777782632132,0.7335541847400551,0.4416332466401369,0.5263861891958871,0.04787485583768902
C1,no,Insulin,34.097421203438394,0.507611815590921,0.049930823489487096,0.22003413917847034,0.18748282360566015,0.17592875380355016,0.2676777782636243,0.7335541847399708,0.441633246640183,0.526386189195256,0.047874855837482494
C1,no,Insulin,34.240687679083095,0.507611815590939,0.049930823489863496,0.2200341391784773,0.18748282360589644,0.17592875380376197,0.2676777782640355,0.7335541847398864,0.441633246640229,0.5263861891946249,0.047874855837275965
C1,no,Insulin,34.38395415472779,0.5076118155909571,0.049930823490239896,0.22003413917848424,0.18748282360613272,0.17592875380397377,0.2676777782644466,0.733554184739802,0.4416332466402751,0.5263861891939938,0.04787485583706944
C1,no,Insulin,34.52722063037249,0.5076118155909752,0.0499308234906163,0.2200341391784912,0.187482823606369,0.17592875380418557,0.2676777782648577,0.7335541847397178,0.4416332466403211,0.5263861891933627,0.04787485583686291
C1,no,Insulin,34.67048710601719,0.5076118155909933,0.049930823490992704,0.22003413917849815,0.18748282360660526,0.17592875380439738,0.2676777782652689,0.7335541847396334,0.4416332466403672,0.5263861891927316,0.047874855836656384
C1,no,Insulin,34.81375358166189,0.5076118155910113,0.049930823491369104,0.22003413917850512,0.18748282360684154,0.17592875380460918,0.26767777826568,0.7335541847395491,0.4416332466404132,0.5263861891921005,0.047874855836449855
C1,no,Insulin,34.957020057306586,0.5076118155910294,0.049930823491745505,0.22003413917851208,0.18748282360707783,0.175928753804821,0.2676777782660911,0.7335541847394648,0.4416332466404593,0.5263861891914694,0.047874855836243325
C1,no,Insulin,35.10028653295129,0.5076118155910475,0.049930823492121905,0.22003413917851902,0.1874828236073141,0.1759287538050328,0.2676777782665023,0.7335541847393805,0.4416332466405053,0.5263861891908382,0.047874855836036796
C1,no,Insulin,35.24355300859599,0.5076118155910656,0.049930823492498305,0.220034139178526,0.1874828236075504,0.17592875380524461,0.2676777782669134,0.7335541847392961,0.44163324664055137,0.5263861891902072,0.04787485583583027
C1,no,Insulin,35.38681948424068,0.5076118155910837,0.049930823492874706,0.22003413917853296,0.18748282360778667,0.17592875380545642,0.26767777826732453,0.7335541847392119,0.4416332466405974,0.526386189189576,0.047874855835623745
C1,no,Insulin,35.53008595988538,0.5076118155911017,0.04993082349325111,0.2200341391785399,0.18748282360802293,0.17592875380566822,0.2676777782677357,0.7335541847391275,0.44163324664064346,0.526386189188945,0.047874855835417215
C1,no,Insulin,35.673352435530084,0.5076118155911198,0.04993082349362751,0.22003413917854686,0.1874828236082592,0.17592875380588002,0.2676777782681468,0.7335541847390431,0.4416332466406895,0.5263861891883138,0.047874855835210686
C1,no,Insulin,35.816618911174785,0.5076118155911379,0.04993082349400391,0.22003413917855383,0.1874828236084955,0.17592875380609183,0.26767777826855793,0.7335541847389588,0.44163324664073556,0.5263861891876828,0.04787485583500416
C1,no,Insulin,35.95988538681948,0.507611815591156,0.049930823494380314,0.22003413917856077,0.18748282360873178,0.17592875380630363,0.2676777782689691,0.7335541847388745,0.4416332466407816,0.5263861891870517,0.04787485583479763
