NON $ % + -
#NON	c	a	b	d
20.70707070707071	0.015309702839167676	0.0012731044202248137	0.028157967250379008	0.021819207090384995
21.212121212121215	0.01530395179665313	0.0012722954892583265	0.02814872011059118	0.02180904522375711
21.71717171717172	0.015299260405332554	0.001271634461754263	0.028141167575177692	0.021800743937005457
22.222222222222225	0.015295413604734702	0.0012710930336709227	0.02813497782886348	0.021793942656233068
22.72727272727273	0.015292264418724145	0.001270649654240993	0.028129908924193925	0.021788373196166357
23.232323232323235	0.015289681915481435	0.0012702863650125764	0.028125753898432568	0.021783808802515424
23.73737373737374	0.015287568961439043	0.0012699892483791812	0.028122354857334997	0.02178007537803269
24.242424242424242	0.015285838034745019	0.0012697455307010956	0.02811956784403547	0.021777013744821987
24.747474747474747	0.01528442223745555	0.0012695461926945672	0.02811728815113518	0.02177450954841915
25.252525252525253	0.015283266774419997	0.0012693838896078809	0.028115430298794087	0.021772469537979653
25.757575757575758	0.015282317189272053	0.0012692502741326226	0.028113901758826675	0.021770790720360533
26.262626262626263	0.015281539557607266	0.0012691408240694479	0.028112649744538497	0.02176941559805511
26.767676767676768	0.015280902162883284	0.0012690511389625188	0.02811162368023086	0.02176828871886672
27.272727272727273	0.01528037958899551	0.0012689776472009353	0.028110782700880285	0.021767365198582272
27.77777777777778	0.015279952087646195	0.0012689175153183599	0.028110094632375744	0.021766609587237067
28.282828282828284	0.015279605007022601	0.0012688686383686345	0.028109535582489492	0.02176599555610616
28.78787878787879	0.015279321319158257	0.0012688285582282597	0.02810907769835163	0.021765492390119715
29.292929292929294	0.015279089963229348	0.0012687954868567835	0.028108701509337714	0.021765078253854105
29.7979797979798	0.01527890380344671	0.0012687682013460422	0.028108393952921494	0.021764738376976497
30.303030303030305	0.015278735701457732	0.00126874631234698	0.028108136020474687	0.021764458540617333
30.80808080808081	0.01527860748531123	0.0012687281418068156	0.0281079286567007	0.021764230576408108
31.313131313131315	0.015278500644516198	0.001268713308600148	0.028107758086713938	0.021764043649958847
31.81818181818182	0.015278413923567165	0.0012687011387197944	0.02810761870107465	0.021763890644620563
32.323232323232325	0.015278343006604618	0.0012686911695149448	0.028107504593444195	0.02176376535389286
32.82828282828283	0.01527828426259334	0.0012686829036857373	0.02810741001584041	0.02176366149210354
33.333333333333336	0.015278235829398273	0.001268676076119424	0.028107331947896105	0.02176357573647568
33.83838383838384	0.015278197567205002	0.0012686706611040194	0.028107270120944848	0.02176350778035397
34.343434343434346	0.015278167003837554	0.0012686662020089687	0.028107219770075017	0.02176345218186196
34.84848484848485	0.015278143222306424	0.001268662529459019	0.02810717912786632	0.021763406922476827
35.35353535353536	0.015278123892571757	0.0012686595991370714	0.028107146488573403	0.021763370674492254
35.85858585858586	0.015278102358920185	0.0012686572431868095	0.028107116681876838	0.021763339238915255
36.36363636363637	0.015278086894808484	0.0012686552558131537	0.028107093144962972	0.0217633137544867
36.86868686868687	0.015278075725101507	0.001268653578091756	0.028107074396750704	0.02176329296191157
37.37373737373738	0.015278066094889521	0.0012686521836597971	0.0281070586080329	0.02176327554764179
37.87878787878788	0.01527805798194917	0.0012686510538185512	0.0281070456307052	0.021763261319065468
38.38383838383839	0.015278051277218324	0.001268650117446905	0.028107034886853722	0.02176324953419218
38.88888888888889	0.015278045878925867	0.001268649374439324	0.028107026315161945	0.021763240153045427
39.3939393939394	0.015278041375030407	0.001268648743154682	0.02810701908155463	0.021763232214134808
39.8989898989899	0.015278037880179627	0.0012686482644330916	0.02810701354884051	0.02176322616343739
40.40404040404041	0.015278035166066392	0.001268647898611808	0.028107009295072437	0.021763221523080734
40.909090909090914	0.015278033075094382	0.0012686476126326628	0.028107005988018897	0.021763217907275936
41.41414141414142	0.015278031395611775	0.0012686473683885618	0.02810700322686448	0.02176321485984002
41.919191919191924	0.015278030191611511	0.00126864719562236	0.028107001264228073	0.021763212698104262
42.42424242424243	0.015278029352743836	0.0012686470811624651	0.028106999939437566	0.021763211250159526
42.929292929292934	0.015278028633618709	0.0012686469785971191	0.028106998771698838	0.021763209965146642
43.43434343434344	0.015278027882895107	0.0012686468646647287	0.028106997503167246	0.021763208556126783
43.939393939393945	0.015278027312823343	0.0012686467776166902	0.028106996536053867	0.021763207480931464
44.44444444444445	0.015278026928779706	0.001268646720705107	0.028106995897015215	0.021763206773637214
44.949494949494955	0.01527802652674161	0.0012686466617556312	0.028106995232569706	0.02176320603939377
45.45454545454546	0.015278026037824627	0.001268646591456813	0.028106994434562573	0.02176320516016408
45.959595959595966	0.015278025503767119	0.0012686465161024095	0.028106993573227313	0.02176320421388411
46.46464646464647	0.015278025257092468	0.001268646479727116	0.028106993164062972	0.021763203761352545
46.969696969696976	0.015278024969694437	0.0012686464387299749	0.02810699269732777	0.021763203247731937
47.47474747474748	0.015278024641573027	0.0012686463931109865	0.0281069921730217	0.021763202673022286
47.979797979797986	0.015278024406690339	0.0012686463595839017	0.028106991791418446	0.021763202253044924
48.484848484848484	0.015278024252410944	0.0012686463365722649	0.028106991533628018	0.02176320196744338
48.98989898989899	0.015278024102883396	0.0012686463146124865	0.028106991286252304	0.021763201694016233
49.494949494949495	0.015278023958107692	0.001268646293704567	0.0281069910492913	0.02176320143276347
50.0	0.015278023818083832	0.001268646273848506	0.02810699082274501	0.021763201183685098
