NON $ % + -
#NON	c	a	b	d
0.0	0.09707142966678495	0.9469871798420046	0.22243799436942846	0.16276049327417597
0.5050505050505051	0.22989038466466663	0.4506938287488892	0.26579516195510167	0.22930567355089382
1.0101010101010102	0.21105570991603767	0.22548532774964591	0.2436228300402766	0.2362565727669268
1.5151515151515151	0.16833329510425737	0.11852706625663716	0.20570616586028925	0.21613771460491818
2.0202020202020203	0.12996596004303304	0.0656226674687531	0.16881393624487145	0.18646548685706882
2.5252525252525255	0.10036319221561903	0.03833981175316997	0.13774489365605017	0.1560362492710392
3.0303030303030303	0.07853924807249951	0.02365140134966726	0.11305103528547282	0.12874096483063024
3.5353535353535355	0.06265719127376228	0.015392629537984039	0.0939236381717452	0.10586390452023542
4.040404040404041	0.05109592821450582	0.010546646174710657	0.07926434729788802	0.08741791963609498
4.545454545454546	0.04262494520054087	0.007584596653401444	0.06805748797338924	0.07288031762827142
5.050505050505051	0.036358815907432736	0.005703474800521021	0.05947223238794846	0.0615717130934884
5.555555555555556	0.03167346337239146	0.004466144557283603	0.05286501483752349	0.052833207457804274
6.0606060606060606	0.028131334056794185	0.00362606235164777	0.04775007665614191	0.04609599110598481
6.565656565656566	0.025424999607928808	0.003039405771931432	0.0437651258235456	0.04089790465515503
7.070707070707071	0.02333684997473214	0.002619469474734549	0.040640812225412645	0.03687624181637881
7.575757575757576	0.02171135634657827	0.0023123645887721555	0.03817655609511086	0.03375215910456783
8.080808080808081	0.02043608709778539	0.002083598390426491	0.036222271463406855	0.03131374656780954
8.585858585858587	0.019428686364576116	0.001910485812416065	0.03466477869751802	0.029400789017600307
9.090909090909092	0.018628260842212502	0.0017777355400485995	0.03341824108508617	0.02789243656840691
9.595959595959597	0.017989060982705782	0.0016747893962731236	0.03241685088139717	0.02669728335839273
10.101010101010102	0.017476429844663747	0.0015942001545101946	0.03160982135991663	0.025745962017815757
10.606060606060607	0.017063817016729297	0.0015306161844850456	0.030957654881448717	0.02498558521455478
11.111111111111112	0.01673075002458753	0.0014801216730816588	0.030429471645825004	0.02437560756627605
11.616161616161618	0.01646120000845299	0.0014398046516905137	0.030000871530038813	0.0238846939076321
12.121212121212121	0.01624260418816989	0.0014074689983184134	0.02965252587213976	0.023488496207552105
12.626262626262626	0.016065028677482596	0.0013814387232563513	0.029369035782630955	0.02316797538390687
13.131313131313131	0.015920568867196852	0.0013604201297293468	0.029138071990970547	0.022908145920287865
13.636363636363637	0.01580290646903033	0.0013434045449980901	0.02894972341815863	0.0226971418269954
14.141414141414142	0.015706972308115966	0.0013296023374743796	0.028796009705584477	0.02252554868639797
14.646464646464647	0.015628706979722736	0.0013183870746466626	0.028670499683455693	0.022385838765537087
15.151515151515152	0.015564814943501662	0.0013092614367882954	0.02856796491349223	0.02227197618133796
15.656565656565657	0.015512615600840376	0.0013018277161619797	0.028484157955883573	0.02217909815348637
16.161616161616163	0.015469956625111003	0.001295766018551157	0.028415634698134518	0.022103282363735606
16.666666666666668	0.015435081707061822	0.0012908196728421922	0.02835959488509739	0.022041362687993206
17.171717171717173	0.01540656161684559	0.0012867807790824211	0.028313753061217	0.0219907670758074
17.67676767676768	0.01538323364188456	0.001283481091485702	0.0282762460664367	0.02194940831387133
18.181818181818183	0.015364141953327524	0.0012807836407350073	0.028245546117208836	0.02191558157031263
18.68686868686869	0.015348516077821698	0.0012785781295713788	0.028220418258070396	0.02188791215982886
19.191919191919194	0.015335730475761073	0.0012767747753780485	0.028199853470096386	0.021865280660403944
19.6969696969697	0.01532527136536489	0.0012752993950171513	0.02818302174328901	0.021846763204120403
20.202020202020204	0.015316715796209876	0.0012740920598464708	0.028169247617645412	0.02183160973292223
